ucgid,NAME,GEO_ID,B07201_014MA,B07201_014M,B07201_014EA,B07201_014E,B07201_013MA,B07201_013M,B07201_013EA,B07201_013E,B07201_012MA,B07201_012M,B07201_012EA,B07201_012E,B07201_011MA,B07201_011M,B07201_011EA,B07201_011E,B07201_010MA,B07201_010M,B07201_010EA,B07201_010E,B07201_009MA,B07201_009M,B07201_009EA,B07201_009E,B07201_008MA,B07201_008M,B07201_008EA,B07201_008E,B07201_007MA,B07201_007M,B07201_007EA,B07201_007E,B07201_006MA,B07201_006M,B07201_006EA,B07201_006E,B07201_005MA,B07201_005M,B07201_005EA,B07201_005E,B07201_004MA,B07201_004M,B07201_004EA,B07201_004E,B07201_003MA,B07201_003M,B07201_003EA,B07201_003E,B07201_002MA,B07201_002M,B07201_002EA,B07201_002E,B07201_001MA,B07201_001M,B07201_001EA,B07201_001E
310M300US45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",310M300US45300,,4937,,27566,,1470,,4277,,1395,,4025,,1727,,3555,,2204,,7580,,6405,,75931,,5595,,50151,,9114,,126082,,14878,,233578,,9514,,130317,,19027,,363895,,20154,,501834,,19537,,2530830,,2881,,3060230
310M300US45460,"Terre Haute, IN Metro Area",310M300US45460,,147,,180,,1002,,2442,,278,,563,,787,,1507,,840,,2070,,1054,,3260,,819,,1935,,1345,,5195,,1986,,7474,,3011,,11754,,3273,,19228,,3289,,28935,,4163,,134608,,3193,,163723
310M300US45500,"Texarkana, TX-AR Metro Area",310M300US45500,,284,,179,,526,,1111,,976,,1138,,417,,552,,1130,,1690,,554,,1128,,756,,1059,,922,,2187,,2325,,8193,,1678,,2784,,2761,,10977,,3376,,15965,,3930,,134442,,2179,,150586
310M300US45540,"The Villages, FL Metro Area",310M300US45540,,367,,539,,590,,873,,442,,341,,139,,85,,456,,426,,2708,,8619,,540,,843,,2779,,9462,,894,,1575,,1611,,2183,,1834,,3758,,3182,,14519,,3275,,109712,,415,,124770
310M300US45780,"Toledo, OH Metro Area",310M300US45780,,835,,1937,,795,,1601,,1210,,3971,,662,,1527,,1523,,5498,,1770,,11438,,1897,,6969,,2895,,18407,,4409,,32725,,4713,,35130,,6537,,67855,,7037,,93361,,7529,,500727,,1405,,596025
310M300US45820,"Topeka, KS Metro Area",310M300US45820,,412,,532,,606,,1308,,240,,300,,536,,793,,580,,1093,,1376,,3545,,1189,,3973,,1786,,7518,,1974,,6273,,2671,,12969,,3253,,19242,,3529,,29161,,3444,,200789,,652,,230482
310M300US45860,"Torrington, CT Micro Area",310M300US45860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M300US45900,"Traverse City, MI Micro Area",310M300US45900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M300US45940,"Trenton, NJ Metro Area",310M300US45940,,916,,3054,,206,,0,,206,,0,,206,,0,,206,,0,,4660,,21143,,2208,,7166,,5236,,28309,,3230,,18273,,3217,,13686,,4487,,31959,,6777,,60268,,6933,,307280,,943,,370602
310M300US46020,"Truckee-Grass Valley, CA Micro Area",310M300US46020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M300US46060,"Tucson, AZ Metro Area",310M300US46060,,2651,,8953,,663,,1558,,861,,2049,,807,,1540,,1181,,3589,,3447,,30143,,3560,,23691,,4654,,53834,,5315,,44945,,8112,,95341,,8852,,140286,,9366,,199267,,9374,,803530,,1415,,1011750
310M300US46100,"Tullahoma-Manchester, TN Micro Area",310M300US46100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M300US46140,"Tulsa, OK Metro Area",310M300US46140,,1258,,3601,,1100,,4357,,1159,,3390,,1319,,5860,,1796,,9250,,2195,,12494,,1632,,10065,,2935,,22559,,3771,,56881,,4647,,67083,,6001,,123964,,6864,,160130,,7175,,813502,,1757,,977233
310M300US46180,"Tupelo, MS Micro Area",310M300US46180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M300US46340,"Tyler, TX Metro Area",310M300US46340,,421,,687,,720,,952,,823,,1132,,589,,1073,,1005,,2205,,1916,,5458,,1926,,3951,,2884,,9409,,2640,,6789,,2208,,6959,,3389,,13748,,4897,,26314,,4798,,198458,,981,,225459
310M300US46380,"Ukiah, CA Micro Area",310M300US46380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M300US46520,"Urban Honolulu, HI Metro Area",310M300US46520,,3254,,14387,,102,,62,,1171,,2689,,551,,871,,1249,,3560,,3277,,18520,,3390,,16522,,4597,,35042,,6519,,47049,,5278,,33783,,8807,,80832,,8699,,119496,,9181,,843097,,1504,,976980
310M300US46540,"Utica-Rome, NY Metro Area",310M300US46540,,297,,519,,232,,252,,830,,1333,,552,,718,,975,,2051,,1229,,4403,,1150,,3408,,1662,,7811,,2508,,11827,,2761,,10826,,3440,,22653,,3907,,32767,,4063,,257036,,774,,290322
310M300US46660,"Valdosta, GA Metro Area",310M300US46660,,829,,941,,1208,,1832,,652,,1042,,448,,512,,836,,1554,,1409,,3828,,1098,,2156,,2007,,5984,,2000,,5283,,1358,,4187,,2634,,9470,,3696,,18840,,4138,,123622,,1669,,143403
310M300US46700,"Vallejo-Fairfield, CA Metro Area",310M300US46700,,677,,1687,,96,,83,,558,,629,,178,,185,,577,,814,,3004,,15963,,3025,,14373,,4784,,30336,,3492,,14951,,3995,,15468,,5570,,30419,,8180,,61652,,7990,,376728,,1002,,440067
310M300US47020,"Victoria, TX Metro Area",310M300US47020,,153,,219,,1046,,1532,,225,,0,,277,,229,,277,,229,,476,,561,,909,,2193,,1005,,2754,,1322,,2578,,2143,,6617,,2497,,9195,,2988,,13710,,3405,,84844,,1780,,98773
310M300US47220,"Vineland-Bridgeton, NJ Metro Area",310M300US47220,,1252,,1204,,206,,0,,206,,0,,206,,0,,206,,0,,1272,,4004,,838,,2134,,1560,,6138,,1011,,2990,,3054,,9290,,3033,,12280,,3523,,18418,,3503,,131661,,584,,151283
310M300US47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",310M300US47260,,4199,,15771,,1524,,6239,,1509,,4587,,2949,,5312,,3162,,9899,,4686,,46686,,3740,,32004,,5630,,78690,,7292,,57468,,9795,,143214,,12330,,200682,,14520,,295510,,14763,,1391095,,4549,,1702376
310M300US47300,"Visalia-Porterville, CA Metro Area",310M300US47300,,643,,853,,349,,260,,416,,251,,500,,420,,662,,671,,1648,,4667,,2395,,6792,,2846,,11459,,5082,,23303,,4780,,18821,,6668,,42124,,7868,,54514,,8012,,401895,,1394,,457262
310M300US47380,"Waco, TX Metro Area",310M300US47380,,510,,807,,637,,1138,,1020,,1514,,594,,848,,1228,,2362,,2392,,9478,,2950,,9653,,3816,,19131,,3783,,17843,,3646,,20274,,5226,,38117,,5992,,60748,,6246,,202403,,2204,,263958
310M300US46220,"Tuscaloosa, AL Metro Area",310M300US46220,,514,,509,,657,,977,,321,,505,,70,,56,,341,,561,,1819,,9370,,1265,,6055,,2267,,15425,,2805,,8613,,3316,,13708,,4047,,22321,,4298,,39284,,5853,,199002,,3408,,238795
310M300US46300,"Twin Falls, ID Micro Area",310M300US46300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M300US47460,"Walla Walla, WA Metro Area",310M300US47460,,187,,239,,126,,70,,681,,1170,,843,,1022,,1125,,2192,,817,,2194,,1772,,4318,,2101,,6512,,815,,1732,,968,,2453,,1164,,4185,,2700,,12959,,2872,,51169,,919,,64367
310M300US47580,"Warner Robins, GA Metro Area",310M300US47580,,1254,,1036,,1447,,2050,,598,,662,,293,,236,,579,,898,,2661,,6305,,1402,,3875,,3062,,10180,,2459,,6086,,4134,,11558,,4501,,17644,,5554,,30772,,6033,,158269,,2431,,190077
310M300US47700,"Warsaw, IN Micro Area",310M300US47700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M300US47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",310M300US47900,,7893,,79123,,2241,,8828,,1491,,4312,,980,,3285,,1903,,7597,,8223,,116496,,6075,,96308,,9380,,212804,,19876,,402388,,10468,,209425,,21188,,611813,,24639,,841042,,27301,,5223610,,4601,,6143775
310M300US47940,"Waterloo-Cedar Falls, IA Metro Area",310M300US47940,,1250,,936,,938,,2659,,139,,154,,1102,,1745,,1074,,1899,,856,,2870,,1184,,2427,,1498,,5297,,1048,,3377,,2585,,12973,,2851,,16350,,3693,,26205,,3723,,140420,,686,,167561
310M300US48020,"Watertown-Fort Atkinson, WI Micro Area",310M300US48020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M300US48060,"Watertown-Fort Drum, NY Metro Area",310M300US48060,,817,,1828,,456,,715,,661,,817,,373,,287,,762,,1104,,1607,,5043,,1399,,4545,,1881,,9588,,1084,,4241,,1248,,3400,,1561,,7641,,2268,,19048,,2510,,89806,,780,,110682
310M300US48140,"Wausau, WI Metro Area",310M300US48140,,132,,135,,1033,,1701,,781,,1107,,277,,414,,810,,1521,,914,,1810,,590,,1275,,1148,,3085,,1445,,6222,,1125,,4366,,1993,,10588,,2647,,16895,,2623,,117083,,380,,134113
310M300US48260,"Weirton-Steubenville, WV-OH Metro Area",310M300US48260,,170,,159,,551,,551,,432,,360,,71,,54,,410,,414,,1025,,3770,,381,,1098,,1084,,4868,,1441,,4225,,1629,,4192,,2163,,8417,,2485,,14250,,3073,,104151,,2066,,118560
310M300US48300,"Wenatchee, WA Metro Area",310M300US48300,,213,,227,,469,,379,,550,,593,,343,,356,,642,,949,,627,,1334,,981,,1450,,1149,,2784,,2106,,5746,,2164,,5779,,2835,,11525,,3309,,15637,,3424,,101580,,561,,117444
310M300US48540,"Wheeling, WV-OH Metro Area",310M300US48540,,182,,150,,200,,288,,216,,458,,81,,75,,222,,533,,1509,,4024,,294,,518,,1545,,4542,,1200,,4625,,860,,1411,,1458,,6036,,2215,,11399,,2179,,128435,,448,,139984
310M300US48580,"Whitewater-Elkhorn, WI Micro Area",310M300US48580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M300US48620,"Wichita, KS Metro Area",310M300US48620,,1900,,3578,,890,,2895,,653,,1125,,976,,2951,,1188,,4076,,3129,,9570,,3618,,10815,,4943,,20385,,3285,,21074,,6093,,55230,,6879,,76304,,7985,,103660,,8302,,531360,,1361,,638598
310M300US48660,"Wichita Falls, TX Metro Area",310M300US48660,,797,,1545,,686,,1194,,1509,,2602,,512,,777,,1608,,3379,,1854,,6067,,863,,2568,,2297,,8635,,981,,2344,,2474,,11885,,2696,,14229,,3364,,27437,,3531,,119974,,780,,148956
310M300US48700,"Williamsport, PA Metro Area",310M300US48700,,835,,695,,276,,315,,646,,948,,189,,222,,707,,1170,,851,,2613,,448,,1058,,1039,,3671,,1241,,4950,,1703,,5294,,2122,,10244,,2657,,15400,,3077,,96289,,635,,112384
310M300US48900,"Wilmington, NC Metro Area",310M300US48900,,657,,905,,741,,1260,,1737,,2046,,486,,765,,1736,,2811,,2322,,10499,,1767,,4778,,3073,,15277,,3179,,12589,,3016,,14333,,4732,,26922,,5743,,46270,,5735,,237519,,700,,284694
310M300US48980,"Wilson, NC Micro Area",310M300US48980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M300US49220,"Wisconsin Rapids-Marshfield, WI Micro Area",310M300US49220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M300US49300,"Wooster, OH Micro Area",310M300US49300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M300US49340,"Worcester, MA-CT Metro Area",310M300US49340,,2791,,8393,,456,,587,,1021,,1339,,54,,43,,1028,,1382,,3006,,21239,,2205,,10273,,3936,,31512,,5361,,46433,,2498,,13033,,5766,,59466,,6025,,92947,,6613,,830691,,1785,,932031
310M300US49420,"Yakima, WA Metro Area",310M300US49420,,643,,788,,189,,262,,564,,817,,412,,586,,668,,1403,,2666,,4293,,1528,,5171,,2882,,9464,,2373,,9673,,3776,,12600,,4429,,22273,,5427,,33402,,5546,,212430,,1029,,246620
310M300US49620,"York-Hanover, PA Metro Area",310M300US49620,,1437,,2707,,193,,218,,922,,1028,,291,,176,,960,,1204,,2972,,13185,,1477,,4167,,3399,,17352,,4744,,26979,,2236,,8123,,5488,,35102,,6912,,53876,,7022,,384324,,835,,440907
310M300US49660,"Youngstown-Warren-Boardman, OH-PA Metro Area",310M300US49660,,799,,1659,,122,,136,,701,,1451,,1182,,2090,,1303,,3541,,1890,,7269,,1759,,4020,,2706,,11289,,3983,,27223,,2638,,10389,,4695,,37612,,5208,,52578,,5414,,480126,,1357,,534363
310M300US49700,"Yuba City, CA Metro Area",310M300US49700,,381,,704,,163,,99,,550,,656,,67,,41,,551,,697,,670,,2074,,974,,2720,,1279,,4794,,2324,,6868,,2570,,6296,,3580,,13164,,3771,,18754,,3666,,151118,,791,,170576
310M300US49740,"Yuma, AZ Metro Area",310M300US49740,,790,,2030,,262,,247,,1111,,1307,,534,,717,,1274,,2024,,2263,,5084,,1301,,4654,,2610,,9738,,2809,,9020,,3235,,10759,,4691,,19779,,6270,,31788,,6510,,170727,,1081,,204545
310M300US49780,"Zanesville, OH Micro Area",310M300US49780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M300US49020,"Winchester, VA-WV Metro Area",310M300US49020,,1585,,1045,,558,,841,,204,,220,,156,,97,,260,,317,,1649,,5076,,829,,1219,,1896,,6295,,1858,,4899,,797,,1537,,1919,,6436,,2761,,13889,,4245,,122619,,2632,,137553
310M300US21500,"Erie, PA Metro Area",310M300US21500,,790,,1428,,598,,605,,723,,1575,,454,,646,,865,,2221,,960,,4072,,1045,,3457,,1375,,7529,,2775,,14484,,4184,,20028,,5205,,34512,,5191,,44867,,5346,,226017,,706,,272312
310M300US21660,"Eugene, OR Metro Area",310M300US21660,,1236,,2481,,848,,1243,,1520,,1837,,604,,1335,,1610,,3172,,2938,,13336,,2694,,9830,,4226,,23166,,4441,,19018,,4341,,28556,,5745,,47574,,7159,,75155,,7300,,294070,,723,,371706
310M300US21700,"Eureka-Arcata-Fortuna, CA Micro Area",310M300US21700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M300US21780,"Evansville, IN-KY Metro Area",310M300US21780,,396,,853,,1277,,3493,,1997,,2258,,452,,687,,2091,,2945,,1145,,4389,,1117,,3577,,1612,,7966,,4072,,18131,,3019,,18959,,4914,,37090,,5674,,51494,,5810,,260086,,894,,312433
310M300US21820,"Fairbanks, AK Metro Area",310M300US21820,,356,,403,,427,,646,,264,,284,,69,,44,,272,,328,,1129,,2550,,1525,,3432,,1977,,5982,,2428,,5960,,2656,,7197,,3375,,13157,,3709,,20113,,3709,,77872,,584,,98388
310M300US22020,"Fargo, ND-MN Metro Area",310M300US22020,,596,,1089,,1451,,4023,,1052,,2374,,931,,1530,,1443,,3904,,1992,,5153,,1052,,3205,,2118,,8358,,2519,,9609,,3961,,22269,,4609,,31878,,4169,,48163,,4299,,188995,,919,,238247
310M300US22060,"Faribault-Northfield, MN Micro Area",310M300US22060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M300US22100,"Farmington, MO Micro Area",310M300US22100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M300US22140,"Farmington, NM Metro Area",310M300US22140,,146,,125,,244,,262,,240,,336,,499,,419,,540,,755,,914,,1796,,924,,1990,,1375,,3786,,2781,,7112,,1209,,3447,,2970,,10559,,2975,,15362,,3149,,109552,,523,,125039
310M300US22180,"Fayetteville, NC Metro Area",310M300US22180,,1491,,4762,,984,,1644,,1945,,5129,,951,,1810,,2308,,6939,,4090,,20237,,2085,,8576,,4638,,28813,,3035,,11683,,2744,,21089,,4374,,32772,,5531,,70168,,5717,,304855,,1105,,379785
310M300US22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",310M300US22220,,866,,2238,,1211,,2349,,1105,,1774,,627,,1623,,1289,,3397,,2584,,11477,,3982,,15992,,4875,,27469,,2970,,16728,,5515,,33874,,6608,,50602,,7743,,83817,,8442,,441157,,3332,,527212
310M300US22380,"Flagstaff, AZ Metro Area",310M300US22380,,447,,530,,886,,1065,,453,,697,,396,,423,,640,,1120,,1948,,9434,,1617,,6588,,2524,,16022,,1940,,3137,,2076,,10524,,2506,,13661,,3193,,31868,,3131,,107024,,448,,139422
310M300US22420,"Flint, MI Metro Area",310M300US22420,,281,,383,,617,,887,,271,,268,,282,,227,,430,,495,,2392,,7782,,1583,,4644,,3208,,12426,,3867,,24226,,2925,,11483,,4963,,35709,,5296,,49517,,5467,,353045,,983,,402945
310M300US22500,"Florence, SC Metro Area",310M300US22500,,277,,287,,1846,,3788,,23,,15,,449,,309,,451,,324,,644,,1631,,1463,,2263,,1528,,3894,,2589,,9784,,2443,,5831,,4038,,15615,,5141,,23621,,5262,,178679,,729,,202587
310M300US22520,"Florence-Muscle Shoals, AL Metro Area",310M300US22520,,674,,1075,,1022,,1918,,788,,811,,25,,17,,788,,828,,1316,,3058,,848,,1309,,1622,,4367,,1794,,6094,,2984,,8876,,3774,,14970,,3674,,22083,,3666,,123209,,339,,146367
310M300US22540,"Fond du Lac, WI Metro Area",310M300US22540,,380,,459,,443,,628,,268,,370,,74,,104,,273,,474,,545,,1378,,1185,,2434,,1201,,3812,,1031,,3412,,2331,,6458,,2496,,9870,,2482,,14784,,2634,,86154,,441,,101397
310M300US22580,"Forest City, NC Micro Area",310M300US22580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M300US22660,"Fort Collins, CO Metro Area",310M300US22660,,1524,,2421,,671,,1343,,457,,715,,1826,,3192,,1855,,3907,,3217,,14451,,1911,,10058,,3929,,24509,,2302,,8891,,3090,,21017,,3718,,29908,,5884,,59667,,6186,,277496,,902,,339584
310M300US22840,"Fort Payne, AL Micro Area",310M300US22840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M300US22900,"Fort Smith, AR-OK Metro Area",310M300US22900,,399,,343,,1274,,2830,,396,,504,,397,,545,,581,,1049,,2653,,4589,,1753,,5148,,2724,,9737,,4061,,19751,,2779,,12856,,5067,,32607,,5326,,46223,,5514,,231349,,1038,,277915
310M300US22300,"Findlay, OH Micro Area",310M300US22300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M300US23700,"Gallup, NM Micro Area",310M300US23700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M300US23900,"Gettysburg, PA Metro Area",310M300US23900,,144,,228,,99,,60,,263,,257,,119,,93,,295,,350,,784,,3134,,658,,1478,,1130,,4612,,1426,,3985,,775,,1058,,1512,,5043,,2109,,10065,,2197,,91264,,306,,101557
310M300US23060,"Fort Wayne, IN Metro Area",310M300US23060,,374,,626,,490,,814,,1032,,2893,,997,,2343,,1413,,5236,,1931,,6607,,1583,,5486,,2475,,12093,,2411,,10146,,3901,,29477,,4674,,39623,,5489,,57766,,5606,,371761,,797,,430153
310M300US23180,"Frankfort, KY Micro Area",310M300US23180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M300US23420,"Fresno, CA Metro Area",310M300US23420,,2158,,5539,,1441,,1542,,567,,673,,129,,130,,580,,803,,2809,,12227,,2761,,12878,,4159,,25105,,4613,,33928,,8238,,69058,,8927,,102986,,9261,,130436,,9555,,840681,,1578,,976656
310M300US23460,"Gadsden, AL Metro Area",310M300US23460,,147,,88,,141,,144,,81,,71,,41,,25,,90,,96,,2105,,4802,,313,,340,,2187,,5142,,1375,,3095,,2196,,5821,,3079,,8916,,3490,,14298,,3566,,87420,,339,,101806
310M300US23540,"Gainesville, FL Metro Area",310M300US23540,,1369,,4152,,702,,1342,,351,,453,,448,,524,,560,,977,,2386,,15411,,2013,,8589,,3188,,24000,,2327,,10740,,3210,,18770,,3952,,29510,,5130,,55829,,6004,,222737,,2601,,282718
310M300US23580,"Gainesville, GA Metro Area",310M300US23580,,165,,123,,560,,1051,,64,,38,,411,,411,,413,,449,,3435,,9626,,738,,1513,,3446,,11139,,2838,,9017,,2134,,3936,,3540,,12953,,4974,,25592,,5041,,171409,,660,,197124
310M300US24020,"Glens Falls, NY Metro Area",310M300US24020,,65,,48,,613,,657,,454,,639,,229,,202,,536,,841,,1073,,3707,,486,,982,,1192,,4689,,3431,,13047,,530,,996,,3471,,14043,,3794,,20230,,3751,,105220,,293,,125498
310M300US24060,"Glenwood Springs, CO Micro Area",310M300US24060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M300US24140,"Goldsboro, NC Metro Area",310M300US24140,,500,,546,,246,,301,,268,,264,,219,,188,,307,,452,,1893,,4308,,744,,1337,,1872,,5645,,2461,,6613,,1372,,2761,,2727,,9374,,3059,,15772,,3080,,106048,,683,,122366
310M300US24220,"Grand Forks, ND-MN Metro Area",310M300US24220,,352,,603,,847,,2320,,246,,448,,1281,,2446,,1313,,2894,,1131,,3375,,1106,,3892,,1543,,7267,,1154,,2882,,1462,,7164,,1884,,10046,,2741,,22527,,2753,,78247,,423,,101377
310M300US24260,"Grand Island, NE Metro Area",310M300US24260,,529,,368,,369,,443,,206,,214,,160,,178,,286,,392,,64,,39,,250,,452,,252,,491,,1472,,3381,,1744,,4865,,2090,,8246,,2247,,9572,,2495,,74716,,908,,84656
310M300US24300,"Grand Junction, CO Metro Area",310M300US24300,,334,,326,,422,,820,,764,,889,,1131,,1124,,1383,,2013,,1028,,2776,,1401,,2352,,1764,,5128,,2421,,9950,,2597,,9952,,3520,,19902,,3933,,27863,,3943,,121392,,794,,149581
310M300US28020,"Kalamazoo-Portage, MI Metro Area",310M300US28020,,723,,1386,,315,,495,,1695,,3483,,516,,864,,1813,,4347,,1783,,7746,,1670,,6081,,2471,,13827,,3682,,20642,,3558,,22156,,5214,,42798,,5210,,61467,,5067,,271421,,857,,334274
310M300US28060,"Kalispell, MT Micro Area",310M300US28060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M300US28100,"Kankakee, IL Metro Area",310M300US28100,,142,,116,,427,,453,,99,,66,,78,,36,,126,,102,,790,,2532,,205,,591,,798,,3123,,1499,,5541,,1101,,2189,,1991,,7730,,2148,,11408,,2185,,96841,,542,,108365
310M300US28140,"Kansas City, MO-KS Metro Area",310M300US28140,,1767,,7231,,1415,,5691,,2099,,5874,,1907,,6281,,2675,,12155,,2962,,24717,,4156,,33344,,5114,,58061,,9573,,129815,,8159,,106497,,12542,,236312,,13304,,312219,,13907,,1780165,,2705,,2099615
310M300US28180,"Kapaa, HI Micro Area",310M300US28180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M300US28300,"Keene, NH Micro Area",310M300US28300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M300US28420,"Kennewick-Richland, WA Metro Area",310M300US28420,,1223,,1200,,114,,104,,276,,366,,1185,,2123,,1276,,2489,,2102,,6828,,1347,,3584,,2495,,10412,,2059,,8058,,3615,,16546,,4071,,24604,,5064,,37609,,5039,,248554,,903,,287363
310M300US28580,"Key West, FL Micro Area",310M300US28580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
