ucgid,B07201_014MA,B07201_014EA,B07201_013EA,B07201_013MA,B07201_012EA,B07201_012MA,B07201_011EA,B07201_011MA,B07201_010MA,B07201_010EA,B07201_009MA,B07201_009EA,B07201_008MA,B07201_008EA,B07201_007EA,B07201_007MA,B07201_006EA,B07201_006MA,B07201_005MA,B07201_005EA,B07201_004MA,B07201_004EA,B07201_003MA,B07201_003EA,B07201_002EA,B07201_002MA,B07201_001EA,B07201_001MA,NAME,B07201_014M,B07201_014E,B07201_013M,B07201_013E,B07201_012M,B07201_012E,B07201_011M,B07201_011E,B07201_010M,B07201_010E,B07201_009M,B07201_009E,B07201_008M,B07201_008E,B07201_007M,B07201_007E,B07201_006M,B07201_006E,B07201_005M,B07201_005E,B07201_004M,B07201_004E,B07201_003M,B07201_003E,B07201_002M,B07201_002E,B07201_001M,B07201_001E,GEO_ID
3100000US39540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Racine, WI Metro Area",263,309,456,649,377,636,149,124,405,760,1094,2678,1604,2480,2145,5158,925,2517,2822,11224,2967,13741,3369,20308,3383,172861,502,193478,3100000US39540
3100000US39580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Raleigh-Cary, NC Metro Area",1618,5033,1286,3643,2681,6146,2308,5785,3442,11931,3794,29215,4579,32316,5310,61531,5871,37023,8518,69849,10298,106872,11854,183977,12469,791352,3396,980362,3100000US39580
3100000US39660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rapid City, SD Metro Area",533,796,1199,3169,500,629,312,428,638,1057,1006,2412,975,2008,1360,4420,1571,4630,2376,10929,2716,15559,3484,24205,3496,92263,482,117264,3100000US39660
3100000US39740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reading, PA Metro Area",1013,1757,314,369,407,787,137,107,447,894,2466,11730,1325,4615,2591,16345,3432,22543,4770,21989,5332,44532,5659,62140,5468,332608,878,396505,3100000US39740
3100000US39820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Redding, CA Metro Area",329,350,521,587,2798,2628,561,803,2870,3431,1669,4052,2447,5103,2867,9155,2446,6621,3716,12654,3985,19275,5283,32448,5277,145566,590,178364,3100000US39820
3100000US39900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reno-Sparks, NV Metro Area",1163,3062,690,1146,792,1449,423,612,995,2061,2509,8934,2394,9223,3307,18157,1876,4633,6005,54824,6412,59457,7172,80821,7798,307922,1261,391805,3100000US39900
3100000US39980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richmond, IN Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US39980
3100000US40060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richmond, VA Metro Area",1528,6372,1335,5474,1323,2753,1353,2559,1890,5312,2897,23258,3118,20618,4388,43876,7712,95436,3585,33972,8585,129408,9502,184070,11938,988825,5910,1179267,3100000US40060
3100000US40080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richmond-Berea, KY Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US40080
3100000US40140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Riverside-San Bernardino-Ontario, CA Metro Area",4548,28419,939,2330,1443,3774,1415,4507,2044,8281,9657,107532,12625,130996,15388,238528,14932,286041,15729,187928,19222,473969,24346,723108,25000,3214000,3782,3965527,3100000US40140
3100000US40220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Roanoke, VA Metro Area",591,928,333,1040,862,1351,701,724,1085,2075,2131,7586,1462,3840,2431,11426,3571,17264,2053,14082,4210,31346,4932,45887,5638,246289,3096,293104,3100000US40220
3100000US40260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Roanoke Rapids, NC Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US40260
3100000US40340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rochester, MN Metro Area",741,1062,478,1118,995,1578,495,1044,1103,2622,827,2084,901,2464,1163,4548,931,3497,1931,9088,2121,12585,2696,20873,2849,154882,592,176817,3100000US40340
3100000US40380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rochester, NY Metro Area",1081,3844,1236,3403,1342,5180,633,1171,1461,6351,2560,14007,1686,9872,3179,23879,5067,57101,6238,48819,7301,105920,8039,139553,7804,880115,1821,1023512,3100000US40380
3100000US40420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rockford, IL Metro Area",935,1332,631,516,313,532,667,1158,775,1690,2508,8782,1587,4000,2947,12782,2853,14751,3545,20967,4365,35718,5367,50706,5506,292791,783,344829,3100000US40420
3100000US40580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rocky Mount, NC Metro Area",382,456,940,800,1071,1259,177,213,1099,1472,717,1836,614,1175,850,3011,1948,5599,2510,6542,3151,12141,3456,17424,3465,126706,505,144586,3100000US40580
3100000US40660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rome, GA Metro Area",561,653,134,81,648,982,503,472,858,1454,695,2166,661,962,934,3128,1864,4387,2120,6697,2600,11084,2773,15747,2895,77097,865,93497,3100000US40660
3100000US40700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Roseburg, OR Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US40700
3100000US40780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Russellville, AR Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US40780
3100000US40900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",3893,18980,1712,3428,1754,4282,1469,3626,2231,7908,5566,41133,6017,52336,8460,93469,10377,135437,12571,148654,15429,284091,16627,388896,16458,1630937,2335,2038813,3100000US40900
3100000US40980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Saginaw-Saginaw Township North, MI Metro Area",32,20,454,847,352,514,428,729,516,1243,1476,2864,637,2145,1497,5009,1744,7237,3688,13692,4152,20929,4390,28028,4426,175111,660,203159,3100000US40980
3100000US41060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Cloud, MN Metro Area",711,921,540,1592,803,1302,456,789,1010,2091,1231,6047,1969,3868,2269,9915,1827,8558,2343,10760,2854,19318,3315,32916,3475,146226,503,180063,3100000US41060
3100000US41100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. George, UT Metro Area",1084,1592,576,889,709,629,650,668,959,1297,3004,8180,2059,6518,3541,14698,2343,5649,2715,9346,3381,14995,4633,31879,4907,90613,710,124084,3100000US41100
3100000US41140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Joseph, MO-KS Metro Area",121,101,1130,1881,173,260,1049,1970,1100,2230,1128,3199,730,2516,1351,5715,1448,4271,2655,14329,3138,18600,3248,28426,4427,94293,3054,122820,3100000US41140
3100000US41180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Louis, MO-IL Metro Area",2575,9244,2318,9740,1349,4818,1465,6684,1793,11502,3643,25269,4647,36370,6183,61639,14729,236768,8256,89890,15955,326658,15931,409539,16186,2339103,5443,2757886,3100000US41180
3100000US41420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salem, OR Metro Area",476,1019,1004,1434,848,1949,1249,3544,1524,5493,3393,12346,3269,11220,4071,23566,4267,21962,5460,33453,6891,55415,7955,85908,7994,292202,1011,379129,3100000US41420
3100000US41500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salinas, CA Metro Area",1771,4891,244,286,461,896,263,493,521,1389,2247,10084,4211,16671,4716,26755,4702,23219,4652,20087,7021,43306,8131,71736,8556,326101,1560,402728,3100000US41500
3100000US41540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salisbury, MD Metro Area",294,327,163,242,784,1760,201,195,830,1955,872,4295,964,2895,1291,7190,2261,5882,2782,8204,3205,14086,3483,23473,4217,92335,2367,116135,3100000US41540
3100000US41580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salisbury, NC Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US41580
3100000US41620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salt Lake City, UT Metro Area",2683,10424,1027,2490,1493,3331,1334,3214,2051,6545,3282,21116,4134,24268,5718,45384,10120,92808,6356,61165,11816,153973,13535,208392,13565,827762,3266,1046578,3100000US41620
3100000US41660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Angelo, TX Metro Area",380,342,602,991,300,578,734,836,798,1414,1230,3929,2676,5067,2973,8996,582,737,3030,12012,2978,12749,3469,24150,3733,78771,803,103263,3100000US41660
3100000US41700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Antonio, TX Metro Area",3340,12358,1836,6090,2246,5520,1799,4659,2980,10179,4274,37395,7235,55993,8736,93388,6533,49807,13076,195483,14586,245290,17025,354947,18003,1553549,6893,1920854,3100000US41700
3100000US41740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Diego-Carlsbad-San Marcos, CA Metro Area",5483,36783,586,1499,1431,3369,1512,3857,2104,7226,5267,63524,8036,86756,9042,150280,10894,162524,14312,215455,18101,377979,21062,536984,22353,2323015,3390,2896782,3100000US41740
3100000US41780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sandusky, OH Metro Area",269,321,261,0,221,210,316,347,438,557,669,1543,251,348,737,1891,617,1029,1160,3932,1390,4961,1637,7409,1756,69238,502,76968,3100000US41780
3100000US41860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Francisco-Oakland-Fremont, CA Metro Area",4780,46958,880,1816,805,2344,881,2765,1118,5109,4611,49225,6854,89284,8478,138509,13511,205646,14859,272673,18070,478319,20847,623753,21799,3456643,3926,4127354,3100000US41860
3100000US41900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Germ?n-Cabo Rojo, PR Metro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US41900
3100000US41940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",4086,25910,111,95,484,766,390,482,628,1248,4577,30556,5824,40773,7991,71329,6691,37954,11817,164275,13328,202229,15187,274901,15826,1457182,4108,1757993,3100000US41940
3100000US41980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Juan-Caguas-Guaynabo, PR Metro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US41980
3100000US42020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Luis Obispo-Paso Robles, CA Metro Area",884,1269,620,660,205,369,289,0,205,369,1594,10075,2499,12951,2815,23026,3829,20248,2814,12861,4458,33109,5210,57164,5478,197030,573,255463,3100000US42020
3100000US42060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Barbara-Santa Maria, CA Metro Area",1537,4359,436,565,472,634,1760,2078,1803,2712,2169,11382,2115,12239,2734,23621,5666,26822,5167,30038,6836,56860,7473,83758,7554,305977,1362,394094,3100000US42060
3100000US42100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Cruz-Watsonville, CA Metro Area",810,1304,103,60,502,818,164,140,542,958,1513,5916,2332,10094,2803,16010,2397,9402,3026,17549,4134,26951,4350,43979,4676,201220,858,246503,3100000US42100
3100000US42140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Fe, NM Metro Area",449,586,780,1080,559,920,342,490,700,1410,1617,3434,1456,5167,1764,8601,497,662,3245,11942,3256,12604,3742,23695,3723,116837,442,141118,3100000US42140
3100000US10140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aberdeen, WA Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US10140
3100000US10180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Abilene, TX Metro Area",431,673,1441,2316,326,388,1066,1789,1109,2177,1727,5389,2027,6358,2347,11747,2065,5598,3248,18749,4018,24347,4734,40587,4941,115414,1222,156674,3100000US10180
3100000US10300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adrian, MI Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US10300
3100000US10380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aguadilla-Isabela-San Sebasti?n, PR Metro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US10380
3100000US10420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Akron, OH Metro Area",978,2750,173,180,452,1259,276,448,490,1707,2697,17711,1681,7451,3569,25162,4213,34402,3304,20708,5650,55110,6768,82159,6710,608356,1170,693265,3100000US10420
3100000US10500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Albany, GA Metro Area",70,44,599,909,436,812,1016,1454,1112,2266,876,2350,2201,5760,2287,8110,2942,8766,3111,16071,3984,24837,4404,36122,5070,126634,4762,162800,3100000US10500
3100000US10540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Albany-Lebanon, OR Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US10540
3100000US10580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Albany-Schenectady-Troy, NY Metro Area",1259,3504,1668,3555,1930,2756,927,1712,2143,4468,2565,16466,2191,11685,3592,28151,5587,49582,4360,38503,7347,88085,8118,124259,8328,713741,1505,841504,3100000US10580
3100000US10700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Albertville, AL Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US10700
3100000US10740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Albuquerque, NM Metro Area",1864,4866,746,1459,1762,4445,1495,4914,2028,9359,1946,10995,3481,20674,4029,31669,3162,15630,8098,87553,8634,103183,9997,145670,10758,653693,3137,804229,3100000US10740
3100000US10780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alexandria, LA Metro Area",636,752,257,477,660,1378,377,505,751,1883,933,2209,1474,3812,1817,6021,1861,7976,2924,8651,3704,16627,3633,25008,4218,122772,2031,148532,3100000US10780
3100000US10880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Allegan, MI Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US10880
3100000US10900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",1042,2612,88,52,1218,2512,758,1063,1452,3575,2888,19430,1897,7708,3378,27138,5476,44176,4992,37429,7195,81605,7606,112370,7733,675435,1294,790417,3100000US10900
3100000US11020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Altoona, PA Metro Area",114,108,198,304,185,233,601,578,639,811,992,2163,574,1191,1189,3354,1854,4615,1608,5410,2311,10025,2511,14494,2528,110631,405,125233,3100000US11020
3100000US11100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amarillo, TX Metro Area",1232,1062,1313,3228,562,789,647,1243,811,2032,904,3049,2153,6731,2312,9780,1700,6442,4631,30334,4797,36776,5130,51816,5325,182552,1444,235430,3100000US11100
3100000US11180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ames, IA Metro Area",579,928,773,2170,283,562,640,1005,719,1567,1378,4061,915,3455,1568,7516,1354,2504,1602,9015,2148,11519,2575,22772,2734,55670,263,79370,3100000US11180
3100000US11260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anchorage, AK Metro Area",1302,2311,1637,4010,538,674,1810,2500,1907,3174,1803,6263,2574,10688,3253,16951,1945,8575,4882,40739,5053,49314,6240,73449,6479,277695,945,353455,3100000US11260
3100000US11300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anderson, IN Metro Area",143,139,357,408,1260,1773,218,308,1277,2081,1704,3968,1235,3997,2089,7965,1740,5071,2484,11550,2462,16621,3424,27075,3458,102509,412,129723,3100000US11300
3100000US11340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anderson, SC Metro Area",283,0,297,492,620,939,216,200,647,1139,1579,5297,1180,2289,1876,7586,3494,15454,1856,5060,3819,20514,4125,29731,4194,146753,503,176484,3100000US11340
3100000US11460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ann Arbor, MI Metro Area",1254,3835,923,1699,456,957,892,1272,943,2229,2933,16571,1779,10128,3334,26699,3862,21173,3356,23333,5134,44506,6052,75133,6227,260705,749,339673,3100000US11460
3100000US11500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anniston-Oxford, AL Metro Area",513,349,212,314,1131,1599,176,180,1182,1779,667,1917,1870,3251,1934,5168,1799,6103,2032,6337,2360,12440,3030,19701,3029,91225,529,111275,3100000US11500
3100000US11540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Appleton, WI Metro Area",1393,1175,551,915,731,1120,1373,991,1426,2111,1254,4493,1104,3166,1448,7659,1707,7737,2900,11962,3270,19699,3700,30384,3975,183563,639,215122,3100000US11540
3100000US11700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Asheville, NC Metro Area",599,1210,1056,2222,480,946,2631,3358,2675,4304,2098,9575,3208,10825,3715,20400,4365,26115,2931,12003,4728,38118,5769,65044,6401,325571,2515,391825,3100000US11700
3100000US11780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ashtabula, OH Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US11780
3100000US11980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Athens, TX Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US11980
3100000US12020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Athens-Clarke County, GA Metro Area",769,884,1481,2588,341,555,652,569,724,1124,1824,7986,1357,5894,1963,13880,2474,5661,3531,19071,4126,24732,4711,42324,5365,145392,4620,188600,3100000US12020
3100000US12060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Atlanta-Sandy Springs-Marietta, GA Metro Area",6139,40804,2266,10474,2252,8664,2089,9484,2977,18148,8184,89056,11568,153813,12521,242869,21931,567365,11219,148105,23149,715470,25596,986961,27099,4029669,8896,5057434,3100000US12060
3100000US12100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Atlantic City, NJ Metro Area",930,2350,83,70,826,935,548,532,966,1467,1228,8048,2199,5211,2675,13259,3629,17149,1889,5474,3858,22623,4358,37419,4470,228529,920,268298,3100000US12100
3100000US12180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Auburn, NY Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US12180
3100000US12220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Auburn-Opelika, AL Metro Area",910,1351,356,388,881,2046,1123,1659,1339,3705,1202,5623,1078,3924,1644,9547,1303,2741,1913,11377,2171,14118,2753,27758,2777,94823,594,123932,3100000US12220
3100000US12260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Augusta-Richmond County, GA-SC Metro Area",1200,3625,866,2521,777,1738,953,2148,1273,3886,2697,14003,2663,11317,3656,25320,4768,31327,3919,23887,5462,55214,6169,86941,8226,424645,4689,515211,3100000US12260
3100000US12300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Augusta-Waterville, ME Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US12300
3100000US12420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Austin-Round Rock, TX Metro Area",3521,17093,1593,5858,787,2601,1863,4699,2093,7300,4518,45908,5410,54952,7302,100860,6897,69651,11490,165600,14562,235251,13126,349269,13990,1118323,5212,1484685,3100000US12420
3100000US12540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bakersfield, CA Metro Area",1135,3007,679,676,610,847,482,543,699,1390,3557,20669,4823,33600,5455,54269,6512,36886,8083,62158,10445,99044,11658,155379,12052,607687,1743,766073,3100000US12540
3100000US12580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Baltimore-Towson, MD Metro Area",2986,18040,1054,1800,1203,3257,1473,4000,1624,7257,5962,55439,5200,39799,7638,95238,10825,163586,9494,115252,13553,278838,15479,383133,15775,2222520,2656,2623693,3100000US12580
3100000US12620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bangor, ME Metro Area",163,184,1382,4707,475,1156,320,321,486,1477,1045,3277,609,1340,1212,4617,2519,14362,1174,3774,2677,18136,3118,28937,3084,116134,516,145255,3100000US12620
3100000US12700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Barnstable Town, MA Metro Area",267,645,367,213,393,273,277,0,393,273,1857,6154,1069,2434,2118,8588,2831,14426,387,636,2733,15062,3365,24136,3438,197795,683,222576,3100000US12700
3100000US12940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Baton Rouge, LA Metro Area",1350,2241,672,1645,987,1955,1161,2645,1537,4600,2867,13975,4793,31787,5653,45762,5472,36438,4997,38019,6991,74457,7504,126464,7539,627505,3035,756210,3100000US12940
3100000US12980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Battle Creek, MI Metro Area",129,166,134,112,172,211,125,108,214,319,1334,2620,1244,2714,1928,5334,1577,4302,2737,11556,3118,15858,3385,21623,3339,114398,432,136187,3100000US12980
3100000US13020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bay City, MI Metro Area",127,139,508,1102,117,131,168,169,201,300,204,258,356,510,413,768,732,1488,2802,9356,2678,10844,2795,13014,2924,93722,487,106875,3100000US13020
3100000US13140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beaumont-Port Arthur, TX Metro Area",957,2093,1309,2999,1283,1540,431,1246,1323,2786,1331,3879,2267,9516,2540,13395,4344,24939,3724,23851,4929,48790,5467,67970,5710,302078,2945,372141,3100000US13140
3100000US13180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beaver Dam, WI Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US13180
3100000US13220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beckley, WV Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US13220
3100000US13380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bellingham, WA Metro Area",1538,2352,440,811,384,546,773,674,917,1220,1518,7630,1680,5407,2501,13037,1045,3276,3367,12842,3665,16118,4195,31186,4361,150244,690,183782,3100000US13380
3100000US13460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bend, OR Metro Area",632,738,580,1014,1598,2166,888,1100,1865,3266,1156,3245,1585,4079,1929,7324,2390,7662,2881,10675,3248,18337,4137,29941,3865,116629,677,147308,3100000US13460
3100000US13740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Billings, MT Metro Area",835,1179,1481,3418,411,489,900,1906,943,2395,1968,3323,872,2654,2132,5977,1595,5330,2854,11901,3258,17231,4158,29021,4631,115986,1694,146186,3100000US13740
3100000US13780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Binghamton, NY Metro Area",1404,1381,992,1512,137,151,602,949,617,1100,1417,5528,963,2973,1800,8501,3425,17430,1628,7012,3810,24442,4343,35555,4004,207980,785,244916,3100000US13780
3100000US13820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Birmingham-Hoover, AL Metro Area",1022,2429,1068,2337,1244,4065,1051,2857,1616,6922,2525,11768,2866,15756,3917,27524,7392,76189,6097,56305,9046,132494,9931,169277,10656,904065,4867,1075771,3100000US13820
3100000US13900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bismarck, ND Metro Area",51,36,347,746,800,652,1383,1683,1624,2335,554,590,875,1524,1009,2114,1615,4010,1733,5822,2306,9832,2643,15027,2618,84913,357,99976,3100000US13900
3100000US13980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Blacksburg-Christiansburg-Radford, VA Metro Area",775,916,811,2070,787,951,622,569,1110,1520,2251,12165,907,3221,2497,15386,1991,6971,2039,12793,2894,19764,3513,38740,3952,107871,2826,147527,3100000US13980
3100000US14020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bloomington, IN Metro Area",915,1732,452,933,635,983,863,1287,1189,2270,2308,9388,1641,6609,3033,15997,1909,8262,3148,19833,3258,28095,4203,47295,4628,126028,2323,175055,3100000US14020
3100000US14060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bloomington-Normal, IL Metro Area",757,1237,783,749,389,661,506,1150,670,1811,2272,9964,1785,5443,2884,15407,1293,2949,2441,17255,2981,20204,3894,38171,4101,119316,738,158724,3100000US14060
3100000US14100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bloomsburg-Berwick, PA Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US14100
3100000US14140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bluefield, WV-VA Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US14140
3100000US14260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boise City-Nampa, ID Metro Area",1647,4324,1611,3069,1638,3922,2340,5944,2874,9866,3047,14247,3394,16999,4446,31246,4530,33557,6531,54445,8430,88002,9283,132183,8784,422584,3922,559091,3100000US14260
3100000US14460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boston-Cambridge-Quincy, MA-NH Metro Area",4871,39027,1303,4513,1299,4589,1089,2878,1810,7467,4994,62908,4985,54886,6200,117794,14964,324037,11375,156820,19670,480857,22749,610631,22388,3751139,3332,4400797,3100000US14460
3100000US14500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boulder, CO Metro Area",2276,3371,327,654,176,207,322,401,366,608,2922,15855,2311,13223,3607,29078,3540,18703,3636,20878,5249,39581,6184,69921,6171,205452,811,278744,3100000US14500
3100000US14540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bowling Green, KY Metro Area",231,216,865,2040,1881,2402,1167,1279,2206,3681,1326,3592,1262,2893,1806,6485,1133,2223,2595,12482,2642,14705,3947,26911,3808,84367,2037,111494,3100000US14540
3100000US14580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bozeman, MT Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US14580
3100000US14660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brainerd, MN Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US14660
3100000US14700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Branson, MO Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US14700
3100000US14740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bremerton-Silverdale, WA Metro Area",361,578,910,1091,1529,2389,1280,1485,1876,3874,2227,8233,2030,6910,2935,15143,3916,14498,3177,11943,5279,26441,5879,46549,5938,189925,721,237052,3100000US14740
3100000US14860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bridgeport-Stamford-Norwalk, CT Metro Area",1964,6100,608,766,451,652,139,121,494,773,3810,19152,3237,13807,4642,32959,5068,32092,5735,44615,7708,76707,8138,111205,8484,772848,1696,890153,3100000US14860
3100000US15180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brownsville-Harlingen, TX Metro Area",1934,4932,443,488,966,1384,379,471,1033,1855,1756,3170,1151,4455,2017,7625,1790,4798,4626,24394,4939,29192,5698,39160,6438,336283,1569,380375,3100000US15180
3100000US15260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brunswick, GA Metro Area",233,218,456,523,303,377,1677,1572,1717,1949,1303,3168,1615,3347,2113,6515,1246,4303,1930,5809,2323,10112,3336,19099,4387,79415,3062,98732,3100000US15260
