ucgid,B07201_014MA,B07201_014EA,B07201_013EA,B07201_013MA,B07201_012EA,B07201_012MA,B07201_011EA,B07201_011MA,B07201_010MA,B07201_010EA,B07201_009MA,B07201_009EA,B07201_008MA,B07201_008EA,B07201_007EA,B07201_007MA,B07201_006EA,B07201_006MA,B07201_005MA,B07201_005EA,B07201_004MA,B07201_004EA,B07201_003MA,B07201_003EA,B07201_002EA,B07201_002MA,B07201_001EA,B07201_001MA,NAME,B07201_014M,B07201_014E,B07201_013M,B07201_013E,B07201_012M,B07201_012E,B07201_011M,B07201_011E,B07201_010M,B07201_010E,B07201_009M,B07201_009E,B07201_008M,B07201_008E,B07201_007M,B07201_007E,B07201_006M,B07201_006E,B07201_005M,B07201_005E,B07201_004M,B07201_004E,B07201_003M,B07201_003E,B07201_002M,B07201_002E,B07201_001M,B07201_001E,GEO_ID
3100000US46340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tyler, TX Metro Area",1034,1293,683,1285,885,1797,437,509,1028,2306,1686,4687,1338,4155,2117,8842,2263,7933,3856,16430,4351,24363,4998,36796,5212,152096,912,190185,3100000US46340
3100000US46380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ukiah, CA Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US46380
3100000US46540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Utica-Rome, NY Metro Area",636,1098,437,726,518,957,880,1008,959,1965,1960,6426,1462,5303,2348,11729,2472,15985,2889,14719,3785,30704,4380,45124,4239,248655,592,294877,3100000US46540
3100000US46660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Valdosta, GA Metro Area",301,429,751,1127,262,377,279,461,445,838,1149,2969,1441,4272,1797,7241,2157,6807,3179,12439,3474,19246,3786,28452,4019,96078,1696,124959,3100000US46660
3100000US46700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vallejo-Fairfield, CA Metro Area",1094,2654,230,247,828,990,1136,1487,1398,2477,2608,10999,2357,11035,3678,22034,4547,20317,5478,30425,6815,50742,7160,75500,7094,327420,1129,405574,3100000US46700
3100000US47020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Victoria, TX Metro Area",279,213,1209,2031,537,567,785,782,960,1349,673,1207,1394,2513,1407,3720,1762,4453,2350,10462,2886,14915,3624,22015,4510,88144,3677,110372,3100000US47020
3100000US47220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vineland-Millville-Bridgeton, NJ Metro Area",791,837,102,105,273,0,273,0,273,0,971,4117,1014,3135,1353,7252,536,1138,2290,8486,2461,9624,2919,16981,3188,134498,747,152316,3100000US47220
3100000US47260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",3020,13780,1315,6227,2380,7247,1691,5724,3166,12971,3787,45312,5034,38255,6649,83567,6024,53505,8570,144347,10102,197852,12793,300617,12770,1310068,4896,1624465,3100000US47260
3100000US47300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Visalia-Porterville, CA Metro Area",2263,3096,597,593,236,148,289,0,236,148,2272,6427,2246,7911,3307,14338,5133,25613,4909,19177,6754,44790,7619,59869,8606,349924,1298,412889,3100000US47300
3100000US47380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Waco, TX Metro Area",545,750,723,1738,259,279,343,385,456,664,1522,5802,1917,8332,2319,14134,2310,7317,3769,19490,4497,26807,4427,43343,4496,178376,976,222469,3100000US47380
3100000US47580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warner Robins, GA Metro Area",276,457,523,515,653,826,648,706,949,1532,1298,4124,962,2440,1649,6564,2204,5150,3917,13760,3942,18910,4055,27521,4209,96353,813,124331,3100000US47580
3100000US47700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warsaw, IN Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US47700
3100000US47900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",6373,56681,2464,6547,1909,7125,2580,5474,3308,12599,7227,92816,8271,100141,11632,192957,19030,394005,11020,188841,20855,582846,23457,794949,23280,4356312,5043,5207942,3100000US47900
3100000US47940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Waterloo-Cedar Falls, IA Metro Area",192,314,343,882,533,646,432,1137,640,1783,982,2280,957,3385,1486,5665,1607,4666,2918,16782,3391,21448,3372,29778,3508,130682,1744,160774,3100000US47940
3100000US48020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Watertown-Fort Atkinson, WI Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US48020
3100000US31980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion, IN Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US31980
3100000US32020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion, OH Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US32020
3100000US32270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marshfield-Wisconsin Rapids, WI Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US32270
3100000US32300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Martinsville, VA Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US32300
3100000US32420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mayag?ez, PR Metro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US32420
3100000US32580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McAllen-Edinburg-Mission, TX Metro Area",3140,10083,1461,2115,833,1613,575,1076,1016,2689,2815,5345,4029,11898,4033,17243,7577,35335,6510,46214,9404,81549,10330,103596,10984,569244,2231,682923,3100000US32580
3100000US32740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Meadville, PA Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US32740
3100000US32780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Medford, OR Metro Area",185,219,715,909,1197,2069,615,1230,1358,3299,1912,5320,1459,3882,2494,9202,3557,14179,3300,13381,4746,27560,5073,40970,5139,153377,751,194566,3100000US32780
3100000US32820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Memphis, TN-MS-AR Metro Area",1024,3336,1423,4151,761,2057,1370,4445,1316,6502,2158,10207,4396,19136,5019,29343,6379,62716,11262,119463,12597,182179,13611,222175,14611,1020536,4605,1246047,3100000US32820
3100000US32900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Merced, CA Metro Area",390,496,289,0,195,221,596,407,628,628,2888,9422,3120,8007,4172,17429,5325,22133,4202,16624,6344,38757,6717,56814,6884,183875,978,241185,3100000US32900
3100000US32940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Meridian, MS Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US32940
3100000US33100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Miami-Fort Lauderdale-Miami Beach, FL Metro Area",7523,70380,1493,5323,2048,4950,1452,4151,2368,9101,6668,60191,8071,79850,10475,140041,15341,294169,17803,339454,24391,633623,26559,788088,27137,4533769,4631,5392237,3100000US33100
3100000US33140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Michigan City-La Porte, IN Metro Area",163,131,147,155,215,404,267,302,306,706,1145,3202,990,2437,1346,5639,916,2006,2192,8440,2264,10446,2411,16946,2442,92159,594,109236,3100000US33140
3100000US33220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Midland, MI Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US33220
3100000US33260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Midland, TX Metro Area",387,456,332,309,726,618,682,926,1027,1544,1026,1617,2032,5797,2083,7414,276,273,3086,13445,3068,13718,3365,22985,3434,99358,493,122799,3100000US33260
3100000US33340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Milwaukee-Waukesha-West Allis, WI Metro Area",1784,5837,1038,2449,1364,3828,674,1636,1579,5464,3382,18717,3477,19676,4763,38393,5205,63494,9413,130911,10875,194405,11214,240711,11516,1241770,2093,1488318,3100000US33340
3100000US33460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",3411,17940,2063,11085,1647,6929,1415,9225,1973,16154,3566,25773,4202,42521,5910,68294,9617,199118,8753,154455,13260,353573,13695,449106,13856,2662949,2709,3129995,3100000US33460
3100000US33540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Missoula, MT Metro Area",446,473,2203,3342,556,701,1151,1498,1286,2199,867,1713,960,2572,1259,4285,985,1813,2891,13062,2908,14875,3646,24701,3731,74856,623,100030,3100000US33540
3100000US33660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mobile, AL Metro Area",862,1520,1108,1928,931,1847,343,418,995,2265,1699,3747,1722,7120,2271,10867,4142,18383,4592,23737,6335,42120,6765,57180,6765,342027,789,400727,3100000US33660
3100000US33700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Modesto, CA Metro Area",863,2238,337,574,844,1191,220,185,877,1376,2364,8732,2632,10060,3671,18792,6119,33643,7102,39385,9177,73028,9049,93770,9250,409130,1358,505138,3100000US33700
3100000US33740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe, LA Metro Area",267,0,1216,2156,701,1144,353,523,821,1667,1715,2646,1004,2771,1927,5417,2651,10305,2490,8641,3627,18946,4268,28186,5130,138141,2732,166327,3100000US33740
3100000US33780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe, MI Metro Area",185,203,77,63,533,709,229,233,569,942,1113,2825,1756,4387,1999,7212,1918,4803,1232,3852,2142,8655,3017,16872,3041,136063,495,153138,3100000US33780
3100000US33860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery, AL Metro Area",773,1349,1250,2744,862,1886,761,1470,1161,3356,2270,9061,2219,9965,3330,19026,3145,12701,3890,27016,4889,39717,5725,64843,5897,291877,2046,358069,3100000US33860
3100000US34060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morgantown, WV Metro Area",1092,1596,560,1030,326,567,536,976,590,1543,980,5080,851,2156,1287,7236,993,2976,1829,8201,2141,11177,2276,20986,3146,91960,1899,114542,3100000US34060
3100000US34100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morristown, TN Metro Area",344,421,1099,1772,1752,2648,462,621,1817,3269,1333,3197,1286,2445,1930,5642,2179,7392,1988,4903,3178,12295,3679,22978,4583,107470,2680,130869,3100000US34100
3100000US34180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Moses Lake, WA Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US34180
3100000US34340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mount Airy, NC Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US34340
3100000US34380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mount Pleasant, MI Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US34380
3100000US34580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mount Vernon-Anacortes, WA Metro Area",156,162,220,265,494,543,273,443,496,986,1450,4072,915,2639,1739,6711,1921,6294,1728,4810,2431,11104,2874,19066,2968,95139,484,114367,3100000US34580
3100000US34620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Muncie, IN Metro Area",696,798,496,931,423,769,245,348,469,1117,876,3098,1316,3970,1696,7068,1731,3512,2739,14528,3221,18040,3162,27156,3360,85554,562,113508,3100000US34620
3100000US34740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Muskegon-Norton Shores, MI Metro Area",169,242,552,929,91,71,421,664,417,735,2144,4624,1789,4567,2810,9191,1462,6275,2898,12937,2951,19212,4638,30067,4747,142356,637,172665,3100000US34740
3100000US34780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Muskogee, OK Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US34780
3100000US34820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Myrtle Beach-Conway-North Myrtle Beach, SC Metro Area",952,1611,774,1374,1775,3642,578,878,1898,4520,2599,10920,1940,5656,3396,16576,3339,12273,2857,12600,4087,24873,4637,47343,4717,186394,690,235348,3100000US34820
3100000US34900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Napa, CA Metro Area",1975,2513,285,172,429,657,62,36,431,693,1126,2958,2063,5895,2365,8853,1144,2585,3047,9189,3073,11774,4337,21492,5065,108314,664,132319,3100000US34900
3100000US34940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Naples-Marco Island, FL Metro Area",1251,2540,368,382,522,638,73,42,523,680,2360,9697,1757,5464,2877,15161,3868,12476,3951,13351,5045,25827,5437,42050,5628,266452,901,311042,3100000US34940
3100000US34980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nashville-Davidson--Murfreesboro, TN Metro Area",1721,5525,1783,5462,1991,5512,1413,4716,2342,10228,3294,25657,3968,25512,4947,51169,7336,76775,8778,93754,10347,170529,11236,237388,11668,1192924,4327,1435837,3100000US34980
3100000US35100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Bern, NC Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US35100
3100000US35260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Castle, PA Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US35260
3100000US35300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Haven-Milford, CT Metro Area",1094,4416,233,268,545,1021,366,391,587,1412,1985,11267,2991,14151,3615,25418,7021,59229,3620,21135,7205,80364,7254,107462,7180,723437,1226,835315,3100000US35300
3100000US35340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Iberia, LA Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US35340
3100000US35380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Orleans-Metairie-Kenner, LA Metro Area",888,2183,948,1994,1752,3434,1496,3470,2254,6904,2746,13767,4884,24598,5261,38365,7328,75864,10205,122964,12126,198828,13088,246091,13082,760414,2080,1008688,3100000US35380
3100000US35420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Philadelphia-Dover, OH Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US35420
3100000US35620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",9206,169179,1117,4432,1909,6400,1064,4005,1973,10405,7070,98148,6850,114257,9658,212405,24711,795446,20659,824048,32366,1619494,33383,1846736,34375,16553420,6752,18569335,3100000US35620
3100000US35660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Niles-Benton Harbor, MI Metro Area",501,791,61,47,181,257,287,504,342,761,1278,3175,868,1839,1464,5014,3061,12682,1342,6290,3386,18972,3619,24794,3742,133984,669,159569,3100000US35660
3100000US35900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"North Wilkesboro, NC Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US35900
3100000US35980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Norwich-New London, CT Metro Area",1209,1858,269,0,1658,2855,644,663,1770,3518,1658,7204,2281,6663,2758,13867,3669,18519,2440,10388,4438,28907,4425,46292,4345,212957,551,261107,3100000US35980
3100000US36020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oak Harbor, WA Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US36020
3100000US36100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ocala, FL Metro Area",837,1218,774,1401,477,1149,322,498,613,1647,3484,15261,2210,10019,4541,25280,3418,12170,4244,16259,5089,28429,6610,56757,6675,254505,1031,312480,3100000US36100
3100000US36140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ocean City, NJ Metro Area",79,60,96,55,95,88,152,120,191,208,734,1715,1549,2212,1510,3927,1786,4492,1288,1873,2307,6365,2577,10555,2558,86110,655,96725,3100000US36140
3100000US36220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Odessa, TX Metro Area",178,161,524,916,452,656,1137,1849,1259,2505,1321,1555,1329,3471,1848,5026,1914,3418,2933,11516,3231,14934,3436,23381,3403,101487,644,125029,3100000US36220
3100000US36260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ogden-Clearfield, UT Metro Area",1272,2830,507,1077,1586,2332,746,1529,1609,3861,2997,12269,3801,12942,4899,25211,6003,39064,5058,25434,7848,64498,8101,94647,8301,389448,1427,486925,3100000US36260
3100000US36300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ogdensburg-Massena, NY Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US36300
3100000US36420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oklahoma City, OK Metro Area",1657,6091,2972,10015,1659,5055,2123,7941,2533,12996,3526,17728,3822,20720,5801,38448,7081,86902,6946,87605,10232,174507,11291,235966,11264,914804,3041,1156861,3100000US36420
3100000US36460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Olean, NY Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US36460
3100000US36500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Olympia, WA Metro Area",524,1087,378,486,943,2004,818,1475,1245,3479,3264,9891,1966,5867,3298,15758,3570,13736,3082,14247,4462,27983,5012,47706,4988,183005,685,231798,3100000US36500
3100000US36540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Omaha-Council Bluffs, NE-IA Metro Area",1477,5040,1419,4519,939,2351,946,3437,1264,5788,2102,9563,1894,11826,2963,21389,4491,36227,6676,81842,8463,118069,8938,149765,9347,652632,2362,807437,3100000US36540
3100000US36660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Opelousas-Eunice, LA Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US36660
3100000US36700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orangeburg, SC Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US36700
3100000US36740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orlando-Kissimmee, FL Metro Area",4131,23861,1569,4066,1966,4940,1049,2901,2209,7841,5987,55667,6571,58327,8223,113994,12664,132163,9899,129735,13387,261898,14538,387799,14329,1544006,2644,1955666,3100000US36740
3100000US36780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oshkosh-Neenah, WI Metro Area",130,149,734,1535,503,1467,443,481,681,1948,1509,5726,1207,5495,1760,11221,1542,4171,2903,15063,3318,19234,3790,33938,3823,124989,460,159076,3100000US36780
3100000US36860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ottawa-Streator, IL Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US36860
3100000US36980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Owensboro, KY Metro Area",96,57,687,1479,476,443,674,847,870,1290,1556,2405,490,615,1673,3020,2011,5189,2225,7334,2978,12523,3359,18312,3522,91765,2392,110134,3100000US36980
3100000US37020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Owosso, MI Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US37020
3100000US37100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",2053,5521,624,789,923,1236,583,970,1102,2206,2762,13024,3436,18084,4672,31108,4372,26793,6136,43900,7511,70693,8757,104796,9477,677544,1520,787861,3100000US37100
3100000US37140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Paducah, KY-IL Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US37140
3100000US37260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Palatka, FL Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US37260
3100000US37340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Palm Bay-Melbourne-Titusville, FL Metro Area",696,1519,676,748,923,1405,917,1305,1306,2710,3040,12857,3021,14386,4177,27243,3628,20654,3764,22828,4731,43482,6681,74183,7101,452374,1344,528076,3100000US37340
3100000US37380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Palm Coast, FL Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US37380
3100000US37460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Panama City-Lynn Haven, FL Metro Area",883,1582,1296,2065,428,581,1038,1345,1132,1926,1091,3261,2109,5575,2291,8836,2820,7208,3062,15772,3516,22980,4498,35807,4517,123915,745,161304,3100000US37460
3100000US37620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Parkersburg-Marietta-Vienna, WV-OH Metro Area",182,218,796,1425,719,894,454,421,891,1315,725,1237,741,1479,1193,2716,2279,7665,2111,8275,3227,15940,3269,21396,4097,136112,2011,157726,3100000US37620
3100000US37700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pascagoula, MS Metro Area",280,325,193,289,326,383,1063,859,1090,1242,1492,3117,1745,4668,2310,7785,3580,13641,2496,6266,4524,19907,4847,29223,4941,122541,2695,152089,3100000US37700
3100000US37820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pendleton-Hermiston, OR Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US37820
3100000US37860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pensacola-Ferry Pass-Brent, FL Metro Area",1514,2778,740,1930,1706,2528,1278,2534,2166,5062,2275,14718,2507,16040,3214,30758,4206,28729,4056,23416,5242,52145,6354,89895,6555,339267,1291,431940,3100000US37860
3100000US37900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Peoria, IL Metro Area",407,689,1317,1682,385,901,899,1671,992,2572,1250,4927,2338,7295,2698,12222,2730,20614,2726,16641,3341,37255,4162,53731,4604,311655,1751,366075,3100000US37900
3100000US37980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",4575,28105,929,2646,1551,5539,774,2009,1787,7548,5146,74189,5885,63138,8559,137327,11682,343335,12172,188926,16007,532261,18557,679782,19787,5043848,4445,5751735,3100000US37980
3100000US38060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Phoenix-Mesa-Scottsdale, AZ Metro Area",6004,37773,3361,12666,1718,7099,2347,10483,2828,17582,7669,78960,9149,100197,11808,179157,13492,219632,18985,389286,22022,608918,25230,818323,26982,3117118,4177,3973214,3100000US38060
3100000US38220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pine Bluff, AR Metro Area",135,110,1222,1794,130,169,253,213,280,382,1123,1998,718,1583,1615,3581,1660,4234,1416,4432,2095,8666,2934,14423,3350,87162,1540,101695,3100000US38220
3100000US38300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pittsburgh, PA Metro Area",3086,10040,1753,3832,1380,5571,863,2219,1680,7790,2633,22791,2788,22957,3768,45748,9250,160331,6563,60325,11578,220656,11209,278026,11033,2057951,2310,2346017,3100000US38300
3100000US38340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pittsfield, MA Metro Area",187,123,388,363,119,129,160,152,184,281,1375,2779,837,1646,1803,4425,1587,6585,1197,3230,2203,9815,2474,14884,2627,115030,470,130037,3100000US38340
3100000US38460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Plattsburgh, NY Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US38460
3100000US38540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pocatello, ID Metro Area",1245,1123,501,453,575,950,653,825,754,1775,960,1791,735,1255,1040,3046,876,1400,2205,10633,2252,12033,2528,17307,2914,66635,1947,85065,3100000US38540
3100000US38660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ponce, PR Metro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US38660
3100000US38820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Port Angeles, WA Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US38820
3100000US38860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Portland-South Portland-Biddeford, ME Metro Area",699,1599,852,1931,879,1415,321,288,953,1703,2333,11376,2136,8424,3164,19800,5175,31812,2814,17597,6048,49409,7151,72843,7375,434449,907,508891,3100000US38860
3100000US38900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Portland-Vancouver-Beaverton, OR-WA Metro Area",2800,15609,1781,5586,1706,5072,2466,7141,2572,12213,4314,35651,6037,49173,6798,84824,9075,127639,11624,174404,15336,302043,16283,404666,17010,1688691,3040,2108966,3100000US38900
3100000US38940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Port St. Lucie-Fort Pierce, FL Metro Area",954,1748,456,703,373,309,760,652,837,961,4074,17815,2848,10040,5074,27855,2647,13970,3743,15678,4128,29648,6964,59167,7021,327591,984,388506,3100000US38940
3100000US39020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Portsmouth, OH Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US39020
3100000US39060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pottsville, PA Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US39060
3100000US39100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poughkeepsie-Newburgh-Middletown, NY Metro Area",1459,4292,951,1493,521,1209,754,1109,949,2318,2540,16918,3191,17798,4096,34716,4233,28010,4110,21456,5776,49466,6552,87993,6769,570973,1205,663258,3100000US39100
3100000US39140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Prescott, AZ Metro Area",410,849,714,1330,604,1021,627,1027,899,2048,2039,7131,2037,7237,3039,14368,2919,10773,2590,5457,3944,16230,5143,33976,5073,170888,912,205713,3100000US39140
3100000US39300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Providence-New Bedford-Fall River, RI-MA Metro Area",2772,9679,497,547,718,1493,272,416,830,1909,4047,30498,2890,15536,4871,46034,8950,95128,6566,69184,10979,164312,12143,212802,12373,1371498,1845,1593979,3100000US39300
3100000US39340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Provo-Orem, UT Metro Area",1901,7152,1463,2852,572,994,845,1370,1030,2364,3551,18232,2541,14533,4089,32765,4165,23349,5081,41112,6428,64461,7363,102442,7552,353692,1893,463286,3100000US39340
3100000US39380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pueblo, CO Metro Area",633,715,400,606,361,421,113,67,346,488,1082,2163,1130,3561,1430,5724,2213,3970,2638,13699,3607,17669,3727,24487,3787,125697,559,150899,3100000US39380
3100000US39460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Punta Gorda, FL Metro Area",526,534,716,1013,300,0,300,0,300,0,2524,8164,1650,4531,2767,12695,2438,8722,1015,1756,2495,10478,3311,24186,3419,128196,506,152916,3100000US39460
3100000US39500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Quincy, IL-MO Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US39500
