ucgid,NAME,GEO_ID,B07201_014MA,B07201_014M,B07201_014EA,B07201_014E,B07201_013MA,B07201_013M,B07201_013EA,B07201_013E,B07201_012MA,B07201_012M,B07201_012EA,B07201_012E,B07201_011MA,B07201_011M,B07201_011EA,B07201_011E,B07201_010MA,B07201_010M,B07201_010EA,B07201_010E,B07201_009MA,B07201_009M,B07201_009EA,B07201_009E,B07201_008MA,B07201_008M,B07201_008EA,B07201_008E,B07201_007MA,B07201_007M,B07201_007EA,B07201_007E,B07201_006MA,B07201_006M,B07201_006EA,B07201_006E,B07201_005MA,B07201_005M,B07201_005EA,B07201_005E,B07201_004MA,B07201_004M,B07201_004EA,B07201_004E,B07201_003MA,B07201_003M,B07201_003EA,B07201_003E,B07201_002MA,B07201_002M,B07201_002EA,B07201_002E,B07201_001MA,B07201_001M,B07201_001EA,B07201_001E
310M500US10780,"Alexandria, LA Metro Area",310M500US10780,,491,,392,,701,,1446,,606,,617,,503,,483,,731,,1100,,1960,,3239,,1199,,2346,,2262,,5585,,3638,,9145,,2548,,7249,,3771,,16394,,4809,,24525,,4691,,125315,,812,,150232
310M500US10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",310M500US10900,,1490,,3537,,834,,1102,,416,,749,,69,,50,,417,,799,,3627,,23582,,4104,,10343,,5451,,33925,,4727,,35373,,4236,,23042,,5597,,58415,,7477,,94241,,7430,,738518,,1197,,836296
310M500US11020,"Altoona, PA Metro Area",310M500US11020,,95,,114,,350,,355,,193,,270,,146,,93,,230,,363,,1155,,3452,,374,,543,,1247,,3995,,1637,,4524,,1710,,4169,,2215,,8693,,2648,,13406,,2593,,107321,,368,,120841
310M500US11100,"Amarillo, TX Metro Area",310M500US11100,,324,,719,,599,,1243,,632,,792,,715,,1651,,986,,2443,,1467,,2913,,1643,,5896,,2017,,8809,,2603,,5836,,3731,,23660,,4702,,29496,,5063,,41991,,5853,,223319,,2206,,266029
310M500US11180,"Ames, IA Metro Area",310M500US11180,,469,,715,,418,,1209,,190,,327,,365,,734,,397,,1061,,1555,,6731,,1641,,4013,,2165,,10744,,2142,,5699,,2255,,12141,,2873,,17840,,3369,,30854,,3430,,90632,,386,,122201
310M500US11260,"Anchorage, AK Metro Area",310M500US11260,,1473,,2309,,828,,1982,,265,,273,,1323,,1377,,1356,,1650,,2221,,9606,,1522,,5978,,2601,,15584,,3109,,12256,,4909,,29644,,5942,,41900,,6079,,61116,,6217,,327369,,1114,,390794
310M500US11460,"Ann Arbor, MI Metro Area",310M500US11460,,1494,,4976,,866,,1747,,393,,912,,533,,1041,,654,,1953,,3472,,21015,,2344,,10837,,4136,,31852,,3069,,17928,,2450,,15147,,3735,,33075,,5154,,68627,,5252,,290666,,727,,364269
310M500US11500,"Anniston-Oxford, AL Metro Area",310M500US11500,,206,,0,,687,,747,,551,,570,,1631,,1907,,1692,,2477,,1274,,3129,,1078,,1249,,1454,,4378,,1922,,4805,,2506,,4734,,3113,,9539,,3939,,17141,,4119,,95067,,658,,112208
310M500US11540,"Appleton, WI Metro Area",310M500US11540,,93,,87,,661,,845,,494,,959,,119,,122,,506,,1081,,1848,,5622,,1332,,3602,,2355,,9224,,3307,,10240,,1327,,3803,,3406,,14043,,3691,,25193,,3691,,210518,,572,,235798
310M500US11640,"Arecibo, PR Metro Area",310M500US11640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M500US11700,"Asheville, NC Metro Area",310M500US11700,,1297,,1743,,661,,1556,,2297,,3291,,692,,1133,,2384,,4424,,1884,,8971,,1606,,7373,,2655,,16344,,3453,,19814,,2632,,9501,,4380,,29315,,5607,,51639,,5493,,405767,,797,,459149
310M500US11780,"Ashtabula, OH Micro Area",310M500US11780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M500US11900,"Athens, OH Micro Area",310M500US11900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M500US11980,"Athens, TX Micro Area",310M500US11980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M500US12940,"Baton Rouge, LA Metro Area",310M500US12940,,2319,,4550,,2135,,3081,,647,,1504,,912,,1135,,1091,,2639,,2947,,13094,,2463,,8902,,4246,,21996,,6234,,43646,,5890,,36367,,8820,,80013,,10601,,107729,,10978,,733393,,2111,,845672
310M500US12980,"Battle Creek, MI Metro Area",310M500US12980,,140,,147,,406,,675,,215,,277,,189,,168,,295,,445,,1546,,4357,,1197,,1832,,1967,,6189,,1197,,4086,,1386,,4613,,1830,,8699,,2606,,16008,,2575,,116837,,457,,132992
310M500US12020,"Athens-Clarke County, GA Metro Area",310M500US12020,,697,,1713,,764,,1626,,400,,495,,368,,546,,530,,1041,,2305,,12608,,3773,,9231,,4071,,21839,,1611,,4169,,3625,,18395,,4001,,22564,,4787,,47070,,5099,,162000,,2923,,210783
310M500US12060,"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",310M500US12060,,5018,,34413,,4983,,13031,,1455,,5446,,1429,,5540,,2074,,10986,,8996,,88718,,10369,,92017,,14628,,180735,,22383,,487008,,8038,,103452,,24630,,590460,,29145,,795212,,30034,,5123775,,6520,,5953400
310M500US12100,"Atlantic City-Hammonton, NJ Metro Area",310M500US12100,,1061,,1938,,213,,0,,213,,0,,148,,158,,148,,158,,1411,,5059,,994,,2683,,1523,,7742,,3904,,12172,,1833,,4949,,4521,,17121,,4692,,25021,,5299,,233291,,1099,,260250
310M500US12180,"Auburn, NY Micro Area",310M500US12180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M500US12220,"Auburn-Opelika, AL Metro Area",310M500US12220,,1134,,1448,,1388,,1444,,607,,874,,161,,105,,627,,979,,2996,,8173,,1139,,3202,,3090,,11375,,2727,,3896,,3164,,11989,,3713,,15885,,4620,,29683,,5104,,131104,,1492,,162235
310M500US12260,"Augusta-Richmond County, GA-SC Metro Area",310M500US12260,,1328,,2390,,801,,1456,,551,,801,,2044,,2324,,2143,,3125,,2821,,14258,,2056,,5654,,3437,,19912,,4028,,20685,,4556,,21322,,6622,,42007,,7985,,66500,,7802,,534754,,2422,,603644
310M500US12300,"Augusta-Waterville, ME Micro Area",310M500US12300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M500US12420,"Austin-Round Rock-Georgetown, TX Metro Area",310M500US12420,,4387,,18975,,2371,,6013,,1257,,2825,,1758,,4018,,2066,,6843,,6268,,50255,,6783,,63534,,10135,,113789,,9924,,74890,,12034,,186553,,13259,,261443,,14795,,388088,,17232,,1795519,,2823,,2202582
310M500US12540,"Bakersfield, CA Metro Area",310M500US12540,,1835,,5108,,186,,143,,619,,643,,913,,1185,,1116,,1828,,3042,,17421,,3106,,14548,,4418,,31969,,7717,,40869,,9183,,39069,,12553,,79938,,13030,,113878,,13033,,771146,,1713,,890132
310M500US12580,"Baltimore-Columbia-Towson, MD Metro Area",310M500US12580,,2812,,14546,,1537,,2427,,687,,1214,,403,,760,,756,,1974,,7715,,58062,,4997,,28785,,8314,,86847,,10050,,146955,,10548,,94598,,14919,,241553,,15729,,332801,,16198,,2421216,,3622,,2768563
310M500US12620,"Bangor, ME Metro Area",310M500US12620,,586,,860,,995,,2992,,141,,251,,327,,453,,370,,704,,1100,,3521,,1210,,2607,,1525,,6128,,1807,,9128,,1531,,4726,,2316,,13854,,2925,,23678,,3071,,125971,,582,,150509
310M500US12700,"Barnstable Town, MA Metro Area",310M500US12700,,791,,1104,,493,,531,,106,,64,,216,,0,,106,,64,,2789,,6860,,674,,1566,,2970,,8426,,2074,,6703,,880,,1743,,2293,,8446,,4429,,17467,,4409,,193301,,510,,211872
310M500US13020,"Bay City, MI Metro Area",310M500US13020,,177,,137,,437,,623,,175,,0,,175,,0,,175,,0,,717,,1590,,777,,1489,,1159,,3079,,1057,,3327,,2219,,3628,,2438,,6955,,2671,,10657,,2896,,91088,,514,,101882
310M500US13140,"Beaumont-Port Arthur, TX Metro Area",310M500US13140,,473,,689,,737,,1014,,628,,676,,461,,1151,,864,,1827,,2313,,8744,,2959,,6899,,3803,,15643,,3563,,14977,,3265,,14352,,4859,,29329,,6310,,47813,,6139,,340035,,1169,,388537
310M500US13180,"Beaver Dam, WI Micro Area",310M500US13180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M500US13220,"Beckley, WV Metro Area",310M500US13220,,325,,271,,1124,,1586,,606,,554,,72,,81,,608,,635,,651,,1332,,443,,739,,759,,2071,,2486,,7066,,805,,1484,,2655,,8550,,2891,,12842,,2916,,101809,,417,,114922
310M500US13380,"Bellingham, WA Metro Area",310M500US13380,,932,,1711,,294,,486,,502,,860,,458,,570,,709,,1430,,1931,,6082,,1506,,5997,,2561,,12079,,2934,,8938,,4491,,19632,,5121,,28570,,5579,,42565,,5723,,182995,,665,,227271
310M500US13460,"Bend, OR Metro Area",310M500US13460,,271,,265,,1295,,1678,,1393,,2390,,311,,242,,1434,,2632,,1901,,5383,,2588,,7498,,3016,,12881,,3099,,6777,,2793,,10163,,3950,,16940,,4822,,34131,,4891,,161766,,787,,196162
310M500US13740,"Billings, MT Metro Area",310M500US13740,,322,,433,,1551,,3955,,452,,468,,634,,1065,,781,,1533,,1627,,3231,,855,,1787,,1865,,5018,,2395,,6334,,2940,,13730,,3824,,20064,,4312,,30570,,4578,,149213,,564,,180216
310M500US13780,"Binghamton, NY Metro Area",310M500US13780,,1065,,2198,,449,,630,,220,,175,,290,,407,,353,,582,,1388,,3777,,1207,,4602,,2024,,8379,,2989,,13317,,1957,,7103,,3485,,20420,,3572,,30011,,3742,,203295,,900,,235504
310M500US13820,"Birmingham-Hoover, AL Metro Area",310M500US13820,,891,,1926,,3299,,3428,,1244,,3408,,1923,,2393,,2193,,5801,,3087,,15186,,2900,,15438,,4097,,30624,,6984,,72517,,5577,,45076,,8565,,117593,,9480,,157446,,9476,,918554,,1922,,1077926
310M500US13900,"Bismarck, ND Metro Area",310M500US13900,,369,,501,,748,,2108,,440,,596,,181,,291,,506,,887,,1121,,1846,,1025,,1618,,1491,,3464,,1841,,3537,,2535,,7722,,3014,,11259,,3388,,17718,,3687,,108641,,1091,,126860
310M500US13980,"Blacksburg-Christiansburg, VA Metro Area",310M500US13980,,402,,520,,771,,1504,,468,,765,,188,,142,,551,,907,,1695,,7431,,1155,,2702,,1955,,10133,,1629,,6245,,2151,,9992,,2496,,16237,,3259,,28781,,4223,,134641,,3257,,163942
310M500US14010,"Bloomington, IL Metro Area",310M500US14010,,548,,643,,1681,,1730,,1062,,1105,,429,,634,,1148,,1739,,1899,,7225,,1027,,3000,,2174,,10225,,2050,,8988,,1362,,4593,,2475,,13581,,3496,,27275,,3513,,141890,,391,,169808
310M500US14020,"Bloomington, IN Metro Area",310M500US14020,,578,,955,,1809,,1676,,510,,802,,729,,1361,,916,,2163,,1652,,7113,,2562,,9233,,2978,,16346,,1981,,7615,,3176,,13715,,3277,,21330,,4023,,41515,,4065,,125997,,311,,168467
310M500US14100,"Bloomsburg-Berwick, PA Metro Area",310M500US14100,,41,,33,,120,,87,,375,,790,,240,,273,,469,,1063,,771,,2363,,533,,1363,,957,,3726,,673,,2032,,924,,1740,,1201,,3772,,1621,,8648,,1717,,73792,,343,,82473
310M500US14140,"Bluefield, WV-VA Micro Area",310M500US14140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M500US14260,"Boise City, ID Metro Area",310M500US14260,,909,,1727,,1093,,2451,,2182,,3425,,1212,,2668,,2587,,6093,,3073,,15051,,4750,,19326,,6021,,34377,,7945,,52608,,5383,,27896,,9788,,80504,,12055,,123425,,13049,,615732,,3727,,740884
310M500US14460,"Boston-Cambridge-Newton, MA-NH Metro Area",310M500US14460,,6793,,53641,,680,,1951,,1068,,5368,,1053,,2421,,1473,,7789,,5874,,73719,,6171,,62731,,8224,,136450,,15762,,293932,,10750,,137243,,19102,,431175,,22135,,577365,,24055,,4195106,,3715,,4826112
310M500US14500,"Boulder, CO Metro Area",310M500US14500,,936,,3224,,273,,185,,702,,793,,950,,1160,,1184,,1953,,3383,,16892,,3176,,19140,,4805,,36032,,2846,,14226,,3379,,19743,,4230,,33969,,6049,,72139,,6091,,247616,,974,,322979
310M500US14540,"Bowling Green, KY Metro Area",310M500US14540,,438,,467,,2576,,5117,,475,,634,,911,,1133,,1007,,1767,,1398,,4874,,1154,,3072,,1900,,7946,,2358,,8338,,2465,,12526,,3474,,20864,,4350,,35694,,4700,,138880,,2411,,175041
310M500US14580,"Bozeman, MT Micro Area",310M500US14580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M500US14660,"Brainerd, MN Micro Area",310M500US14660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M500US14740,"Bremerton-Silverdale-Port Orchard, WA Metro Area",310M500US14740,,844,,1243,,517,,836,,939,,1402,,418,,456,,1002,,1858,,2924,,13356,,2035,,8203,,3626,,21559,,2014,,9866,,3134,,12063,,3674,,21929,,5315,,46182,,5301,,221585,,639,,269010
310M500US14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",310M500US14860,,2285,,9566,,213,,0,,334,,410,,11,,4,,334,,414,,3676,,18112,,3327,,16705,,4545,,34817,,4473,,23059,,6843,,44252,,7558,,67311,,8159,,102542,,8735,,820970,,1749,,933078
310M500US15180,"Brownsville-Harlingen, TX Metro Area",310M500US15180,,1553,,1903,,234,,0,,742,,702,,70,,55,,743,,757,,1441,,1936,,1269,,3851,,2056,,5787,,2864,,6466,,4549,,20883,,4961,,27349,,5489,,33893,,6254,,382456,,1309,,418252
310M500US15260,"Brunswick, GA Metro Area",310M500US15260,,115,,112,,205,,211,,889,,1004,,583,,720,,1090,,1724,,1059,,2426,,735,,870,,1541,,3296,,1301,,3144,,1286,,2305,,1804,,5449,,2790,,10680,,4464,,107674,,4140,,118466
310M500US15380,"Buffalo-Cheektowaga, NY Metro Area",310M500US15380,,1199,,2879,,530,,767,,586,,1273,,497,,1050,,736,,2323,,2166,,11168,,2445,,9872,,3324,,21040,,6186,,56590,,6029,,36715,,8920,,93305,,9634,,117435,,9902,,995373,,1832,,1115687
310M500US15500,"Burlington, NC Metro Area",310M500US15500,,361,,365,,226,,181,,2288,,2072,,216,,0,,2288,,2072,,2566,,8082,,1336,,3256,,2737,,11338,,2492,,5915,,1605,,3604,,3045,,9519,,4233,,23110,,4609,,143513,,809,,166988
310M500US15540,"Burlington-South Burlington, VT Metro Area",310M500US15540,,516,,618,,882,,2500,,670,,1156,,224,,247,,709,,1403,,1228,,5673,,893,,2784,,1582,,8457,,2749,,12347,,1938,,9893,,3265,,22240,,3420,,34600,,3721,,180554,,1201,,215772
310M500US15680,"California-Lexington Park, MD Metro Area",310M500US15680,,392,,267,,369,,343,,181,,140,,210,,0,,181,,140,,2235,,5750,,684,,1046,,2303,,6796,,1645,,4510,,1551,,1975,,2261,,6485,,2948,,13764,,2827,,97869,,836,,111900
310M500US15940,"Canton-Massillon, OH Metro Area",310M500US15940,,268,,243,,917,,1012,,1162,,2109,,191,,269,,1164,,2378,,1653,,5122,,1678,,3486,,2478,,8608,,4920,,23864,,2200,,12126,,5459,,35990,,5737,,47988,,5967,,344383,,1373,,392614
310M500US15980,"Cape Coral-Fort Myers, FL Metro Area",310M500US15980,,2493,,7594,,429,,735,,2328,,2275,,427,,431,,2355,,2706,,4757,,31757,,3546,,14510,,5890,,46267,,4357,,28317,,5408,,28697,,6847,,57014,,9806,,106722,,10237,,651245,,1283,,765561
310M500US16940,"Cheyenne, WY Metro Area",310M500US16940,,110,,74,,295,,356,,739,,899,,1514,,1581,,1646,,2480,,1268,,2910,,923,,2034,,1579,,4944,,1153,,2277,,1765,,5637,,1968,,7914,,2929,,15694,,2939,,82246,,669,,98014
310M500US16980,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",310M500US16980,,5434,,49536,,1244,,4608,,1668,,7260,,1863,,6160,,2550,,13420,,5359,,63249,,6841,,86042,,8314,,149291,,23194,,490317,,19420,,405334,,26510,,895651,,28090,,1062970,,29459,,8239626,,5831,,9352132
310M500US16020,"Cape Girardeau, MO-IL Metro Area",310M500US16020,,39,,20,,1957,,2020,,838,,1135,,935,,1067,,1334,,2202,,698,,1652,,552,,1128,,941,,2780,,1633,,4644,,1974,,7238,,2416,,11882,,3863,,18884,,4451,,73539,,2139,,92443
310M500US16060,"Carbondale-Marion, IL Metro Area",310M500US16060,,512,,743,,952,,2978,,487,,725,,1342,,1511,,1489,,2236,,1422,,4927,,966,,1853,,1615,,6780,,2384,,9084,,1053,,3532,,2623,,12616,,3152,,24610,,3397,,110294,,897,,135647
310M500US16180,"Carson City, NV Metro Area",310M500US16180,,108,,63,,164,,111,,941,,2334,,362,,312,,970,,2646,,1028,,2122,,767,,1640,,1183,,3762,,216,,0,,1577,,3613,,1577,,3613,,2047,,10132,,2061,,44357,,507,,54552
310M500US16220,"Casper, WY Metro Area",310M500US16220,,166,,91,,178,,240,,767,,756,,363,,539,,840,,1295,,517,,650,,634,,1128,,797,,1778,,1132,,2175,,1836,,4752,,2266,,6927,,2430,,10240,,2429,,68632,,366,,78963
310M500US16300,"Cedar Rapids, IA Metro Area",310M500US16300,,260,,415,,1091,,2269,,224,,341,,508,,859,,534,,1200,,2563,,5850,,587,,1661,,2606,,7511,,3514,,11007,,3102,,15653,,4192,,26660,,4829,,37640,,5114,,232108,,886,,270163
310M500US16500,"Centralia, WA Micro Area",310M500US16500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M500US16540,"Chambersburg-Waynesboro, PA Metro Area",310M500US16540,,578,,616,,403,,375,,119,,68,,182,,0,,119,,68,,719,,1634,,582,,1258,,919,,2892,,1604,,4704,,1183,,2197,,2012,,6901,,2157,,10236,,2444,,142793,,723,,153645
310M500US16580,"Champaign-Urbana, IL Metro Area",310M500US16580,,1089,,2654,,722,,1401,,222,,214,,479,,732,,516,,946,,2030,,10032,,2327,,7222,,2943,,17254,,2357,,7953,,3409,,14027,,4183,,21980,,4312,,41581,,4739,,179814,,838,,224049
310M500US16620,"Charleston, WV Metro Area",310M500US16620,,656,,1029,,1524,,1924,,795,,857,,274,,289,,810,,1146,,1714,,3798,,677,,1528,,1897,,5326,,4188,,13101,,833,,2543,,4161,,15644,,5027,,24040,,5927,,228679,,2419,,253748
310M500US16700,"Charleston-North Charleston, SC Metro Area",310M500US16700,,2468,,5740,,1750,,3380,,612,,1352,,1334,,2712,,1292,,4064,,4142,,23480,,3093,,17129,,5617,,40609,,5883,,44293,,4851,,30766,,6598,,75059,,8142,,123112,,8462,,664227,,1973,,793079
310M500US16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",310M500US16740,,3474,,15090,,1073,,3003,,2108,,7698,,1407,,3825,,2677,,11523,,7653,,60265,,6374,,42162,,10223,,102427,,8960,,111988,,10892,,133965,,13595,,245953,,18012,,362906,,18582,,2226611,,3275,,2604607
310M500US16820,"Charlottesville, VA Metro Area",310M500US16820,,771,,1585,,1153,,2101,,160,,155,,14,,7,,160,,162,,1410,,7453,,1632,,7456,,2272,,14909,,3389,,15662,,1645,,7556,,3760,,23218,,4220,,40390,,4331,,174804,,2382,,216779
310M500US16860,"Chattanooga, TN-GA Metro Area",310M500US16860,,721,,743,,1920,,3221,,1624,,2202,,1629,,2451,,2063,,4653,,2555,,11456,,4163,,12305,,4677,,23761,,5945,,33679,,4620,,25119,,7396,,58798,,9091,,90433,,9859,,469004,,3841,,560180
310M500US17020,"Chico, CA Metro Area",310M500US17020,,369,,362,,572,,813,,438,,791,,431,,575,,664,,1366,,2839,,8364,,1583,,5166,,3358,,13530,,3636,,22360,,2076,,9782,,4359,,32142,,5413,,47851,,5258,,167762,,925,,215975
310M500US17060,"Chillicothe, OH Micro Area",310M500US17060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M500US17140,"Cincinnati, OH-KY-IN Metro Area",310M500US17140,,2767,,9356,,1440,,4078,,1978,,5960,,1027,,2824,,2265,,8784,,3561,,34131,,4306,,26887,,5507,,61018,,12849,,191258,,6979,,53394,,14582,,244652,,14742,,318532,,16011,,1867268,,4695,,2195156
310M500US17220,"Clarksburg, WV Micro Area",310M500US17220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M500US17300,"Clarksville, TN-KY Metro Area",310M500US17300,,749,,1512,,252,,582,,914,,2181,,576,,672,,1118,,2853,,3516,,11379,,2474,,10338,,4085,,21717,,3367,,11553,,3448,,14879,,5195,,26432,,6306,,51584,,6624,,252956,,3111,,306052
310M500US17340,"Clearlake, CA Micro Area",310M500US17340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M500US17420,"Cleveland, TN Metro Area",310M500US17420,,60,,34,,371,,430,,143,,220,,901,,1600,,908,,1820,,1250,,2835,,507,,940,,1233,,3775,,2320,,5929,,2521,,7200,,3350,,13129,,3625,,19154,,4035,,106512,,2522,,125700
310M500US17460,"Cleveland-Elyria, OH Metro Area",310M500US17460,,2981,,10524,,646,,1561,,1172,,3212,,577,,1492,,1358,,4704,,4446,,29396,,3920,,20047,,5850,,49443,,8406,,134195,,6188,,56933,,10062,,191128,,11432,,246836,,12091,,1767682,,2944,,2025042
310M500US17660,"Coeur d'Alene, ID Metro Area",310M500US17660,,914,,1027,,227,,337,,536,,576,,254,,224,,578,,800,,1351,,3558,,840,,1974,,1687,,5532,,1947,,7843,,2966,,8985,,3262,,16828,,3691,,23497,,3832,,138693,,741,,163217
310M500US17780,"College Station-Bryan, TX Metro Area",310M500US17780,,1197,,2296,,1111,,2150,,704,,969,,492,,1190,,852,,2159,,3362,,14457,,2179,,11405,,4044,,25862,,1710,,4076,,4998,,33486,,5359,,37562,,5047,,67733,,5891,,195325,,3783,,265354
310M500US17820,"Colorado Springs, CO Metro Area",310M500US17820,,1056,,3374,,752,,1862,,2708,,4165,,1425,,1592,,3037,,5757,,5086,,36519,,5881,,29828,,7659,,66347,,4405,,22972,,8044,,56286,,8847,,79258,,11316,,153224,,11630,,579962,,1644,,736560
310M500US17860,"Columbia, MO Metro Area",310M500US17860,,1357,,2689,,759,,2135,,824,,1604,,513,,563,,959,,2167,,1952,,5599,,1306,,4420,,2312,,10019,,1869,,6459,,4421,,23146,,4828,,29605,,5044,,43926,,5921,,159098,,2604,,205713
310M500US17900,"Columbia, SC Metro Area",310M500US17900,,1119,,3321,,1133,,2767,,1487,,3559,,828,,1477,,1791,,5036,,4335,,27516,,3412,,18282,,5400,,45798,,4903,,52521,,4234,,23981,,6547,,76502,,7305,,130103,,7785,,697607,,2495,,831031
310M500US17980,"Columbus, GA-AL Metro Area",310M500US17980,,2937,,3200,,690,,1754,,333,,589,,170,,309,,416,,898,,2315,,10829,,2424,,7970,,3304,,18799,,2505,,9203,,3750,,16101,,4551,,25304,,4885,,46755,,5961,,268426,,3797,,318381
310M500US18980,"Cullman, AL Micro Area",310M500US18980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M500US18020,"Columbus, IN Metro Area",310M500US18020,,744,,994,,506,,426,,305,,320,,299,,239,,424,,559,,1500,,3833,,448,,591,,1636,,4424,,1501,,2627,,1887,,4413,,2280,,7040,,2722,,12449,,2761,,69914,,352,,83357
310M500US18140,"Columbus, OH Metro Area",310M500US18140,,2561,,10017,,1056,,2873,,1679,,6943,,1756,,6175,,2617,,13118,,3483,,30145,,3663,,21667,,5140,,51812,,10327,,126311,,11662,,158839,,15111,,285150,,16671,,352953,,17652,,1728912,,2578,,2091882
310M500US18180,"Concord, NH Micro Area",310M500US18180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
