ucgid,NAME,GEO_ID,B07201_014MA,B07201_014M,B07201_014EA,B07201_014E,B07201_013MA,B07201_013M,B07201_013EA,B07201_013E,B07201_012MA,B07201_012M,B07201_012EA,B07201_012E,B07201_011MA,B07201_011M,B07201_011EA,B07201_011E,B07201_010MA,B07201_010M,B07201_010EA,B07201_010E,B07201_009MA,B07201_009M,B07201_009EA,B07201_009E,B07201_008MA,B07201_008M,B07201_008EA,B07201_008E,B07201_007MA,B07201_007M,B07201_007EA,B07201_007E,B07201_006MA,B07201_006M,B07201_006EA,B07201_006E,B07201_005MA,B07201_005M,B07201_005EA,B07201_005E,B07201_004MA,B07201_004M,B07201_004EA,B07201_004E,B07201_003MA,B07201_003M,B07201_003EA,B07201_003E,B07201_002MA,B07201_002M,B07201_002EA,B07201_002E,B07201_001MA,B07201_001M,B07201_001EA,B07201_001E
310M600US10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",310M600US10900,,1728,,4156,,54,,37,,594,,1060,,36,,326,,598,,1386,,3237,,18510,,4043,,12227,,4931,,30737,,5220,,28937,,3524,,13959,,6635,,42896,,8358,,75056,,8275,,783211,,1638,,862423
310M600US11020,"Altoona, PA Metro Area",310M600US11020,,84,,107,,280,,481,,261,,527,,190,,0,,261,,527,,757,,2273,,627,,1012,,989,,3285,,805,,2927,,1283,,2955,,1429,,5882,,1792,,10175,,1868,,109775,,403,,120057
310M600US11100,"Amarillo, TX Metro Area",310M600US11100,,346,,527,,1452,,1837,,307,,366,,363,,489,,473,,855,,820,,1955,,1387,,3181,,1552,,5136,,814,,1741,,4238,,19168,,4252,,20909,,4530,,28737,,4838,,238176,,2059,,267440
310M600US11180,"Ames, IA Metro Area",310M600US11180,,691,,1347,,702,,2020,,153,,200,,770,,1504,,788,,1704,,1615,,8624,,1157,,4505,,1931,,13129,,1214,,3314,,1585,,7164,,2000,,10478,,2809,,27331,,2793,,96670,,280,,125348
310M600US11260,"Anchorage, AK Metro Area",310M600US11260,,1346,,2527,,850,,2278,,557,,715,,271,,263,,613,,978,,2985,,10446,,2342,,6450,,3520,,16896,,2123,,8239,,4190,,26658,,4929,,34897,,5658,,55049,,5982,,337299,,984,,394875
310M600US11460,"Ann Arbor, MI Metro Area",310M600US11460,,1388,,4694,,553,,723,,713,,1730,,397,,532,,850,,2262,,2965,,22742,,2755,,14561,,4337,,37303,,2613,,12801,,3864,,18209,,4548,,31010,,5286,,71298,,5335,,287749,,655,,363741
310M600US11500,"Anniston-Oxford, AL Metro Area",310M600US11500,,283,,277,,1048,,1145,,410,,511,,4,,12,,410,,523,,1427,,3479,,1387,,1824,,1961,,5303,,2221,,7065,,1896,,4062,,2962,,11127,,3329,,18098,,3472,,95707,,774,,114082
310M600US11540,"Appleton, WI Metro Area",310M600US11540,,843,,1331,,455,,782,,678,,1087,,239,,306,,709,,1393,,1142,,4308,,1008,,2725,,1437,,7033,,1929,,6553,,1545,,5478,,2536,,12031,,3503,,21239,,3846,,219224,,696,,241794
310M600US11640,"Arecibo, PR Metro Area",310M600US11640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M600US11700,"Asheville, NC Metro Area",310M600US11700,,780,,1397,,460,,573,,1054,,2335,,335,,533,,1048,,2868,,1987,,9353,,2383,,12538,,3237,,21891,,4016,,20454,,1562,,4924,,4389,,25378,,5738,,50710,,5785,,419692,,1394,,471799
310M600US11780,"Ashtabula, OH Micro Area",310M600US11780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M600US11980,"Athens, TX Micro Area",310M600US11980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M600US12020,"Athens-Clarke County, GA Metro Area",310M600US12020,,895,,1521,,383,,665,,901,,1307,,703,,827,,1153,,2134,,2980,,15830,,1871,,5882,,3498,,21712,,1865,,4991,,3314,,14997,,3859,,19988,,4877,,44499,,5994,,172817,,2717,,218837
310M600US12060,"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",310M600US12060,,5193,,43558,,1707,,7355,,3000,,10264,,1420,,4808,,3254,,15072,,8468,,101399,,10401,,98149,,13045,,199548,,20468,,419069,,10800,,96954,,23338,,516023,,24998,,737998,,27586,,5369318,,6249,,6150874
310M600US12100,"Atlantic City-Hammonton, NJ Metro Area",310M600US12100,,746,,1273,,225,,0,,225,,0,,225,,0,,225,,0,,2792,,6810,,1280,,2950,,3009,,9760,,2031,,8035,,2745,,4155,,3286,,12190,,4534,,21950,,4476,,250257,,898,,273480
310M600US12180,"Auburn, NY Micro Area",310M600US12180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M600US12220,"Auburn-Opelika, AL Metro Area",310M600US12220,,921,,1616,,321,,305,,900,,1462,,450,,610,,1024,,2072,,2183,,9527,,1785,,3648,,2652,,13175,,2185,,4702,,2185,,8007,,3259,,12709,,4173,,28261,,4413,,149110,,624,,178987
310M600US12260,"Augusta-Richmond County, GA-SC Metro Area",310M600US12260,,923,,1595,,1763,,3761,,1036,,1320,,409,,423,,1162,,1743,,4634,,21039,,3355,,9644,,5759,,30683,,5438,,29409,,4303,,18581,,7449,,47990,,9328,,84177,,9450,,531361,,2001,,617133
310M600US12300,"Augusta-Waterville, ME Micro Area",310M600US12300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M600US12420,"Austin-Round Rock-Georgetown, TX Metro Area",310M600US12420,,4765,,20139,,1413,,4679,,723,,2405,,1106,,2961,,1207,,5366,,8858,,75528,,8311,,74093,,12356,,149621,,8736,,69888,,13927,,165580,,15755,,235468,,21049,,395134,,20730,,1981824,,3100,,2397097
310M600US12540,"Bakersfield, CA Metro Area",310M600US12540,,1363,,3206,,843,,1177,,178,,206,,227,,231,,285,,437,,2284,,9202,,3433,,11736,,4266,,20938,,3854,,18939,,6239,,24138,,7374,,43077,,7803,,65629,,8109,,834754,,1798,,903589
310M600US12580,"Baltimore-Columbia-Towson, MD Metro Area",310M600US12580,,3398,,18527,,1441,,2642,,484,,480,,949,,1580,,1079,,2060,,6444,,61168,,3752,,30229,,7510,,91397,,11174,,147401,,7744,,71433,,13329,,218834,,14401,,314933,,14177,,2473774,,3035,,2807234
310M600US12620,"Bangor, ME Metro Area",310M600US12620,,341,,466,,659,,1577,,165,,205,,223,,262,,311,,467,,1243,,3713,,552,,814,,1299,,4527,,1812,,6494,,1246,,3878,,2209,,10372,,2831,,16943,,2866,,134923,,599,,152332
310M600US12660,"Baraboo, WI Micro Area",310M600US12660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M600US12700,"Barnstable Town, MA Metro Area",310M600US12700,,273,,293,,290,,198,,353,,307,,5,,28,,353,,335,,1863,,7793,,1412,,4280,,2213,,12073,,1944,,5217,,1385,,3152,,2230,,8369,,3070,,20975,,3250,,209106,,745,,230374
310M600US12940,"Baton Rouge, LA Metro Area",310M600US12940,,997,,2469,,1044,,2039,,1033,,1566,,2335,,2826,,2518,,4392,,2979,,12821,,4429,,13217,,5732,,26038,,7577,,45853,,5175,,38492,,8706,,84345,,8898,,116814,,8931,,745811,,1883,,865094
310M600US12980,"Battle Creek, MI Metro Area",310M600US12980,,233,,320,,421,,603,,296,,351,,112,,69,,321,,420,,1082,,2716,,574,,1112,,1197,,3828,,1519,,5081,,2300,,5662,,2763,,10743,,2860,,15594,,2894,,115447,,736,,131361
310M600US13020,"Bay City, MI Metro Area",310M600US13020,,327,,425,,602,,949,,184,,0,,443,,371,,443,,371,,704,,1710,,932,,1746,,1210,,3456,,2209,,5498,,767,,1476,,2337,,6974,,2830,,11750,,2943,,89335,,519,,101510
310M600US13140,"Beaumont-Port Arthur, TX Metro Area",310M600US13140,,644,,1103,,517,,1529,,873,,1165,,1221,,2494,,1518,,3659,,2469,,7252,,1468,,4130,,2997,,11382,,5894,,19710,,3199,,12274,,6723,,31984,,7203,,48554,,7304,,338590,,1178,,388247
310M600US13180,"Beaver Dam, WI Micro Area",310M600US13180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M600US13220,"Beckley, WV Metro Area",310M600US13220,,117,,66,,880,,1342,,107,,107,,378,,306,,383,,413,,773,,1762,,758,,1304,,1159,,3066,,1771,,4989,,503,,934,,1795,,5923,,2400,,10744,,2417,,100813,,521,,111623
310M600US13380,"Bellingham, WA Metro Area",310M600US13380,,550,,855,,353,,337,,424,,650,,510,,881,,684,,1531,,1630,,6837,,1441,,4559,,2333,,11396,,2150,,8142,,2387,,9985,,3605,,18127,,4244,,31391,,4163,,196668,,687,,228914
310M600US13460,"Bend, OR Metro Area",310M600US13460,,515,,503,,1016,,943,,1418,,1372,,456,,468,,1402,,1840,,1752,,5033,,2003,,5182,,2566,,10215,,2034,,5063,,2168,,8664,,3169,,13727,,3879,,26725,,4132,,176818,,1082,,204046
310M600US13740,"Billings, MT Metro Area",310M600US13740,,661,,958,,1234,,3296,,465,,647,,1010,,2027,,1134,,2674,,1872,,4961,,1183,,3195,,2244,,8156,,1416,,3473,,2622,,8876,,2784,,12349,,4371,,26475,,4332,,160307,,762,,187740
310M600US13780,"Binghamton, NY Metro Area",310M600US13780,,262,,344,,1012,,1004,,98,,99,,285,,319,,297,,418,,1650,,6501,,1270,,3676,,2321,,10177,,2870,,12214,,1554,,4052,,3011,,16266,,3519,,27865,,3438,,215133,,588,,243342
310M600US13820,"Birmingham-Hoover, AL Metro Area",310M600US13820,,1475,,2637,,1036,,2332,,1939,,4713,,467,,1035,,2051,,5748,,2826,,14271,,3477,,17647,,4477,,31918,,7415,,65200,,4956,,31369,,8383,,96569,,9340,,136567,,9253,,966910,,1744,,1106114
310M600US13900,"Bismarck, ND Metro Area",310M600US13900,,179,,145,,1295,,2721,,297,,406,,283,,471,,392,,877,,968,,1271,,1377,,2598,,1534,,3869,,1044,,2235,,2127,,7173,,2109,,9408,,3050,,16875,,3162,,115725,,670,,132745
310M600US13980,"Blacksburg-Christiansburg, VA Metro Area",310M600US13980,,719,,1269,,638,,1385,,347,,388,,115,,71,,367,,459,,1757,,10212,,1173,,4423,,1869,,14635,,2260,,6171,,2075,,7467,,2925,,13638,,3492,,30117,,4241,,134604,,3255,,165990
310M600US14010,"Bloomington, IL Metro Area",310M600US14010,,546,,960,,1006,,1140,,454,,815,,211,,274,,519,,1089,,1517,,7197,,1175,,3320,,2014,,10517,,1551,,6646,,1443,,4453,,2184,,11099,,2592,,23845,,2708,,144392,,691,,169197
310M600US14020,"Bloomington, IN Metro Area",310M600US14020,,681,,1416,,356,,536,,691,,1096,,302,,230,,786,,1326,,1385,,7606,,1556,,5447,,2136,,13053,,1751,,5334,,2429,,12634,,2908,,17968,,3046,,32883,,3124,,126150,,374,,160449
310M600US14100,"Bloomsburg-Berwick, PA Metro Area",310M600US14100,,99,,51,,190,,0,,531,,761,,197,,80,,584,,841,,1375,,4694,,557,,1560,,1508,,6254,,957,,2595,,621,,1076,,1264,,3671,,1870,,10766,,1896,,71649,,211,,82466
310M600US14140,"Bluefield, WV-VA Micro Area",310M600US14140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M600US14260,"Boise City, ID Metro Area",310M600US14260,,2601,,4748,,1029,,3023,,2043,,4599,,837,,1939,,2212,,6538,,3777,,21979,,3483,,12246,,4978,,34225,,4762,,46708,,4760,,29930,,6598,,76638,,7385,,120424,,7869,,681235,,4158,,806407
310M600US14460,"Boston-Cambridge-Newton, MA-NH Metro Area",310M600US14460,,5446,,56304,,1786,,2440,,1509,,6149,,992,,2585,,1929,,8734,,7277,,91132,,4957,,59536,,8664,,150668,,13984,,287102,,8837,,126462,,15167,,413564,,16321,,575406,,17720,,4222834,,3625,,4854544
310M600US14500,"Boulder, CO Metro Area",310M600US14500,,1106,,2408,,256,,339,,664,,1158,,174,,242,,659,,1400,,2643,,18271,,3010,,15996,,3506,,34267,,2443,,13218,,2852,,21357,,3258,,34575,,4789,,70581,,4964,,252495,,693,,325484
310M600US14540,"Bowling Green, KY Metro Area",310M600US14540,,1803,,2236,,1370,,3570,,441,,521,,64,,77,,453,,598,,2107,,6081,,1724,,3483,,2706,,9564,,3154,,9920,,3739,,10675,,5188,,20595,,5660,,34327,,5587,,145539,,2538,,182102
310M600US14580,"Bozeman, MT Micro Area",310M600US14580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M600US14660,"Brainerd, MN Micro Area",310M600US14660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M600US14740,"Bremerton-Silverdale-Port Orchard, WA Metro Area",310M600US14740,,432,,814,,56,,56,,845,,1130,,270,,236,,881,,1366,,2513,,9149,,2669,,9330,,3395,,18479,,4247,,15341,,3044,,11336,,5068,,26677,,6213,,46578,,6208,,227328,,811,,274720
310M600US14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",310M600US14860,,2683,,8214,,224,,0,,511,,907,,253,,248,,568,,1155,,4080,,25755,,4065,,21917,,5638,,47672,,3244,,14529,,6757,,34453,,6668,,48982,,8320,,97809,,8848,,845724,,2016,,951747
310M600US15180,"Brownsville-Harlingen, TX Metro Area",310M600US15180,,1857,,2411,,541,,604,,209,,356,,1265,,1286,,1300,,1642,,1236,,3249,,1368,,5221,,1749,,8470,,3430,,8847,,5033,,18311,,5978,,27158,,6122,,37874,,6649,,379566,,1673,,419851
310M600US15260,"Brunswick, GA Metro Area",310M600US15260,,125,,77,,58,,32,,411,,388,,519,,443,,683,,831,,1337,,2772,,648,,1053,,1474,,3825,,2834,,6517,,1118,,2452,,2895,,8969,,3160,,13657,,5275,,95712,,4014,,109446
310M600US15380,"Buffalo-Cheektowaga, NY Metro Area",310M600US15380,,1421,,4717,,440,,471,,1692,,3439,,726,,1619,,1830,,5058,,3023,,14800,,2673,,13207,,3807,,28007,,5513,,43147,,4899,,29367,,7692,,72514,,8658,,106050,,8871,,1038116,,1963,,1148883
310M600US15500,"Burlington, NC Metro Area",310M600US15500,,1050,,1668,,404,,421,,555,,658,,73,,69,,563,,727,,1261,,4941,,1467,,4863,,1908,,9804,,3050,,6292,,2693,,3752,,3924,,10044,,4015,,20996,,4240,,152231,,831,,174895
310M600US15540,"Burlington-South Burlington, VT Metro Area",310M600US15540,,723,,894,,714,,1424,,918,,1852,,130,,176,,918,,2028,,1440,,6459,,2313,,4851,,2715,,11310,,2114,,8164,,2395,,8982,,3319,,17146,,4092,,31908,,4118,,193421,,1208,,226223
310M600US15680,"California-Lexington Park, MD Metro Area",310M600US15680,,224,,0,,67,,38,,1197,,830,,10,,1,,1197,,831,,1639,,4617,,1387,,2249,,1780,,6866,,1198,,3063,,1228,,1481,,1487,,4544,,2662,,12279,,2830,,101136,,639,,113415
310M600US15940,"Canton-Massillon, OH Metro Area",310M600US15940,,522,,602,,273,,279,,637,,1405,,625,,770,,990,,2175,,1521,,5125,,1484,,3206,,2057,,8331,,3347,,15959,,1678,,6190,,3688,,22149,,4147,,32934,,4296,,361960,,986,,395496
310M600US15980,"Cape Coral-Fort Myers, FL Metro Area",310M600US15980,,2684,,10214,,582,,876,,761,,1594,,733,,981,,942,,2575,,6379,,37617,,3240,,13705,,6276,,51322,,4371,,22723,,3743,,15575,,5927,,38298,,8333,,93071,,9558,,710269,,1990,,813554
310M600US16020,"Cape Girardeau, MO-IL Metro Area",310M600US16020,,150,,139,,369,,726,,483,,753,,446,,333,,691,,1086,,526,,1632,,1343,,2261,,1395,,3893,,856,,2193,,1396,,3123,,1686,,5316,,2386,,11021,,3389,,83773,,2363,,94933
310M600US16060,"Carbondale-Marion, IL Metro Area",310M600US16060,,313,,260,,1014,,3580,,1991,,2541,,247,,502,,2018,,3043,,1576,,5408,,585,,1907,,1713,,7315,,1794,,4952,,1690,,4830,,2612,,9782,,3354,,23720,,3312,,107005,,845,,130985
310M600US16180,"Carson City, NV Metro Area",310M600US16180,,228,,0,,238,,197,,722,,1037,,415,,300,,782,,1337,,789,,1729,,755,,1434,,1051,,3163,,228,,0,,1110,,2135,,1110,,2135,,1588,,6832,,1665,,51022,,271,,57854
310M600US16220,"Casper, WY Metro Area",310M600US16220,,133,,90,,258,,278,,245,,225,,110,,180,,271,,405,,1184,,2040,,324,,448,,1138,,2488,,1860,,2924,,2236,,5487,,2780,,8411,,3125,,11582,,3101,,67199,,413,,78871
310M600US16300,"Cedar Rapids, IA Metro Area",310M600US16300,,563,,657,,499,,1088,,463,,563,,713,,742,,849,,1305,,2003,,5140,,2249,,5844,,3184,,10984,,1304,,6025,,2866,,10848,,3122,,16873,,4706,,30250,,4759,,242450,,622,,273357
310M600US16500,"Centralia, WA Micro Area",310M600US16500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M600US16540,"Chambersburg-Waynesboro, PA Metro Area",310M600US16540,,172,,149,,691,,866,,59,,34,,190,,0,,59,,34,,1618,,4478,,1242,,1891,,2111,,6369,,2296,,6713,,1376,,2627,,2447,,9340,,3328,,16609,,3402,,138564,,885,,155322
310M600US16580,"Champaign-Urbana, IL Metro Area",310M600US16580,,1361,,3690,,459,,962,,444,,796,,295,,269,,545,,1065,,1723,,8516,,2321,,8561,,2701,,17077,,2067,,6053,,2780,,17645,,3534,,23698,,3883,,42802,,3960,,174319,,835,,220811
310M600US16620,"Charleston, WV Metro Area",310M600US16620,,365,,669,,165,,244,,363,,368,,627,,578,,720,,946,,1081,,2970,,865,,1860,,1288,,4830,,1982,,8584,,1810,,4159,,2702,,12743,,3239,,18763,,3877,,228091,,1891,,247523
310M600US16700,"Charleston-North Charleston, SC Metro Area",310M600US16700,,1393,,3941,,1189,,3115,,1567,,2834,,847,,1304,,1926,,4138,,3715,,31475,,3432,,16931,,5294,,48406,,6755,,40796,,4652,,25673,,8433,,66469,,9295,,122128,,9872,,696843,,1648,,822912
310M600US16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",310M600US16740,,3933,,15628,,857,,2516,,2434,,6954,,1988,,4461,,2794,,11415,,6975,,68742,,5619,,48528,,9125,,117270,,8706,,101237,,12134,,114830,,15036,,216067,,17159,,347268,,16157,,2361490,,3100,,2724386
310M600US16820,"Charlottesville, VA Metro Area",310M600US16820,,1161,,2464,,2045,,4207,,587,,687,,416,,290,,645,,977,,1998,,9719,,1303,,5028,,2570,,14747,,1802,,8018,,1937,,7875,,2630,,15893,,3970,,35824,,5062,,183451,,2860,,221739
310M600US16860,"Chattanooga, TN-GA Metro Area",310M600US16860,,1357,,2883,,1096,,2246,,1111,,2357,,252,,391,,1166,,2748,,5107,,21989,,2034,,8001,,5506,,29990,,3227,,19431,,4645,,26705,,5615,,46136,,8180,,81120,,8214,,483576,,2928,,567579
310M600US16940,"Cheyenne, WY Metro Area",310M600US16940,,485,,424,,431,,443,,676,,524,,670,,821,,936,,1345,,1319,,2857,,1343,,3209,,1805,,6066,,1561,,2662,,2051,,5101,,2629,,7763,,3711,,15617,,3613,,84032,,385,,100073
310M600US16980,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",310M600US16980,,7235,,62046,,1318,,3297,,2372,,8665,,1504,,6003,,2954,,14668,,8381,,80557,,8782,,92674,,12047,,173231,,18824,,432006,,18092,,383960,,27894,,815966,,28014,,1007162,,30088,,8278006,,5575,,9347214
310M600US17020,"Chico, CA Metro Area",310M600US17020,,317,,236,,774,,1395,,396,,451,,717,,1106,,804,,1557,,1572,,6760,,1471,,4702,,2196,,11462,,3644,,11493,,2838,,12490,,4108,,23983,,4581,,38397,,4498,,167028,,661,,205661
310M600US17060,"Chillicothe, OH Micro Area",310M600US17060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M600US17140,"Cincinnati, OH-KY-IN Metro Area",310M600US17140,,2642,,10892,,1074,,2894,,2523,,4165,,1616,,3959,,3098,,8124,,5098,,35884,,3441,,20962,,6133,,56846,,9862,,135397,,5851,,37678,,12169,,173075,,12885,,240939,,13059,,1991863,,4512,,2243694
310M600US17220,"Clarksburg, WV Micro Area",310M600US17220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M600US17300,"Clarksville, TN-KY Metro Area",310M600US17300,,1986,,3305,,2220,,2333,,926,,1388,,717,,1076,,1244,,2464,,3570,,11665,,3032,,11948,,4664,,23613,,3239,,11571,,4406,,18301,,5442,,29872,,7363,,58282,,7752,,268637,,2973,,330224
310M600US17340,"Clearlake, CA Micro Area",310M600US17340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M600US17420,"Cleveland, TN Metro Area",310M600US17420,,211,,243,,318,,346,,441,,541,,606,,793,,727,,1334,,1053,,2892,,655,,1317,,1359,,4209,,1481,,3448,,1674,,4283,,2309,,7731,,2819,,13620,,3940,,113800,,2658,,127663
310M600US17460,"Cleveland-Elyria, OH Metro Area",310M600US17460,,2910,,8687,,639,,1491,,1347,,3175,,1549,,2177,,2128,,5352,,4881,,37469,,3479,,21025,,6621,,58494,,8386,,117985,,7191,,54937,,10207,,172922,,12016,,238259,,12911,,1797626,,2150,,2044572
310M600US17660,"Coeur d'Alene, ID Metro Area",310M600US17660,,195,,0,,121,,272,,382,,871,,943,,944,,1029,,1815,,2350,,6796,,1794,,3986,,2583,,10782,,2995,,7667,,1356,,4071,,3204,,11738,,3853,,24607,,3906,,157355,,690,,181962
310M600US17780,"College Station-Bryan, TX Metro Area",310M600US17780,,1022,,2242,,1111,,2643,,147,,143,,674,,1561,,682,,1704,,2824,,15516,,2401,,12899,,3648,,28415,,1207,,3172,,4476,,30425,,4647,,33597,,5583,,66359,,6043,,207677,,3343,,276278
310M600US17820,"Colorado Springs, CO Metro Area",310M600US17820,,3490,,9365,,1105,,2039,,1817,,3139,,892,,2613,,2025,,5752,,5568,,28516,,5890,,30348,,8114,,58864,,3283,,14162,,6706,,50464,,7666,,64626,,10648,,131281,,10688,,615661,,1372,,756307
310M600US17860,"Columbia, MO Metro Area",310M600US17860,,547,,698,,683,,1174,,462,,609,,725,,1517,,913,,2126,,2032,,6150,,2018,,4930,,2756,,11080,,1681,,4564,,2505,,16609,,3117,,21173,,4144,,35553,,4940,,176396,,2171,,212647
310M600US17900,"Columbia, SC Metro Area",310M600US17900,,2421,,6337,,1075,,2068,,882,,2162,,833,,1570,,1342,,3732,,5643,,34857,,2770,,14432,,6376,,49289,,6525,,49425,,3115,,15130,,7567,,64555,,9621,,119644,,10019,,711794,,2707,,837775
310M600US17980,"Columbus, GA-AL Metro Area",310M600US17980,,776,,1139,,540,,1093,,548,,577,,497,,463,,730,,1040,,3613,,13517,,2940,,7537,,4299,,21054,,1809,,4220,,3529,,17822,,4220,,22042,,5683,,45229,,6868,,274444,,3356,,320812
310M600US18020,"Columbus, IN Metro Area",310M600US18020,,1040,,1431,,3,,4,,965,,1015,,755,,833,,1314,,1848,,1791,,3580,,783,,1306,,2028,,4886,,1042,,1398,,1032,,2126,,1341,,3524,,2810,,10262,,3076,,71068,,434,,82761
310M600US18140,"Columbus, OH Metro Area",310M600US18140,,3377,,15435,,1231,,2748,,1425,,7545,,1253,,4964,,2025,,12509,,5027,,41009,,3480,,23770,,6723,,64779,,7711,,84485,,10596,,132537,,12085,,217022,,15116,,297058,,15491,,1822966,,3000,,2135459
310M600US18180,"Concord, NH Micro Area",310M600US18180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M600US18260,"Cookeville, TN Micro Area",310M600US18260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
