ucgid,NAME,GEO_ID,B07201_014MA,B07201_014M,B07201_014EA,B07201_014E,B07201_013MA,B07201_013M,B07201_013EA,B07201_013E,B07201_012MA,B07201_012M,B07201_012EA,B07201_012E,B07201_011MA,B07201_011M,B07201_011EA,B07201_011E,B07201_010MA,B07201_010M,B07201_010EA,B07201_010E,B07201_009MA,B07201_009M,B07201_009EA,B07201_009E,B07201_008MA,B07201_008M,B07201_008EA,B07201_008E,B07201_007MA,B07201_007M,B07201_007EA,B07201_007E,B07201_006MA,B07201_006M,B07201_006EA,B07201_006E,B07201_005MA,B07201_005M,B07201_005EA,B07201_005E,B07201_004MA,B07201_004M,B07201_004EA,B07201_004E,B07201_003MA,B07201_003M,B07201_003EA,B07201_003E,B07201_002MA,B07201_002M,B07201_002EA,B07201_002E,B07201_001MA,B07201_001M,B07201_001EA,B07201_001E
3100000US20380,"Dunn, NC Micro Area",3100000US20380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100000US20500,"Durham-Chapel Hill, NC Metro Area",3100000US20500,,1255,,3460,,682,,1538,,944,,1935,,993,,1760,,1323,,3695,,2719,,14479,,2637,,15049,,3587,,29528,,4561,,20139,,5446,,46434,,7011,,66573,,7286,,101334,,7439,,389018,,1479,,493812
3100000US20620,"East Liverpool-Salem, OH Micro Area",3100000US20620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100000US20700,"East Stroudsburg, PA Micro Area",3100000US20700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100000US20740,"Eau Claire, WI Metro Area",3100000US20740,,222,,367,,902,,3207,,678,,835,,718,,1346,,1035,,2181,,1428,,4880,,340,,677,,1523,,5557,,2073,,7036,,1916,,10543,,2590,,17579,,2955,,28524,,3017,,129377,,468,,158268
3100000US20940,"El Centro, CA Metro Area",3100000US20940,,1103,,1781,,360,,221,,71,,44,,377,,338,,384,,382,,1599,,3630,,854,,3458,,1911,,7088,,3680,,12464,,1927,,5037,,3902,,17501,,4186,,25192,,4170,,137459,,879,,164432
3100000US21060,"Elizabethtown, KY Metro Area",3100000US21060,,1097,,1747,,375,,503,,1074,,926,,366,,487,,1143,,1413,,1921,,4704,,1681,,3943,,2931,,8647,,2145,,6034,,763,,1508,,2327,,7542,,3462,,18105,,3830,,91749,,1623,,111601
3100000US21140,"Elkhart-Goshen, IN Metro Area",3100000US21140,,403,,470,,707,,817,,697,,1206,,172,,101,,711,,1307,,1202,,3261,,1698,,3782,,1903,,7043,,1952,,5525,,2916,,11754,,3200,,17279,,3652,,26446,,3700,,169894,,680,,196810
3100000US21300,"Elmira, NY Metro Area",3100000US21300,,180,,200,,415,,586,,1059,,1958,,365,,377,,1199,,2335,,1186,,3385,,681,,1054,,1570,,4439,,1058,,2164,,1736,,4416,,2277,,6580,,4274,,13940,,4336,,73538,,302,,87678
3100000US21340,"El Paso, TX Metro Area",3100000US21340,,2663,,10833,,508,,765,,1640,,1870,,792,,1646,,1789,,3516,,3606,,13196,,2534,,10157,,4479,,23353,,4631,,11869,,8391,,67515,,8328,,79384,,9977,,107018,,9734,,620459,,2101,,738310
3100000US21460,"Enterprise-Ozark, AL Micro Area",3100000US21460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100000US21500,"Erie, PA Metro Area",3100000US21500,,813,,1528,,266,,545,,901,,1737,,416,,444,,1000,,2181,,2345,,5603,,867,,2050,,2526,,7653,,2210,,11051,,3157,,17333,,3718,,28384,,4702,,38763,,4867,,236296,,759,,276587
3100000US21660,"Eugene-Springfield, OR Metro Area",3100000US21660,,1427,,3980,,1021,,1703,,647,,951,,1138,,2424,,1242,,3375,,1664,,6159,,2709,,8937,,3230,,15096,,3607,,14694,,4595,,37781,,5166,,52475,,5856,,72649,,6097,,270799,,885,,347428
3100000US21700,"Eureka-Arcata-Fortuna, CA Micro Area",3100000US21700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100000US21780,"Evansville, IN-KY Metro Area",3100000US21780,,222,,315,,1502,,3476,,535,,910,,1167,,1858,,1272,,2768,,1215,,3393,,1040,,2819,,1677,,6212,,3092,,16651,,3325,,18832,,4121,,35483,,4698,,47939,,4873,,299002,,2228,,347256
3100000US21820,"Fairbanks, AK Metro Area",3100000US21820,,547,,713,,1381,,1988,,789,,663,,876,,865,,1213,,1528,,1816,,2530,,1664,,2818,,2315,,5348,,3178,,10194,,2156,,5316,,3660,,15510,,4504,,24374,,4633,,71656,,758,,96743
3100000US21940,"Fajardo, PR Metro Area",3100000US21940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100000US22020,"Fargo, ND-MN Metro Area",3100000US22020,,484,,923,,1021,,3566,,917,,2202,,526,,1437,,1117,,3639,,1560,,4764,,1436,,4296,,1958,,9060,,2394,,10861,,2608,,15321,,3176,,26182,,4024,,42447,,4207,,154005,,1906,,197375
3100000US22140,"Farmington, NM Metro Area",3100000US22140,,763,,715,,700,,537,,306,,395,,589,,828,,666,,1223,,1060,,1754,,774,,1198,,1291,,2952,,1653,,3763,,2566,,8506,,2590,,12269,,3165,,16981,,3324,,104370,,644,,122066
3100000US22180,"Fayetteville, NC Metro Area",3100000US22180,,1843,,5595,,1345,,2094,,2461,,6661,,1844,,2633,,3209,,9294,,4018,,16074,,3480,,14710,,5598,,30784,,3771,,13124,,7122,,35857,,7772,,48981,,7752,,91153,,7455,,258470,,1417,,355218
3100000US22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",3100000US22220,,914,,1451,,1876,,4560,,843,,1661,,1215,,2793,,1688,,4454,,2990,,10907,,2586,,10074,,3423,,20981,,5125,,27466,,6630,,44263,,7802,,71729,,8161,,101724,,8734,,351072,,2134,,454247
3100000US22300,"Findlay, OH Micro Area",3100000US22300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100000US22380,"Flagstaff, AZ Metro Area",3100000US22380,,326,,309,,340,,284,,532,,858,,254,,306,,560,,1164,,1395,,4499,,1187,,2842,,1973,,7341,,2352,,4387,,2033,,10597,,3156,,14984,,3326,,23773,,3529,,103968,,626,,128050
3100000US22420,"Flint, MI Metro Area",3100000US22420,,409,,952,,657,,1607,,337,,579,,159,,145,,379,,724,,1477,,5787,,703,,2268,,1589,,8055,,4635,,29254,,3418,,18999,,6023,,48253,,6425,,58639,,6569,,359343,,1046,,418934
3100000US22500,"Florence, SC Metro Area",3100000US22500,,390,,347,,627,,930,,520,,575,,346,,422,,627,,997,,931,,2204,,1007,,1562,,1350,,3766,,4131,,14872,,2089,,5645,,4125,,20517,,4532,,26210,,4570,,171797,,611,,198354
3100000US22520,"Florence-Muscle Shoals, AL Metro Area",3100000US22520,,214,,309,,579,,1448,,143,,108,,273,,0,,143,,108,,1248,,2730,,1232,,2172,,1810,,4902,,2331,,8533,,1787,,5274,,2978,,13807,,3229,,20265,,3266,,122149,,576,,142723
3100000US22540,"Fond du Lac, WI Metro Area",3100000US22540,,107,,78,,627,,1006,,292,,532,,146,,87,,308,,619,,854,,1786,,759,,1441,,1133,,3227,,1284,,3102,,1537,,4952,,1959,,8054,,1847,,12906,,1880,,86085,,390,,99069
3100000US22660,"Fort Collins-Loveland, CO Metro Area",3100000US22660,,636,,1029,,1240,,2440,,367,,529,,333,,379,,529,,908,,2357,,11619,,2579,,11117,,3491,,22736,,1893,,5076,,5619,,34749,,5816,,39825,,7176,,65909,,7453,,227498,,905,,294436
3100000US22840,"Fort Payne, AL Micro Area",3100000US22840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100000US22900,"Fort Smith, AR-OK Metro Area",3100000US22900,,512,,634,,1002,,1457,,233,,408,,1322,,2384,,1320,,2792,,983,,2711,,1029,,2657,,1410,,5368,,3916,,20753,,3384,,13932,,5378,,34685,,5751,,44302,,6256,,244261,,2762,,289197
3100000US23020,"Fort Walton Beach-Crestview-Destin, FL Metro Area",3100000US23020,,897,,1483,,1185,,2006,,210,,191,,749,,808,,778,,999,,2206,,6327,,1434,,3684,,2581,,10011,,4032,,14418,,2019,,6408,,4774,,20826,,4491,,33842,,4906,,139979,,1042,,175304
3100000US23060,"Fort Wayne, IN Metro Area",3100000US23060,,708,,1489,,641,,1005,,1458,,2996,,787,,1269,,1529,,4265,,1389,,3497,,2066,,4043,,2699,,7540,,2215,,8551,,4222,,29194,,5191,,37745,,6471,,50555,,6584,,358134,,1793,,410178
3100000US23180,"Frankfort, KY Micro Area",3100000US23180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100000US23420,"Fresno, CA Metro Area",3100000US23420,,1083,,3082,,706,,595,,248,,253,,555,,765,,607,,1018,,2872,,10539,,3682,,14668,,5177,,25207,,7120,,43660,,8177,,73846,,10261,,117506,,11804,,144326,,12135,,751604,,1889,,899012
3100000US23460,"Gadsden, AL Metro Area",3100000US23460,,273,,0,,240,,154,,971,,1467,,537,,369,,1011,,1836,,1383,,2941,,786,,1379,,1823,,4320,,1388,,4329,,1983,,4490,,2496,,8819,,3075,,15129,,3097,,86824,,457,,101953
3100000US23540,"Gainesville, FL Metro Area",3100000US23540,,1090,,2306,,1013,,1860,,1243,,2376,,247,,352,,1239,,2728,,2807,,15733,,2488,,10590,,3854,,26323,,2715,,13558,,4468,,28070,,5117,,41628,,5612,,72539,,5953,,181221,,2503,,256066
3100000US23580,"Gainesville, GA Metro Area",3100000US23580,,362,,327,,901,,1829,,190,,210,,315,,397,,398,,607,,1382,,4610,,532,,1501,,1446,,6111,,1789,,5027,,3065,,5917,,3342,,10944,,3969,,19491,,4136,,165056,,1037,,184874
3100000US23660,"Galesburg, IL Micro Area",3100000US23660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100000US23700,"Gallup, NM Micro Area",3100000US23700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100000US23900,"Gettysburg, PA Micro Area",3100000US23900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100000US24020,"Glens Falls, NY Metro Area",3100000US24020,,404,,686,,300,,398,,550,,1336,,406,,638,,588,,1974,,1273,,3457,,707,,1173,,1419,,4630,,1798,,6642,,1390,,2498,,2149,,9140,,2573,,16142,,2750,,110498,,553,,127326
3100000US24140,"Goldsboro, NC Metro Area",3100000US24140,,1196,,1991,,340,,468,,535,,940,,531,,502,,744,,1442,,1564,,3597,,927,,2591,,1939,,6188,,1180,,4223,,1579,,5934,,2040,,10157,,2704,,18255,,2868,,92488,,526,,112734
3100000US24220,"Grand Forks, ND-MN Metro Area",3100000US24220,,560,,607,,1306,,4111,,174,,184,,786,,1009,,745,,1193,,1445,,3026,,602,,1477,,1764,,4503,,1141,,4065,,1959,,9425,,2000,,13490,,3247,,23297,,3188,,71113,,1593,,95017
3100000US24260,"Grand Island, NE Micro Area",3100000US24260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100000US24300,"Grand Junction, CO Metro Area",3100000US24300,,668,,960,,517,,815,,194,,126,,576,,620,,591,,746,,1481,,3464,,1604,,4674,,2317,,8138,,3123,,8694,,2185,,8686,,3378,,17380,,4104,,27079,,4229,,116012,,655,,144051
3100000US24340,"Grand Rapids-Wyoming, MI Metro Area",3100000US24340,,998,,2286,,1191,,3424,,1029,,2704,,642,,1660,,1192,,4364,,2374,,13594,,1800,,7611,,3085,,21205,,4297,,37676,,6364,,43195,,7428,,80871,,7578,,109864,,7730,,654426,,1417,,766576
3100000US24420,"Grants Pass, OR Micro Area",3100000US24420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100000US24500,"Great Falls, MT Metro Area",3100000US24500,,489,,549,,921,,1561,,222,,174,,425,,569,,461,,743,,438,,689,,811,,1255,,882,,1944,,931,,1567,,2001,,6246,,1950,,7813,,2248,,12061,,2265,,68298,,510,,80908
3100000US24540,"Greeley, CO Metro Area",3100000US24540,,632,,581,,1646,,1631,,591,,664,,796,,994,,1012,,1658,,2030,,8850,,1901,,6242,,3068,,15092,,4208,,15526,,5468,,18527,,6078,,34053,,7272,,52434,,7604,,197984,,1094,,250999
3100000US24580,"Green Bay, WI Metro Area",3100000US24580,,563,,864,,1549,,2100,,860,,1696,,532,,657,,969,,2353,,1517,,4582,,941,,2476,,1785,,7058,,2722,,13908,,2937,,12915,,4078,,26823,,4199,,38334,,4373,,262755,,708,,301953
3100000US24620,"Greeneville, TN Micro Area",3100000US24620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100000US24660,"Greensboro-High Point, NC Metro Area",3100000US24660,,1378,,2483,,656,,1369,,1813,,3973,,1681,,2542,,2529,,6515,,2502,,10391,,2909,,10229,,3561,,20620,,4627,,29809,,7117,,47333,,8176,,77142,,9458,,105646,,9664,,596676,,1348,,704805
3100000US24780,"Greenville, NC Metro Area",3100000US24780,,310,,436,,546,,897,,1106,,2769,,684,,1384,,1370,,4153,,1704,,5762,,1932,,5863,,3137,,11625,,2120,,8767,,3221,,18486,,3654,,27253,,4610,,43928,,4699,,132818,,803,,177182
3100000US24860,"Greenville-Mauldin-Easley, SC Metro Area",3100000US24860,,1270,,2650,,1171,,2140,,2097,,4265,,1365,,3165,,2316,,7430,,3903,,20021,,3422,,12718,,5168,,32739,,5161,,47707,,3360,,16263,,6064,,63970,,8576,,106279,,8557,,521869,,1480,,630798
3100000US24940,"Greenwood, SC Micro Area",3100000US24940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100000US25020,"Guayama, PR Metro Area",3100000US25020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100000US25060,"Gulfport-Biloxi, MS Metro Area",3100000US25060,,740,,1350,,1089,,1464,,1005,,1906,,768,,964,,1225,,2870,,1678,,5867,,2284,,4933,,2903,,10800,,3109,,10877,,3195,,13590,,4767,,24467,,5839,,39601,,5860,,199050,,5213,,240001
3100000US25180,"Hagerstown-Martinsburg, MD-WV Metro Area",3100000US25180,,614,,779,,1369,,1773,,839,,1420,,435,,323,,970,,1743,,1780,,5931,,1677,,3537,,2691,,9468,,3312,,12423,,3167,,9848,,4622,,22271,,5021,,35255,,5502,,224659,,2208,,260693
3100000US25220,"Hammond, LA Micro Area",3100000US25220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100000US25260,"Hanford-Corcoran, CA Metro Area",3100000US25260,,892,,1012,,1468,,1031,,503,,441,,525,,574,,745,,1015,,1268,,4366,,1196,,3893,,1818,,8259,,2612,,6805,,3006,,8582,,4056,,15387,,4306,,25692,,4439,,120367,,661,,147071
3100000US25420,"Harrisburg-Carlisle, PA Metro Area",3100000US25420,,1264,,2366,,544,,1622,,1370,,3879,,1307,,2943,,1942,,6822,,2970,,12870,,1212,,4933,,3351,,17803,,5282,,44092,,4166,,13728,,6175,,57820,,7171,,84067,,7231,,444418,,1217,,530851
3100000US25500,"Harrisonburg, VA Metro Area",3100000US25500,,472,,548,,594,,1421,,536,,757,,261,,274,,624,,1031,,2797,,8760,,1178,,2125,,3046,,10885,,2078,,6967,,1683,,5415,,2599,,12382,,4365,,25719,,4440,,91391,,633,,117658
3100000US25540,"Hartford-West Hartford-East Hartford, CT Metro Area",3100000US25540,,2534,,8392,,285,,426,,863,,1641,,1148,,2229,,1447,,3870,,3667,,24493,,2940,,14964,,4776,,39457,,6110,,63420,,4431,,33965,,7477,,97385,,9327,,141138,,9912,,1033572,,1578,,1183102
3100000US25620,"Hattiesburg, MS Metro Area",3100000US25620,,337,,303,,1611,,2758,,1158,,2073,,590,,697,,1328,,2770,,787,,2197,,1319,,2493,,1804,,4690,,2609,,8357,,2049,,8257,,2919,,16614,,4117,,26832,,4414,,114019,,2117,,141154
3100000US25740,"Helena, MT Micro Area",3100000US25740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100000US25860,"Hickory-Lenoir-Morganton, NC Metro Area",3100000US25860,,162,,130,,723,,1070,,1017,,2282,,993,,2056,,1311,,4338,,1200,,3662,,1500,,3001,,2163,,6663,,3629,,20192,,2501,,10863,,4398,,31055,,5328,,43126,,5418,,317477,,1078,,360733
3100000US25900,"Hilo, HI Micro Area",3100000US25900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100000US25940,"Hilton Head Island-Beaufort, SC Micro Area",3100000US25940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100000US25980,"Hinesville-Fort Stewart, GA Metro Area",3100000US25980,,1067,,2673,,187,,100,,602,,817,,1336,,1671,,1312,,2488,,2339,,8348,,2121,,4040,,3094,,12388,,2553,,3283,,1754,,3775,,3128,,7058,,3960,,22034,,4316,,48905,,2800,,73612
3100000US26100,"Holland-Grand Haven, MI Metro Area",3100000US26100,,504,,917,,245,,268,,917,,1874,,310,,302,,978,,2176,,1862,,7017,,1107,,3664,,2303,,10681,,3756,,14316,,2649,,5039,,4659,,19355,,4877,,32480,,4646,,224586,,1033,,257983
3100000US26140,"Homosassa Springs, FL Micro Area",3100000US26140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100000US26180,"Honolulu, HI Metro Area",3100000US26180,,2913,,13622,,574,,817,,2653,,7793,,559,,1350,,2646,,9143,,3735,,19691,,3324,,18266,,4913,,37957,,6449,,52825,,4647,,36709,,6868,,89534,,8131,,137451,,8517,,744601,,1968,,895674
3100000US26300,"Hot Springs, AR Metro Area",3100000US26300,,192,,160,,676,,885,,93,,57,,653,,583,,648,,640,,1175,,1997,,970,,2020,,1547,,4017,,1314,,3280,,2142,,5856,,2688,,9136,,2984,,14678,,3030,,82932,,375,,97770
3100000US26380,"Houma-Bayou Cane-Thibodaux, LA Metro Area",3100000US26380,,188,,170,,447,,377,,398,,411,,1259,,1576,,1340,,1987,,1061,,1834,,664,,1359,,1154,,3193,,2540,,8996,,2186,,6306,,3077,,15302,,3442,,20859,,3695,,178914,,849,,199943
3100000US26420,"Houston-Sugar Land-Baytown, TX Metro Area",3100000US26420,,6916,,55965,,2010,,8378,,3443,,9240,,3230,,14844,,4724,,24084,,7028,,59179,,7663,,84250,,10182,,143429,,17145,,352649,,21279,,413260,,26862,,765909,,27937,,941800,,30249,,4769644,,6931,,5767409
3100000US26580,"Huntington-Ashland, WV-KY-OH Metro Area",3100000US26580,,154,,149,,1318,,2640,,298,,461,,367,,615,,466,,1076,,2193,,4424,,780,,1799,,2326,,6223,,3846,,20214,,2587,,9042,,4351,,29256,,4994,,39195,,5032,,242780,,889,,282124
3100000US26620,"Huntsville, AL Metro Area",3100000US26620,,974,,1987,,455,,841,,923,,1552,,870,,841,,1195,,2393,,2217,,8800,,2523,,8994,,3541,,17794,,3752,,17242,,5352,,28855,,6260,,46097,,6842,,67125,,7005,,333077,,1068,,402189
3100000US26820,"Idaho Falls, ID Metro Area",3100000US26820,,717,,944,,334,,561,,1001,,1491,,1056,,1691,,1383,,3182,,1754,,3887,,713,,1454,,2090,,5341,,1530,,4909,,2246,,6916,,2829,,11825,,3737,,20909,,4319,,102816,,2625,,124669
3100000US26860,"Indiana, PA Micro Area",3100000US26860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100000US26900,"Indianapolis-Carmel, IN Metro Area",3100000US26900,,2620,,9093,,1638,,4184,,973,,3177,,1712,,3487,,2057,,6664,,3572,,22345,,4773,,23309,,6094,,45654,,8612,,85993,,10664,,142023,,12973,,228016,,13806,,284518,,14480,,1425695,,3767,,1719306
3100000US26980,"Iowa City, IA Metro Area",3100000US26980,,822,,1700,,1309,,2193,,632,,804,,761,,981,,865,,1785,,1141,,4184,,1408,,5197,,1908,,9381,,1624,,6947,,1977,,13319,,2789,,20266,,3228,,33625,,3288,,114720,,526,,150045
3100000US27060,"Ithaca, NY Metro Area",3100000US27060,,1373,,3714,,293,,291,,928,,1424,,304,,422,,960,,1846,,1834,,6290,,1253,,3920,,2272,,10210,,1249,,4471,,1779,,4715,,2216,,9186,,3233,,21533,,3042,,76127,,231,,101374
3100000US27100,"Jackson, MI Metro Area",3100000US27100,,273,,211,,469,,448,,553,,1162,,322,,473,,606,,1635,,1351,,3588,,684,,2139,,1630,,5727,,3222,,11924,,2466,,8252,,3836,,20176,,4076,,27986,,4156,,130158,,530,,158355
3100000US27140,"Jackson, MS Metro Area",3100000US27140,,355,,452,,1656,,4490,,1261,,2821,,1561,,5382,,2133,,8203,,2035,,6141,,2376,,6847,,3391,,12988,,6182,,40437,,5835,,29194,,8267,,69631,,9348,,95312,,9463,,437860,,1478,,533624
3100000US27180,"Jackson, TN Metro Area",3100000US27180,,366,,597,,729,,1134,,273,,317,,163,,153,,309,,470,,385,,364,,1017,,1710,,1120,,2074,,1542,,2532,,2113,,7153,,2829,,9685,,3031,,13363,,3554,,99186,,2248,,113146
3100000US27260,"Jacksonville, FL Metro Area",3100000US27260,,2155,,5469,,1113,,2116,,1032,,2597,,1304,,3453,,1731,,6050,,5686,,27466,,3672,,20393,,6929,,47859,,6858,,51365,,10797,,116121,,13243,,167486,,14255,,223511,,14244,,1082541,,3658,,1311521
3100000US27340,"Jacksonville, NC Metro Area",3100000US27340,,2605,,9288,,755,,1683,,1580,,3913,,1521,,2976,,2450,,6889,,3059,,15532,,2708,,7888,,4351,,23420,,3418,,11179,,1985,,7476,,3700,,18655,,5869,,50647,,5485,,109065,,1034,,169000
3100000US27460,"Jamestown-Dunkirk-Fredonia, NY Micro Area",3100000US27460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100000US27500,"Janesville, WI Metro Area",3100000US27500,,240,,296,,637,,825,,800,,1180,,586,,657,,991,,1837,,1787,,2489,,483,,819,,1832,,3308,,2690,,8035,,2085,,6988,,3441,,15023,,4144,,20993,,4127,,136851,,611,,158140
3100000US27620,"Jefferson City, MO Metro Area",3100000US27620,,635,,594,,1099,,2349,,368,,705,,466,,1357,,614,,2062,,1114,,3199,,1526,,4191,,2001,,7390,,1364,,5259,,1443,,3930,,1985,,9189,,3104,,20990,,3992,,123979,,1821,,145563
3100000US27740,"Johnson City, TN Metro Area",3100000US27740,,154,,164,,517,,845,,589,,747,,520,,711,,774,,1458,,1402,,3876,,1166,,2983,,1673,,6859,,2305,,10928,,2018,,7556,,2778,,18484,,3477,,27646,,3499,,167456,,738,,195266
3100000US27780,"Johnstown, PA Metro Area",3100000US27780,,190,,259,,273,,204,,627,,946,,211,,354,,708,,1300,,1642,,4681,,419,,675,,1841,,5356,,1321,,6276,,1240,,2869,,1817,,9145,,2848,,16005,,2880,,126663,,320,,142927
3100000US27860,"Jonesboro, AR Metro Area",3100000US27860,,365,,437,,1102,,1750,,638,,1117,,1084,,1653,,1269,,2770,,1713,,2524,,892,,1525,,1964,,4049,,1438,,4868,,2834,,11808,,3072,,16676,,3986,,25245,,3978,,92318,,643,,118000
3100000US27900,"Joplin, MO Metro Area",3100000US27900,,556,,653,,906,,1769,,602,,686,,1225,,1270,,1310,,1956,,1183,,3188,,856,,2166,,1519,,5354,,3474,,12183,,2532,,7832,,4006,,20015,,4542,,29094,,4507,,142948,,525,,172695
