ucgid,B07201_014EA,B07201_014MA,B07201_013EA,B07201_013MA,B07201_012MA,B07201_012EA,B07201_011MA,B07201_011EA,B07201_010EA,B07201_010MA,B07201_009EA,B07201_009MA,B07201_008EA,B07201_008MA,B07201_007EA,B07201_007MA,B07201_006MA,B07201_006EA,B07201_005EA,B07201_005MA,B07201_004EA,B07201_004MA,B07201_003EA,B07201_003MA,B07201_002EA,B07201_002MA,B07201_001MA,B07201_001EA,NAME,B07201_014M,B07201_014E,B07201_013M,B07201_013E,B07201_012M,B07201_012E,B07201_011M,B07201_011E,B07201_010M,B07201_010E,B07201_009M,B07201_009E,B07201_008M,B07201_008E,B07201_007M,B07201_007E,B07201_006M,B07201_006E,B07201_005M,B07201_005E,B07201_004M,B07201_004E,B07201_003M,B07201_003E,B07201_002M,B07201_002E,B07201_001M,B07201_001E,GEO_ID
310M100US29820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Las Vegas-Paradise, NV Metro Area",2478,10773,1163,2457,1260,3132,1408,3251,2082,6383,5784,34770,6137,40908,8016,75678,13785,175346,20690,195855,22898,371201,21921,455719,21942,1477369,3196,1943861,310M100US29820
310M100US29860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Laurel, MS Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US29860
310M100US29940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence, KS Metro Area",734,1662,308,810,350,447,664,937,790,1384,1242,4022,711,3135,1446,7157,331,386,3462,19736,3467,20122,3611,29473,3823,79112,714,110247,310M100US29940
310M100US30020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lawton, OK Metro Area",1267,2794,1005,2421,719,865,1026,1299,1179,2164,1843,5687,1966,7733,2734,13420,1179,1933,2736,11857,2908,13790,3802,31795,3985,89549,468,124138,310M100US30020
310M100US30100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lebanon, NH-VT Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US30100
310M100US30140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lebanon, PA Metro Area",125,160,155,115,136,99,168,0,136,99,1098,3252,544,911,1164,4163,1517,4682,1214,2478,1860,7160,2288,11537,2434,120772,594,132469,310M100US30140
310M100US30300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lewiston, ID-WA Metro Area",68,29,656,1231,439,432,419,721,614,1153,564,767,268,446,619,1213,1555,3639,875,2959,1748,6598,2071,10195,2090,49966,994,60190,310M100US30300
310M100US30340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lewiston-Auburn, ME Metro Area",173,165,527,1187,427,631,218,164,509,795,1871,3385,182,280,1839,3665,1491,3835,2149,7522,2573,11357,3257,17004,3215,89052,372,106221,310M100US30340
310M100US30460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lexington-Fayette, KY Metro Area",978,2372,1597,4596,763,2384,2673,3822,2828,6206,2413,10644,2161,8239,3273,18883,3807,20971,5505,45045,6377,66016,6757,95701,6841,374682,1375,472755,310M100US30460
310M100US30500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lexington Park, MD Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US30500
310M100US30620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lima, OH Metro Area",173,170,1111,1207,443,823,395,475,564,1298,1192,1787,801,1267,1517,3054,1997,4454,2241,7676,3297,12130,3831,17689,3838,86756,471,104615,310M100US30620
310M100US30700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln, NE Metro Area",769,1975,1545,4627,467,788,745,2465,980,3253,1510,5274,1477,5028,1782,10302,1216,3196,5464,40736,5717,43932,5829,62114,5875,239057,1759,303146,310M100US30700
310M100US30740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincolnton, NC Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US30740
310M100US30780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Little Rock-North Little Rock-Conway, AR Metro Area",961,2183,1432,5613,1959,3984,1486,2906,2553,6890,2149,8028,2788,9950,3573,17978,4641,30495,6014,44946,7436,75441,8254,105922,8952,592843,2914,700948,310M100US30780
310M100US30860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Logan, UT-ID Metro Area",498,980,219,248,719,1032,481,613,799,1645,1442,5159,922,2220,1657,7379,1623,5061,1817,8055,2639,13116,2992,22388,3746,99545,2111,122913,310M100US30860
310M100US30980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Longview, TX Metro Area",365,685,1073,2210,1313,2172,633,1617,1440,3789,1385,4112,1474,5187,1963,9299,3686,13028,2405,8273,3928,21301,4224,36599,4213,176687,802,213971,310M100US30980
310M100US31020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Longview, WA Metro Area",212,173,112,63,885,904,678,502,1090,1406,811,1926,554,874,1022,2800,1814,6208,2084,6241,2348,12449,2567,16718,2706,84194,601,101085,310M100US31020
310M100US31100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",8336,91799,1428,3686,1259,4513,860,2579,1608,7092,8786,115911,7808,126541,12146,242452,24000,583868,28712,920700,36365,1504568,38716,1757798,40848,10937476,5729,12787073,310M100US31100
310M100US31140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Louisville/Jefferson County, KY-IN Metro Area",1064,3504,1482,3569,1602,3265,1323,2973,2118,6238,2142,12778,2716,12985,3515,25763,6076,56062,8002,71636,9630,127698,10873,163268,11154,1113952,3388,1280724,310M100US31140
310M100US31180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lubbock, TX Metro Area",1336,2305,1185,2655,1549,2601,1483,3369,1985,5970,3199,7944,3038,12091,4245,20035,2297,5415,5333,38869,5862,44284,6958,72944,6970,211535,1627,286784,310M100US31180
310M100US31260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lufkin, TX Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US31260
310M100US31300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lumberton, NC Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US31300
310M100US31340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lynchburg, VA Metro Area",568,878,947,1216,233,320,265,155,388,475,2138,8689,1300,3085,2514,11774,3280,15474,2965,10787,4492,26261,5151,39726,6025,210309,2862,250913,310M100US31340
310M100US31420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Macon, GA Metro Area",619,952,378,796,1771,2130,451,851,1794,2981,1712,4400,1305,3071,1940,7471,2735,9192,4181,17831,4941,27023,5540,38271,5474,186022,4139,225245,310M100US31420
310M100US31460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madera-Chowchilla, CA Metro Area",254,287,321,233,128,101,175,99,213,200,1563,5214,2212,6532,2750,11746,1423,2483,1688,4104,2254,6587,3325,18766,3186,131858,631,150911,310M100US31460
310M100US31540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison, WI Metro Area",1118,3277,1402,3227,1153,3331,1450,2932,1919,6263,2722,12231,3223,15157,4132,27388,3930,25550,4688,40599,6078,66149,7182,103027,6850,464775,1088,571079,310M100US31540
310M100US31700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Manchester-Nashua, NH Metro Area",1069,1324,262,403,2345,3001,413,888,2355,3889,1929,9022,700,2188,2034,11210,2307,8234,3990,24834,4554,33068,4998,48570,5158,348425,999,398319,310M100US31700
310M100US31740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Manhattan, KS Metro Area",1518,3573,458,1130,513,615,905,1616,1054,2231,1126,3914,1220,4181,1830,8095,1990,5508,1925,7316,2657,12824,3218,24280,3771,99603,1655,127456,310M100US31740
310M100US31820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Manitowoc, WI Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US31820
310M100US31860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mankato-North Mankato, MN Metro Area",145,204,897,2046,619,1002,855,1804,1075,2806,851,3094,536,1502,920,4596,708,1638,1992,7768,1941,9406,2873,18854,2892,76673,419,95731,310M100US31860
310M100US31900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mansfield, OH Metro Area",63,38,277,297,754,1761,706,970,1007,2731,1356,3783,336,1069,1373,4852,1262,3914,1564,5756,2102,9670,2840,17550,2760,104571,436,122159,310M100US31900
310M100US31940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marinette, WI-MI Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US31940
310M100US31980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion, IN Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US31980
310M100US32020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion, OH Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US32020
310M100US32060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion-Herrin, IL Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US32060
310M100US32100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marquette, MI Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US32100
310M100US32220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marshall, TX Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US32220
310M100US32270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marshfield-Wisconsin Rapids, WI Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US32270
310M100US32300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Martinsville, VA Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US32300
310M100US32420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mayag?ez, PR Metro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US32420
310M100US32580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McAllen-Edinburg-Mission, TX Metro Area",3967,11149,1648,2224,1490,1330,401,751,1538,2081,2676,4205,2111,7823,4077,12028,6862,32936,7777,42257,9711,75193,10620,91526,11201,678673,2258,781348,310M100US32580
310M100US32740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Meadville, PA Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US32740
310M100US32780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Medford, OR Metro Area",485,572,654,967,462,1058,1561,2229,1639,3287,1329,3987,2051,4504,2328,8491,3914,15129,3340,12810,5068,27939,5368,40684,5352,162041,628,203297,310M100US32780
310M100US32820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Memphis, TN-MS-AR Metro Area",1853,4531,2123,5138,1976,3844,2898,5383,3465,9227,2716,11630,3493,16278,4302,27908,7264,63833,10166,110447,12968,174280,12997,216553,13702,1087079,3581,1308163,310M100US32820
310M100US32900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Merced, CA Metro Area",784,919,136,116,129,125,78,64,152,189,2260,6076,2454,6305,3533,12381,6001,29224,3033,12619,6655,41843,7797,54529,7887,200653,1148,256101,310M100US32900
310M100US32940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Meridian, MS Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US32940
310M100US33100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",8521,74746,1140,2931,1562,5612,2974,4832,3376,10444,8078,66316,7787,61099,11953,127415,20846,400820,17350,221245,26187,622065,28534,762855,29945,4774247,4931,5611848,310M100US33100
310M100US33140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Michigan City-La Porte, IN Metro Area",127,106,132,91,345,615,273,466,425,1081,1352,3256,847,2736,1691,5992,1697,2992,2108,5486,2426,8478,3132,15642,2986,94033,658,109781,310M100US33140
310M100US33220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Midland, MI Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US33220
310M100US33260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Midland, TX Metro Area",479,552,1435,2083,96,103,172,191,195,294,2093,3433,1670,4023,2658,7456,358,515,3151,11827,3226,12342,3606,22175,3660,115504,625,138231,310M100US33260
310M100US33340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Milwaukee-Waukesha-West Allis, WI Metro Area",1788,5375,1169,2988,2306,4692,1356,3114,2766,7806,3337,18549,3967,18413,5094,36962,5883,58948,8040,135942,8864,194890,10280,242646,10991,1295063,2124,1543084,310M100US33340
310M100US33460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2752,18122,2337,10608,2465,7216,1834,7053,3155,14269,3381,28834,4217,36860,5597,65694,12588,223404,9430,160248,16042,383652,15515,474223,16111,2782288,2855,3274633,310M100US33460
310M100US33500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Minot, ND Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US33500
310M100US33540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Missoula, MT Metro Area",734,947,1315,2306,1334,1823,1362,1583,1866,3406,804,2036,833,2224,1083,4260,1094,2763,3085,13445,3156,16208,3774,26180,3625,81975,489,109102,310M100US33540
310M100US33660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mobile, AL Metro Area",510,793,282,424,1242,1183,1259,1080,1745,2263,1511,4053,1648,4339,2324,8392,4241,19002,4246,26892,6614,45894,7039,56973,6864,349414,1283,407180,310M100US33660
310M100US33700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Modesto, CA Metro Area",1342,1830,761,764,199,279,203,213,296,492,2345,6417,3028,9596,3788,16013,7089,50758,5559,34370,9363,85128,10282,102397,10767,407550,1302,511777,310M100US33700
310M100US33740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe, LA Metro Area",164,165,784,1501,1007,910,156,185,1045,1095,1730,2686,1085,2200,2063,4886,2846,9634,2705,8757,3705,18391,4247,25873,4345,149095,764,175133,310M100US33740
310M100US33780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe, MI Metro Area",173,175,208,215,111,138,738,480,745,618,850,2691,1285,2398,1409,5089,2698,8730,1748,4012,3008,12742,3194,18664,3111,129910,678,148749,310M100US33780
310M100US33860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery, AL Metro Area",399,476,1307,2408,691,1159,2760,4797,2940,5956,3722,9064,2999,8924,5346,17988,3102,12316,5437,33146,6476,45462,8796,71814,8854,301831,2224,374121,310M100US33860
310M100US33980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morehead City, NC Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US33980
310M100US34060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morgantown, WV Metro Area",753,1043,715,1072,685,1307,362,481,722,1788,1676,6874,745,1925,1803,8799,1559,6769,1582,4902,2181,11671,2678,23330,2758,106481,509,130854,310M100US34060
310M100US34100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morristown, TN Metro Area",302,285,144,94,501,814,1271,1177,1230,1991,1650,3704,1973,3444,2671,7148,2028,6485,1080,2579,2195,9064,3190,18297,3133,118088,374,136670,310M100US34100
310M100US34180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Moses Lake, WA Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US34180
310M100US34340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mount Airy, NC Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US34340
310M100US34380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mount Pleasant, MI Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US34380
310M100US34580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mount Vernon-Anacortes, WA Metro Area",274,349,480,599,415,454,266,410,493,864,1564,3385,1053,2278,1856,5663,2395,6761,2117,7031,3349,13792,3856,20918,3853,95905,338,117172,310M100US34580
310M100US34620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Muncie, IN Metro Area",174,197,741,965,762,1670,349,367,813,2037,1565,5825,1464,3601,1974,9426,2233,4725,2158,14615,2823,19340,3701,31768,3705,84923,280,116888,310M100US34620
310M100US34740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Muskegon-Norton Shores, MI Metro Area",190,187,604,1260,327,678,182,310,342,988,913,2974,1105,1975,1387,4949,1820,8005,1905,8179,2393,16184,3037,23381,3134,145483,477,169051,310M100US34740
310M100US34780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Muskogee, OK Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US34780
310M100US34820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Myrtle Beach-North Myrtle Beach-Conway, SC Metro Area",1376,1580,1030,864,1945,2952,161,116,1954,3068,1791,5677,3057,5019,3652,10696,5619,21231,4324,12552,7206,33783,8069,48411,8222,223887,1083,273878,310M100US34820
310M100US34860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nacogdoches, TX Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US34860
310M100US34900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Napa, CA Metro Area",343,492,397,346,218,134,135,132,255,266,1124,2573,1357,3290,1711,5863,1501,2637,2594,8168,2797,10805,2963,17280,3072,118172,969,135944,310M100US34900
310M100US34940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Naples-Marco Island, FL Metro Area",1565,2874,1511,1786,1475,978,729,794,1696,1772,3534,9485,1565,4380,3721,13865,3812,15908,3061,7045,4791,22953,6694,40376,7237,281399,1393,324649,310M100US34940
310M100US34980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",3633,9627,1430,5933,1524,4532,1876,5488,2748,10020,4140,23546,5134,26973,6484,50519,9466,82573,8449,117957,12258,200530,14170,267002,15386,1323671,3421,1600300,310M100US34980
310M100US35100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Bern, NC Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US35100
310M100US35260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Castle, PA Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US35260
310M100US35300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Haven-Milford, CT Metro Area",2153,5007,198,0,892,1692,312,417,947,2109,2503,12045,2515,11326,3421,23371,6099,46874,4659,20913,7725,67787,7948,93267,7836,754545,1388,852819,310M100US35300
310M100US35340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Iberia, LA Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US35340
310M100US35380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Orleans-Metairie-Kenner, LA Metro Area",1857,6845,748,1350,2528,6762,1302,3021,2881,9783,3009,12949,3927,23243,4791,36192,6815,53074,6927,67780,9134,120854,11033,168179,11665,1002437,1946,1177461,310M100US35380
310M100US35420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Philadelphia-Dover, OH Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US35420
310M100US35620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",8163,165414,1297,4191,2627,8592,2412,7060,3830,15652,7858,115827,8532,115148,11296,230975,17833,692512,23314,786865,29011,1479377,28671,1730195,30776,16895996,7117,18791605,310M100US35620
310M100US35660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Niles-Benton Harbor, MI Metro Area",281,374,111,67,390,439,107,64,402,503,1510,3527,787,1716,1719,5243,2662,10807,1337,2704,2924,13511,3460,19324,3481,135723,539,155421,310M100US35660
310M100US35840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"North Port-Bradenton-Sarasota, FL Metro Area",2830,6773,806,1633,1163,2084,757,1123,1447,3207,6551,27255,3871,14485,7262,41740,5957,39526,7440,37734,8394,77260,10778,123840,10678,573796,1151,704409,310M100US35840
310M100US35900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"North Wilkesboro, NC Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US35900
310M100US35980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Norwich-New London, CT Metro Area",421,750,609,442,636,1223,417,626,729,1849,2443,8813,1579,4838,2947,13651,2964,10389,2024,6783,3594,17172,4594,33114,4529,237525,555,271389,310M100US35980
310M100US36020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oak Harbor, WA Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US36020
310M100US36100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ocala, FL Metro Area",413,571,1102,1774,2121,2444,223,198,2134,2642,2528,8835,1738,4571,2863,13406,3390,14728,2307,11316,4078,26044,5944,43866,6089,284420,1106,328857,310M100US36100
310M100US36140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ocean City, NJ Metro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US36140
310M100US36220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Odessa, TX Metro Area",377,497,491,635,917,805,1537,1747,1856,2552,1702,2931,1148,2377,2065,5308,1518,2640,3881,13091,3865,15731,4674,24226,4643,113065,691,137788,310M100US36220
310M100US36260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ogden-Clearfield, UT Metro Area",497,1370,249,311,1204,1392,587,994,1346,2386,2895,13638,1907,7665,3389,21303,4991,34866,2954,13491,5672,48357,6745,72357,6901,472483,2055,546210,310M100US36260
310M100US36300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ogdensburg-Massena, NY Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US36300
310M100US36420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oklahoma City, OK Metro Area",2476,7947,1721,7008,1398,3655,1960,8224,2463,11879,4013,17785,3125,18481,5114,36266,6661,90753,7936,88596,10851,179349,11727,234502,11397,1017517,1757,1259966,310M100US36420
310M100US36460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Olean, NY Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US36460
310M100US36500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Olympia, WA Metro Area",1726,3376,982,950,2248,3938,1206,1809,2524,5747,2732,7789,2266,6725,3545,14514,4496,19615,3463,11167,5612,30782,6421,51993,6397,198294,855,253663,310M100US36500
310M100US36540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Omaha-Council Bluffs, NE-IA Metro Area",1032,2500,1580,4856,883,1826,1144,3599,1478,5425,2460,9941,3594,12834,3937,22775,5245,38953,6611,72869,8163,111822,9166,144878,9179,714233,2795,861611,310M100US36540
310M100US36660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Opelousas-Eunice, LA Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US36660
310M100US36700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orangeburg, SC Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US36700
310M100US36740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orlando-Kissimmee-Sanford, FL Metro Area",5867,26002,1745,3297,1251,2914,877,1453,1612,4367,6601,53988,5951,35624,9135,89612,15887,190928,10273,82041,17933,272969,18954,370245,18147,1749508,3789,2145755,310M100US36740
310M100US36780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oshkosh-Neenah, WI Metro Area",370,374,679,1312,795,1333,453,710,955,2043,1596,4541,1473,4731,2351,9272,938,2367,2236,9046,2400,11413,3853,24040,3823,141099,500,165513,310M100US36780
310M100US36860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ottawa-Streator, IL Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US36860
310M100US36980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Owensboro, KY Metro Area",189,0,1118,1396,278,250,259,276,380,526,894,1018,935,1238,1209,2256,988,2343,2104,6350,2334,8693,2639,12871,2749,103813,1996,116684,310M100US36980
310M100US37020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Owosso, MI Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US37020
310M100US37100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",1305,3836,250,255,279,327,426,623,510,950,2529,13332,4709,18861,5073,32193,5426,33917,5235,43361,8205,77278,9591,110676,9422,706960,1697,821472,310M100US37100
310M100US37140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Paducah, KY-IL Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US37140
310M100US37260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Palatka, FL Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US37260
310M100US37340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Palm Bay-Melbourne-Titusville, FL Metro Area",888,1640,1581,2037,1385,1712,1517,1472,2102,3184,3750,15248,3131,9969,4667,25217,3821,23309,6823,24845,7281,48154,9676,78592,9548,458961,1199,539193,310M100US37340
310M100US37380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Palm Coast, FL Metro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US37380
310M100US37460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Panama City-Lynn Haven-Panama City Beach, FL Metro Area",1088,1325,937,1171,182,163,87,67,200,230,1731,4829,1535,2912,2312,7741,3068,10611,3151,10604,3756,21215,4691,30357,4649,135538,856,167220,310M100US37460
310M100US37620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Parkersburg-Marietta-Vienna, WV-OH Metro Area",359,473,538,1126,439,849,161,184,463,1033,645,1475,1193,1866,1351,3341,1497,5312,2272,7171,2526,12483,2909,17983,3719,142640,2329,161096,310M100US37620
310M100US37700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pascagoula, MS Metro Area",663,1125,814,1104,427,362,477,400,623,762,2522,4088,1386,3167,3119,7255,3040,10063,1225,1976,3290,12039,4762,21160,4788,138420,750,160705,310M100US37700
310M100US37820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pendleton-Hermiston, OR Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US37820
310M100US37860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pensacola-Ferry Pass-Brent, FL Metro Area",1497,3338,1397,3230,908,1652,1414,1988,1721,3640,5209,18587,3543,10830,6423,29417,5756,28820,2922,13588,6312,42408,8854,78695,8830,365828,1518,447861,310M100US37860
310M100US37900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Peoria, IL Metro Area",1110,2542,706,1163,722,1227,595,1169,932,2396,1704,5123,1410,3981,2188,9104,3299,22214,3045,12576,4846,34790,5470,47453,5463,327300,2020,377295,310M100US37900
