ucgid,B07201_014EA,B07201_014MA,B07201_013EA,B07201_013MA,B07201_012MA,B07201_012EA,B07201_011MA,B07201_011EA,B07201_010EA,B07201_010MA,B07201_009EA,B07201_009MA,B07201_008EA,B07201_008MA,B07201_007EA,B07201_007MA,B07201_006MA,B07201_006EA,B07201_005EA,B07201_005MA,B07201_004EA,B07201_004MA,B07201_003EA,B07201_003MA,B07201_002EA,B07201_002MA,B07201_001MA,B07201_001EA,NAME,B07201_014M,B07201_014E,B07201_013M,B07201_013E,B07201_012M,B07201_012E,B07201_011M,B07201_011E,B07201_010M,B07201_010E,B07201_009M,B07201_009E,B07201_008M,B07201_008E,B07201_007M,B07201_007E,B07201_006M,B07201_006E,B07201_005M,B07201_005E,B07201_004M,B07201_004E,B07201_003M,B07201_003E,B07201_002M,B07201_002E,B07201_001M,B07201_001E,GEO_ID
310M100US12980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Battle Creek, MI Metro Area",112,130,259,262,411,689,152,180,432,869,948,2981,1001,2365,1406,5346,1844,5419,1875,7323,2491,12742,2769,19219,2932,114867,477,134216,310M100US12980
310M100US13020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bay City, MI Metro Area",52,42,925,1706,66,56,141,141,138,197,1158,2080,821,1452,1466,3532,1189,3763,1231,2791,1622,6554,2297,11989,2422,93630,507,105661,310M100US13020
310M100US13140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beaumont-Port Arthur, TX Metro Area",885,1774,528,1207,316,541,788,2073,946,2614,2074,6095,1845,6706,2952,12801,3129,13325,3964,20958,5125,34283,5875,50905,5924,334145,974,386824,310M100US13140
310M100US13180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beaver Dam, WI Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US13180
310M100US13220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beckley, WV Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US13220
310M100US13380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bellingham, WA Metro Area",1444,1874,531,948,1203,1225,1412,1633,1786,2858,1665,4724,722,1990,1800,6714,3871,13174,2883,11159,4905,24333,5308,34853,5236,165291,515,202018,310M100US13380
310M100US13460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bend, OR Metro Area",221,215,1535,1705,487,498,1087,1141,1041,1639,1344,3993,1068,2214,1742,6207,3034,9381,3504,10929,4344,20310,4758,29861,4752,128552,755,158628,310M100US13460
310M100US13740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Billings, MT Metro Area",532,548,1538,3150,184,255,621,868,644,1123,999,1555,1739,2613,2056,4168,2273,3557,3367,11451,3918,15008,4555,23449,4709,134145,1134,158142,310M100US13740
310M100US13780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Binghamton, NY Metro Area",283,406,586,1007,563,676,147,145,602,821,1889,6550,973,3121,2049,9671,2157,11859,1735,4904,2546,16763,3614,28262,3688,219350,561,248018,310M100US13780
310M100US13820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Birmingham-Hoover, AL Metro Area",1480,3703,850,2026,1340,2736,1783,4079,2422,6815,3449,13434,2324,13315,4066,26749,8166,88800,5986,45339,9467,134139,10472,169729,10725,944274,1992,1117706,310M100US13820
310M100US13900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bismarck, ND Metro Area",263,211,1408,2581,309,494,552,725,633,1219,877,1675,509,1009,1069,2684,1418,4279,1756,6154,2396,10433,2773,16917,2989,92396,570,109524,310M100US13900
310M100US13980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Blacksburg-Christiansburg-Radford, VA Metro Area",886,1604,558,1350,667,805,621,469,899,1274,2646,11492,1006,3415,2925,14907,1555,5553,3285,14535,3402,20088,4090,37619,4108,119931,3170,159154,310M100US13980
310M100US14020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bloomington, IN Metro Area",849,1650,285,371,682,1233,776,1513,1100,2746,1919,10345,1700,6153,2512,16498,1996,8095,3051,19207,3808,27302,3811,46917,4461,144106,2154,192673,310M100US14020
310M100US14060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bloomington-Normal, IL Metro Area",714,1204,262,315,309,434,268,624,404,1058,1333,7003,1252,3097,1758,10100,1252,2748,3290,17526,3679,20274,3965,31747,4187,135963,621,168914,310M100US14060
310M100US14100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bloomsburg-Berwick, PA Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US14100
310M100US14140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bluefield, WV-VA Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US14140
310M100US14260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boise City-Nampa, ID Metro Area",1277,2237,1751,3951,2650,4116,2565,6529,3509,10645,3145,9030,3178,11054,3981,20084,5500,28158,6774,47209,8761,75367,9816,110047,9118,504355,3404,616639,310M100US14260
310M100US14460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boston-Cambridge-Quincy, MA-NH Metro Area",5059,48591,1030,2038,1819,5275,1053,2585,2000,7860,5460,75031,4840,51171,7097,126202,12396,290214,8750,149166,14835,439380,16857,575480,17802,3914963,3371,4539034,310M100US14460
310M100US14500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boulder, CO Metro Area",1102,2999,638,1106,482,810,260,361,571,1171,2774,12846,2413,12849,3636,25695,4085,19690,3419,20598,4583,40288,6413,68260,6532,224627,888,295886,310M100US14500
310M100US14540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bowling Green, KY Metro Area",622,735,1417,3309,1169,1064,583,1058,1278,2122,1802,4972,735,1937,2117,6909,2843,5988,2266,12325,3528,18313,4148,30653,4351,95815,1808,127203,310M100US14540
310M100US14580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bozeman, MT Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US14580
310M100US14660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brainerd, MN Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US14660
310M100US14700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Branson, MO Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US14700
310M100US14740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bremerton-Silverdale, WA Metro Area",1040,1534,282,382,458,919,861,1174,861,2093,1971,8694,1702,6561,2544,15255,3135,13692,2434,9592,3955,23284,3840,41014,3863,209505,758,252053,310M100US14740
310M100US14860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bridgeport-Stamford-Norwalk, CT Metro Area",1954,7212,134,105,591,1043,289,351,655,1394,2575,13828,3454,14373,4112,28201,3422,19470,6223,38459,6679,57929,7546,87629,7683,823107,1372,917948,310M100US14860
310M100US15180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brownsville-Harlingen, TX Metro Area",2267,4581,716,718,332,201,199,210,386,411,1265,2994,1978,4266,2425,7260,3100,9937,5470,23953,6553,33890,6496,42279,7094,360083,1451,406943,310M100US15180
310M100US15260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brunswick, GA Metro Area",134,107,171,165,386,272,93,78,404,350,1414,2683,667,1279,1539,3962,1906,5874,2511,7073,2998,12947,3556,17424,3900,91434,1950,108965,310M100US15260
310M100US15380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Buffalo-Niagara Falls, NY Metro Area",1728,4884,648,1406,883,2408,517,850,1072,3258,3116,14738,1933,9588,3867,24326,4516,49166,5955,48449,6923,97615,7690,126605,7760,991476,1643,1122965,310M100US15380
310M100US15500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Burlington, NC Metro Area",749,610,19,12,114,100,110,83,154,183,1237,3676,1061,2828,1574,6504,2926,6986,2924,8534,3997,15520,4354,22219,4356,128702,690,151531,310M100US15500
310M100US15540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Burlington-South Burlington, VT Metro Area",541,1146,838,2116,921,2094,423,458,1012,2552,1312,4779,945,2208,1476,6987,2307,11461,2392,12462,3143,23923,3738,35578,3888,174436,1303,211160,310M100US15540
310M100US15940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Canton-Massillon, OH Metro Area",387,540,134,149,869,2147,144,158,887,2305,1531,5145,1135,3442,2041,8587,3140,19440,2763,13759,4160,33199,4722,44240,4917,356088,1898,400868,310M100US15940
310M100US15980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cape Coral-Fort Myers, FL Metro Area",1284,3311,617,486,1417,1840,998,1795,1710,3635,4709,23493,4054,14462,6096,37955,10758,52566,6248,33046,10867,85612,11253,127688,11418,493774,1611,624773,310M100US15980
310M100US16020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cape Girardeau-Jackson, MO-IL Metro Area",497,806,1317,2026,597,691,377,419,742,1110,960,2314,1138,1497,1389,3811,1193,3230,1858,6930,2345,10160,2454,17107,3624,77790,2319,95703,310M100US16020
310M100US16180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carson City, NV Metro Area",188,115,185,146,566,1047,93,69,546,1116,1143,2031,1381,2560,1723,4591,234,0,1874,5687,1874,5687,2253,11540,2318,43339,384,54994,310M100US16180
310M100US16220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Casper, WY Metro Area",29,21,741,1294,703,853,201,153,746,1006,871,1196,1059,1684,1396,2880,746,1130,2402,7876,2376,9006,2732,14186,2758,61701,367,75908,310M100US16220
310M100US16300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cedar Rapids, IA Metro Area",286,497,751,2186,458,624,312,599,580,1223,2109,4297,1275,5127,2592,9424,2900,9828,3171,13889,4478,23717,4808,36550,5055,220521,847,257568,310M100US16300
310M100US16500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Centralia, WA Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US16500
310M100US16540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chambersburg, PA Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US16540
310M100US16580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Champaign-Urbana, IL Metro Area",1433,4017,468,751,441,596,818,1181,975,1777,1705,6309,1962,7242,2416,13551,1933,7588,3154,27462,3522,35050,3819,51129,4908,174877,2176,230023,310M100US16580
310M100US16620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Charleston, WV Metro Area",472,558,628,1447,477,820,193,191,521,1011,1581,4025,609,1182,1757,5207,3005,16199,1648,5987,3343,22186,3694,29851,3867,270286,2258,300695,310M100US16620
310M100US16660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Charleston-Mattoon, IL Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US16660
310M100US16700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Charleston-North Charleston-Summerville, SC Metro Area",1168,1914,927,1368,2724,5870,1855,2916,3124,8786,2826,16302,4707,19730,5431,36032,7375,40369,4409,37588,8738,77957,10619,124143,10570,549548,1740,675605,310M100US16700
310M100US16740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area",3374,9183,1757,3753,2975,9205,2385,5848,3989,15053,4353,33972,5603,31151,7059,65123,6646,50840,11798,136582,12491,187422,14251,271351,14704,1492045,2600,1772579,310M100US16740
310M100US16820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Charlottesville, VA Metro Area",843,1784,694,1057,484,532,210,0,484,532,2340,8333,1892,5721,3085,14054,2878,12587,1073,4711,3279,17298,4926,32941,5815,165964,5359,200689,310M100US16820
310M100US16860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chattanooga, TN-GA Metro Area",372,738,1429,2462,1063,1288,660,1158,1326,2446,2461,9247,1619,5287,3000,14534,4936,28334,3990,22059,6342,50393,8110,69835,9900,452485,4067,523058,310M100US16860
310M100US16940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cheyenne, WY Metro Area",1098,763,476,604,202,193,944,939,968,1132,1190,2098,1657,2827,2612,4925,1255,2715,1789,5578,2111,8293,3187,14954,3415,75976,371,91693,310M100US16940
310M100US16980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area",6097,57555,2362,8156,2676,8490,2336,9970,3520,18460,6954,67538,7743,93349,10393,160887,23245,479173,18684,447587,26122,926760,27569,1114263,29229,8215390,5506,9387208,310M100US16980
310M100US17020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chico, CA Metro Area",731,1099,404,509,1028,1269,134,200,1029,1469,1093,3436,1324,4011,1764,7447,3424,17030,4423,20233,5054,37263,4947,46688,5263,169527,986,217314,310M100US17020
310M100US17060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chillicothe, OH Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US17060
310M100US17140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cincinnati-Middletown, OH-KY-IN Metro Area",2440,7919,1179,3342,1230,3815,1213,3812,1798,7627,2923,23523,3342,19532,4306,43055,9210,157541,6943,75096,10693,232637,11669,286661,12214,1816427,3150,2111007,310M100US17140
310M100US17220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clarksburg, WV Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US17220
310M100US17300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clarksville, TN-KY Metro Area",1550,5493,1153,1889,932,1462,1128,2016,1277,3478,3393,11125,4969,14615,6315,25740,2764,9983,4369,19059,5169,29042,7798,60149,8275,208168,2446,273810,310M100US17300
310M100US17340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clearlake, CA Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US17340
310M100US17420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cleveland, TN Metro Area",30,18,499,493,38,23,552,524,551,547,893,2233,1117,2741,1359,4974,1867,3745,3019,8306,3861,12051,4095,18065,4916,100769,2380,118852,310M100US17420
310M100US17460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cleveland-Elyria-Mentor, OH Metro Area",1826,7684,474,1048,2648,6096,1833,2899,3221,8995,2950,23659,2275,17076,3262,40735,8550,133952,8023,82546,13396,216498,14138,267276,14214,1772599,1588,2047559,310M100US17460
310M100US17620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coamo, PR Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US17620
310M100US17660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coeur d'Alene, ID Metro Area",67,34,767,1300,267,253,181,202,319,455,1751,3319,1627,2565,2443,5884,4003,8480,2271,7067,3764,15547,3972,23186,4162,115559,925,138779,310M100US17660
310M100US17780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"College Station-Bryan, TX Metro Area",1786,3558,953,1483,1943,1793,548,1142,2012,2935,2252,11434,3057,14142,3764,25576,1388,2520,4912,31334,5101,33854,6230,63848,7416,158017,3964,225423,310M100US17780
310M100US17820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colorado Springs, CO Metro Area",1819,6513,1867,4059,1323,2419,1335,3849,1800,6268,4108,24464,4391,24321,6081,48785,4361,16997,8057,66908,8632,83905,10139,143017,10467,502533,2204,652063,310M100US17820
310M100US17860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Columbia, MO Metro Area",760,923,746,1411,1279,1565,1577,3092,1956,4657,1616,8198,1360,4040,2128,12238,1557,4844,5575,21638,5181,26482,5224,44788,5225,127360,1861,173071,310M100US17860
310M100US17900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Columbia, SC Metro Area",1259,2996,1364,3685,2118,5593,1769,3295,2470,8888,2729,17599,3708,18824,4350,36423,7434,58764,4750,30281,8150,89045,9445,138041,9352,625613,2499,766650,310M100US17900
310M100US17940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Columbia, TN Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US17940
310M100US17980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Columbus, GA-AL Metro Area",948,2913,692,1760,682,1502,661,1554,1003,3056,3072,14849,1812,6599,3618,21448,3004,11095,4767,26496,5601,37591,6741,63855,7607,226070,4236,292838,310M100US17980
310M100US18020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Columbus, IN Metro Area",451,591,190,0,134,122,910,1227,933,1349,877,1612,1601,2647,1644,4259,739,1193,1615,4801,1801,5994,2671,11602,2828,64914,388,77107,310M100US18020
310M100US18140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Columbus, OH Metro Area",2293,8227,1619,4406,1858,7817,1705,8015,2406,15832,5937,32622,4467,22794,7703,55416,10092,113788,12207,130424,14910,244212,16046,319866,16108,1509507,2170,1837600,310M100US18140
310M100US18180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Concord, NH Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US18180
310M100US18260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cookeville, TN Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US18260
310M100US18300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coos Bay, OR Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US18300
310M100US18500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Corning, NY Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US18500
310M100US18580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Corpus Christi, TX Metro Area",743,1677,2196,5390,762,644,594,1179,942,1823,2037,8150,3203,11060,2981,19210,3592,12930,5849,41530,6896,54460,7601,80883,7937,342694,1084,425254,310M100US18580
310M100US18700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Corvallis, OR Metro Area",912,1916,56,36,492,807,285,367,595,1174,676,2346,1118,3236,1299,5582,666,1415,1249,4163,1325,5578,1956,12370,2117,71019,342,85305,310M100US18700
310M100US18880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crestview-Fort Walton Beach-Destin, FL Metro Area",417,515,893,1282,430,469,374,449,574,918,1661,6360,2223,6696,2705,13056,3702,14099,2660,6868,4321,20967,4636,36223,4620,144956,606,181694,310M100US18880
310M100US18980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cullman, AL Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US18980
310M100US19060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cumberland, MD-WV Metro Area",119,158,267,343,337,432,134,99,341,531,706,2748,635,1240,959,3988,1873,5750,1568,3232,2325,8982,2391,13844,2518,87797,519,101799,310M100US19060
310M100US19100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dallas-Fort Worth-Arlington, TX Metro Area",5190,38395,2729,12716,2213,7295,3733,18259,4396,25554,8417,71644,8721,86941,11523,158585,18291,326289,21172,513938,29385,840227,29384,1037082,29907,5364081,5190,6439558,310M100US19100
310M100US19140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dalton, GA Metro Area",67,36,260,258,428,501,575,520,679,1021,1368,2414,931,1455,1595,3869,3052,9355,2686,7359,3916,16714,3907,21862,3859,119792,541,141690,310M100US19140
310M100US19180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Danville, IL Metro Area",189,0,456,660,98,87,138,109,207,196,419,932,972,1944,1126,2876,1080,3474,878,2117,1303,5591,1768,9323,1798,71037,438,80360,310M100US19180
310M100US19260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Danville, VA Metro Area",73,59,756,870,239,154,67,56,247,210,902,1796,255,483,962,2279,1300,3653,2164,6039,2560,9692,3131,13051,3145,91897,358,105007,310M100US19260
310M100US19300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Daphne-Fairhope-Foley, AL Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US19300
310M100US19340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Davenport-Moline-Rock Island, IA-IL Metro Area",1400,1756,1214,1748,868,2031,802,1729,1257,3760,994,3603,1312,3905,1465,7508,2186,11803,2383,20978,3163,32781,3817,45797,4761,326972,2772,374525,310M100US19340
310M100US19380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dayton, OH Metro Area",1162,3930,625,1465,1775,4642,2014,3961,2492,8603,3584,21037,2219,11197,3958,32234,6410,68225,4089,26710,7101,94935,8146,137237,8236,696397,1183,837564,310M100US19380
310M100US19460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Decatur, AL Metro Area",255,147,268,337,86,80,526,458,535,538,1398,3069,884,1423,1661,4492,2057,7435,1808,4867,2602,12302,3090,17669,3153,134366,632,152182,310M100US19460
310M100US19500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Decatur, IL Metro Area",97,100,342,360,542,835,147,171,587,1006,868,1658,475,1135,1041,2793,992,2230,2318,8709,2471,10939,2760,15098,2715,93721,583,108919,310M100US19500
310M100US19660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",1233,1451,407,583,117,83,2506,2328,2551,2411,3337,15777,3916,14175,5622,29952,4691,21976,3592,13563,6277,35539,9013,68485,8975,420870,1332,490806,310M100US19660
310M100US19740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Denver-Aurora-Broomfield, CO Metro Area",4371,20330,3160,7814,1291,4329,1690,6033,1944,10362,5672,48303,4942,52461,8255,100764,12796,185994,9992,161241,15698,347235,17857,466175,19190,2076183,4593,2562688,310M100US19740
310M100US19780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Des Moines-West Des Moines, IA Metro Area",1792,3492,1307,4285,1857,4338,1307,2455,2293,6793,1603,5759,1627,6992,2399,12751,5425,25747,5728,38804,7573,64551,8426,88380,8859,478276,2863,570148,310M100US19780
310M100US19820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Detroit-Warren-Livonia, MI Metro Area",4423,21005,2083,7688,1524,4323,1001,3538,1809,7861,3688,36686,4880,31345,6159,68031,13646,267882,10037,197964,19254,465846,20629,549426,20865,3668263,2922,4238694,310M100US19820
310M100US20020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dothan, AL Metro Area",170,198,668,1119,491,1118,416,545,720,1663,722,2026,503,1192,887,3218,1257,5067,1250,6519,1760,11586,2139,17586,2114,126913,443,144697,310M100US20020
310M100US20100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dover, DE Metro Area",739,953,219,188,1571,1430,250,292,1593,1722,2298,5299,910,2083,2426,7382,2439,8343,1096,2230,2791,10573,4384,19865,4514,141442,658,162260,310M100US20100
310M100US20180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DuBois, PA Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US20180
310M100US20220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dubuque, IA Metro Area",737,939,412,651,480,468,185,215,515,683,727,1872,695,1613,977,3485,446,828,1170,4566,1221,5394,1802,10213,1833,82088,469,93240,310M100US20220
310M100US20260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Duluth, MN-WI Metro Area",367,947,908,3079,305,561,396,904,471,1465,1437,5627,777,2629,1879,8256,2556,12828,2286,13017,3473,25845,4245,38645,4552,237426,1646,277018,310M100US20260
310M100US20380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dunn, NC Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US20380
310M100US20500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Durham-Chapel Hill, NC Metro Area",1736,4418,1588,3152,1187,2289,989,2687,1428,4976,3617,17879,3153,16880,4367,34759,3005,11221,5107,46047,5568,57268,6813,100155,6897,402642,957,507215,310M100US20500
310M100US20620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"East Liverpool-Salem, OH Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US20620
310M100US20700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"East Stroudsburg, PA Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US20700
310M100US20740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eau Claire, WI Metro Area",125,95,1012,2648,939,1509,652,1045,1163,2554,780,1565,1478,3446,1771,5011,1769,7429,1787,8138,2255,15567,2984,25780,3043,135007,612,160882,310M100US20740
310M100US20940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"El Centro, CA Metro Area",379,631,88,103,208,0,179,343,179,343,837,2299,1328,4147,1582,6446,3395,13724,2686,7862,3719,21586,3861,28478,3888,145673,713,174782,310M100US20940
310M100US21060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elizabethtown, KY Metro Area",487,783,1518,1608,869,691,170,143,877,834,2244,6141,1652,2990,2889,9131,2089,7100,3109,6114,3336,13214,3867,24787,4230,92896,1538,118466,310M100US21060
310M100US21140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elkhart-Goshen, IN Metro Area",396,750,358,372,2696,2704,200,177,2688,2881,784,1417,1646,3606,2088,5023,3870,10691,4431,16592,5435,27283,5471,35559,5575,159692,939,196001,310M100US21140
310M100US21300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elmira, NY Metro Area",170,128,779,1251,375,625,213,230,412,855,973,1832,861,1914,1223,3746,1227,3496,2665,5296,2960,8792,3159,14644,3187,73275,295,88047,310M100US21300
310M100US21340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"El Paso, TX Metro Area",3666,13567,783,1487,1159,1882,935,1681,1603,3563,3496,12547,3996,18018,5353,30565,4844,13160,10623,79121,11153,92281,13285,127896,14012,669132,1526,810595,310M100US21340
310M100US21460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Enterprise-Ozark, AL Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US21460
310M100US21500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Erie, PA Metro Area",693,1275,417,522,910,1658,646,1023,1082,2681,1278,4598,536,1641,1463,6239,2577,13368,2260,13296,3537,26664,3923,36106,4065,240105,831,277486,310M100US21500
310M100US21660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eugene-Springfield, OR Metro Area",2326,3318,197,272,1886,3685,1196,1796,2235,5481,1660,6017,2587,9559,2663,15576,3359,13529,5538,43085,5714,56614,5555,77943,5631,269019,651,350280,310M100US21660
310M100US21700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eureka-Arcata-Fortuna, CA Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US21700
310M100US21780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Evansville, IN-KY Metro Area",506,833,858,2213,374,790,898,1775,937,2565,1508,5065,1132,3114,1853,8179,3177,16597,3766,17712,5004,34309,5551,47266,5655,307744,2294,355843,310M100US21780
310M100US21820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fairbanks, AK Metro Area",1036,1545,992,2227,1453,1397,592,963,1590,2360,2299,5319,1308,2854,3016,8173,1846,5418,3414,8015,3702,13433,4037,26193,4101,69943,534,97681,310M100US21820
