ucgid,B07201_014EA,B07201_014MA,B07201_013MA,B07201_013EA,B07201_012MA,B07201_012EA,B07201_011MA,B07201_011EA,B07201_010EA,B07201_010MA,B07201_009EA,B07201_009MA,B07201_008MA,B07201_008EA,B07201_007MA,B07201_007EA,B07201_006MA,B07201_006EA,B07201_005MA,B07201_005EA,B07201_004EA,B07201_004MA,B07201_003EA,B07201_003MA,B07201_002MA,B07201_002EA,B07201_001MA,B07201_001EA,NAME,B07201_014M,B07201_014E,B07201_013M,B07201_013E,B07201_012M,B07201_012E,B07201_011M,B07201_011E,B07201_010M,B07201_010E,B07201_009M,B07201_009E,B07201_008M,B07201_008E,B07201_007M,B07201_007E,B07201_006M,B07201_006E,B07201_005M,B07201_005E,B07201_004M,B07201_004E,B07201_003M,B07201_003E,B07201_002M,B07201_002E,B07201_001M,B07201_001E,GEO_ID
3100000US36420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oklahoma City, OK Metro Area",1130,4195,3900,9276,1555,4982,1628,5858,2259,10840,2519,12085,4095,22315,4869,34400,9808,89043,7467,84148,10955,173191,11065,227707,11778,875039,3047,1106941,3100000US36420
3100000US36460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Olean, NY Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US36460
3100000US36500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Olympia, WA Metro Area",895,1727,409,636,938,1191,1156,1385,1514,2576,1624,4511,2071,5204,2672,9715,2458,10297,3547,16502,4329,26799,4940,39726,4927,181219,697,222672,3100000US36500
3100000US36540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Omaha-Council Bluffs, NE-IA Metro Area",1108,3400,735,2413,769,1185,1148,3198,1319,4383,2020,8883,2185,11182,2979,20065,3336,27581,6481,72109,7858,99690,8083,126551,8527,653155,2133,783106,3100000US36540
3100000US36660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Opelousas-Eunice, LA Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US36660
3100000US36700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orangeburg, SC Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US36700
3100000US36740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orlando-Kissimmee, FL Metro Area",5586,23173,1938,3429,1542,4076,1127,2950,1847,7026,7683,60237,6287,55930,10188,116167,12035,135060,12870,109078,14773,244138,15063,370760,15662,1481725,2937,1875658,3100000US36740
3100000US36780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oshkosh-Neenah, WI Metro Area",134,124,2116,3355,180,183,175,191,226,374,1980,4094,1032,3348,2177,7442,1456,4737,3201,13644,3429,18381,4459,29552,4399,119699,433,149375,3100000US36780
3100000US36860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ottawa-Streator, IL Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US36860
3100000US36980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Owensboro, KY Metro Area",181,156,582,1018,484,582,335,386,602,968,411,616,364,726,536,1342,1775,4946,2472,8347,2746,13293,2838,16621,3646,90330,2417,107107,3100000US36980
3100000US37020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Owosso, MI Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US37020
3100000US37100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",2102,5597,321,387,241,243,117,97,271,340,2789,12780,8336,22080,8681,34860,3468,21112,7646,52997,8452,74109,10372,109696,11184,657722,1625,773015,3100000US37100
3100000US37140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Paducah, KY-IL Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US37140
3100000US37260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Palatka, FL Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US37260
3100000US37340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Palm Bay-Melbourne-Titusville, FL Metro Area",957,1774,1795,2101,734,1094,1714,1896,1837,2990,4026,17581,3273,13661,5042,31242,4628,20668,4993,27832,6101,48500,8537,84833,8500,429987,1007,516594,3100000US37340
3100000US37380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Palm Coast, FL Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US37380
3100000US37460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Panama City-Lynn Haven, FL Metro Area",1075,1936,1247,1850,252,225,973,1591,983,1816,1133,3257,1694,4032,2126,7289,1918,6847,4351,15399,4662,22246,5106,33201,4918,120793,728,155930,3100000US37460
3100000US37620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Parkersburg-Marietta-Vienna, WV-OH Metro Area",268,0,756,1208,465,768,1187,890,1263,1658,350,567,556,1160,676,1727,1775,6888,1764,8359,2110,15247,2674,19840,3565,139951,2121,159791,3100000US37620
3100000US37700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pascagoula, MS Metro Area",664,833,1150,795,615,613,239,139,576,752,1578,3892,1735,3355,2297,7247,1682,7757,1661,3021,2279,10778,3415,19572,4222,133359,2905,153764,3100000US37700
3100000US37820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pendleton-Hermiston, OR Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US37820
3100000US37860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pensacola-Ferry Pass-Brent, FL Metro Area",1766,3597,3558,5439,1065,1946,428,715,1111,2661,3841,11063,2782,10154,4705,21217,5580,27373,4068,22531,6842,49904,8622,79221,8680,326445,1351,409263,3100000US37860
3100000US37900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Peoria, IL Metro Area",579,1155,205,320,533,1190,394,1050,653,2240,1453,4135,1245,3385,2067,7520,4741,22207,3453,17306,5708,39513,6613,49593,6876,301986,1903,352734,3100000US37900
3100000US37980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",3952,32777,4413,5041,1021,3022,1309,2683,1776,5705,7492,68655,6838,56698,10740,125353,15612,329595,13410,180445,21596,510040,23438,646139,24256,4891087,4595,5570003,3100000US37980
3100000US38060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Phoenix-Mesa-Scottsdale, AZ Metro Area",5632,35686,2367,10569,2259,9385,2579,8295,3433,17680,8535,92802,9356,104752,12079,197554,13784,207482,22335,403470,24321,610952,23356,836755,23085,2870978,4664,3743419,3100000US38060
3100000US38220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pine Bluff, AR Metro Area",268,0,1304,1964,364,392,251,257,431,649,322,432,1544,2890,1606,3322,1793,3753,2103,7920,2756,11673,3163,17608,3400,76282,1470,93890,3100000US38220
3100000US38300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pittsburgh, PA Metro Area",2099,6748,1332,3627,851,3459,752,1985,1240,5444,2661,15512,3830,18183,4567,33695,9759,147067,7002,60219,11457,207286,12791,250052,12879,2035430,2300,2292230,3100000US38300
3100000US38340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pittsfield, MA Metro Area",437,363,268,0,232,308,125,74,269,382,1761,2555,640,1277,1845,3832,1730,5461,1740,4413,2595,9874,3174,14088,3077,109924,623,124375,3100000US38340
3100000US38460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Plattsburgh, NY Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US38460
3100000US38540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pocatello, ID Metro Area",258,480,343,194,248,243,819,822,867,1065,732,1519,1636,2938,1819,4457,1024,2099,2123,9285,2526,11384,2848,17100,3032,64558,1657,82138,3100000US38540
3100000US38660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ponce, PR Metro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US38660
3100000US38820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Port Angeles, WA Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US38820
3100000US38860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Portland-South Portland-Biddeford, ME Metro Area",742,1158,1444,3180,440,859,622,923,767,1782,2204,8838,1736,6379,2651,15217,4881,34243,3092,18495,5407,52738,6630,72917,6929,420240,1025,494315,3100000US38860
3100000US38900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Portland-Vancouver-Beaverton, OR-WA Metro Area",3606,15599,1976,5431,1576,4656,2279,7022,2799,11678,4296,34199,5846,48434,7317,82633,9360,124437,9622,174777,13997,299214,15228,398956,15224,1617114,3548,2031669,3100000US38900
3100000US38940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Port St. Lucie-Fort Pierce, FL Metro Area",2357,2266,343,433,789,1345,431,616,927,1961,3892,14277,2946,10519,4854,24796,2905,11784,4632,21068,4998,32852,6829,60042,7043,308392,1274,370700,3100000US38940
3100000US39020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Portsmouth, OH Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US39020
3100000US39060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pottsville, PA Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US39060
3100000US39100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poughkeepsie-Newburgh-Middletown, NY Metro Area",2188,5198,338,358,744,1220,426,314,842,1534,4764,18500,2295,10358,5642,28858,5477,28635,4248,20041,7469,48676,8895,79426,8712,543632,1354,628256,3100000US39100
3100000US39140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Prescott, AZ Metro Area",530,541,367,365,591,808,809,1636,1019,2444,1618,5151,1941,5558,2381,10709,3198,12016,2367,6152,3796,18168,3933,31686,3938,159859,743,192086,3100000US39140
3100000US39300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Providence-New Bedford-Fall River, RI-MA Metro Area",3372,9195,566,608,611,1273,746,1077,888,2350,4678,22398,3885,14667,5155,37065,8170,84234,5652,50534,9558,134768,10804,174791,11168,1363076,2090,1547062,3100000US39300
3100000US39340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Provo-Orem, UT Metro Area",1316,3760,1066,2158,727,1044,880,2213,1188,3257,2698,12710,1947,9547,3182,22257,4247,25347,4055,30720,5956,56067,7293,83739,7464,345366,2099,432865,3100000US39340
3100000US39380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pueblo, CO Metro Area",657,871,593,1159,561,651,1081,996,1210,1647,2043,3609,1308,2779,2735,6388,838,2228,2960,15514,2907,17742,3879,26936,3972,117691,513,145498,3100000US39380
3100000US39460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Punta Gorda, FL Metro Area",255,253,242,230,2207,3050,376,506,2274,3556,1622,4895,2481,5077,2838,9972,2643,8801,990,2329,2653,11130,4185,24888,4148,128962,324,154103,3100000US39460
3100000US39500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Quincy, IL-MO Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US39500
3100000US39540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Racine, WI Metro Area",370,475,121,99,251,241,323,324,394,565,1890,4740,1179,2547,2066,7287,2125,5312,2604,11540,3299,16852,3495,24803,3510,162506,600,187784,3100000US39540
3100000US39580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Raleigh-Cary, NC Metro Area",1765,5517,997,1685,1471,3972,1994,4688,2570,8660,4109,26571,4559,24689,6425,51260,6376,41839,6565,59926,9510,101765,12181,163370,12766,744272,4062,913159,3100000US39580
3100000US39660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rapid City, SD Metro Area",397,606,1458,2877,817,1007,1084,1336,1556,2343,640,1074,1980,4543,2139,5617,1562,4446,2151,8357,2585,12803,4087,23640,3974,88737,489,112983,3100000US39660
3100000US39740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reading, PA Metro Area",1275,2274,491,300,204,210,129,132,243,342,2010,8517,2026,3125,2973,11642,2619,12510,4420,18650,5054,31160,5717,43444,6278,332134,868,377852,3100000US39740
3100000US39820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Redding, CA Metro Area",647,520,173,162,401,524,555,563,764,1087,1182,3095,1627,3504,2010,6599,2723,9797,3044,12698,3594,22495,3849,30343,3937,144033,579,174896,3100000US39820
3100000US39900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reno-Sparks, NV Metro Area",1187,2165,2371,4402,1613,2931,1105,1600,1719,4531,4475,7719,2404,11968,5166,19687,2133,4450,5172,43171,5475,47621,7915,76241,8436,304817,1395,383223,3100000US39900
3100000US39980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richmond, IN Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US39980
3100000US40060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richmond, VA Metro Area",2161,6015,1613,4240,597,1068,1145,1601,1172,2669,4660,22108,3011,13943,5643,36051,8075,86995,3861,30198,8515,117193,10133,160153,12784,951094,7163,1117262,3100000US40060
3100000US40080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richmond-Berea, KY Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US40080
3100000US40140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Riverside-San Bernardino-Ontario, CA Metro Area",4177,21414,1288,2814,1378,2966,1829,3125,2691,6091,13612,106778,11775,113669,17042,220447,20324,280247,13536,142944,23649,423191,26175,652543,26911,3098910,3806,3772867,3100000US40140
3100000US40220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Roanoke, VA Metro Area",381,597,2002,2497,1492,2141,223,213,1517,2354,1535,4607,1020,3271,1524,7878,2621,13515,2377,10977,3707,24492,4605,37221,5209,238190,2543,276008,3100000US40220
3100000US40260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Roanoke Rapids, NC Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US40260
3100000US40340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rochester, MN Metro Area",342,499,379,577,814,1978,527,1037,930,3015,1222,2760,1027,2892,1638,5652,1722,6082,2242,9977,2693,16059,3057,25303,3025,145226,629,171028,3100000US40340
3100000US40380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rochester, NY Metro Area",1516,3548,1189,1332,719,2033,593,931,924,2964,1884,10462,2055,7275,2787,17737,6798,60259,5838,47892,8789,108151,9348,130184,9193,850569,1652,984301,3100000US40380
3100000US40420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rockford, IL Metro Area",329,368,447,532,1143,2480,605,746,1224,3226,1851,7289,2130,6568,2493,13857,3697,14738,4744,21850,5850,36588,6327,54203,6396,275653,777,330224,3100000US40420
3100000US40580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rocky Mount, NC Metro Area",353,363,106,59,1385,1789,1067,989,1749,2778,1125,1661,618,1000,1290,2661,1779,5102,2478,6681,2922,11783,3323,17281,3368,122144,748,139788,3100000US40580
3100000US40660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rome, GA Metro Area",391,351,396,229,268,0,1154,1125,1154,1125,782,1168,1336,1724,1525,2892,1399,3360,2480,6871,2899,10231,3355,14477,3391,73900,499,88728,3100000US40660
3100000US40700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Roseburg, OR Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US40700
3100000US40780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Russellville, AR Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US40780
3100000US40900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",3468,15900,1655,3514,1043,2257,5234,5367,5341,7624,4382,32553,6596,53081,7325,85634,9817,121829,12476,158808,15362,280637,15389,377409,16013,1583048,3236,1976357,3100000US40900
3100000US40980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Saginaw-Saginaw Township North, MI Metro Area",128,138,597,1325,84,80,316,379,330,459,765,2383,1039,2273,1318,4656,1886,6604,4117,14968,4403,21572,4524,28012,4506,171647,578,199797,3100000US40980
3100000US41060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Cloud, MN Metro Area",60,81,1156,2714,652,941,479,548,798,1489,1638,4927,1274,3280,2007,8207,2934,9617,1758,6569,3722,16186,4705,28596,4478,141797,630,170474,3100000US41060
3100000US41100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. George, UT Metro Area",737,1258,641,615,563,575,357,441,625,1016,2059,5434,1404,3401,2237,8835,2586,7561,3116,10519,4140,18080,4259,28546,4497,85451,667,115255,3100000US41100
3100000US41140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Joseph, MO-KS Metro Area",18,10,381,610,208,116,399,481,441,597,523,548,410,857,608,1405,578,1943,2917,11257,2944,13200,2920,15812,3498,95058,2404,110880,3100000US41140
3100000US41180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Louis, MO-IL Metro Area",1641,6953,2148,7489,2482,7167,1596,6218,3150,13385,2994,18741,3655,25521,4925,44262,13198,231354,10130,95969,17126,327323,18079,392459,18108,2290555,5300,2689967,3100000US41180
3100000US41420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salem, OR Metro Area",1372,2371,740,1141,1035,1964,1631,2698,1738,4662,3218,9656,3354,6136,5348,15792,3605,20873,5018,35367,5647,56240,7346,77835,7413,275447,1289,355653,3100000US41420
3100000US41500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salinas, CA Metro Area",1763,5865,543,639,222,280,212,253,295,533,2501,7234,3028,9519,3869,16753,4607,25368,4904,20228,7319,45596,8305,63521,8476,311610,1818,380996,3100000US41500
3100000US41540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salisbury, MD Metro Area",259,323,459,400,1285,2044,297,209,1287,2253,1019,1920,867,1213,1325,3133,2205,5329,2353,6311,3052,11640,3149,17426,3135,88488,2181,106237,3100000US41540
3100000US41580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salisbury, NC Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US41580
3100000US41620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salt Lake City, UT Metro Area",1744,7010,1117,2553,732,1880,896,2849,1178,4729,3622,18701,4567,23897,5037,42598,7570,83539,6160,55386,10791,138925,13236,188805,13152,801173,3321,996988,3100000US41620
3100000US41660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Angelo, TX Metro Area",252,252,775,1312,463,298,631,900,782,1198,695,1564,910,1937,1157,3501,510,886,1807,8011,1941,8897,2296,14908,2424,84378,940,99538,3100000US41660
3100000US41700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Antonio, TX Metro Area",5345,19033,1057,2233,1355,2770,2064,4393,2605,7163,4592,28428,6685,43720,8577,72148,5051,43616,15030,192660,15972,236276,17664,317820,18119,1479775,5473,1816628,3100000US41700
3100000US41740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Diego-Carlsbad-San Marcos, CA Metro Area",5021,30317,777,1590,993,2321,690,1589,1230,3910,5526,47695,6049,54740,7995,102435,13017,160227,15294,218047,18282,378274,20284,486209,20158,2261558,3283,2778084,3100000US41740
3100000US41780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sandusky, OH Metro Area",303,444,884,726,602,978,815,1225,1035,2203,531,967,935,1641,1006,2608,1405,2208,1556,4061,2085,6269,2434,11806,2535,63501,440,75751,3100000US41780
3100000US41860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Francisco-Oakland-Fremont, CA Metro Area",5822,38479,1626,2690,704,1769,1390,2414,1648,4183,5054,42511,7840,78071,9862,120582,14233,218772,17153,270959,22495,489731,23037,617186,23312,3362308,3586,4017973,3100000US41860
3100000US41900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Germ?n-Cabo Rojo, PR Metro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US41900
3100000US41940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",4121,19444,251,236,544,792,210,201,560,993,3173,19907,5223,36652,6001,56559,5114,32409,15988,193220,15847,225629,15806,283417,16483,1395612,3192,1698473,3100000US41940
3100000US41980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Juan-Caguas-Guaynabo, PR Metro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000US41980
