ucgid,NAME,GEO_ID,B07201_014MA,B07201_014M,B07201_014EA,B07201_014E,B07201_013MA,B07201_013M,B07201_013EA,B07201_013E,B07201_012MA,B07201_012M,B07201_012EA,B07201_012E,B07201_011MA,B07201_011M,B07201_011EA,B07201_011E,B07201_010MA,B07201_010M,B07201_010EA,B07201_010E,B07201_009MA,B07201_009M,B07201_009EA,B07201_009E,B07201_008MA,B07201_008M,B07201_008EA,B07201_008E,B07201_007MA,B07201_007M,B07201_007EA,B07201_007E,B07201_006MA,B07201_006M,B07201_006EA,B07201_006E,B07201_005MA,B07201_005M,B07201_005EA,B07201_005E,B07201_004MA,B07201_004M,B07201_004EA,B07201_004E,B07201_003MA,B07201_003M,B07201_003EA,B07201_003E,B07201_002MA,B07201_002M,B07201_002EA,B07201_002E,B07201_001MA,B07201_001M,B07201_001EA,B07201_001E
310M200US39740,"Reading, PA Metro Area",310M200US39740,,748,,1667,,116,,123,,173,,165,,132,,110,,214,,275,,1663,,8287,,1238,,3900,,2268,,12187,,2937,,17076,,3592,,16036,,4476,,33112,,5194,,45697,,5204,,360730,,1002,,408094
310M200US39820,"Redding, CA Metro Area",310M200US39820,,676,,1163,,617,,989,,1974,,2188,,666,,1059,,2065,,3247,,836,,2336,,1070,,2975,,1420,,5311,,2378,,9593,,2252,,10048,,3191,,19641,,3650,,29188,,3792,,147071,,520,,177422
310M200US39900,"Reno, NV Metro Area",310M200US39900,,1152,,2720,,672,,1345,,813,,1815,,2218,,3593,,2541,,5408,,3769,,12844,,2757,,10944,,4915,,23788,,3932,,23020,,5595,,41249,,6402,,64269,,8501,,94810,,8924,,336301,,1912,,433831
310M200US39980,"Richmond, IN Micro Area",310M200US39980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M200US40060,"Richmond, VA Metro Area",310M200US40060,,1771,,4351,,1616,,6123,,744,,1521,,888,,1776,,1185,,3297,,4423,,30885,,3441,,20712,,5680,,51597,,8038,,94427,,4453,,32030,,9361,,126457,,11220,,187474,,12513,,1043396,,5442,,1235221
310M200US40080,"Richmond-Berea, KY Micro Area",310M200US40080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M200US40140,"Riverside-San Bernardino-Ontario, CA Metro Area",310M200US40140,,4552,,26021,,948,,2286,,966,,2543,,690,,1666,,1270,,4209,,10093,,100875,,7766,,75744,,11994,,176619,,18261,,321690,,12117,,151137,,22662,,472827,,22918,,655941,,23510,,3642570,,4236,,4324532
310M200US40220,"Roanoke, VA Metro Area",310M200US40220,,530,,442,,874,,1307,,1785,,1920,,131,,110,,1787,,2030,,1906,,6915,,1829,,5395,,2114,,12310,,3071,,19142,,3158,,15520,,4508,,34662,,5207,,50309,,5224,,257407,,1358,,308158
310M200US40260,"Roanoke Rapids, NC Micro Area",310M200US40260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M200US40340,"Rochester, MN Metro Area",310M200US40340,,682,,1149,,584,,895,,1145,,2243,,410,,901,,1165,,3144,,717,,1830,,945,,2483,,1279,,4313,,1597,,7828,,1643,,8743,,2034,,16571,,2743,,24923,,2740,,182738,,666,,208810
310M200US40380,"Rochester, NY Metro Area",310M200US40380,,1350,,5146,,599,,1832,,1861,,4843,,742,,1681,,2064,,6524,,2172,,16323,,2050,,10427,,3281,,26750,,6311,,67751,,4957,,43144,,8348,,110895,,8680,,146001,,8795,,919639,,1406,,1070786
310M200US40420,"Rockford, IL Metro Area",310M200US40420,,527,,828,,84,,49,,453,,636,,338,,437,,539,,1073,,1481,,4560,,842,,2216,,1777,,6776,,3601,,18267,,2935,,17469,,4579,,35736,,4715,,43634,,4839,,296996,,788,,341458
310M200US40580,"Rocky Mount, NC Metro Area",310M200US40580,,256,,285,,153,,231,,964,,1155,,126,,117,,951,,1272,,913,,2116,,1218,,2523,,1563,,4639,,2054,,5374,,2849,,7669,,3293,,13043,,3169,,19185,,3289,,129642,,724,,149112
310M200US40660,"Rome, GA Metro Area",310M200US40660,,486,,447,,766,,635,,1066,,1710,,499,,354,,1174,,2064,,1202,,2664,,766,,907,,1443,,3571,,2184,,6196,,2337,,5998,,3494,,12194,,3102,,18464,,3075,,76518,,383,,95429
310M200US40700,"Roseburg, OR Micro Area",310M200US40700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M200US40740,"Roswell, NM Micro Area",310M200US40740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M200US40780,"Russellville, AR Micro Area",310M200US40780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M200US40900,"Sacramento--Roseville--Arden-Arcade, CA Metro Area",310M200US40900,,3041,,13701,,1214,,3307,,848,,2260,,1034,,2507,,1437,,4767,,5016,,39125,,4423,,39948,,6848,,79073,,12361,,177501,,11167,,135333,,14759,,312834,,16322,,399981,,16715,,1775866,,2518,,2189548
310M200US40980,"Saginaw, MI Metro Area",310M200US40980,,568,,835,,400,,876,,927,,1187,,383,,571,,1067,,1758,,1286,,3372,,1552,,4325,,2071,,7697,,2443,,10797,,1936,,6511,,2967,,17308,,4063,,27639,,4197,,166398,,638,,194872
310M200US41060,"St. Cloud, MN Metro Area",310M200US41060,,354,,498,,1584,,3439,,713,,1390,,531,,842,,939,,2232,,2178,,10595,,1252,,3017,,2389,,13612,,2342,,10508,,2028,,8321,,3061,,18829,,4162,,38112,,4217,,150255,,686,,188865
310M200US41100,"St. George, UT Metro Area",310M200US41100,,119,,109,,451,,707,,337,,473,,1585,,2050,,1538,,2523,,1884,,6601,,3398,,5629,,3921,,12230,,1531,,3659,,3504,,10622,,3724,,14281,,5667,,29741,,5624,,116174,,478,,146024
310M200US41140,"St. Joseph, MO-KS Metro Area",310M200US41140,,263,,259,,605,,1544,,519,,925,,402,,691,,678,,1616,,1640,,4208,,836,,2022,,1836,,6230,,1833,,5026,,2187,,9232,,2605,,14258,,3082,,23648,,3143,,104014,,1086,,127921
310M200US41180,"St. Louis, MO-IL Metro Area",310M200US41180,,2108,,9449,,2185,,9014,,1954,,4421,,1920,,5700,,2672,,10121,,4223,,26955,,3215,,27690,,5232,,54645,,12933,,233066,,6568,,63730,,13748,,296796,,15197,,370576,,15445,,2389643,,3091,,2769668
310M200US41400,"Salem, OH Micro Area",310M200US41400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M200US41420,"Salem, OR Metro Area",310M200US41420,,528,,1230,,1272,,1599,,1167,,2292,,1082,,2094,,1519,,4386,,3382,,14097,,2668,,8515,,4412,,22612,,3094,,19337,,4769,,23616,,4999,,42953,,6238,,71550,,6413,,324408,,1022,,397188
310M200US41500,"Salinas, CA Metro Area",310M200US41500,,918,,2751,,372,,392,,612,,746,,238,,361,,608,,1107,,2828,,12250,,1604,,7793,,3570,,20043,,3306,,18508,,2390,,8950,,3931,,27458,,5755,,49000,,6217,,370575,,1169,,422326
310M200US41540,"Salisbury, MD-DE Metro Area",310M200US41540,,858,,1446,,709,,920,,469,,578,,536,,540,,719,,1118,,2182,,13462,,1506,,4758,,2854,,18220,,3414,,24335,,2449,,7133,,4254,,31468,,5159,,51726,,5371,,326658,,1040,,379830
310M200US41620,"Salt Lake City, UT Metro Area",310M200US41620,,1491,,6543,,1367,,3023,,1149,,2511,,1576,,3313,,2014,,5824,,3748,,25924,,2816,,17189,,4583,,43113,,8414,,90544,,5295,,33988,,9493,,124532,,10048,,176492,,10251,,939650,,1626,,1122685
310M200US41660,"San Angelo, TX Metro Area",310M200US41660,,387,,441,,964,,1741,,818,,1112,,485,,748,,909,,1860,,1634,,6078,,1063,,3536,,1826,,9614,,815,,1203,,3683,,12491,,3596,,13694,,3987,,26909,,4091,,88288,,847,,115638
310M200US41700,"San Antonio-New Braunfels, TX Metro Area",310M200US41700,,3576,,15967,,1987,,5488,,2295,,5469,,1548,,5313,,2736,,10782,,6012,,37783,,6428,,50939,,9189,,88722,,8548,,70994,,13217,,214106,,15191,,285100,,18581,,390092,,18000,,1841906,,3267,,2247965
310M200US41740,"San Diego-Carlsbad, CA Metro Area",310M200US41740,,4759,,33052,,1083,,1955,,1065,,1825,,934,,1729,,1404,,3554,,5117,,53943,,4727,,49072,,6951,,103015,,11728,,162016,,11068,,177633,,16043,,339649,,17466,,448173,,17336,,2686679,,3403,,3167904
310M200US41780,"Sandusky, OH Micro Area",310M200US41780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M200US41860,"San Francisco-Oakland-Hayward, CA Metro Area",310M200US41860,,5363,,46746,,715,,2038,,903,,2722,,695,,1603,,1117,,4325,,6029,,57940,,6470,,104856,,8356,,162796,,13908,,230023,,11848,,203930,,17454,,433953,,18552,,603112,,18273,,3818194,,3005,,4468052
310M200US41900,"San Germán, PR Metro Area",310M200US41900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M200US41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",310M200US41940,,3912,,33521,,211,,230,,144,,136,,585,,1170,,595,,1306,,3601,,34733,,3456,,35352,,5039,,70085,,4948,,35211,,10679,,138792,,12377,,174003,,12597,,245624,,13107,,1615200,,2288,,1894345
310M200US41980,"San Juan-Carolina-Caguas, PR Metro Area",310M200US41980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M200US42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",310M200US42020,,992,,1778,,294,,316,,600,,533,,385,,536,,730,,1069,,2356,,10208,,1883,,7492,,2863,,17700,,3378,,17745,,2998,,14469,,4641,,32214,,5257,,51299,,5488,,220646,,1140,,273723
310M200US42100,"Santa Cruz-Watsonville, CA Metro Area",310M200US42100,,446,,987,,203,,0,,184,,175,,343,,236,,383,,411,,1928,,7231,,1744,,6907,,2694,,14138,,2231,,7856,,2451,,11830,,3212,,19686,,3902,,34235,,4362,,231141,,1149,,266363
310M200US42140,"Santa Fe, NM Metro Area",310M200US42140,,489,,683,,239,,264,,461,,837,,670,,1085,,797,,1922,,886,,2329,,1372,,4642,,1540,,6971,,673,,1483,,2252,,7556,,2337,,9039,,2694,,18196,,2770,,127582,,342,,146461
310M200US42200,"Santa Maria-Santa Barbara, CA Metro Area",310M200US42200,,2448,,5755,,202,,226,,229,,282,,399,,554,,439,,836,,2254,,11148,,2725,,14387,,3655,,25535,,5805,,33407,,4527,,26786,,6912,,60193,,7622,,86790,,7771,,337034,,1159,,429579
