ucgid,NAME,GEO_ID,B07201_014MA,B07201_014M,B07201_014EA,B07201_014E,B07201_013MA,B07201_013M,B07201_013EA,B07201_013E,B07201_012MA,B07201_012M,B07201_012EA,B07201_012E,B07201_011MA,B07201_011M,B07201_011EA,B07201_011E,B07201_010MA,B07201_010M,B07201_010EA,B07201_010E,B07201_009MA,B07201_009M,B07201_009EA,B07201_009E,B07201_008MA,B07201_008M,B07201_008EA,B07201_008E,B07201_007MA,B07201_007M,B07201_007EA,B07201_007E,B07201_006MA,B07201_006M,B07201_006EA,B07201_006E,B07201_005MA,B07201_005M,B07201_005EA,B07201_005E,B07201_004MA,B07201_004M,B07201_004EA,B07201_004E,B07201_003MA,B07201_003M,B07201_003EA,B07201_003E,B07201_002MA,B07201_002M,B07201_002EA,B07201_002E,B07201_001MA,B07201_001M,B07201_001EA,B07201_001E
310M700US11940,"Athens, TN Micro Area",310M700US11940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M700US11980,"Athens, TX Micro Area",310M700US11980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M700US12020,"Athens-Clarke County, GA Metro Area",310M700US12020,,772,,1565,,315,,673,,459,,591,,413,,433,,635,,1024,,2028,,10861,,1755,,5563,,2346,,16424,,1979,,4625,,3333,,19137,,3298,,23762,,3648,,41883,,4282,,174830,,2253,,218278
310M700US12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",310M700US12060,,5624,,42344,,2045,,9301,,2547,,9446,,2855,,6411,,3986,,15857,,9229,,95829,,11371,,99450,,13352,,195279,,19846,,393725,,9126,,111730,,22491,,505455,,26439,,725892,,29060,,5468795,,6037,,6237031
310M700US12100,"Atlantic City-Hammonton, NJ Metro Area",310M700US12100,,3154,,5244,,3,,8,,1303,,1369,,225,,0,,1303,,1369,,2154,,9136,,1217,,2775,,2523,,11911,,4019,,15405,,1532,,3437,,4245,,18842,,4876,,32130,,6527,,328718,,1232,,366092
310M700US12180,"Auburn, NY Micro Area",310M700US12180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M700US12220,"Auburn-Opelika, AL Metro Area",310M700US12220,,992,,1513,,390,,635,,933,,2613,,890,,1327,,1374,,3940,,1531,,6612,,1780,,4954,,2251,,11566,,1472,,2853,,2645,,7232,,3103,,10085,,4132,,26226,,4623,,173366,,2203,,201105
310M700US12260,"Augusta-Richmond County, GA-SC Metro Area",310M700US12260,,1675,,3401,,608,,1504,,969,,1327,,1398,,1563,,1750,,2890,,4826,,19535,,2644,,9740,,5436,,29275,,5162,,22390,,5232,,26252,,7276,,48642,,9499,,82311,,10226,,536196,,2469,,621908
310M700US12300,"Augusta-Waterville, ME Micro Area",310M700US12300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M700US12420,"Austin-Round Rock-San Marcos, TX Metro Area",310M700US12420,,4193,,23055,,1383,,3667,,1709,,3662,,2423,,4328,,2944,,7990,,9537,,64015,,7727,,69794,,11820,,133809,,9695,,69603,,12152,,156054,,14562,,225657,,16150,,371123,,16240,,2052268,,3298,,2446446
310M700US12540,"Bakersfield-Delano, CA Metro Area",310M700US12540,,1187,,2743,,245,,228,,963,,1309,,221,,0,,963,,1309,,3591,,14814,,2886,,11201,,4511,,26015,,3969,,16961,,6303,,29850,,7412,,46811,,8477,,74363,,8159,,825251,,2087,,902357
310M700US12580,"Baltimore-Columbia-Towson, MD Metro Area",310M700US12580,,3589,,15791,,773,,1161,,855,,3218,,1514,,3162,,1714,,6380,,6434,,50806,,5653,,38093,,8177,,88899,,9915,,114083,,7243,,73070,,12534,,187153,,14634,,283593,,15171,,2501615,,3507,,2800999
310M700US12620,"Bangor, ME Metro Area",310M700US12620,,614,,576,,1219,,2615,,312,,298,,92,,44,,361,,342,,1355,,3220,,2090,,3286,,2255,,6506,,1826,,6077,,726,,2179,,1949,,8256,,3144,,17719,,3310,,136317,,352,,154612
310M700US12660,"Baraboo, WI Micro Area",310M700US12660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M700US12700,"Barnstable Town, MA Metro Area",310M700US12700,,1782,,1398,,225,,0,,177,,194,,969,,946,,975,,1140,,1730,,6540,,2317,,5196,,2863,,11736,,2504,,7150,,1659,,2444,,2930,,9594,,4055,,22470,,4616,,207455,,272,,231323
310M700US12940,"Baton Rouge, LA Metro Area",310M700US12940,,1253,,3313,,370,,673,,1084,,1503,,1359,,1202,,1784,,2705,,4225,,17429,,2258,,8545,,4753,,25974,,5905,,37251,,7365,,33777,,10122,,71028,,11556,,100380,,11648,,761285,,1473,,864978
310M700US12980,"Battle Creek, MI Metro Area",310M700US12980,,786,,801,,345,,282,,389,,627,,33,,107,,388,,734,,698,,2742,,971,,1985,,1243,,4727,,1200,,3572,,1947,,3668,,2348,,7240,,2433,,12983,,2496,,117717,,603,,131501
310M700US13020,"Bay City, MI Metro Area",310M700US13020,,200,,114,,324,,274,,184,,0,,184,,0,,184,,0,,1180,,2035,,695,,923,,1301,,2958,,1504,,4166,,525,,1224,,1790,,5390,,2425,,8622,,2393,,93025,,418,,101761
310M700US13140,"Beaumont-Port Arthur, TX Metro Area",310M700US13140,,808,,1591,,789,,1429,,283,,308,,780,,993,,869,,1301,,1757,,6046,,1653,,5695,,2553,,11741,,4546,,20925,,3483,,11525,,6402,,32450,,6754,,46921,,6952,,341403,,1313,,389915
310M700US13180,"Beaver Dam, WI Micro Area",310M700US13180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M700US13220,"Beckley, WV Metro Area",310M700US13220,,340,,414,,412,,1285,,564,,796,,50,,27,,572,,823,,618,,1182,,1068,,978,,1277,,2160,,2135,,4579,,1677,,2238,,2688,,6817,,3191,,11085,,3336,,98880,,517,,110379
310M700US13380,"Bellingham, WA Metro Area",310M700US13380,,639,,994,,292,,327,,274,,378,,252,,182,,402,,560,,1489,,6115,,1630,,6085,,2192,,12200,,2723,,6454,,2681,,12125,,3547,,18579,,4263,,31666,,4272,,197847,,564,,230507
310M700US13460,"Bend, OR Metro Area",310M700US13460,,738,,1075,,1123,,791,,190,,358,,403,,652,,435,,1010,,2997,,7228,,1556,,4851,,3208,,12079,,2349,,7426,,2285,,8332,,2830,,15758,,4305,,29638,,4371,,227726,,747,,258439
310M700US13740,"Billings, MT Metro Area",310M700US13740,,27,,13,,866,,2193,,226,,230,,201,,394,,291,,624,,1048,,2285,,2211,,5022,,2448,,7307,,2900,,7451,,2181,,9653,,3319,,17104,,3967,,27228,,3932,,162090,,922,,189331
310M700US13780,"Binghamton, NY Metro Area",310M700US13780,,1248,,2145,,676,,817,,1398,,991,,363,,535,,1461,,1526,,1859,,5185,,743,,2062,,2122,,7247,,2814,,9791,,1437,,5409,,3061,,15200,,3847,,24790,,4036,,214816,,657,,241751
310M700US13820,"Birmingham, AL Metro Area",310M700US13820,,940,,2513,,677,,1329,,942,,2502,,929,,1753,,1557,,4255,,3603,,16468,,2321,,12659,,4492,,29127,,9918,,70716,,5544,,27943,,11813,,98659,,12012,,133370,,12390,,1036238,,2574,,1172121
310M700US13900,"Bismarck, ND Metro Area",310M700US13900,,590,,794,,802,,1794,,215,,203,,664,,698,,683,,901,,479,,553,,452,,825,,556,,1378,,1477,,3349,,1613,,5611,,2285,,8960,,2439,,13033,,2837,,119978,,954,,133805
310M700US13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",310M700US13980,,420,,959,,617,,1728,,218,,336,,181,,198,,267,,534,,1521,,9004,,1049,,3655,,1885,,12659,,1562,,4301,,2088,,9065,,2430,,13366,,2969,,28287,,3825,,150476,,3167,,179722
310M700US14010,"Bloomington, IL Metro Area",310M700US14010,,719,,834,,89,,72,,458,,1129,,167,,160,,514,,1289,,1361,,7444,,848,,3101,,1795,,10545,,1500,,5474,,2351,,6403,,2454,,11877,,2779,,23783,,2758,,143746,,757,,168363
310M700US14020,"Bloomington, IN Metro Area",310M700US14020,,953,,1627,,691,,789,,1589,,2397,,1086,,1018,,1967,,3415,,2015,,11066,,1697,,6630,,2749,,17696,,1985,,4255,,2573,,12640,,2903,,16895,,3273,,38795,,3625,,119328,,644,,159750
310M700US14100,"Bloomsburg-Berwick, PA Micro Area",310M700US14100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M700US14140,"Bluefield, WV-VA Micro Area",310M700US14140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M700US14260,"Boise City, ID Metro Area",310M700US14260,,2230,,5097,,564,,1170,,926,,2613,,1366,,3822,,1647,,6435,,3002,,17576,,2681,,13632,,4292,,31208,,6172,,49708,,3524,,27034,,6418,,76742,,7349,,115555,,8306,,697993,,3967,,818645
310M700US14460,"Boston-Cambridge-Newton, MA-NH Metro Area",310M700US14460,,6181,,48477,,835,,1982,,2130,,5274,,1285,,2411,,2646,,7685,,6307,,76288,,4481,,52789,,8466,,129077,,15377,,258916,,11383,,128382,,19645,,387298,,22028,,526042,,22360,,4297494,,4105,,4872013
310M700US14500,"Boulder, CO Metro Area",310M700US14500,,970,,2403,,691,,724,,419,,649,,177,,200,,475,,849,,2728,,16469,,4066,,22686,,4993,,39155,,3076,,11339,,2722,,14756,,3828,,26095,,5128,,66823,,5323,,256163,,670,,325389
310M700US14540,"Bowling Green, KY Metro Area",310M700US14540,,1317,,1441,,651,,1352,,641,,904,,1458,,1469,,1546,,2373,,3023,,6926,,2218,,4055,,3100,,10981,,1799,,4974,,2434,,6100,,2891,,11074,,4836,,25780,,5055,,162790,,2953,,190011
310M700US14580,"Bozeman, MT Metro Area",310M700US14580,,424,,417,,1940,,2488,,684,,776,,205,,168,,688,,944,,1603,,4168,,1663,,5227,,2360,,9395,,790,,1475,,1729,,6385,,1849,,7860,,3305,,20687,,3431,,103640,,685,,124744
310M700US14660,"Brainerd, MN Micro Area",310M700US14660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M700US14740,"Bremerton-Silverdale-Port Orchard, WA Metro Area",310M700US14740,,961,,2053,,344,,389,,891,,1838,,814,,1132,,1170,,2970,,1869,,6849,,2293,,7716,,2965,,14565,,3931,,9943,,2622,,8654,,4829,,18597,,6262,,36521,,6213,,237241,,653,,275815
310M700US14860,"Bridgeport-Stamford-Danbury, CT Metro Area",310M700US14860,,3532,,11885,,319,,312,,234,,383,,232,,303,,308,,686,,3548,,17633,,3521,,18029,,5283,,35662,,4493,,24566,,6750,,29404,,7807,,53970,,9652,,90630,,10570,,837922,,1505,,940437
310M700US14940,"Brigham City, UT-ID Micro Area",310M700US14940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M700US15180,"Brownsville-Harlingen, TX Metro Area",310M700US15180,,836,,969,,251,,167,,659,,639,,72,,51,,632,,690,,1619,,3318,,2139,,7030,,2899,,10348,,4568,,11632,,5232,,17007,,6258,,28639,,7271,,39844,,7580,,381551,,1108,,422364
310M700US15260,"Brunswick-St. Simons, GA Metro Area",310M700US15260,,350,,198,,445,,475,,497,,761,,596,,489,,783,,1250,,1246,,2662,,3468,,3719,,3357,,6381,,1821,,3585,,569,,1443,,1865,,5028,,3824,,13134,,5222,,101198,,3405,,114530
310M700US15380,"Buffalo-Cheektowaga, NY Metro Area",310M700US15380,,2579,,5537,,995,,1448,,1141,,3173,,540,,1093,,1308,,4266,,2614,,11893,,3550,,15343,,4770,,27236,,4404,,47145,,5737,,36136,,7296,,83281,,8815,,116231,,9653,,1023294,,1626,,1145062
310M700US15500,"Burlington, NC Metro Area",310M700US15500,,784,,1086,,265,,232,,112,,65,,220,,134,,254,,199,,2050,,5049,,3187,,5991,,3332,,11040,,2071,,5767,,887,,1837,,2241,,7604,,3992,,19075,,3961,,157148,,806,,177309
310M700US15540,"Burlington-South Burlington, VT Metro Area",310M700US15540,,319,,467,,991,,2299,,1061,,2121,,701,,955,,1111,,3076,,1528,,5482,,1253,,3132,,1774,,8614,,2738,,8550,,2052,,6493,,3486,,15043,,4260,,29032,,4343,,196150,,1398,,225649
310M700US15940,"Canton-Massillon, OH Metro Area",310M700US15940,,107,,103,,12,,7,,965,,1835,,278,,306,,1023,,2141,,2226,,5862,,2147,,4567,,3078,,10429,,2734,,12306,,3156,,8754,,3961,,21060,,4825,,33637,,4951,,361431,,1139,,395171
310M700US15980,"Cape Coral-Fort Myers, FL Metro Area",310M700US15980,,3327,,10893,,596,,1318,,689,,1466,,285,,344,,739,,1810,,4875,,26445,,2876,,11868,,5453,,38313,,7622,,31743,,5080,,22552,,8424,,54295,,8536,,95736,,9432,,719663,,2148,,826292
310M700US16020,"Cape Girardeau, MO-IL Metro Area",310M700US16020,,210,,0,,1649,,2568,,395,,521,,93,,73,,403,,594,,799,,1865,,1185,,2368,,1582,,4233,,2803,,4547,,1606,,3617,,3320,,8164,,3597,,15559,,4203,,81609,,2426,,97168
310M700US16180,"Carson City, NV Metro Area",310M700US16180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M700US16220,"Casper, WY Metro Area",310M700US16220,,7,,20,,355,,561,,653,,433,,825,,1155,,1003,,1588,,1461,,2940,,243,,316,,1455,,3256,,197,,338,,2135,,6801,,2142,,7139,,2877,,12544,,2902,,66984,,290,,79548
310M700US16300,"Cedar Rapids, IA Metro Area",310M700US16300,,1104,,1654,,755,,2362,,278,,398,,376,,423,,495,,821,,1505,,3534,,1298,,3441,,1958,,6975,,1997,,7377,,2844,,12298,,3516,,19675,,4100,,29833,,3878,,240943,,762,,272430
310M700US16500,"Centralia, WA Micro Area",310M700US16500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M700US16540,"Chambersburg, PA Metro Area",310M700US16540,,330,,377,,555,,456,,29,,100,,190,,0,,29,,100,,3090,,6120,,607,,1001,,3145,,7121,,2169,,7094,,604,,701,,2320,,7795,,3640,,15472,,3658,,140319,,618,,156168
310M700US16580,"Champaign-Urbana, IL Metro Area",310M700US16580,,1018,,2529,,594,,696,,312,,603,,561,,1137,,635,,1740,,1263,,7577,,1522,,7318,,1954,,14895,,1625,,5207,,2740,,11245,,3052,,16452,,3133,,33783,,3604,,198109,,1905,,234421
310M700US16620,"Charleston, WV Metro Area",310M700US16620,,297,,282,,824,,1173,,178,,184,,44,,22,,183,,206,,1093,,3421,,536,,1086,,1205,,4507,,2261,,6689,,1055,,2263,,2557,,8952,,2797,,14838,,2824,,185766,,1667,,200886
310M700US16700,"Charleston-North Charleston, SC Metro Area",310M700US16700,,2516,,6965,,1458,,3268,,1120,,1875,,210,,212,,1118,,2087,,3896,,25234,,4141,,19007,,6080,,44241,,8076,,46753,,6226,,28449,,9324,,75202,,10791,,124798,,11557,,706151,,2261,,837914
310M700US16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",310M700US16740,,4938,,22566,,4492,,8266,,1879,,4862,,1628,,3965,,2373,,8827,,7152,,59516,,7120,,49690,,10226,,109206,,9009,,92194,,10090,,104319,,13978,,196513,,17820,,322812,,17813,,2430902,,3670,,2776280
310M700US16820,"Charlottesville, VA Metro Area",310M700US16820,,1517,,2427,,716,,1364,,1146,,1217,,334,,343,,1224,,1560,,2319,,11357,,1861,,6368,,2913,,17725,,2324,,10125,,1854,,5566,,2852,,15691,,4612,,36340,,4800,,184273,,1662,,223040
310M700US16860,"Chattanooga, TN-GA Metro Area",310M700US16860,,923,,1442,,725,,1633,,442,,905,,409,,441,,541,,1346,,3194,,15879,,2489,,8905,,3716,,24784,,4165,,23192,,4229,,23512,,5200,,46704,,6230,,74467,,7418,,495706,,3545,,571615
310M700US16940,"Cheyenne, WY Metro Area",310M700US16940,,1038,,998,,250,,355,,208,,0,,902,,1191,,902,,1191,,752,,1250,,1894,,3541,,2183,,4791,,722,,1106,,1906,,4558,,2041,,5664,,2877,,12001,,3111,,86273,,653,,99272
310M700US16980,"Chicago-Naperville-Elgin, IL-IN Metro Area",310M700US16980,,11435,,83011,,971,,2849,,1462,,5605,,1313,,5804,,1867,,11409,,7577,,66027,,7571,,85392,,10771,,151419,,15498,,374253,,18230,,344392,,21389,,718645,,24332,,884322,,28727,,8204372,,5762,,9171705
310M700US17020,"Chico, CA Metro Area",310M700US17020,,921,,1180,,688,,838,,616,,678,,760,,782,,953,,1460,,2386,,7968,,1272,,3783,,2946,,11751,,2039,,4782,,2962,,15725,,3396,,20507,,3753,,34556,,3704,,169350,,746,,205086
310M700US17060,"Chillicothe, OH Micro Area",310M700US17060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M700US17140,"Cincinnati, OH-KY-IN Metro Area",310M700US17140,,2802,,12920,,1299,,4405,,1472,,3726,,920,,3837,,1674,,7563,,4341,,33905,,3909,,21979,,5479,,55884,,10736,,133199,,6866,,45306,,12123,,178505,,13949,,246357,,14528,,1988320,,4258,,2247597
310M700US17220,"Clarksburg, WV Micro Area",310M700US17220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M700US17300,"Clarksville, TN-KY Metro Area",310M700US17300,,1190,,3015,,1989,,4013,,656,,807,,830,,905,,1030,,1712,,3556,,13279,,2994,,11562,,4497,,24841,,1610,,7177,,4192,,16323,,4249,,23500,,6210,,54066,,6996,,273943,,3069,,331024
310M700US17340,"Clearlake, CA Micro Area",310M700US17340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M700US17410,"Cleveland, OH Metro Area",310M700US17410,,3373,,12465,,882,,1645,,664,,1766,,873,,2172,,1125,,3938,,4060,,26594,,2976,,17816,,5441,,44410,,8993,,111418,,7458,,54359,,11127,,165777,,13100,,215770,,13470,,1909664,,2614,,2137899
310M700US17420,"Cleveland, TN Metro Area",310M700US17420,,644,,643,,115,,98,,206,,333,,4,,4,,206,,337,,1479,,3745,,942,,1774,,1983,,5519,,2536,,5772,,2280,,5384,,3102,,11156,,3394,,17110,,3477,,110855,,514,,128608
310M700US17580,"Clovis, NM Micro Area",310M700US17580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310M700US17660,"Coeur d'Alene, ID Metro Area",310M700US17660,,160,,168,,410,,472,,258,,291,,1356,,2027,,1387,,2318,,3116,,8273,,1057,,2800,,3341,,11073,,1552,,3671,,1288,,3465,,1982,,7136,,3848,,20999,,3931,,161034,,707,,182201
310M700US17780,"College Station-Bryan, TX Metro Area",310M700US17780,,1705,,4664,,672,,1412,,1053,,2101,,850,,1298,,1390,,3399,,2572,,15865,,2418,,11660,,3872,,27525,,1748,,2869,,3521,,26746,,4229,,29615,,5974,,61951,,6410,,210823,,2490,,277438
310M700US17820,"Colorado Springs, CO Metro Area",310M700US17820,,2799,,7449,,1312,,2175,,1128,,2154,,956,,1259,,1476,,3413,,5429,,26404,,4864,,28431,,6717,,54835,,4890,,18469,,7354,,54975,,9128,,73444,,11272,,133867,,10931,,618691,,1771,,760007
310M700US17860,"Columbia, MO Metro Area",310M700US17860,,1166,,1667,,279,,544,,1432,,2591,,441,,547,,1527,,3138,,2398,,9134,,1660,,6782,,3082,,15916,,2014,,4199,,2596,,13550,,3364,,17749,,4064,,37347,,4882,,174041,,2200,,213055
310M700US17900,"Columbia, SC Metro Area",310M700US17900,,1831,,4690,,2162,,4233,,1959,,4202,,556,,1057,,1963,,5259,,3654,,25254,,2762,,13129,,4168,,38383,,7075,,47209,,3503,,17016,,7604,,64225,,8879,,112100,,8938,,731884,,2605,,848674
310M700US17980,"Columbus, GA-AL Metro Area",310M700US17980,,837,,1327,,670,,982,,579,,1239,,520,,647,,811,,1886,,3405,,14348,,1351,,6160,,3556,,20508,,2101,,5804,,4593,,16183,,4789,,21987,,5844,,45363,,6470,,278514,,2888,,325204
310M700US18020,"Columbus, IN Metro Area",310M700US18020,,1042,,945,,303,,325,,220,,135,,132,,99,,258,,234,,2048,,2520,,738,,1566,,2265,,4086,,1207,,1790,,1498,,3764,,2080,,5554,,2956,,10199,,3281,,72056,,435,,83200
310M700US18140,"Columbus, OH Metro Area",310M700US18140,,3870,,18353,,1466,,3938,,1623,,5762,,918,,3264,,2038,,9026,,4524,,35718,,3567,,24242,,6001,,59960,,8886,,86613,,10630,,131976,,13860,,218589,,14436,,291513,,14518,,1844155,,2874,,2154021
