NAME,B07201_014E,B07201_013E,B07201_012E,B07201_011E,B07201_010E,B07201_009E,B07201_008E,B07201_007E,B07201_006E,B07201_005E,B07201_004E,B07201_003E,B07201_002E,B07201_001E
"Springfield, OH",518.0,285.0,451.0,746.0,1197.0,3685.0,1212.0,4897.0,7368.0,7669.0,15037.0,21416.0,111228.0,133162.0
"State College, PA",3191.0,400.0,1756.0,0.0,1756.0,11707.0,4282.0,15989.0,7006.0,9280.0,16286.0,34431.0,123736.0,161358.0
"Statesboro, GA Micro Area",,,,,,,,,,,,,,
"Staunton-Waynesboro, VA",705.0,474.0,386.0,0.0,386.0,4718.0,3059.0,7777.0,8725.0,4003.0,12728.0,21365.0,99085.0,121155.0
"Stevens Point, WI Micro Area",,,,,,,,,,,,,,
"Stillwater, OK Micro Area",,,,,,,,,,,,,,
"Stockton-Lodi, CA",4857.0,1093.0,224.0,384.0,608.0,15257.0,14593.0,29850.0,21956.0,36580.0,58536.0,90087.0,641530.0,736474.0
"Sumter, SC",467.0,913.0,101.0,247.0,348.0,1982.0,1620.0,3602.0,4861.0,6285.0,11146.0,16009.0,89268.0,105744.0
"Syracuse, NY",4343.0,819.0,1706.0,610.0,2316.0,12468.0,7706.0,20174.0,36559.0,22526.0,59085.0,82394.0,561561.0,648298.0
"Talladega-Sylacauga, AL Micro Area",,,,,,,,,,,,,,
"Tallahassee, FL",1348.0,1976.0,499.0,554.0,1053.0,19428.0,9595.0,29023.0,10981.0,33094.0,44075.0,76127.0,304444.0,381919.0
"Tampa-St. Petersburg-Clearwater, FL",27566.0,4277.0,4025.0,3555.0,7580.0,75931.0,50151.0,126082.0,233578.0,130317.0,363895.0,501834.0,2530830.0,3060230.0
"Terre Haute, IN",180.0,2442.0,563.0,1507.0,2070.0,3260.0,1935.0,5195.0,7474.0,11754.0,19228.0,28935.0,134608.0,163723.0
"Texarkana, TX-AR",179.0,1111.0,1138.0,552.0,1690.0,1128.0,1059.0,2187.0,8193.0,2784.0,10977.0,15965.0,134442.0,150586.0
"The Villages, FL",539.0,873.0,341.0,85.0,426.0,8619.0,843.0,9462.0,1575.0,2183.0,3758.0,14519.0,109712.0,124770.0
"Toledo, OH",1937.0,1601.0,3971.0,1527.0,5498.0,11438.0,6969.0,18407.0,32725.0,35130.0,67855.0,93361.0,500727.0,596025.0
