NAME,B07201_014E,B07201_013E,B07201_012E,B07201_011E,B07201_010E,B07201_009E,B07201_008E,B07201_007E,B07201_006E,B07201_005E,B07201_004E,B07201_003E,B07201_002E,B07201_001E
"Decatur, IL",254.0,837.0,381.0,18.0,399.0,1359.0,1079.0,2438.0,1402.0,10363.0,11765.0,15439.0,91326.0,107019.0
"Deltona-Daytona Beach-Ormond Beach, FL",2052.0,1090.0,2080.0,1160.0,3240.0,19236.0,7802.0,27038.0,22201.0,13828.0,36029.0,67397.0,421187.0,490636.0
"Denver-Aurora-Broomfield, CO",12267.0,6492.0,4627.0,5711.0,10338.0,49717.0,47220.0,96937.0,165736.0,156873.0,322609.0,436376.0,2066312.0,2514955.0
"Des Moines-West Des Moines, IA",3065.0,2805.0,2362.0,1673.0,4035.0,5406.0,9978.0,15384.0,29791.0,41773.0,71564.0,93788.0,458637.0,555490.0
"Detroit-Warren-Livonia, MI",26605.0,5799.0,3622.0,4535.0,8157.0,35574.0,25822.0,61396.0,259711.0,235426.0,495137.0,570489.0,3755433.0,4352527.0
"Dothan, AL",765.0,930.0,1600.0,783.0,2383.0,2221.0,1601.0,3822.0,5200.0,5900.0,11100.0,18235.0,121769.0,140769.0
"Dover, DE",408.0,0.0,482.0,513.0,995.0,3624.0,3883.0,7507.0,10655.0,4289.0,14944.0,23446.0,132250.0,156104.0
"DuBois, PA Micro Area",,,,,,,,,,,,,,
"Dubuque, IA",140.0,765.0,532.0,255.0,787.0,661.0,1266.0,1927.0,1614.0,6963.0,8577.0,12056.0,79639.0,91835.0
"Duluth, MN-WI",927.0,3712.0,460.0,1137.0,1597.0,4262.0,3503.0,7765.0,13695.0,18197.0,31892.0,44966.0,228681.0,274574.0
"Dunn, NC Micro Area",,,,,,,,,,,,,,
"Durham-Chapel Hill, NC",3460.0,1538.0,1935.0,1760.0,3695.0,14479.0,15049.0,29528.0,20139.0,46434.0,66573.0,101334.0,389018.0,493812.0
"East Liverpool-Salem, OH Micro Area",,,,,,,,,,,,,,
"East Stroudsburg, PA Micro Area",,,,,,,,,,,,,,
"Eau Claire, WI",367.0,3207.0,835.0,1346.0,2181.0,4880.0,677.0,5557.0,7036.0,10543.0,17579.0,28524.0,129377.0,158268.0
"El Centro, CA",1781.0,221.0,44.0,338.0,382.0,3630.0,3458.0,7088.0,12464.0,5037.0,17501.0,25192.0,137459.0,164432.0
"Elizabethtown, KY",1747.0,503.0,926.0,487.0,1413.0,4704.0,3943.0,8647.0,6034.0,1508.0,7542.0,18105.0,91749.0,111601.0
"Elkhart-Goshen, IN",470.0,817.0,1206.0,101.0,1307.0,3261.0,3782.0,7043.0,5525.0,11754.0,17279.0,26446.0,169894.0,196810.0
"Elmira, NY",200.0,586.0,1958.0,377.0,2335.0,3385.0,1054.0,4439.0,2164.0,4416.0,6580.0,13940.0,73538.0,87678.0
