NAME,B07201_014E,B07201_013E,B07201_012E,B07201_011E,B07201_010E,B07201_009E,B07201_008E,B07201_007E,B07201_006E,B07201_005E,B07201_004E,B07201_003E,B07201_002E,B07201_001E
"Albany-Schenectady-Troy, NY",4172.0,1476.0,2235.0,1567.0,3802.0,14957.0,9670.0,24627.0,53649.0,25219.0,78868.0,108773.0,759020.0,871965.0
"Albertville, AL Micro Area",,,,,,,,,,,,,,
"Albuquerque, NM",2017.0,1451.0,6163.0,3971.0,10134.0,9775.0,17805.0,27580.0,27374.0,59324.0,86698.0,125863.0,766427.0,894307.0
"Alexandria, LA",119.0,630.0,2096.0,98.0,2194.0,1164.0,1558.0,2722.0,4632.0,3622.0,8254.0,13800.0,138931.0,152850.0
"Allentown-Bethlehem-Easton, PA-NJ",4808.0,493.0,791.0,153.0,944.0,17058.0,9305.0,26363.0,36099.0,26875.0,62974.0,90774.0,725282.0,820864.0
"Altoona, PA",52.0,1086.0,500.0,0.0,500.0,924.0,879.0,1803.0,5790.0,4342.0,10132.0,13521.0,111398.0,124971.0
"Amarillo, TX",1638.0,4149.0,578.0,2215.0,2793.0,5304.0,2504.0,7808.0,3724.0,23956.0,27680.0,42430.0,213786.0,257854.0
"Ames, IA",1710.0,4183.0,847.0,1070.0,1917.0,6042.0,2770.0,8812.0,2319.0,13165.0,15484.0,30396.0,60806.0,92912.0
"Anchorage, AK",2117.0,6078.0,1778.0,2168.0,3946.0,6593.0,8900.0,15493.0,9695.0,35788.0,45483.0,71000.0,319395.0,392512.0
"Ann Arbor, MI",7173.0,1109.0,1034.0,953.0,1987.0,17784.0,13983.0,31767.0,22208.0,20111.0,42319.0,77182.0,268250.0,352605.0
"Anniston-Oxford-Jacksonville, AL",0.0,1403.0,802.0,1383.0,2185.0,3553.0,2122.0,5675.0,4615.0,6986.0,11601.0,20864.0,93368.0,114232.0
"Appleton, WI",659.0,844.0,1047.0,596.0,1643.0,4320.0,4279.0,8599.0,8291.0,4256.0,12547.0,23633.0,204557.0,228849.0
"Arecibo, PR",,,,,,,,,,,,,,
"Asheville, NC",876.0,2299.0,3247.0,476.0,3723.0,12486.0,8779.0,21265.0,26986.0,11946.0,38932.0,66219.0,372137.0,439232.0
"Ashtabula, OH Micro Area",,,,,,,,,,,,,,
"Athens, TX Micro Area",,,,,,,,,,,,,,
"Athens-Clarke County, GA",963.0,1714.0,712.0,278.0,990.0,14359.0,4917.0,19276.0,2456.0,18702.0,21158.0,43138.0,150377.0,194478.0
"Atlanta-Sandy Springs-Roswell, GA",32948.0,14083.0,11551.0,9544.0,21095.0,78788.0,84648.0,163436.0,485619.0,137931.0,623550.0,822164.0,4686276.0,5541388.0
"Atlantic City-Hammonton, NJ",132.0,0.0,0.0,240.0,240.0,8351.0,2073.0,10424.0,14952.0,5926.0,20878.0,31542.0,241168.0,272842.0
"Auburn, NY Micro Area",,,,,,,,,,,,,,
"Auburn-Opelika, AL",864.0,2595.0,433.0,819.0,1252.0,5166.0,6050.0,11216.0,4979.0,14468.0,19447.0,34510.0,117536.0,152910.0
"Augusta-Richmond County, GA-SC",4821.0,3800.0,1527.0,714.0,2241.0,13302.0,6564.0,19866.0,33989.0,18599.0,52588.0,78495.0,491821.0,575137.0
"Augusta-Waterville, ME Micro Area",,,,,,,,,,,,,,
"Austin-Round Rock, TX",17672.0,4849.0,3788.0,5987.0,9775.0,43908.0,60256.0,104164.0,81025.0,167930.0,248955.0,367743.0,1533882.0,1919297.0
"Bakersfield, CA",4605.0,1859.0,1172.0,1118.0,2290.0,17519.0,19110.0,36629.0,47241.0,49380.0,96621.0,137399.0,720978.0,862982.0
"Baltimore-Columbia-Towson, MD",17958.0,1784.0,2136.0,1228.0,3364.0,55245.0,31426.0,86671.0,160192.0,102497.0,262689.0,354508.0,2383587.0,2756053.0
"Bangor, ME",272.0,3544.0,570.0,581.0,1151.0,4268.0,2486.0,6754.0,8707.0,3137.0,11844.0,23293.0,128787.0,152352.0
"Barnstable Town, MA",1440.0,34.0,216.0,0.0,216.0,5397.0,1639.0,7036.0,8894.0,2743.0,11637.0,18923.0,192875.0,213238.0
"Baton Rouge, LA",3249.0,1882.0,2513.0,763.0,3276.0,20700.0,13496.0,34196.0,57491.0,28013.0,85504.0,124858.0,689613.0,817720.0
"Battle Creek, MI",356.0,26.0,200.0,878.0,1078.0,4186.0,2393.0,6579.0,10540.0,5926.0,16466.0,24149.0,108353.0,132858.0
"Blacksburg-Christiansburg-Radford, VA",1854.0,1998.0,226.0,83.0,309.0,10721.0,5399.0,16120.0,6106.0,12902.0,19008.0,37435.0,140154.0,179443.0
"Bay City, MI",208.0,923.0,205.0,27.0,232.0,1470.0,1703.0,3173.0,3275.0,5763.0,9038.0,13366.0,91757.0,105331.0
"Beaumont-Port Arthur, TX",417.0,3056.0,786.0,1084.0,1870.0,9791.0,6300.0,16091.0,21481.0,15393.0,36874.0,57891.0,340975.0,399283.0
"Beaver Dam, WI Micro Area",,,,,,,,,,,,,,
"Beckley, WV",268.0,1138.0,258.0,49.0,307.0,1385.0,958.0,2343.0,4678.0,1446.0,6124.0,9912.0,111783.0,121963.0
"Bellingham, WA",1704.0,225.0,485.0,123.0,608.0,6095.0,4088.0,10183.0,8821.0,13527.0,22348.0,33364.0,170942.0,206010.0
"Bend-Redmond, OR",213.0,1241.0,247.0,417.0,664.0,3912.0,3477.0,7389.0,3962.0,13266.0,17228.0,26522.0,141330.0,168065.0
"Billings, MT",45.0,2309.0,359.0,863.0,1222.0,1970.0,1894.0,3864.0,4980.0,10665.0,15645.0,23040.0,142801.0,165886.0
"Binghamton, NY",1354.0,2799.0,843.0,485.0,1328.0,5341.0,4233.0,9574.0,14792.0,8147.0,22939.0,36640.0,206648.0,244642.0
"Birmingham-Hoover, AL",3236.0,2628.0,2885.0,1992.0,4877.0,17463.0,17657.0,35120.0,79187.0,48866.0,128053.0,170678.0,954665.0,1128579.0
"Bismarck, ND",78.0,2549.0,354.0,1349.0,1703.0,1892.0,2186.0,4078.0,4457.0,5575.0,10032.0,18362.0,106277.0,124717.0
"Bloomington, IL",1286.0,822.0,1021.0,215.0,1236.0,8223.0,2803.0,11026.0,10978.0,8835.0,19813.0,32897.0,153031.0,187214.0
"Bloomington, IN",5065.0,427.0,1094.0,1240.0,2334.0,12676.0,7031.0,19707.0,7148.0,16139.0,23287.0,45755.0,111764.0,162584.0
"Bloomsburg-Berwick, PA",86.0,232.0,1413.0,130.0,1543.0,3093.0,741.0,3834.0,2766.0,2427.0,5193.0,10802.0,74061.0,84949.0
"Bluefield, WV-VA Micro Area",,,,,,,,,,,,,,
"Boise City, ID",2378.0,3314.0,5428.0,2281.0,7709.0,9659.0,11412.0,21071.0,40587.0,37069.0,77656.0,109750.0,546577.0,658705.0
"Boston-Cambridge-Newton, MA-NH",56888.0,2110.0,5727.0,2492.0,8219.0,80347.0,55725.0,136072.0,307211.0,128445.0,435656.0,582057.0,4041279.0,4680224.0
"Boulder, CO",3924.0,609.0,1820.0,529.0,2349.0,17755.0,14718.0,32473.0,16183.0,17253.0,33436.0,68867.0,237284.0,310075.0
"Bowling Green, KY",641.0,1978.0,1483.0,521.0,2004.0,5621.0,3631.0,9252.0,10133.0,11697.0,21830.0,35064.0,127757.0,163462.0
"Bozeman, MT Micro Area",,,,,,,,,,,,,,
"Brainerd, MN Micro Area",,,,,,,,,,,,,,
"Branson, MO Micro Area",,,,,,,,,,,,,,
"Bremerton-Silverdale, WA",3974.0,746.0,1513.0,1083.0,2596.0,10976.0,8406.0,19382.0,16984.0,13412.0,30396.0,53120.0,194419.0,251513.0
"Bridgeport-Stamford-Norwalk, CT",12249.0,41.0,1730.0,718.0,2448.0,19077.0,11834.0,30911.0,22557.0,44072.0,66629.0,100029.0,823068.0,935346.0
"Brunswick, GA",74.0,239.0,389.0,1539.0,1928.0,4065.0,1716.0,5781.0,8232.0,4600.0,12832.0,20780.0,90373.0,111227.0
"Buffalo-Cheektowaga-Niagara Falls, NY",5595.0,1139.0,1850.0,1154.0,3004.0,11432.0,10373.0,21805.0,50813.0,45234.0,96047.0,121995.0,995671.0,1123261.0
"Burlington, NC",341.0,257.0,7.0,169.0,176.0,4610.0,3927.0,8537.0,5756.0,6037.0,11793.0,20763.0,133323.0,154427.0
"Burlington-South Burlington, VT",864.0,2512.0,1017.0,255.0,1272.0,5356.0,2423.0,7779.0,13026.0,10306.0,23332.0,34895.0,177869.0,213628.0
"California-Lexington Park, MD",1209.0,214.0,0.0,382.0,382.0,4397.0,2959.0,7356.0,4582.0,4771.0,9353.0,17305.0,90646.0,109160.0
"Canton-Massillon, OH",529.0,369.0,2747.0,2267.0,5014.0,6422.0,3377.0,9799.0,19049.0,16650.0,35699.0,50881.0,347822.0,399232.0
"Cape Coral-Fort Myers, FL",5194.0,1675.0,890.0,638.0,1528.0,25468.0,12713.0,38181.0,43173.0,26509.0,69682.0,111066.0,555803.0,672063.0
"Cape Girardeau, MO-IL",347.0,887.0,1134.0,332.0,1466.0,1722.0,1607.0,3329.0,5677.0,4992.0,10669.0,16351.0,79782.0,96480.0
"Carbondale-Marion, IL",198.0,2205.0,429.0,276.0,705.0,4494.0,2928.0,7422.0,6140.0,6370.0,12510.0,22842.0,102500.0,125540.0
"Carson City, NV",0.0,550.0,2884.0,427.0,3311.0,3771.0,1349.0,5120.0,0.0,4226.0,4226.0,13207.0,40965.0,54172.0
"Casper, WY",159.0,719.0,573.0,545.0,1118.0,1173.0,837.0,2010.0,2216.0,6561.0,8777.0,12624.0,68040.0,80823.0
"Cedar Rapids, IA",1462.0,1815.0,745.0,356.0,1101.0,2894.0,4402.0,7296.0,9212.0,12841.0,22053.0,32265.0,226694.0,260421.0
"Centralia, WA Micro Area",,,,,,,,,,,,,,
"Chambersburg-Waynesboro, PA",344.0,292.0,772.0,0.0,772.0,2187.0,2725.0,4912.0,5728.0,3342.0,9070.0,15046.0,135170.0,150560.0
"Champaign-Urbana, IL",3486.0,1722.0,126.0,936.0,1062.0,14991.0,10382.0,25373.0,8327.0,20295.0,28622.0,56779.0,175763.0,236028.0
"Charleston, WV",424.0,1274.0,675.0,413.0,1088.0,2282.0,3869.0,6151.0,18133.0,4431.0,22564.0,31077.0,189267.0,220768.0
"Charleston-Mattoon, IL Micro Area",,,,,,,,,,,,,,
"Charleston-North Charleston, SC",1750.0,2745.0,2074.0,2916.0,4990.0,21622.0,17273.0,38895.0,51311.0,31157.0,82468.0,129098.0,589255.0,720103.0
"Charlotte-Concord-Gastonia, NC-SC",9596.0,3106.0,6835.0,5731.0,12566.0,54703.0,36924.0,91627.0,102208.0,152752.0,254960.0,362259.0,1979276.0,2351131.0
"Charlottesville, VA",1565.0,2408.0,265.0,97.0,362.0,10182.0,5886.0,16068.0,17050.0,6301.0,23351.0,42189.0,181982.0,225736.0
"Chattanooga, TN-GA",628.0,2635.0,1224.0,529.0,1753.0,10396.0,5144.0,15540.0,28137.0,28466.0,56603.0,76531.0,459374.0,536533.0
"Cheyenne, WY",685.0,627.0,416.0,1779.0,2195.0,993.0,1459.0,2452.0,2731.0,5211.0,7942.0,13216.0,81428.0,95329.0
"Chicago-Naperville-Elgin, IL-IN-WI",57019.0,7919.0,9173.0,6965.0,16138.0,79515.0,87307.0,166822.0,529388.0,457767.0,987155.0,1178034.0,8202790.0,9437843.0
"Brownsville-Harlingen, TX",3793.0,192.0,0.0,453.0,453.0,2891.0,2269.0,5160.0,10942.0,20080.0,31022.0,36827.0,374210.0,414830.0
"Chico, CA",510.0,1577.0,1298.0,1345.0,2643.0,6651.0,4358.0,11009.0,13145.0,14268.0,27413.0,42642.0,179338.0,222490.0
"Chillicothe, OH Micro Area",,,,,,,,,,,,,,
"Cincinnati, OH-KY-IN",9153.0,6755.0,4958.0,3427.0,8385.0,30692.0,20833.0,51525.0,178866.0,64345.0,243211.0,309876.0,1805543.0,2124572.0
"Claremont-Lebanon, NH-VT Micro Area",,,,,,,,,,,,,,
"Clarksburg, WV Micro Area",,,,,,,,,,,,,,
"Clarksville, TN-KY",4100.0,2524.0,462.0,1294.0,1756.0,11539.0,6817.0,18356.0,12787.0,19067.0,31854.0,54490.0,215757.0,274347.0
"Clearlake, CA Micro Area",,,,,,,,,,,,,,
"Cleveland, TN",251.0,316.0,1732.0,563.0,2295.0,2993.0,1783.0,4776.0,5869.0,5509.0,11378.0,18765.0,99009.0,118025.0
"Cleveland-Elyria, OH",9811.0,1415.0,4783.0,2641.0,7424.0,21425.0,17510.0,38935.0,151490.0,73546.0,225036.0,272810.0,1758807.0,2041428.0
"Coeur d'Alene, ID",196.0,1844.0,843.0,1820.0,2663.0,4080.0,2137.0,6217.0,10699.0,6608.0,17307.0,28031.0,117212.0,145439.0
"College Station-Bryan, TX",4504.0,4073.0,1018.0,778.0,1796.0,16457.0,9150.0,25607.0,4396.0,32445.0,36841.0,68317.0,164301.0,237122.0
"Colorado Springs, CO",5845.0,1989.0,1964.0,4181.0,6145.0,27522.0,21108.0,48630.0,30809.0,68132.0,98941.0,155705.0,516648.0,678198.0
"Columbia, MO",1284.0,482.0,694.0,907.0,1601.0,5692.0,6820.0,12512.0,4416.0,19149.0,23565.0,38160.0,131168.0,170612.0
"Columbia, SC",5671.0,3357.0,2419.0,2679.0,5098.0,29933.0,16377.0,46310.0,53725.0,21586.0,75311.0,130076.0,656526.0,792273.0
"Columbus, GA-AL",1790.0,2016.0,685.0,549.0,1234.0,13855.0,6593.0,20448.0,11941.0,25826.0,37767.0,61465.0,244771.0,308026.0
"Columbus, IN",468.0,7.0,114.0,412.0,526.0,1444.0,610.0,2054.0,2583.0,3815.0,6398.0,8985.0,70260.0,79713.0
"Columbus, OH",10255.0,1661.0,7162.0,6022.0,13184.0,40649.0,28687.0,69336.0,113082.0,139361.0,252443.0,336624.0,1623150.0,1970029.0
"Concord, NH Micro Area",,,,,,,,,,,,,,
"Cookeville, TN Micro Area",,,,,,,,,,,,,,
"Coos Bay, OR Micro Area",,,,,,,,,,,,,,
"Corning, NY Micro Area",,,,,,,,,,,,,,
"Corpus Christi, TX",532.0,1134.0,2921.0,2912.0,5833.0,7435.0,10510.0,17945.0,11532.0,38605.0,50137.0,75049.0,362147.0,437728.0
"Corvallis, OR",1503.0,254.0,298.0,629.0,927.0,4614.0,4932.0,9546.0,1432.0,8975.0,10407.0,21134.0,62886.0,85523.0
"Crestview-Fort Walton Beach-Destin, FL",2038.0,1793.0,582.0,858.0,1440.0,10239.0,4977.0,15216.0,15076.0,7497.0,22573.0,41022.0,211257.0,254317.0
"Cullman, AL Micro Area",,,,,,,,,,,,,,
"Des Moines-West Des Moines, IA",2425.0,2696.0,1528.0,2288.0,3816.0,11829.0,11432.0,23261.0,31668.0,41485.0,73153.0,102926.0,496920.0,602271.0
"Detroit-Warren-Dearborn, MI",21604.0,5955.0,5207.0,2639.0,7846.0,43299.0,32189.0,75488.0,266394.0,185309.0,451703.0,540992.0,3683545.0,4246141.0
"Cumberland, MD-WV",70.0,623.0,13.0,26.0,39.0,1461.0,1137.0,2598.0,6627.0,3462.0,10089.0,13349.0,86282.0,99701.0
"Dallas-Fort Worth-Arlington, TX",50590.0,14777.0,10493.0,12383.0,22876.0,93311.0,104334.0,197645.0,397200.0,487517.0,884717.0,1120015.0,5687548.0,6858153.0
"Dalton, GA",224.0,141.0,56.0,236.0,292.0,2816.0,1560.0,4376.0,6284.0,2282.0,8566.0,13375.0,127903.0,141502.0
"Danville, IL",6.0,349.0,49.0,253.0,302.0,1487.0,998.0,2485.0,4294.0,3802.0,8096.0,11232.0,67645.0,78883.0
"Danville, VA Micro Area",,,,,,,,,,,,,,
"Daphne-Fairhope-Foley, AL",98.0,412.0,393.0,7.0,400.0,5208.0,4719.0,9927.0,7284.0,2756.0,10040.0,20779.0,176130.0,197007.0
"Davenport-Moline-Rock Island, IA-IL",734.0,776.0,1036.0,1960.0,2996.0,4050.0,4517.0,8567.0,11650.0,21829.0,33479.0,45818.0,331339.0,377891.0
"Dayton, OH",2651.0,2284.0,1879.0,2279.0,4158.0,17706.0,9017.0,26723.0,74695.0,29865.0,104560.0,137725.0,651421.0,791797.0
"Decatur, AL",158.0,415.0,71.0,200.0,271.0,2822.0,1393.0,4215.0,8080.0,7147.0,15227.0,20128.0,131420.0,151706.0
"Decatur, IL",292.0,72.0,214.0,506.0,720.0,1236.0,2701.0,3937.0,3436.0,9133.0,12569.0,17298.0,89565.0,107155.0
"Deltona-Daytona Beach-Ormond Beach, FL",3069.0,1517.0,2354.0,459.0,2813.0,23242.0,9807.0,33049.0,25683.0,10339.0,36022.0,73401.0,526969.0,603439.0
"Denver-Aurora-Lakewood, CO",17016.0,5127.0,7024.0,6009.0,13033.0,53885.0,59201.0,113086.0,162322.0,200258.0,362580.0,493826.0,2211252.0,2722094.0
"Dothan, AL",112.0,782.0,1229.0,672.0,1901.0,1974.0,1203.0,3177.0,6384.0,8380.0,14764.0,20624.0,125496.0,146232.0
"Dover, DE",730.0,335.0,214.0,34.0,248.0,7593.0,2665.0,10258.0,8176.0,6856.0,15032.0,25873.0,143501.0,170104.0
"DuBois, PA Micro Area",,,,,,,,,,,,,,
"Dubuque, IA",282.0,1415.0,138.0,501.0,639.0,2354.0,1550.0,3904.0,1530.0,7411.0,8941.0,14899.0,80343.0,95524.0
"Duluth, MN-WI",833.0,1897.0,899.0,508.0,1407.0,5780.0,3162.0,8942.0,15989.0,12901.0,28890.0,41136.0,235624.0,277593.0
"Dunn, NC Micro Area",,,,,,,,,,,,,,
"Durham-Chapel Hill, NC",5173.0,783.0,1394.0,942.0,2336.0,14959.0,18512.0,33471.0,20225.0,44814.0,65039.0,101629.0,429631.0,536433.0
"East Stroudsburg, PA",,,,,,,,,,,,,,
"Eau Claire, WI",893.0,2802.0,980.0,634.0,1614.0,3977.0,1526.0,5503.0,7005.0,9405.0,16410.0,26329.0,136476.0,163698.0
"El Centro, CA",2605.0,109.0,72.0,70.0,142.0,1621.0,2850.0,4471.0,16101.0,6023.0,22124.0,26846.0,145923.0,175374.0
"Elmira, NY",548.0,279.0,1239.0,468.0,1707.0,1207.0,785.0,1992.0,5167.0,2564.0,7731.0,11709.0,74840.0,87097.0
"El Paso, TX",13703.0,921.0,888.0,1343.0,2231.0,12973.0,10912.0,23885.0,9853.0,61771.0,71624.0,98661.0,709938.0,822302.0
"Erie, PA",1097.0,436.0,1537.0,351.0,1888.0,4688.0,3075.0,7763.0,12074.0,17613.0,29687.0,39774.0,234178.0,275049.0
"Eugene, OR",2556.0,1199.0,1839.0,1045.0,2884.0,10098.0,10452.0,20550.0,18697.0,28078.0,46775.0,71408.0,280853.0,354817.0
"Eureka-Arcata-Fortuna, CA Micro Area",,,,,,,,,,,,,,
"Evansville, IN-KY",1053.0,1753.0,402.0,792.0,1194.0,2094.0,3606.0,5700.0,14566.0,18004.0,32570.0,41217.0,269598.0,311868.0
"Fairbanks, AK",1096.0,3254.0,1105.0,407.0,1512.0,3967.0,3627.0,7594.0,7952.0,7521.0,15473.0,27833.0,68602.0,97531.0
"Elizabeth City, NC Micro Area",,,,,,,,,,,,,,
"Elizabethtown-Fort Knox, KY",972.0,2325.0,682.0,158.0,840.0,5054.0,4327.0,9381.0,10861.0,9012.0,19873.0,32419.0,116402.0,149793.0
"Elkhart-Goshen, IN",626.0,846.0,440.0,527.0,967.0,2747.0,1838.0,4585.0,6042.0,11996.0,18038.0,24436.0,173809.0,198871.0
"Fargo, ND-MN",296.0,3335.0,1955.0,1361.0,3316.0,5869.0,5316.0,11185.0,11152.0,18159.0,29311.0,47147.0,177423.0,224866.0
"Faribault-Northfield, MN Micro Area",,,,,,,,,,,,,,
"Farmington, MO Micro Area",,,,,,,,,,,,,,
"Farmington, NM",239.0,378.0,474.0,40.0,514.0,2304.0,985.0,3289.0,4787.0,2118.0,6905.0,11086.0,110742.0,122067.0
"Fayetteville, NC",5059.0,1238.0,3856.0,2788.0,6644.0,12641.0,9964.0,22605.0,9341.0,25020.0,34361.0,64848.0,302038.0,371945.0
"Fayetteville-Springdale-Rogers, AR-MO",2899.0,4842.0,1198.0,2776.0,3974.0,9658.0,8452.0,18110.0,24140.0,36710.0,60850.0,87776.0,405518.0,496193.0
"Findlay, OH Micro Area",,,,,,,,,,,,,,
"Flagstaff, AZ",492.0,468.0,861.0,59.0,920.0,7390.0,5425.0,12815.0,2652.0,9761.0,12413.0,26616.0,108947.0,136055.0
"Flint, MI",329.0,1706.0,243.0,169.0,412.0,8823.0,5664.0,14487.0,24878.0,17366.0,42244.0,58849.0,348611.0,407789.0
"Florence, SC",233.0,2190.0,506.0,330.0,836.0,2697.0,2109.0,4806.0,13567.0,5883.0,19450.0,27282.0,176925.0,204440.0
"Florence-Muscle Shoals, AL",307.0,315.0,465.0,22.0,487.0,4176.0,1768.0,5944.0,8056.0,9245.0,17301.0,24047.0,121771.0,146125.0
"Fond du Lac, WI",83.0,713.0,694.0,23.0,717.0,1694.0,1000.0,2694.0,1627.0,4875.0,6502.0,10626.0,90234.0,100943.0
"Forest City, NC Micro Area",,,,,,,,,,,,,,
"Fort Collins, CO",1486.0,1548.0,1945.0,1667.0,3612.0,13213.0,12019.0,25232.0,13129.0,25996.0,39125.0,69517.0,249989.0,320992.0
"Fort Smith, AR-OK",283.0,1739.0,593.0,565.0,1158.0,3400.0,3338.0,6738.0,21315.0,9328.0,30643.0,40278.0,235599.0,276160.0
"Fort Wayne, IN",1041.0,921.0,2374.0,2152.0,4526.0,4402.0,4620.0,9022.0,8692.0,35477.0,44169.0,58638.0,361244.0,420923.0
"Frankfort, KY Micro Area",,,,,,,,,,,,,,
"Fresno, CA",6401.0,368.0,406.0,272.0,678.0,12485.0,17272.0,29757.0,42349.0,79507.0,121856.0,152659.0,794187.0,953247.0
"Gadsden, AL",203.0,559.0,963.0,172.0,1135.0,1369.0,756.0,2125.0,4983.0,3983.0,8966.0,12785.0,89386.0,102374.0
"Gainesville, FL",2664.0,2663.0,289.0,416.0,705.0,13715.0,9538.0,23253.0,12964.0,24535.0,37499.0,64120.0,203409.0,270193.0
"Gainesville, GA",485.0,626.0,1021.0,821.0,1842.0,5846.0,1415.0,7261.0,9411.0,3555.0,12966.0,22695.0,164899.0,188079.0
"Gallup, NM Micro Area",,,,,,,,,,,,,,
"Gettysburg, PA",234.0,282.0,152.0,0.0,152.0,3327.0,723.0,4050.0,5419.0,1717.0,7136.0,11620.0,89101.0,100955.0
"Glenwood Springs, CO Micro Area",,,,,,,,,,,,,,
"Goldsboro, NC",980.0,433.0,3204.0,248.0,3452.0,3567.0,2726.0,6293.0,7040.0,3817.0,10857.0,21035.0,100569.0,122584.0
