NAME,B07201_014E,B07201_013E,B07201_012E,B07201_011E,B07201_010E,B07201_009E,B07201_008E,B07201_007E,B07201_006E,B07201_005E,B07201_004E,B07201_003E,B07201_002E,B07201_001E
"Aberdeen, WA Micro Area",,,,,,,,,,,,,,
"Abilene, TX",924.0,1537.0,461.0,749.0,1210.0,3511.0,6232.0,9743.0,2801.0,20919.0,23720.0,36210.0,125923.0,163057.0
"Adrian, MI Micro Area",,,,,,,,,,,,,,
"Aguadilla-Isabela-San Sebasti?n, PR",,,,,,,,,,,,,,
"Akron, OH",2546.0,121.0,1644.0,1055.0,2699.0,16371.0,6923.0,23294.0,34234.0,21336.0,55570.0,81684.0,611751.0,695981.0
"Albany, GA",176.0,1252.0,684.0,930.0,1614.0,4103.0,1941.0,6044.0,6468.0,11330.0,17798.0,26708.0,132833.0,159717.0
"Albany-Lebanon, OR Micro Area",,,,,,,,,,,,,,
"Albany-Schenectady-Troy, NY",3642.0,2169.0,1821.0,1917.0,3738.0,16728.0,8744.0,25472.0,44615.0,25206.0,69821.0,101200.0,755775.0,860617.0
"Albertville, AL Micro Area",,,,,,,,,,,,,,
"Albuquerque, NM",2897.0,2949.0,2979.0,3236.0,6215.0,14686.0,14012.0,28698.0,25414.0,63356.0,88770.0,126632.0,751642.0,881171.0
"Alexandria, LA",509.0,2880.0,916.0,764.0,1680.0,1766.0,2766.0,4532.0,7328.0,5754.0,13082.0,22174.0,129947.0,152630.0
"Allegan, MI Micro Area",,,,,,,,,,,,,,
"Allentown-Bethlehem-Easton, PA-NJ",5352.0,154.0,2569.0,622.0,3191.0,17222.0,9577.0,26799.0,37704.0,37261.0,74965.0,105109.0,703041.0,813502.0
"Altoona, PA",273.0,493.0,176.0,14.0,190.0,1333.0,353.0,1686.0,2179.0,7501.0,9680.0,12049.0,113642.0,125964.0
"Amarillo, TX",1261.0,2608.0,814.0,1589.0,2403.0,3133.0,4018.0,7151.0,5165.0,33207.0,38372.0,50534.0,196681.0,248476.0
"Ames, IA",821.0,3212.0,1088.0,2484.0,3572.0,3962.0,2044.0,6006.0,2150.0,11996.0,14146.0,26936.0,61179.0,88936.0
