NAME,B07201_014E,B07201_013E,B07201_012E,B07201_011E,B07201_010E,B07201_009E,B07201_008E,B07201_007E,B07201_006E,B07201_005E,B07201_004E,B07201_003E,B07201_002E,B07201_001E
"Cedar Rapids, IA",497.0,2186.0,624.0,599.0,1223.0,4297.0,5127.0,9424.0,9828.0,13889.0,23717.0,36550.0,220521.0,257568.0
"Centralia, WA Micro Area",,,,,,,,,,,,,,
"Chambersburg, PA Micro Area",,,,,,,,,,,,,,
"Champaign-Urbana, IL",4017.0,751.0,596.0,1181.0,1777.0,6309.0,7242.0,13551.0,7588.0,27462.0,35050.0,51129.0,174877.0,230023.0
"Charleston, WV",558.0,1447.0,820.0,191.0,1011.0,4025.0,1182.0,5207.0,16199.0,5987.0,22186.0,29851.0,270286.0,300695.0
"Charleston-Mattoon, IL Micro Area",,,,,,,,,,,,,,
"Charleston-North Charleston-Summerville, SC",1914.0,1368.0,5870.0,2916.0,8786.0,16302.0,19730.0,36032.0,40369.0,37588.0,77957.0,124143.0,549548.0,675605.0
"Charlotte-Gastonia-Rock Hill, NC-SC",9183.0,3753.0,9205.0,5848.0,15053.0,33972.0,31151.0,65123.0,50840.0,136582.0,187422.0,271351.0,1492045.0,1772579.0
"Charlottesville, VA",1784.0,1057.0,532.0,0.0,532.0,8333.0,5721.0,14054.0,12587.0,4711.0,17298.0,32941.0,165964.0,200689.0
"Chattanooga, TN-GA",738.0,2462.0,1288.0,1158.0,2446.0,9247.0,5287.0,14534.0,28334.0,22059.0,50393.0,69835.0,452485.0,523058.0
"Cheyenne, WY",763.0,604.0,193.0,939.0,1132.0,2098.0,2827.0,4925.0,2715.0,5578.0,8293.0,14954.0,75976.0,91693.0
"Chicago-Joliet-Naperville, IL-IN-WI",57555.0,8156.0,8490.0,9970.0,18460.0,67538.0,93349.0,160887.0,479173.0,447587.0,926760.0,1114263.0,8215390.0,9387208.0
"Chico, CA",1099.0,509.0,1269.0,200.0,1469.0,3436.0,4011.0,7447.0,17030.0,20233.0,37263.0,46688.0,169527.0,217314.0
"Chillicothe, OH Micro Area",,,,,,,,,,,,,,
"Cincinnati-Middletown, OH-KY-IN",7919.0,3342.0,3815.0,3812.0,7627.0,23523.0,19532.0,43055.0,157541.0,75096.0,232637.0,286661.0,1816427.0,2111007.0
"Clarksburg, WV Micro Area",,,,,,,,,,,,,,
"Clarksville, TN-KY",5493.0,1889.0,1462.0,2016.0,3478.0,11125.0,14615.0,25740.0,9983.0,19059.0,29042.0,60149.0,208168.0,273810.0
"Clearlake, CA Micro Area",,,,,,,,,,,,,,
"Cleveland, TN",18.0,493.0,23.0,524.0,547.0,2233.0,2741.0,4974.0,3745.0,8306.0,12051.0,18065.0,100769.0,118852.0
"Cleveland-Elyria-Mentor, OH",7684.0,1048.0,6096.0,2899.0,8995.0,23659.0,17076.0,40735.0,133952.0,82546.0,216498.0,267276.0,1772599.0,2047559.0
"Coamo, PR Micro Area",,,,,,,,,,,,,,
"Coeur d'Alene, ID",34.0,1300.0,253.0,202.0,455.0,3319.0,2565.0,5884.0,8480.0,7067.0,15547.0,23186.0,115559.0,138779.0
"College Station-Bryan, TX",3558.0,1483.0,1793.0,1142.0,2935.0,11434.0,14142.0,25576.0,2520.0,31334.0,33854.0,63848.0,158017.0,225423.0
"Colorado Springs, CO",6513.0,4059.0,2419.0,3849.0,6268.0,24464.0,24321.0,48785.0,16997.0,66908.0,83905.0,143017.0,502533.0,652063.0
"Columbia, MO",923.0,1411.0,1565.0,3092.0,4657.0,8198.0,4040.0,12238.0,4844.0,21638.0,26482.0,44788.0,127360.0,173071.0
"Columbia, SC",2996.0,3685.0,5593.0,3295.0,8888.0,17599.0,18824.0,36423.0,58764.0,30281.0,89045.0,138041.0,625613.0,766650.0
"Columbia, TN Micro Area",,,,,,,,,,,,,,
"Columbus, GA-AL",2913.0,1760.0,1502.0,1554.0,3056.0,14849.0,6599.0,21448.0,11095.0,26496.0,37591.0,63855.0,226070.0,292838.0
"Columbus, IN",591.0,0.0,122.0,1227.0,1349.0,1612.0,2647.0,4259.0,1193.0,4801.0,5994.0,11602.0,64914.0,77107.0
"Columbus, OH",8227.0,4406.0,7817.0,8015.0,15832.0,32622.0,22794.0,55416.0,113788.0,130424.0,244212.0,319866.0,1509507.0,1837600.0
"Concord, NH Micro Area",,,,,,,,,,,,,,
"Cookeville, TN Micro Area",,,,,,,,,,,,,,
"Coos Bay, OR Micro Area",,,,,,,,,,,,,,
"Corning, NY Micro Area",,,,,,,,,,,,,,
"Corpus Christi, TX",1677.0,5390.0,644.0,1179.0,1823.0,8150.0,11060.0,19210.0,12930.0,41530.0,54460.0,80883.0,342694.0,425254.0
"Corvallis, OR",1916.0,36.0,807.0,367.0,1174.0,2346.0,3236.0,5582.0,1415.0,4163.0,5578.0,12370.0,71019.0,85305.0
"Crestview-Fort Walton Beach-Destin, FL",515.0,1282.0,469.0,449.0,918.0,6360.0,6696.0,13056.0,14099.0,6868.0,20967.0,36223.0,144956.0,181694.0
"Cullman, AL Micro Area",,,,,,,,,,,,,,
"Cumberland, MD-WV",158.0,343.0,432.0,99.0,531.0,2748.0,1240.0,3988.0,5750.0,3232.0,8982.0,13844.0,87797.0,101799.0
"Dallas-Fort Worth-Arlington, TX",38395.0,12716.0,7295.0,18259.0,25554.0,71644.0,86941.0,158585.0,326289.0,513938.0,840227.0,1037082.0,5364081.0,6439558.0
"Dalton, GA",36.0,258.0,501.0,520.0,1021.0,2414.0,1455.0,3869.0,9355.0,7359.0,16714.0,21862.0,119792.0,141690.0
"Danville, IL",0.0,660.0,87.0,109.0,196.0,932.0,1944.0,2876.0,3474.0,2117.0,5591.0,9323.0,71037.0,80360.0
"Danville, VA",59.0,870.0,154.0,56.0,210.0,1796.0,483.0,2279.0,3653.0,6039.0,9692.0,13051.0,91897.0,105007.0
"Daphne-Fairhope-Foley, AL Micro Area",,,,,,,,,,,,,,
"Davenport-Moline-Rock Island, IA-IL",1756.0,1748.0,2031.0,1729.0,3760.0,3603.0,3905.0,7508.0,11803.0,20978.0,32781.0,45797.0,326972.0,374525.0
"Dayton, OH",3930.0,1465.0,4642.0,3961.0,8603.0,21037.0,11197.0,32234.0,68225.0,26710.0,94935.0,137237.0,696397.0,837564.0
"Decatur, AL",147.0,337.0,80.0,458.0,538.0,3069.0,1423.0,4492.0,7435.0,4867.0,12302.0,17669.0,134366.0,152182.0
"Decatur, IL",100.0,360.0,835.0,171.0,1006.0,1658.0,1135.0,2793.0,2230.0,8709.0,10939.0,15098.0,93721.0,108919.0
"Deltona-Daytona Beach-Ormond Beach, FL",1451.0,583.0,83.0,2328.0,2411.0,15777.0,14175.0,29952.0,21976.0,13563.0,35539.0,68485.0,420870.0,490806.0
"Denver-Aurora-Broomfield, CO",20330.0,7814.0,4329.0,6033.0,10362.0,48303.0,52461.0,100764.0,185994.0,161241.0,347235.0,466175.0,2076183.0,2562688.0
"Des Moines-West Des Moines, IA",3492.0,4285.0,4338.0,2455.0,6793.0,5759.0,6992.0,12751.0,25747.0,38804.0,64551.0,88380.0,478276.0,570148.0
"Detroit-Warren-Livonia, MI",21005.0,7688.0,4323.0,3538.0,7861.0,36686.0,31345.0,68031.0,267882.0,197964.0,465846.0,549426.0,3668263.0,4238694.0
"Dothan, AL",198.0,1119.0,1118.0,545.0,1663.0,2026.0,1192.0,3218.0,5067.0,6519.0,11586.0,17586.0,126913.0,144697.0
"Dover, DE",953.0,188.0,1430.0,292.0,1722.0,5299.0,2083.0,7382.0,8343.0,2230.0,10573.0,19865.0,141442.0,162260.0
"DuBois, PA Micro Area",,,,,,,,,,,,,,
"Dubuque, IA",939.0,651.0,468.0,215.0,683.0,1872.0,1613.0,3485.0,828.0,4566.0,5394.0,10213.0,82088.0,93240.0
"Duluth, MN-WI",947.0,3079.0,561.0,904.0,1465.0,5627.0,2629.0,8256.0,12828.0,13017.0,25845.0,38645.0,237426.0,277018.0
"Dunn, NC Micro Area",,,,,,,,,,,,,,
"Durham-Chapel Hill, NC",4418.0,3152.0,2289.0,2687.0,4976.0,17879.0,16880.0,34759.0,11221.0,46047.0,57268.0,100155.0,402642.0,507215.0
"East Liverpool-Salem, OH Micro Area",,,,,,,,,,,,,,
"East Stroudsburg, PA Micro Area",,,,,,,,,,,,,,
"Eau Claire, WI",95.0,2648.0,1509.0,1045.0,2554.0,1565.0,3446.0,5011.0,7429.0,8138.0,15567.0,25780.0,135007.0,160882.0
"El Centro, CA",631.0,103.0,0.0,343.0,343.0,2299.0,4147.0,6446.0,13724.0,7862.0,21586.0,28478.0,145673.0,174782.0
"Elizabethtown, KY",783.0,1608.0,691.0,143.0,834.0,6141.0,2990.0,9131.0,7100.0,6114.0,13214.0,24787.0,92896.0,118466.0
"Elkhart-Goshen, IN",750.0,372.0,2704.0,177.0,2881.0,1417.0,3606.0,5023.0,10691.0,16592.0,27283.0,35559.0,159692.0,196001.0
"Elmira, NY",128.0,1251.0,625.0,230.0,855.0,1832.0,1914.0,3746.0,3496.0,5296.0,8792.0,14644.0,73275.0,88047.0
"El Paso, TX",13567.0,1487.0,1882.0,1681.0,3563.0,12547.0,18018.0,30565.0,13160.0,79121.0,92281.0,127896.0,669132.0,810595.0
"Enterprise-Ozark, AL Micro Area",,,,,,,,,,,,,,
"Erie, PA",1275.0,522.0,1658.0,1023.0,2681.0,4598.0,1641.0,6239.0,13368.0,13296.0,26664.0,36106.0,240105.0,277486.0
"Eugene-Springfield, OR",3318.0,272.0,3685.0,1796.0,5481.0,6017.0,9559.0,15576.0,13529.0,43085.0,56614.0,77943.0,269019.0,350280.0
"Eureka-Arcata-Fortuna, CA Micro Area",,,,,,,,,,,,,,
"Evansville, IN-KY",833.0,2213.0,790.0,1775.0,2565.0,5065.0,3114.0,8179.0,16597.0,17712.0,34309.0,47266.0,307744.0,355843.0
"Fairbanks, AK",1545.0,2227.0,1397.0,963.0,2360.0,5319.0,2854.0,8173.0,5418.0,8015.0,13433.0,26193.0,69943.0,97681.0
"Fajardo, PR",,,,,,,,,,,,,,
