NAME,B07201_014E,B07201_013E,B07201_012E,B07201_011E,B07201_010E,B07201_009E,B07201_008E,B07201_007E,B07201_006E,B07201_005E,B07201_004E,B07201_003E,B07201_002E,B07201_001E
"Anchorage, AK",2309.0,1982.0,273.0,1377.0,1650.0,9606.0,5978.0,15584.0,12256.0,29644.0,41900.0,61116.0,327369.0,390794.0
"Ann Arbor, MI",4976.0,1747.0,912.0,1041.0,1953.0,21015.0,10837.0,31852.0,17928.0,15147.0,33075.0,68627.0,290666.0,364269.0
"Anniston-Oxford, AL",0.0,747.0,570.0,1907.0,2477.0,3129.0,1249.0,4378.0,4805.0,4734.0,9539.0,17141.0,95067.0,112208.0
"Appleton, WI",87.0,845.0,959.0,122.0,1081.0,5622.0,3602.0,9224.0,10240.0,3803.0,14043.0,25193.0,210518.0,235798.0
"Arecibo, PR",,,,,,,,,,,,,,
"Asheville, NC",1743.0,1556.0,3291.0,1133.0,4424.0,8971.0,7373.0,16344.0,19814.0,9501.0,29315.0,51639.0,405767.0,459149.0
"Ashtabula, OH Micro Area",,,,,,,,,,,,,,
"Athens, OH Micro Area",,,,,,,,,,,,,,
"Athens, TX Micro Area",,,,,,,,,,,,,,
"Baton Rouge, LA",4550.0,3081.0,1504.0,1135.0,2639.0,13094.0,8902.0,21996.0,43646.0,36367.0,80013.0,107729.0,733393.0,845672.0
"Battle Creek, MI",147.0,675.0,277.0,168.0,445.0,4357.0,1832.0,6189.0,4086.0,4613.0,8699.0,16008.0,116837.0,132992.0
"Athens-Clarke County, GA",1713.0,1626.0,495.0,546.0,1041.0,12608.0,9231.0,21839.0,4169.0,18395.0,22564.0,47070.0,162000.0,210783.0
"Atlanta-Sandy Springs-Alpharetta, GA",34413.0,13031.0,5446.0,5540.0,10986.0,88718.0,92017.0,180735.0,487008.0,103452.0,590460.0,795212.0,5123775.0,5953400.0
"Atlantic City-Hammonton, NJ",1938.0,0.0,0.0,158.0,158.0,5059.0,2683.0,7742.0,12172.0,4949.0,17121.0,25021.0,233291.0,260250.0
"Auburn, NY Micro Area",,,,,,,,,,,,,,
"Auburn-Opelika, AL",1448.0,1444.0,874.0,105.0,979.0,8173.0,3202.0,11375.0,3896.0,11989.0,15885.0,29683.0,131104.0,162235.0
"Augusta-Richmond County, GA-SC",2390.0,1456.0,801.0,2324.0,3125.0,14258.0,5654.0,19912.0,20685.0,21322.0,42007.0,66500.0,534754.0,603644.0
"Augusta-Waterville, ME Micro Area",,,,,,,,,,,,,,
"Austin-Round Rock-Georgetown, TX",18975.0,6013.0,2825.0,4018.0,6843.0,50255.0,63534.0,113789.0,74890.0,186553.0,261443.0,388088.0,1795519.0,2202582.0
"Bakersfield, CA",5108.0,143.0,643.0,1185.0,1828.0,17421.0,14548.0,31969.0,40869.0,39069.0,79938.0,113878.0,771146.0,890132.0
"Baltimore-Columbia-Towson, MD",14546.0,2427.0,1214.0,760.0,1974.0,58062.0,28785.0,86847.0,146955.0,94598.0,241553.0,332801.0,2421216.0,2768563.0
"Bangor, ME",860.0,2992.0,251.0,453.0,704.0,3521.0,2607.0,6128.0,9128.0,4726.0,13854.0,23678.0,125971.0,150509.0
"Barnstable Town, MA",1104.0,531.0,64.0,0.0,64.0,6860.0,1566.0,8426.0,6703.0,1743.0,8446.0,17467.0,193301.0,211872.0
"Bay City, MI",137.0,623.0,0.0,0.0,0.0,1590.0,1489.0,3079.0,3327.0,3628.0,6955.0,10657.0,91088.0,101882.0
"Beaumont-Port Arthur, TX",689.0,1014.0,676.0,1151.0,1827.0,8744.0,6899.0,15643.0,14977.0,14352.0,29329.0,47813.0,340035.0,388537.0
"Beaver Dam, WI Micro Area",,,,,,,,,,,,,,
"Beckley, WV",271.0,1586.0,554.0,81.0,635.0,1332.0,739.0,2071.0,7066.0,1484.0,8550.0,12842.0,101809.0,114922.0
"Bellingham, WA",1711.0,486.0,860.0,570.0,1430.0,6082.0,5997.0,12079.0,8938.0,19632.0,28570.0,42565.0,182995.0,227271.0
"Bend, OR",265.0,1678.0,2390.0,242.0,2632.0,5383.0,7498.0,12881.0,6777.0,10163.0,16940.0,34131.0,161766.0,196162.0
"Billings, MT",433.0,3955.0,468.0,1065.0,1533.0,3231.0,1787.0,5018.0,6334.0,13730.0,20064.0,30570.0,149213.0,180216.0
"Binghamton, NY",2198.0,630.0,175.0,407.0,582.0,3777.0,4602.0,8379.0,13317.0,7103.0,20420.0,30011.0,203295.0,235504.0
"Birmingham-Hoover, AL",1926.0,3428.0,3408.0,2393.0,5801.0,15186.0,15438.0,30624.0,72517.0,45076.0,117593.0,157446.0,918554.0,1077926.0
"Bismarck, ND",501.0,2108.0,596.0,291.0,887.0,1846.0,1618.0,3464.0,3537.0,7722.0,11259.0,17718.0,108641.0,126860.0
"Blacksburg-Christiansburg, VA",520.0,1504.0,765.0,142.0,907.0,7431.0,2702.0,10133.0,6245.0,9992.0,16237.0,28781.0,134641.0,163942.0
"Bloomington, IL",643.0,1730.0,1105.0,634.0,1739.0,7225.0,3000.0,10225.0,8988.0,4593.0,13581.0,27275.0,141890.0,169808.0
"Bloomington, IN",955.0,1676.0,802.0,1361.0,2163.0,7113.0,9233.0,16346.0,7615.0,13715.0,21330.0,41515.0,125997.0,168467.0
"Bloomsburg-Berwick, PA",33.0,87.0,790.0,273.0,1063.0,2363.0,1363.0,3726.0,2032.0,1740.0,3772.0,8648.0,73792.0,82473.0
"Bluefield, WV-VA Micro Area",,,,,,,,,,,,,,
"Boise City, ID",1727.0,2451.0,3425.0,2668.0,6093.0,15051.0,19326.0,34377.0,52608.0,27896.0,80504.0,123425.0,615732.0,740884.0
"Boston-Cambridge-Newton, MA-NH",53641.0,1951.0,5368.0,2421.0,7789.0,73719.0,62731.0,136450.0,293932.0,137243.0,431175.0,577365.0,4195106.0,4826112.0
"Boulder, CO",3224.0,185.0,793.0,1160.0,1953.0,16892.0,19140.0,36032.0,14226.0,19743.0,33969.0,72139.0,247616.0,322979.0
"Bowling Green, KY",467.0,5117.0,634.0,1133.0,1767.0,4874.0,3072.0,7946.0,8338.0,12526.0,20864.0,35694.0,138880.0,175041.0
"Bozeman, MT Micro Area",,,,,,,,,,,,,,
"Brainerd, MN Micro Area",,,,,,,,,,,,,,
"Bremerton-Silverdale-Port Orchard, WA",1243.0,836.0,1402.0,456.0,1858.0,13356.0,8203.0,21559.0,9866.0,12063.0,21929.0,46182.0,221585.0,269010.0
"Bridgeport-Stamford-Norwalk, CT",9566.0,0.0,410.0,4.0,414.0,18112.0,16705.0,34817.0,23059.0,44252.0,67311.0,102542.0,820970.0,933078.0
"Brownsville-Harlingen, TX",1903.0,0.0,702.0,55.0,757.0,1936.0,3851.0,5787.0,6466.0,20883.0,27349.0,33893.0,382456.0,418252.0
"Brunswick, GA",112.0,211.0,1004.0,720.0,1724.0,2426.0,870.0,3296.0,3144.0,2305.0,5449.0,10680.0,107674.0,118466.0
"Buffalo-Cheektowaga, NY",2879.0,767.0,1273.0,1050.0,2323.0,11168.0,9872.0,21040.0,56590.0,36715.0,93305.0,117435.0,995373.0,1115687.0
"Burlington, NC",365.0,181.0,2072.0,0.0,2072.0,8082.0,3256.0,11338.0,5915.0,3604.0,9519.0,23110.0,143513.0,166988.0
"Burlington-South Burlington, VT",618.0,2500.0,1156.0,247.0,1403.0,5673.0,2784.0,8457.0,12347.0,9893.0,22240.0,34600.0,180554.0,215772.0
"California-Lexington Park, MD",267.0,343.0,140.0,0.0,140.0,5750.0,1046.0,6796.0,4510.0,1975.0,6485.0,13764.0,97869.0,111900.0
"Canton-Massillon, OH",243.0,1012.0,2109.0,269.0,2378.0,5122.0,3486.0,8608.0,23864.0,12126.0,35990.0,47988.0,344383.0,392614.0
"Cape Coral-Fort Myers, FL",7594.0,735.0,2275.0,431.0,2706.0,31757.0,14510.0,46267.0,28317.0,28697.0,57014.0,106722.0,651245.0,765561.0
"Cheyenne, WY",74.0,356.0,899.0,1581.0,2480.0,2910.0,2034.0,4944.0,2277.0,5637.0,7914.0,15694.0,82246.0,98014.0
"Chicago-Naperville-Elgin, IL-IN-WI",49536.0,4608.0,7260.0,6160.0,13420.0,63249.0,86042.0,149291.0,490317.0,405334.0,895651.0,1062970.0,8239626.0,9352132.0
"Cape Girardeau, MO-IL",20.0,2020.0,1135.0,1067.0,2202.0,1652.0,1128.0,2780.0,4644.0,7238.0,11882.0,18884.0,73539.0,92443.0
"Carbondale-Marion, IL",743.0,2978.0,725.0,1511.0,2236.0,4927.0,1853.0,6780.0,9084.0,3532.0,12616.0,24610.0,110294.0,135647.0
"Carson City, NV",63.0,111.0,2334.0,312.0,2646.0,2122.0,1640.0,3762.0,0.0,3613.0,3613.0,10132.0,44357.0,54552.0
"Casper, WY",91.0,240.0,756.0,539.0,1295.0,650.0,1128.0,1778.0,2175.0,4752.0,6927.0,10240.0,68632.0,78963.0
"Cedar Rapids, IA",415.0,2269.0,341.0,859.0,1200.0,5850.0,1661.0,7511.0,11007.0,15653.0,26660.0,37640.0,232108.0,270163.0
"Centralia, WA Micro Area",,,,,,,,,,,,,,
"Chambersburg-Waynesboro, PA",616.0,375.0,68.0,0.0,68.0,1634.0,1258.0,2892.0,4704.0,2197.0,6901.0,10236.0,142793.0,153645.0
"Champaign-Urbana, IL",2654.0,1401.0,214.0,732.0,946.0,10032.0,7222.0,17254.0,7953.0,14027.0,21980.0,41581.0,179814.0,224049.0
"Charleston, WV",1029.0,1924.0,857.0,289.0,1146.0,3798.0,1528.0,5326.0,13101.0,2543.0,15644.0,24040.0,228679.0,253748.0
"Charleston-North Charleston, SC",5740.0,3380.0,1352.0,2712.0,4064.0,23480.0,17129.0,40609.0,44293.0,30766.0,75059.0,123112.0,664227.0,793079.0
"Charlotte-Concord-Gastonia, NC-SC",15090.0,3003.0,7698.0,3825.0,11523.0,60265.0,42162.0,102427.0,111988.0,133965.0,245953.0,362906.0,2226611.0,2604607.0
"Charlottesville, VA",1585.0,2101.0,155.0,7.0,162.0,7453.0,7456.0,14909.0,15662.0,7556.0,23218.0,40390.0,174804.0,216779.0
"Chattanooga, TN-GA",743.0,3221.0,2202.0,2451.0,4653.0,11456.0,12305.0,23761.0,33679.0,25119.0,58798.0,90433.0,469004.0,560180.0
"Chico, CA",362.0,813.0,791.0,575.0,1366.0,8364.0,5166.0,13530.0,22360.0,9782.0,32142.0,47851.0,167762.0,215975.0
"Chillicothe, OH Micro Area",,,,,,,,,,,,,,
"Cincinnati, OH-KY-IN",9356.0,4078.0,5960.0,2824.0,8784.0,34131.0,26887.0,61018.0,191258.0,53394.0,244652.0,318532.0,1867268.0,2195156.0
"Clarksburg, WV Micro Area",,,,,,,,,,,,,,
"Clarksville, TN-KY",1512.0,582.0,2181.0,672.0,2853.0,11379.0,10338.0,21717.0,11553.0,14879.0,26432.0,51584.0,252956.0,306052.0
"Clearlake, CA Micro Area",,,,,,,,,,,,,,
"Cleveland, TN",34.0,430.0,220.0,1600.0,1820.0,2835.0,940.0,3775.0,5929.0,7200.0,13129.0,19154.0,106512.0,125700.0
"Cleveland-Elyria, OH",10524.0,1561.0,3212.0,1492.0,4704.0,29396.0,20047.0,49443.0,134195.0,56933.0,191128.0,246836.0,1767682.0,2025042.0
"Coeur d'Alene, ID",1027.0,337.0,576.0,224.0,800.0,3558.0,1974.0,5532.0,7843.0,8985.0,16828.0,23497.0,138693.0,163217.0
"College Station-Bryan, TX",2296.0,2150.0,969.0,1190.0,2159.0,14457.0,11405.0,25862.0,4076.0,33486.0,37562.0,67733.0,195325.0,265354.0
"Colorado Springs, CO",3374.0,1862.0,4165.0,1592.0,5757.0,36519.0,29828.0,66347.0,22972.0,56286.0,79258.0,153224.0,579962.0,736560.0
"Columbia, MO",2689.0,2135.0,1604.0,563.0,2167.0,5599.0,4420.0,10019.0,6459.0,23146.0,29605.0,43926.0,159098.0,205713.0
"Columbia, SC",3321.0,2767.0,3559.0,1477.0,5036.0,27516.0,18282.0,45798.0,52521.0,23981.0,76502.0,130103.0,697607.0,831031.0
"Columbus, GA-AL",3200.0,1754.0,589.0,309.0,898.0,10829.0,7970.0,18799.0,9203.0,16101.0,25304.0,46755.0,268426.0,318381.0
"Cullman, AL Micro Area",,,,,,,,,,,,,,
"Columbus, IN",994.0,426.0,320.0,239.0,559.0,3833.0,591.0,4424.0,2627.0,4413.0,7040.0,12449.0,69914.0,83357.0
"Columbus, OH",10017.0,2873.0,6943.0,6175.0,13118.0,30145.0,21667.0,51812.0,126311.0,158839.0,285150.0,352953.0,1728912.0,2091882.0
"Concord, NH Micro Area",,,,,,,,,,,,,,
"Cookeville, TN Micro Area",,,,,,,,,,,,,,
"Coos Bay, OR Micro Area",,,,,,,,,,,,,,
"Corning, NY Micro Area",,,,,,,,,,,,,,
"Corpus Christi, TX",400.0,358.0,1001.0,2403.0,3404.0,9853.0,7497.0,17350.0,8823.0,34284.0,43107.0,64219.0,359469.0,424088.0
"Corvallis, OR",1181.0,563.0,396.0,886.0,1282.0,4631.0,5704.0,10335.0,1811.0,6296.0,8107.0,20287.0,71023.0,92491.0
"Crestview-Fort Walton Beach-Destin, FL",3107.0,2098.0,1293.0,810.0,2103.0,11321.0,7955.0,19276.0,20399.0,4808.0,25207.0,48684.0,229732.0,281523.0
"Deltona-Daytona Beach-Ormond Beach, FL",4269.0,3010.0,554.0,396.0,950.0,24921.0,13091.0,38012.0,20503.0,19687.0,40190.0,82162.0,577788.0,664219.0
"Denver-Aurora-Lakewood, CO",13566.0,5376.0,5130.0,5717.0,10847.0,57765.0,69992.0,127757.0,145367.0,198948.0,344315.0,488295.0,2436534.0,2938395.0
"Des Moines-West Des Moines, IA",3003.0,3399.0,1442.0,1581.0,3023.0,11069.0,10301.0,21370.0,29178.0,31156.0,60334.0,88126.0,599807.0,690936.0
"Detroit-Warren-Dearborn, MI",19894.0,5561.0,4097.0,1841.0,5938.0,37869.0,29116.0,66985.0,240986.0,155300.0,396286.0,474770.0,3777139.0,4271803.0
"Cumberland, MD-WV",131.0,462.0,255.0,29.0,284.0,2439.0,1132.0,3571.0,4971.0,1984.0,6955.0,11272.0,84680.0,96083.0
"Dallas-Fort Worth-Arlington, TX",58106.0,8072.0,9328.0,9078.0,18406.0,99069.0,122193.0,221262.0,369080.0,421983.0,791063.0,1038803.0,6383946.0,7480855.0
"Dalton, GA",67.0,197.0,98.0,263.0,361.0,1722.0,892.0,2614.0,2707.0,1735.0,4442.0,7614.0,135381.0,143062.0
"Danville, IL",61.0,238.0,28.0,71.0,99.0,448.0,958.0,1406.0,1960.0,4644.0,6604.0,8347.0,66357.0,74765.0
"Danville, VA Micro Area",,,,,,,,,,,,,,
"Daphne-Fairhope-Foley, AL",396.0,876.0,797.0,119.0,916.0,5301.0,2744.0,8045.0,12553.0,4557.0,17110.0,26947.0,194394.0,221737.0
"Davenport-Moline-Rock Island, IA-IL",1170.0,1051.0,2606.0,927.0,3533.0,4517.0,4668.0,9185.0,14290.0,20988.0,35278.0,49047.0,325154.0,375371.0
"Dayton-Kettering, OH",3635.0,995.0,2835.0,629.0,3464.0,24787.0,10651.0,35438.0,58084.0,39981.0,98065.0,137962.0,656186.0,797783.0
"Decatur, AL",140.0,158.0,1232.0,321.0,1553.0,2553.0,1609.0,4162.0,3737.0,3483.0,7220.0,13093.0,137224.0,150457.0
"Decatur, IL",834.0,239.0,330.0,0.0,330.0,1544.0,1667.0,3211.0,1288.0,5450.0,6738.0,10518.0,91802.0,103154.0
"Dothan, AL",498.0,426.0,472.0,855.0,1327.0,1929.0,1252.0,3181.0,4714.0,3450.0,8164.0,13098.0,134476.0,148072.0
"Dover, DE",957.0,628.0,0.0,240.0,240.0,10368.0,1821.0,12189.0,8104.0,3820.0,11924.0,24981.0,153361.0,179299.0
"Dublin, GA Micro Area",,,,,,,,,,,,,,
"DuBois, PA Micro Area",,,,,,,,,,,,,,
"Dubuque, IA",353.0,1304.0,78.0,442.0,520.0,1480.0,1130.0,2610.0,2556.0,5961.0,8517.0,12951.0,83197.0,96501.0
"Duluth, MN-WI",129.0,1936.0,1015.0,1084.0,2099.0,6172.0,2575.0,8747.0,13620.0,11578.0,25198.0,37980.0,248688.0,286797.0
"Durham-Chapel Hill, NC",7894.0,1284.0,1408.0,887.0,2295.0,22312.0,21732.0,44044.0,17626.0,39852.0,57478.0,105101.0,525866.0,638861.0
"East Stroudsburg, PA",343.0,0.0,0.0,61.0,61.0,5484.0,2417.0,7901.0,4529.0,1557.0,6086.0,14048.0,154774.0,169165.0
"Eau Claire, WI",702.0,2425.0,952.0,627.0,1579.0,4097.0,3135.0,7232.0,9808.0,8699.0,18507.0,29743.0,136632.0,167077.0
"El Centro, CA",1533.0,0.0,0.0,0.0,0.0,2263.0,1870.0,4133.0,8842.0,4540.0,13382.0,17515.0,160051.0,179099.0
"Elizabethtown-Fort Knox, KY",651.0,549.0,511.0,393.0,904.0,3536.0,3742.0,7278.0,6282.0,2169.0,8451.0,17182.0,135561.0,153394.0
"Elkhart-Goshen, IN",1476.0,243.0,687.0,862.0,1549.0,3197.0,4330.0,7527.0,7700.0,7352.0,15052.0,24371.0,177728.0,203575.0
"Elmira, NY",84.0,267.0,777.0,150.0,927.0,866.0,489.0,1355.0,3927.0,2634.0,6561.0,9110.0,73359.0,82553.0
"El Paso, TX",9638.0,2438.0,824.0,1414.0,2238.0,15443.0,13915.0,29358.0,11621.0,70603.0,82224.0,116258.0,704957.0,830853.0
"Enid, OK",558.0,221.0,103.0,92.0,195.0,1758.0,765.0,2523.0,398.0,4747.0,5145.0,8084.0,51391.0,60033.0
"Erie, PA",1366.0,118.0,2783.0,595.0,3378.0,4155.0,2681.0,6836.0,9380.0,14130.0,23510.0,33842.0,232240.0,267448.0
"Eugene-Springfield, OR",2346.0,1083.0,1884.0,774.0,2658.0,9168.0,11341.0,20509.0,16343.0,36176.0,52519.0,76769.0,300368.0,379483.0
"Eureka-Arcata, CA Micro Area",,,,,,,,,,,,,,
"Evansville, IN-KY",819.0,4170.0,1498.0,1150.0,2648.0,3747.0,4166.0,7913.0,17884.0,19293.0,37177.0,51908.0,259471.0,312198.0
"Fairbanks, AK",1287.0,1256.0,714.0,215.0,929.0,4768.0,4148.0,8916.0,2908.0,2984.0,5892.0,16993.0,77422.0,95702.0
"Fort Payne, AL Micro Area",,,,,,,,,,,,,,
"Fort Smith, AR-OK",1606.0,2325.0,658.0,737.0,1395.0,4374.0,3439.0,7813.0,13759.0,11145.0,24904.0,36437.0,208112.0,246155.0
"Fargo, ND-MN",731.0,3483.0,1435.0,1698.0,3133.0,6550.0,3157.0,9707.0,11490.0,22431.0,33921.0,50244.0,192078.0,243053.0
"Faribault-Northfield, MN Micro Area",,,,,,,,,,,,,,
"Farmington, MO Micro Area",,,,,,,,,,,,,,
"Farmington, NM",302.0,408.0,160.0,453.0,613.0,772.0,1514.0,2286.0,2338.0,1927.0,4265.0,7572.0,114647.0,122521.0
"Fayetteville, NC",3667.0,2269.0,5732.0,1598.0,7330.0,18502.0,15486.0,33988.0,22779.0,30522.0,53301.0,96888.0,417833.0,518388.0
"Fayetteville-Springdale-Rogers, AR",1137.0,5147.0,1479.0,1874.0,3353.0,7987.0,8196.0,16183.0,17975.0,35946.0,53921.0,78604.0,450707.0,530448.0
"Findlay, OH Micro Area",,,,,,,,,,,,,,
"Flagstaff, AZ",612.0,698.0,1997.0,124.0,2121.0,7614.0,9573.0,17187.0,1922.0,10226.0,12148.0,32154.0,108877.0,141643.0
"Flint, MI",836.0,1014.0,416.0,299.0,715.0,9203.0,2936.0,12139.0,25092.0,15609.0,40701.0,54569.0,345473.0,400878.0
"Florence, SC",0.0,1051.0,354.0,8.0,362.0,2051.0,391.0,2442.0,8243.0,3102.0,11345.0,15200.0,187857.0,203057.0
"Florence-Muscle Shoals, AL",165.0,1200.0,515.0,603.0,1118.0,2934.0,950.0,3884.0,7827.0,9407.0,17234.0,23436.0,122709.0,146310.0
"Fond du Lac, WI",179.0,277.0,2118.0,232.0,2350.0,2309.0,2465.0,4774.0,2632.0,5192.0,7824.0,15225.0,86567.0,101971.0
"Forest City, NC Micro Area",,,,,,,,,,,,,,
"Fort Collins, CO",1797.0,885.0,684.0,1413.0,2097.0,17622.0,16632.0,34254.0,10283.0,23513.0,33796.0,71032.0,281262.0,354091.0
"Fort Wayne, IN",3064.0,1419.0,2632.0,2624.0,5256.0,4775.0,3888.0,8663.0,10287.0,30505.0,40792.0,56130.0,348815.0,408009.0
"Frankfort, KY Micro Area",,,,,,,,,,,,,,
"Fresno, CA",3203.0,435.0,116.0,568.0,684.0,14905.0,12108.0,27013.0,30008.0,57550.0,87558.0,115690.0,867211.0,986104.0
"Gadsden, AL",215.0,506.0,71.0,381.0,452.0,1014.0,1978.0,2992.0,3011.0,1687.0,4698.0,8648.0,92650.0,101513.0
"Gainesville, FL",2861.0,1378.0,1285.0,421.0,1706.0,18650.0,10707.0,29357.0,13680.0,19574.0,33254.0,65695.0,256660.0,325216.0
"Gainesville, GA",998.0,2925.0,495.0,1673.0,2168.0,7784.0,1293.0,9077.0,5512.0,5238.0,10750.0,24920.0,176033.0,201951.0
"Gallup, NM Micro Area",,,,,,,,,,,,,,
"Gettysburg, PA",83.0,38.0,60.0,0.0,60.0,5242.0,1037.0,6279.0,3019.0,878.0,3897.0,10274.0,91552.0,101909.0
"Glens Falls, NY",314.0,384.0,689.0,149.0,838.0,2209.0,1150.0,3359.0,7604.0,702.0,8306.0,12887.0,110920.0,124121.0
"Glenwood Springs, CO Micro Area",,,,,,,,,,,,,,
"Goldsboro, NC",473.0,182.0,696.0,1308.0,2004.0,5224.0,1092.0,6316.0,4753.0,4720.0,9473.0,17975.0,103059.0,121507.0
"Grand Forks, ND-MN",1153.0,1560.0,343.0,865.0,1208.0,2711.0,2096.0,4807.0,4239.0,7506.0,11745.0,19320.0,78700.0,99173.0
"Grand Island, NE",385.0,1203.0,81.0,1508.0,1589.0,1225.0,585.0,1810.0,1457.0,5299.0,6756.0,11358.0,62633.0,74376.0
"Grand Junction, CO",106.0,1996.0,1331.0,1158.0,2489.0,3166.0,2118.0,5284.0,7038.0,12284.0,19322.0,29091.0,123979.0,153176.0
"Grand Rapids-Kentwood, MI",3016.0,4175.0,6483.0,1555.0,8038.0,18996.0,10655.0,29651.0,64086.0,38203.0,102289.0,144153.0,918524.0,1065693.0
"Grants Pass, OR",137.0,180.0,100.0,158.0,258.0,1792.0,1975.0,3767.0,1418.0,2800.0,4218.0,8423.0,78061.0,86621.0
"Great Falls, MT",163.0,2443.0,116.0,397.0,513.0,2695.0,1753.0,4448.0,1747.0,9305.0,11052.0,18456.0,61289.0,79908.0
"Greeley, CO",2103.0,989.0,384.0,1930.0,2314.0,12166.0,8210.0,20376.0,12218.0,10378.0,22596.0,46275.0,272565.0,320943.0
"Green Bay, WI",895.0,1038.0,1805.0,689.0,2494.0,4169.0,2781.0,6950.0,16382.0,13847.0,30229.0,40711.0,278243.0,319849.0
"Greeneville, TN Micro Area",,,,,,,,,,,,,,
"Greensboro-High Point, NC",3938.0,2642.0,1186.0,1496.0,2682.0,18393.0,14461.0,32854.0,36127.0,43783.0,79910.0,118088.0,642123.0,764149.0
"Greenville, NC",1193.0,576.0,1111.0,1669.0,2780.0,9814.0,10112.0,19926.0,6008.0,10418.0,16426.0,39708.0,138397.0,179298.0
"Greenville-Anderson, SC",7122.0,1627.0,2840.0,1392.0,4232.0,25772.0,13299.0,39071.0,76715.0,15685.0,92400.0,137330.0,765547.0,909999.0
"Greenwood, SC Micro Area",,,,,,,,,,,,,,
"Guayama, PR",,,,,,,,,,,,,,
"Gulfport-Biloxi, MS",2005.0,2120.0,1659.0,1114.0,2773.0,14783.0,5063.0,19846.0,26828.0,15965.0,42793.0,67532.0,343603.0,413140.0
"Hagerstown-Martinsburg, MD-WV",717.0,1859.0,211.0,132.0,343.0,10130.0,2794.0,12924.0,15109.0,8918.0,24027.0,39153.0,247263.0,287133.0
"Hammond, LA",160.0,12.0,300.0,0.0,300.0,4350.0,745.0,5095.0,10091.0,3983.0,14074.0,19481.0,112045.0,131686.0
"Hanford-Corcoran, CA",841.0,141.0,421.0,604.0,1025.0,5468.0,4626.0,10094.0,5486.0,3375.0,8861.0,20121.0,130189.0,151151.0
"Harrisburg-Carlisle, PA",1909.0,919.0,3444.0,512.0,3956.0,19379.0,12699.0,32078.0,35690.0,11328.0,47018.0,83971.0,486365.0,572245.0
"Harrisonburg, VA",1021.0,3932.0,0.0,75.0,75.0,7506.0,3211.0,10717.0,3173.0,3866.0,7039.0,21763.0,111348.0,134132.0
"Hartford-East Hartford-Middletown, CT",10083.0,272.0,1399.0,315.0,1714.0,30549.0,10424.0,40973.0,70813.0,20448.0,91261.0,134220.0,1049354.0,1193657.0
"Hattiesburg, MS",256.0,833.0,3557.0,710.0,4267.0,3679.0,4258.0,7937.0,9888.0,8716.0,18604.0,31641.0,134118.0,166015.0
"Heber, UT Micro Area",,,,,,,,,,,,,,
"Helena, MT Micro Area",,,,,,,,,,,,,,
"Hermiston-Pendleton, OR Micro Area",,,,,,,,,,,,,,
"Hickory-Lenoir-Morganton, NC",818.0,780.0,912.0,150.0,1062.0,7551.0,4655.0,12206.0,20296.0,7827.0,28123.0,42171.0,323719.0,366708.0
"Hilo, HI Micro Area",,,,,,,,,,,,,,
"Hilton Head Island-Bluffton, SC",560.0,1521.0,600.0,314.0,914.0,7910.0,2807.0,10717.0,7337.0,4200.0,11537.0,24689.0,193763.0,219012.0
