NAME,B07201_014E,B07201_013E,B07201_012E,B07201_011E,B07201_010E,B07201_009E,B07201_008E,B07201_007E,B07201_006E,B07201_005E,B07201_004E,B07201_003E,B07201_002E,B07201_001E
"Chicago-Naperville-Elgin, IL-IN-WI",54504.0,5614.0,10338.0,6918.0,17256.0,69281.0,80487.0,149768.0,532528.0,430839.0,963367.0,1136005.0,8212002.0,9402511.0
"Chico, CA",547.0,1351.0,1279.0,1169.0,2448.0,6686.0,6767.0,13453.0,11494.0,16243.0,27737.0,44989.0,179777.0,225313.0
"Chillicothe, OH Micro Area",,,,,,,,,,,,,,
"Cincinnati, OH-KY-IN",10517.0,4829.0,7593.0,5794.0,13387.0,27202.0,27479.0,54681.0,190945.0,62252.0,253197.0,326094.0,1800848.0,2137459.0
"Claremont-Lebanon, NH-VT Micro Area",,,,,,,,,,,,,,
"Clarksburg, WV Micro Area",,,,,,,,,,,,,,
"Clarksville, TN-KY",3088.0,4177.0,1270.0,1828.0,3098.0,9400.0,9260.0,18660.0,12019.0,14349.0,26368.0,52303.0,223088.0,278479.0
"Clearlake, CA Micro Area",,,,,,,,,,,,,,
"Cleveland, TN",204.0,528.0,119.0,344.0,463.0,2894.0,1702.0,4596.0,6216.0,10454.0,16670.0,22257.0,100164.0,122625.0
"Cleveland-Elyria, OH",10191.0,975.0,3430.0,3282.0,6712.0,25282.0,18807.0,44089.0,150862.0,70993.0,221855.0,273631.0,1750232.0,2034054.0
"Coeur d'Alene, ID",138.0,1258.0,1453.0,1530.0,2983.0,2634.0,3805.0,6439.0,10547.0,7287.0,17834.0,28514.0,123930.0,152582.0
"College Station-Bryan, TX",3039.0,2095.0,681.0,1707.0,2388.0,13167.0,11565.0,24732.0,2518.0,35161.0,37679.0,66894.0,181105.0,251038.0
"Colorado Springs, CO",8829.0,2907.0,2043.0,3411.0,5454.0,31322.0,26663.0,57985.0,16708.0,63825.0,80533.0,146879.0,546792.0,702500.0
"Columbia, MO",1429.0,848.0,523.0,913.0,1436.0,9935.0,3725.0,13660.0,4131.0,18601.0,22732.0,38676.0,134784.0,174889.0
"Columbia, SC",4005.0,3038.0,3654.0,5778.0,9432.0,32581.0,16513.0,49094.0,57321.0,19583.0,76904.0,138468.0,665259.0,807732.0
"Columbus, GA-AL",1356.0,1615.0,1813.0,1887.0,3700.0,16606.0,7363.0,23969.0,8250.0,23374.0,31624.0,60908.0,240848.0,303112.0
"Columbus, IN",3030.0,17.0,344.0,202.0,546.0,1774.0,519.0,2293.0,826.0,5076.0,5902.0,8758.0,69103.0,80891.0
"Columbus, OH",13957.0,2739.0,10055.0,6741.0,16796.0,38963.0,24509.0,63472.0,106260.0,147938.0,254198.0,337205.0,1666054.0,2017216.0
"Concord, NH Micro Area",,,,,,,,,,,,,,
"Cookeville, TN Micro Area",,,,,,,,,,,,,,
"Coos Bay, OR Micro Area",,,,,,,,,,,,,,
"Corning, NY Micro Area",,,,,,,,,,,,,,
"Corpus Christi, TX",2397.0,3772.0,1854.0,1616.0,3470.0,10959.0,9946.0,20905.0,10814.0,38005.0,48819.0,76966.0,366271.0,445634.0
"Corvallis, OR",1541.0,227.0,502.0,600.0,1102.0,3935.0,5917.0,9852.0,809.0,10071.0,10880.0,22061.0,65198.0,88800.0
"Crestview-Fort Walton Beach-Destin, FL",1843.0,1818.0,819.0,512.0,1331.0,11506.0,5937.0,17443.0,15942.0,10615.0,26557.0,47149.0,214223.0,263215.0
"Cullman, AL Micro Area",,,,,,,,,,,,,,
"Cumberland, MD-WV",116.0,499.0,74.0,0.0,74.0,3274.0,1171.0,4445.0,5226.0,3966.0,9192.0,14210.0,83976.0,98302.0
"Dallas-Fort Worth-Arlington, TX",59540.0,7967.0,6909.0,14285.0,21194.0,87174.0,113330.0,200504.0,380891.0,452032.0,832923.0,1062588.0,6008539.0,7130667.0
"Dalton, GA",301.0,171.0,118.0,58.0,176.0,2958.0,1498.0,4456.0,6538.0,2894.0,9432.0,14235.0,126992.0,141528.0
"Danville, IL",170.0,276.0,120.0,47.0,167.0,762.0,1013.0,1775.0,3885.0,3452.0,7337.0,9555.0,67428.0,77153.0
"Danville, VA Micro Area",,,,,,,,,,,,,,
"Daphne-Fairhope-Foley, AL",922.0,956.0,490.0,556.0,1046.0,5877.0,4187.0,10064.0,7376.0,2973.0,10349.0,22415.0,183130.0,206467.0
"Davenport-Moline-Rock Island, IA-IL",1263.0,1332.0,1533.0,1173.0,2706.0,4132.0,3066.0,7198.0,13931.0,16284.0,30215.0,41451.0,335317.0,378031.0
"Dayton, OH",4786.0,3284.0,3991.0,1976.0,5967.0,18931.0,8868.0,27799.0,57477.0,30994.0,88471.0,125521.0,660531.0,790838.0
"Decatur, AL",79.0,1315.0,426.0,155.0,581.0,1650.0,3261.0,4911.0,5353.0,7685.0,13038.0,19845.0,130771.0,150695.0
"Decatur, IL",112.0,769.0,751.0,174.0,925.0,2296.0,1702.0,3998.0,1145.0,12546.0,13691.0,19383.0,85440.0,104935.0
"Deltona-Daytona Beach-Ormond Beach, FL",2974.0,523.0,1257.0,584.0,1841.0,21855.0,12855.0,34710.0,30963.0,17399.0,48362.0,85436.0,543440.0,631850.0
"Denver-Aurora-Lakewood, CO",15890.0,3062.0,4359.0,4667.0,9026.0,55506.0,63525.0,119031.0,164930.0,182958.0,347888.0,479007.0,2325057.0,2819954.0
"Des Moines-West Des Moines, IA",1956.0,1994.0,3114.0,3218.0,6332.0,8226.0,14819.0,23045.0,36793.0,42886.0,79679.0,111050.0,514011.0,627017.0
"Detroit-Warren-Dearborn, MI",27943.0,5759.0,5244.0,5729.0,10973.0,43743.0,32445.0,76188.0,271967.0,168448.0,440415.0,533335.0,3682301.0,4243579.0
"Dothan, AL",519.0,903.0,592.0,1287.0,1879.0,1119.0,1451.0,2570.0,3777.0,7276.0,11053.0,16405.0,129069.0,145993.0
"Dover, DE",501.0,494.0,9.0,302.0,311.0,5801.0,2382.0,8183.0,12237.0,3634.0,15871.0,24859.0,147544.0,172904.0
"DuBois, PA Micro Area",,,,,,,,,,,,,,
"Dubuque, IA",673.0,969.0,297.0,94.0,391.0,1948.0,1490.0,3438.0,1500.0,7157.0,8657.0,13455.0,81954.0,96082.0
"Duluth, MN-WI",611.0,2658.0,1376.0,729.0,2105.0,6872.0,3015.0,9887.0,12546.0,14079.0,26625.0,41275.0,234647.0,276533.0
"Dunn, NC Micro Area",,,,,,,,,,,,,,
"Durham-Chapel Hill, NC",6322.0,947.0,1953.0,1803.0,3756.0,18264.0,18890.0,37154.0,10370.0,46158.0,56528.0,98385.0,448937.0,553644.0
"East Stroudsburg, PA",1430.0,76.0,17.0,0.0,17.0,6135.0,3189.0,9324.0,7584.0,1655.0,9239.0,18656.0,144830.0,164916.0
"Eau Claire, WI",347.0,2029.0,1088.0,609.0,1697.0,4338.0,2350.0,6688.0,10958.0,9135.0,20093.0,30507.0,133213.0,164067.0
"El Centro, CA",1307.0,182.0,0.0,0.0,0.0,1421.0,1459.0,2880.0,9661.0,5235.0,14896.0,17958.0,158562.0,177827.0
"Elizabeth City, NC Micro Area",,,,,,,,,,,,,,
"Elizabethtown-Fort Knox, KY",1866.0,706.0,1238.0,483.0,1721.0,7376.0,6153.0,13529.0,10329.0,3860.0,14189.0,30145.0,116634.0,148645.0
"Elkhart-Goshen, IN",85.0,281.0,1337.0,0.0,1337.0,3621.0,1867.0,5488.0,8042.0,12116.0,20158.0,27264.0,173273.0,200622.0
"Elmira, NY",51.0,416.0,289.0,0.0,289.0,2638.0,846.0,3484.0,3871.0,1647.0,5518.0,9707.0,75753.0,85511.0
"El Paso, TX",10955.0,1139.0,1087.0,2284.0,3371.0,14414.0,13852.0,28266.0,10410.0,71067.0,81477.0,114253.0,701825.0,827033.0
"Enid, OK",290.0,191.0,1044.0,279.0,1323.0,1193.0,1670.0,2863.0,432.0,4161.0,4593.0,8970.0,52200.0,61460.0
"Erie, PA",1560.0,631.0,1571.0,710.0,2281.0,6769.0,2190.0,8959.0,14296.0,13819.0,28115.0,39986.0,232223.0,273769.0
"Eugene, OR",1392.0,461.0,2223.0,1062.0,3285.0,10599.0,12640.0,23239.0,28157.0,32854.0,61011.0,87996.0,277102.0,366490.0
"Eureka-Arcata-Fortuna, CA Micro Area",,,,,,,,,,,,,,
"Evansville, IN-KY",254.0,3791.0,1149.0,2523.0,3672.0,3721.0,2269.0,5990.0,16646.0,18528.0,35174.0,48627.0,263927.0,312808.0
"Fairbanks, AK",1844.0,1335.0,463.0,0.0,463.0,1938.0,5654.0,7592.0,4964.0,5167.0,10131.0,19521.0,77689.0,99054.0
"Fargo, ND-MN",1074.0,4493.0,1293.0,1067.0,2360.0,3641.0,3805.0,7446.0,9771.0,22251.0,32022.0,46321.0,186524.0,233919.0
"Faribault-Northfield, MN Micro Area",,,,,,,,,,,,,,
"Farmington, MO Micro Area",,,,,,,,,,,,,,
"Farmington, NM",132.0,981.0,689.0,139.0,828.0,2023.0,1470.0,3493.0,4747.0,6806.0,11553.0,16855.0,96568.0,113555.0
"Fayetteville, NC",4038.0,601.0,4213.0,1605.0,5818.0,14025.0,9103.0,23128.0,12817.0,27355.0,40172.0,69719.0,300455.0,374212.0
"Fayetteville-Springdale-Rogers, AR-MO",3028.0,3475.0,403.0,1620.0,2023.0,10599.0,9497.0,20096.0,19782.0,38181.0,57963.0,83557.0,431900.0,518485.0
"Findlay, OH Micro Area",,,,,,,,,,,,,,
"Flagstaff, AZ",531.0,426.0,554.0,325.0,879.0,12360.0,6526.0,18886.0,3841.0,11484.0,15325.0,35516.0,103798.0,139845.0
"Flint, MI",651.0,1078.0,820.0,934.0,1754.0,7215.0,3876.0,11091.0,28348.0,15204.0,43552.0,57475.0,346044.0,404170.0
"Florence, SC",73.0,2124.0,412.0,124.0,536.0,1794.0,2581.0,4375.0,12112.0,5111.0,17223.0,24258.0,179100.0,203431.0
"Florence-Muscle Shoals, AL",262.0,1538.0,76.0,37.0,113.0,1483.0,4330.0,5813.0,6967.0,6519.0,13486.0,20950.0,124413.0,145625.0
"Fond du Lac, WI",68.0,1517.0,947.0,44.0,991.0,1355.0,727.0,2082.0,1491.0,3714.0,5205.0,9795.0,91370.0,101233.0
"Forest City, NC Micro Area",,,,,,,,,,,,,,
"Fort Collins, CO",1210.0,1864.0,1344.0,1337.0,2681.0,17439.0,13714.0,31153.0,16366.0,25236.0,41602.0,77300.0,258176.0,336686.0
"Fort Payne, AL Micro Area",,,,,,,,,,,,,,
"Fort Smith, AR-OK",691.0,1921.0,1869.0,1031.0,2900.0,3093.0,3343.0,6436.0,19007.0,11597.0,30604.0,41861.0,233924.0,276476.0
"Gallup, NM Micro Area",,,,,,,,,,,,,,
"Gettysburg, PA",177.0,55.0,0.0,48.0,48.0,4470.0,1936.0,6406.0,2315.0,1414.0,3729.0,10238.0,90677.0,101092.0
"Fort Wayne, IN",1431.0,1222.0,3279.0,2076.0,5355.0,5181.0,6718.0,11899.0,11151.0,39238.0,50389.0,68865.0,355102.0,425398.0
"Frankfort, KY Micro Area",,,,,,,,,,,,,,
"Fresno, CA",4590.0,224.0,467.0,637.0,1104.0,9900.0,13660.0,23560.0,44573.0,74876.0,119449.0,144337.0,814897.0,963824.0
"Gadsden, AL",209.0,350.0,837.0,989.0,1826.0,1628.0,1841.0,3469.0,7459.0,4265.0,11724.0,17369.0,84225.0,101803.0
"Gainesville, FL",2855.0,555.0,429.0,287.0,716.0,10910.0,6644.0,17554.0,8071.0,24690.0,32761.0,51586.0,224901.0,279342.0
"Gainesville, GA",1170.0,965.0,976.0,560.0,1536.0,5802.0,1742.0,7544.0,7708.0,3236.0,10944.0,20989.0,172123.0,194282.0
"Glens Falls, NY",386.0,293.0,845.0,367.0,1212.0,3502.0,423.0,3925.0,8147.0,3322.0,11469.0,16899.0,107773.0,125058.0
"Glenwood Springs, CO Micro Area",,,,,,,,,,,,,,
"Goldsboro, NC",1831.0,1244.0,1175.0,707.0,1882.0,3206.0,3146.0,6352.0,6554.0,6832.0,13386.0,22864.0,97855.0,122550.0
"Grand Forks, ND-MN",678.0,1032.0,1204.0,369.0,1573.0,2587.0,2004.0,4591.0,3965.0,6776.0,10741.0,17937.0,82125.0,100740.0
"Grand Island, NE",1161.0,680.0,242.0,963.0,1205.0,1739.0,1081.0,2820.0,1688.0,6646.0,8334.0,13039.0,70889.0,85089.0
"Grand Junction, CO",376.0,1892.0,783.0,747.0,1530.0,3675.0,2974.0,6649.0,9007.0,9800.0,18807.0,28878.0,119689.0,148943.0
"Grand Rapids-Wyoming, MI",3837.0,3669.0,9623.0,2701.0,12324.0,21237.0,12868.0,34105.0,66957.0,51052.0,118009.0,168107.0,862969.0,1034913.0
"Grants Pass, OR",0.0,135.0,1558.0,74.0,1632.0,3689.0,2007.0,5696.0,3726.0,4060.0,7786.0,15249.0,69505.0,84754.0
"Great Falls, MT",373.0,861.0,322.0,476.0,798.0,1462.0,2418.0,3880.0,1640.0,6425.0,8065.0,13604.0,66495.0,80472.0
"Greeley, CO",535.0,393.0,1453.0,973.0,2426.0,14922.0,7155.0,22077.0,11910.0,13037.0,24947.0,49843.0,240303.0,290681.0
"Green Bay, WI",1315.0,2009.0,1234.0,1748.0,2982.0,7629.0,4637.0,12266.0,12670.0,13641.0,26311.0,43568.0,269366.0,314249.0
"Greeneville, TN Micro Area",,,,,,,,,,,,,,
"Greenfield Town, MA Micro Area",,,,,,,,,,,,,,
"Greensboro-High Point, NC",2121.0,2201.0,1835.0,1636.0,3471.0,17654.0,15186.0,32840.0,25808.0,44063.0,69871.0,108383.0,636432.0,746936.0
"Greenville, NC",0.0,2108.0,1547.0,862.0,2409.0,8939.0,5837.0,14776.0,6371.0,16098.0,22469.0,41762.0,133205.0,174967.0
"Greenville-Anderson-Mauldin, SC",6544.0,1888.0,2539.0,1088.0,3627.0,24770.0,11795.0,36565.0,74790.0,26122.0,100912.0,142992.0,723222.0,872758.0
"Greenwood, SC Micro Area",,,,,,,,,,,,,,
"Hattiesburg, MS",151.0,2227.0,1789.0,139.0,1928.0,2853.0,2591.0,5444.0,10187.0,9466.0,19653.0,29252.0,117395.0,146798.0
"Helena, MT Micro Area",,,,,,,,,,,,,,
"Hermiston-Pendleton, OR Micro Area",,,,,,,,,,,,,,
"Hickory-Lenoir-Morganton, NC",1478.0,2030.0,1849.0,1320.0,3169.0,8784.0,5205.0,13989.0,21955.0,12243.0,34198.0,53386.0,305356.0,360220.0
"Hilo, HI Micro Area",,,,,,,,,,,,,,
"Hilton Head Island-Bluffton-Beaufort, SC",1783.0,570.0,560.0,183.0,743.0,8431.0,3941.0,12372.0,7807.0,8657.0,16464.0,30149.0,178096.0,210028.0
"Hinesville, GA",782.0,914.0,1216.0,538.0,1754.0,5016.0,2131.0,7147.0,5574.0,6668.0,12242.0,22057.0,58480.0,81319.0
"Guayama, PR",,,,,,,,,,,,,,
"Gulfport-Biloxi-Pascagoula, MS",1270.0,3068.0,2562.0,1390.0,3952.0,10543.0,5203.0,15746.0,21684.0,22373.0,44057.0,66823.0,318691.0,386784.0
"Hagerstown-Martinsburg, MD-WV",584.0,1683.0,315.0,189.0,504.0,9141.0,5198.0,14339.0,9059.0,10475.0,19534.0,36060.0,224446.0,261090.0
"Hammond, LA",97.0,198.0,247.0,263.0,510.0,3437.0,1054.0,4491.0,8289.0,3345.0,11634.0,16833.0,112401.0,129331.0
"Hanford-Corcoran, CA",542.0,32.0,187.0,1146.0,1333.0,6149.0,4194.0,10343.0,9918.0,7661.0,17579.0,29287.0,118770.0,148599.0
"Harrisburg-Carlisle, PA",4882.0,1236.0,1272.0,988.0,2260.0,19839.0,10618.0,30457.0,33453.0,16293.0,49746.0,83699.0,473002.0,561583.0
"Harrisonburg, VA",889.0,1260.0,217.0,51.0,268.0,9886.0,3639.0,13525.0,5962.0,6894.0,12856.0,27909.0,102128.0,130926.0
"Hartford-West Hartford-East Hartford, CT",8826.0,103.0,1689.0,756.0,2445.0,24412.0,12959.0,37371.0,62806.0,29607.0,92413.0,132332.0,1054959.0,1196117.0
"Hobbs, NM Micro Area",,,,,,,,,,,,,,
"Holland, MI Micro Area",,,,,,,,,,,,,,
"Homosassa Springs, FL",172.0,1240.0,314.0,231.0,545.0,7318.0,1178.0,8496.0,9415.0,106.0,9521.0,19802.0,122818.0,142792.0
"Hot Springs, AR",81.0,607.0,316.0,1315.0,1631.0,1976.0,1756.0,3732.0,4562.0,5203.0,9765.0,15735.0,80265.0,96081.0
"Houma-Thibodaux, LA",1420.0,316.0,0.0,577.0,577.0,3568.0,3201.0,6769.0,11702.0,5446.0,17148.0,24810.0,182428.0,208658.0
"Houston-The Woodlands-Sugar Land, TX",81748.0,11701.0,5955.0,9886.0,15841.0,79406.0,89417.0,168823.0,353648.0,398959.0,752607.0,948972.0,5640726.0,6671446.0
"Reading, PA",879.0,200.0,611.0,0.0,611.0,8432.0,5559.0,13991.0,19622.0,15015.0,34637.0,49439.0,360239.0,410557.0
"Redding, CA",652.0,439.0,470.0,1634.0,2104.0,2457.0,3129.0,5586.0,5549.0,9538.0,15087.0,23216.0,153781.0,177649.0
"Reno, NV",1792.0,721.0,1132.0,2391.0,3523.0,10758.0,9835.0,20593.0,17762.0,41711.0,59473.0,84310.0,365895.0,451997.0
"Richmond, IN Micro Area",,,,,,,,,,,,,,
"Richmond, VA",7458.0,6076.0,1119.0,1193.0,2312.0,26419.0,20549.0,46968.0,93564.0,34980.0,128544.0,183900.0,1075515.0,1266873.0
"Richmond-Berea, KY Micro Area",,,,,,,,,,,,,,
"Riverside-San Bernardino-Ontario, CA",20578.0,999.0,2733.0,3166.0,5899.0,104116.0,83245.0,187361.0,287176.0,125114.0,412290.0,606549.0,3842779.0,4469906.0
"Roanoke, VA",1598.0,1572.0,483.0,45.0,528.0,6045.0,3362.0,9407.0,18311.0,12800.0,31111.0,42618.0,265529.0,309745.0
"Roanoke Rapids, NC Micro Area",,,,,,,,,,,,,,
"Rochester, MN",2045.0,676.0,1786.0,989.0,2775.0,3863.0,3284.0,7147.0,5175.0,9706.0,14881.0,25479.0,186051.0,213575.0
"Rochester, NY",7469.0,1833.0,4532.0,725.0,5257.0,18470.0,13357.0,31827.0,83269.0,34465.0,117734.0,156651.0,903538.0,1067658.0
"Rockford, IL",1197.0,364.0,682.0,1067.0,1749.0,6308.0,4770.0,11078.0,16257.0,19454.0,35711.0,48902.0,284959.0,335058.0
"Rocky Mount, NC",578.0,183.0,392.0,418.0,810.0,5226.0,1731.0,6957.0,4938.0,6603.0,11541.0,19491.0,126268.0,146337.0
"Rome, GA",188.0,301.0,949.0,269.0,1218.0,2313.0,1185.0,3498.0,4618.0,8274.0,12892.0,17909.0,77945.0,96042.0
"Roseburg, OR Micro Area",,,,,,,,,,,,,,
"Roswell, NM Micro Area",,,,,,,,,,,,,,
"Russellville, AR Micro Area",,,,,,,,,,,,,,
"Sacramento--Roseville--Arden-Arcade, CA",14891.0,2126.0,2861.0,2765.0,5626.0,46736.0,58048.0,104784.0,139122.0,100659.0,239781.0,352317.0,1901111.0,2268319.0
"Saginaw, MI",785.0,1179.0,650.0,472.0,1122.0,2702.0,2043.0,4745.0,10501.0,10444.0,20945.0,27991.0,161418.0,190194.0
"St. Cloud, MN",1700.0,1769.0,657.0,890.0,1547.0,6459.0,3169.0,9628.0,10629.0,9368.0,19997.0,32941.0,158584.0,193225.0
"St. George, UT",1022.0,714.0,423.0,627.0,1050.0,8468.0,4677.0,13145.0,4572.0,9948.0,14520.0,29429.0,128138.0,158589.0
"St. Joseph, MO-KS",149.0,1029.0,285.0,451.0,736.0,2523.0,3154.0,5677.0,2877.0,11289.0,14166.0,21608.0,103818.0,125575.0
"St. Louis, MO-IL",9628.0,10462.0,6908.0,3917.0,10825.0,26670.0,29120.0,55790.0,243874.0,56061.0,299935.0,377012.0,2389578.0,2776218.0
"Salem, OH Micro Area",,,,,,,,,,,,,,
"Salem, OR",2056.0,838.0,2888.0,383.0,3271.0,11540.0,9574.0,21114.0,24203.0,22164.0,46367.0,71590.0,338403.0,412049.0
"Salinas, CA",4633.0,137.0,540.0,243.0,783.0,11057.0,9019.0,20076.0,17293.0,6552.0,23845.0,44841.0,380088.0,429562.0
"Salisbury, MD-DE",1519.0,2031.0,214.0,514.0,728.0,13252.0,4046.0,17298.0,24186.0,8742.0,32928.0,52985.0,342276.0,396780.0
"Salt Lake City, UT",10477.0,2291.0,5426.0,4776.0,10202.0,23049.0,31940.0,54989.0,88600.0,26898.0,115498.0,182980.0,972968.0,1166425.0
"San Angelo, TX",305.0,867.0,210.0,180.0,390.0,5594.0,4642.0,10236.0,417.0,11302.0,11719.0,23212.0,95973.0,119490.0
"San Antonio-New Braunfels, TX",16687.0,5701.0,5942.0,7857.0,13799.0,40009.0,43109.0,83118.0,69819.0,180013.0,249832.0,352450.0,2027408.0,2396545.0
"San Diego-Carlsbad, CA",39641.0,849.0,2684.0,2262.0,4946.0,53904.0,54530.0,108434.0,165553.0,184725.0,350278.0,464507.0,2770291.0,3274439.0
"Sandusky, OH Micro Area",,,,,,,,,,,,,,
"San Francisco-Oakland-Hayward, CA",59614.0,959.0,3407.0,2853.0,6260.0,65242.0,104406.0,169648.0,184532.0,178331.0,362863.0,539730.0,4031258.0,4630602.0
"San Germán, PR",,,,,,,,,,,,,,
"San Jose-Sunnyvale-Santa Clara, CA",38968.0,991.0,569.0,925.0,1494.0,38001.0,44148.0,82149.0,25099.0,137792.0,162891.0,247525.0,1671114.0,1957607.0
"San Juan-Carolina-Caguas, PR",,,,,,,,,,,,,,
"San Luis Obispo-Paso Robles-Arroyo Grande, CA",2331.0,544.0,270.0,308.0,578.0,11416.0,9196.0,20612.0,13819.0,11968.0,25787.0,47521.0,230454.0,280306.0
"Santa Cruz-Watsonville, CA",1502.0,475.0,678.0,160.0,838.0,9680.0,10209.0,19889.0,7232.0,9068.0,16300.0,37502.0,232662.0,271666.0
"Santa Fe, NM",147.0,269.0,400.0,744.0,1144.0,1788.0,2705.0,4493.0,1399.0,5164.0,6563.0,12469.0,134634.0,147250.0
"Santa Maria-Santa Barbara, CA",5459.0,175.0,798.0,0.0,798.0,11552.0,11943.0,23495.0,29759.0,27263.0,57022.0,81490.0,354192.0,441141.0
"Santa Rosa, CA",2745.0,642.0,1842.0,1305.0,3147.0,9337.0,9214.0,18551.0,20332.0,16454.0,36786.0,59126.0,436487.0,498358.0
"Savannah, GA",2260.0,2373.0,1158.0,1184.0,2342.0,13420.0,9228.0,22648.0,27635.0,27755.0,55390.0,82753.0,293083.0,378096.0
"Scranton--Wilkes-Barre--Hazleton, PA",2674.0,1596.0,1288.0,219.0,1507.0,9512.0,6359.0,15871.0,30317.0,18609.0,48926.0,67900.0,479450.0,550024.0
"Searcy, AR Micro Area",,,,,,,,,,,,,,
"Seattle-Tacoma-Bellevue, WA",43913.0,2892.0,7318.0,8172.0,15490.0,70446.0,80801.0,151247.0,215593.0,250857.0,466450.0,636079.0,3071853.0,3751845.0
"Sebastian-Vero Beach, FL",1242.0,0.0,111.0,120.0,231.0,6349.0,2507.0,8856.0,5809.0,2805.0,8614.0,17701.0,131788.0,150731.0
"Sebring, FL",1915.0,312.0,560.0,325.0,885.0,5931.0,609.0,6540.0,8010.0,3034.0,11044.0,18781.0,79616.0,100312.0
"Seneca, SC Micro Area",,,,,,,,,,,,,,
"Sevierville, TN Micro Area",,,,,,,,,,,,,,
"Show Low, AZ Micro Area",,,,,,,,,,,,,,
"Shreveport-Bossier City, LA",1242.0,583.0,723.0,453.0,1176.0,4354.0,3455.0,7809.0,11864.0,31189.0,43053.0,52621.0,381836.0,435699.0
"Sierra Vista-Douglas, AZ",1384.0,468.0,550.0,205.0,755.0,5448.0,5571.0,11019.0,4727.0,3898.0,8625.0,20867.0,101900.0,124151.0
"Sioux City, IA-NE-SD",1178.0,2110.0,186.0,666.0,852.0,1661.0,2909.0,4570.0,4512.0,7062.0,11574.0,19106.0,145048.0,165332.0
"Sioux Falls, SD",1299.0,3312.0,349.0,2874.0,3223.0,5106.0,3280.0,8386.0,4360.0,21300.0,25660.0,40581.0,211276.0,253156.0
"Somerset, PA Micro Area",,,,,,,,,,,,,,
"South Bend-Mishawaka, IN-MI",1197.0,289.0,1098.0,1736.0,2834.0,9080.0,4582.0,13662.0,8891.0,14631.0,23522.0,40307.0,274605.0,316109.0
"Spartanburg, SC",560.0,382.0,1276.0,342.0,1618.0,11219.0,4877.0,16096.0,27516.0,8949.0,36465.0,54561.0,271163.0,326284.0
"Shawnee, OK Micro Area",,,,,,,,,,,,,,
"Sheboygan, WI",375.0,225.0,402.0,218.0,620.0,1202.0,1169.0,2371.0,5246.0,5376.0,10622.0,13838.0,100006.0,114219.0
"Shelby, NC Micro Area",,,,,,,,,,,,,,
"Sherman-Denison, TX",351.0,514.0,1108.0,723.0,1831.0,3889.0,1997.0,5886.0,3471.0,9664.0,13135.0,21366.0,104917.0,126634.0
"Sunbury, PA Micro Area",,,,,,,,,,,,,,
"Spokane-Spokane Valley, WA",2394.0,2942.0,2573.0,2127.0,4700.0,18813.0,14273.0,33086.0,23047.0,40330.0,63377.0,104105.0,443812.0,550311.0
