NAME,B07201_014E,B07201_013E,B07201_012E,B07201_011E,B07201_010E,B07201_009E,B07201_008E,B07201_007E,B07201_006E,B07201_005E,B07201_004E,B07201_003E,B07201_002E,B07201_001E
"Fort Wayne, IN",1452.0,824.0,2580.0,1501.0,4081.0,5523.0,4333.0,9856.0,12861.0,26023.0,38884.0,53645.0,348940.0,404037.0
"Frankfort, KY Micro Area",,,,,,,,,,,,,,
"Fresno, CA",8230.0,1322.0,302.0,748.0,1050.0,13082.0,14679.0,27761.0,36837.0,72096.0,108933.0,139066.0,745631.0,892927.0
"Gadsden, AL",0.0,306.0,1227.0,102.0,1329.0,3995.0,1545.0,5540.0,6238.0,5744.0,11982.0,19157.0,83197.0,102354.0
"Gainesville, FL",1402.0,841.0,602.0,130.0,732.0,13499.0,7780.0,21279.0,7653.0,23762.0,31415.0,54267.0,196708.0,252377.0
"Gainesville, GA",637.0,2591.0,169.0,41.0,210.0,5995.0,2035.0,8030.0,8875.0,9242.0,18117.0,28948.0,152021.0,181606.0
"Galesburg, IL Micro Area",,,,,,,,,,,,,,
"Gallup, NM Micro Area",,,,,,,,,,,,,,
"Gettysburg, PA Micro Area",,,,,,,,,,,,,,
"Glens Falls, NY",23.0,570.0,514.0,505.0,1019.0,3267.0,1601.0,4868.0,9288.0,3043.0,12331.0,18788.0,109022.0,127833.0
"Goldsboro, NC",582.0,340.0,645.0,549.0,1194.0,3297.0,1888.0,5185.0,6223.0,4265.0,10488.0,17207.0,94293.0,112082.0
"Grand Forks, ND-MN",528.0,1390.0,1500.0,444.0,1944.0,1627.0,2103.0,3730.0,3018.0,7168.0,10186.0,17250.0,76637.0,94415.0
"Grand Island, NE Micro Area",,,,,,,,,,,,,,
"Grand Junction, CO",64.0,1114.0,253.0,1306.0,1559.0,4873.0,4651.0,9524.0,10628.0,8362.0,18990.0,31187.0,110629.0,141880.0
