NAME,B07201_014E,B07201_013E,B07201_012E,B07201_011E,B07201_010E,B07201_009E,B07201_008E,B07201_007E,B07201_006E,B07201_005E,B07201_004E,B07201_003E,B07201_002E,B07201_001E
"Killeen-Temple, TX",3866.0,3125.0,1983.0,1524.0,3507.0,21230.0,18009.0,39239.0,23592.0,28373.0,51965.0,97836.0,378460.0,480162.0
"Kingsport-Bristol, TN-VA",363.0,1687.0,2190.0,489.0,2679.0,7889.0,4034.0,11923.0,11931.0,5346.0,17277.0,33566.0,270970.0,304899.0
"Kingston, NY",255.0,1974.0,1265.0,0.0,1265.0,2733.0,5798.0,8531.0,2220.0,2026.0,4246.0,16016.0,164233.0,180504.0
"Klamath Falls, OR Micro Area",,,,,,,,,,,,,,
"Knoxville, TN",1064.0,3216.0,3490.0,2849.0,6339.0,20335.0,13096.0,33431.0,45221.0,19608.0,64829.0,107815.0,775415.0,884294.0
"Kokomo, IN",0.0,609.0,366.0,121.0,487.0,1180.0,640.0,1820.0,994.0,5681.0,6675.0,9591.0,73418.0,83009.0
"La Crosse-Onalaska, WI-MN",374.0,3349.0,1028.0,110.0,1138.0,2338.0,2836.0,5174.0,4452.0,5054.0,9506.0,19167.0,118001.0,137542.0
"Lafayette, LA",1231.0,786.0,1029.0,3393.0,4422.0,7673.0,3940.0,11613.0,21197.0,18305.0,39502.0,56323.0,416255.0,473809.0
"Lafayette-West Lafayette, IN",2330.0,1313.0,1276.0,1088.0,2364.0,10699.0,5176.0,15875.0,7216.0,18161.0,25377.0,44929.0,174571.0,221830.0
"LaGrange, GA-AL Micro Area",,,,,,,,,,,,,,
"Lake Charles, LA",536.0,2027.0,1035.0,358.0,1393.0,3645.0,4104.0,7749.0,11692.0,8517.0,20209.0,31378.0,174303.0,206217.0
"Lake City, FL Micro Area",,,,,,,,,,,,,,
"Lake Havasu City-Kingman, AZ",760.0,904.0,605.0,0.0,605.0,6350.0,7198.0,13548.0,5487.0,5413.0,10900.0,25957.0,189036.0,215753.0
"Lakeland-Winter Haven, FL",1505.0,767.0,1383.0,830.0,2213.0,32637.0,12083.0,44720.0,26351.0,24068.0,50419.0,98119.0,647208.0,746832.0
"Lancaster, PA",1613.0,864.0,1079.0,765.0,1844.0,15107.0,6047.0,21154.0,27577.0,4344.0,31921.0,55783.0,489199.0,546595.0
"Lansing-East Lansing, MI",2978.0,1844.0,1836.0,685.0,2521.0,20330.0,10352.0,30682.0,27561.0,16912.0,44473.0,79520.0,454031.0,536529.0
"Laredo, TX",890.0,0.0,297.0,388.0,685.0,550.0,1766.0,2316.0,270.0,24227.0,24497.0,27498.0,235412.0,263800.0
"Las Cruces, NM",1174.0,353.0,697.0,657.0,1354.0,2898.0,5383.0,8281.0,3823.0,9852.0,13675.0,23663.0,193484.0,218321.0
"Las Vegas-Henderson-Paradise, NV",8663.0,2746.0,2476.0,1127.0,3603.0,50410.0,49741.0,100151.0,98331.0,120407.0,218738.0,325238.0,1932373.0,2266274.0
"Laurel, MS Micro Area",,,,,,,,,,,,,,
"Lawrence, KS",164.0,683.0,796.0,1284.0,2080.0,6506.0,5330.0,11836.0,1180.0,12275.0,13455.0,28054.0,90353.0,118571.0
"Lawton, OK",637.0,670.0,1091.0,33.0,1124.0,6119.0,3048.0,9167.0,1073.0,11757.0,12830.0,23791.0,101207.0,125635.0
"Lebanon, NH-VT Micro Area",,,,,,,,,,,,,,
"Lebanon, PA",2013.0,0.0,189.0,117.0,306.0,3427.0,2003.0,5430.0,3012.0,752.0,3764.0,9500.0,130136.0,141649.0
"Lewiston, ID-WA",97.0,1531.0,69.0,31.0,100.0,309.0,1975.0,2284.0,1428.0,3012.0,4440.0,8355.0,55753.0,64205.0
"Lewiston-Auburn, ME",239.0,1349.0,481.0,0.0,481.0,2540.0,1130.0,3670.0,1814.0,4415.0,6229.0,11729.0,98171.0,110139.0
"Lexington-Fayette, KY",1615.0,2992.0,3025.0,3712.0,6737.0,10887.0,12150.0,23037.0,13302.0,36774.0,50076.0,82842.0,427935.0,512392.0
"Lima, OH",20.0,696.0,1207.0,125.0,1332.0,2299.0,1360.0,3659.0,3401.0,3550.0,6951.0,12638.0,87801.0,100459.0
"Lincoln, NE",2261.0,3934.0,1756.0,1953.0,3709.0,4065.0,5747.0,9812.0,2128.0,34771.0,36899.0,54354.0,283561.0,340176.0
"Little Rock-North Little Rock-Conway, AR",2066.0,3754.0,2459.0,3060.0,5519.0,8130.0,12635.0,20765.0,34396.0,36421.0,70817.0,100855.0,638558.0,741479.0
"Logan, UT-ID",432.0,214.0,683.0,406.0,1089.0,7554.0,3679.0,11233.0,5931.0,5378.0,11309.0,23845.0,125731.0,150008.0
"London, KY Micro Area",,,,,,,,,,,,,,
"Longview, TX",680.0,2692.0,455.0,1321.0,1776.0,5377.0,4615.0,9992.0,12195.0,7648.0,19843.0,34303.0,250355.0,285338.0
"Longview, WA",123.0,360.0,357.0,276.0,633.0,2671.0,2261.0,4932.0,5505.0,1422.0,6927.0,12852.0,97609.0,110584.0
"Los Angeles-Long Beach-Anaheim, CA",62670.0,2941.0,4626.0,2035.0,6661.0,113983.0,142836.0,256819.0,385373.0,607618.0,992991.0,1259412.0,11549041.0,12871123.0
"Louisville/Jefferson County, KY-IN",4302.0,4006.0,2886.0,1486.0,4372.0,15259.0,14070.0,29329.0,47917.0,68326.0,116243.0,153950.0,1110519.0,1268771.0
"Lubbock, TX",3275.0,1308.0,2650.0,3245.0,5895.0,6305.0,11817.0,18122.0,3074.0,33434.0,36508.0,61833.0,258344.0,323452.0
"Lufkin, TX Micro Area",,,,,,,,,,,,,,
"Lumberton, NC Micro Area",,,,,,,,,,,,,,
"Lynchburg, VA",855.0,840.0,421.0,234.0,655.0,10728.0,5475.0,16203.0,9291.0,7603.0,16894.0,34592.0,225605.0,261052.0
"Macon-Bibb County, GA",612.0,1357.0,324.0,74.0,398.0,6940.0,3945.0,10885.0,1802.0,16066.0,17868.0,30508.0,198179.0,229299.0
"Madera, CA",101.0,98.0,0.0,34.0,34.0,3807.0,4242.0,8049.0,939.0,1959.0,2898.0,11079.0,146133.0,157313.0
"Madison, WI",5368.0,1997.0,3690.0,2232.0,5922.0,19154.0,15358.0,34512.0,27780.0,39478.0,67258.0,109689.0,561852.0,676909.0
"Manchester-Nashua, NH",407.0,4.0,1805.0,1359.0,3164.0,18557.0,2804.0,21361.0,8567.0,17652.0,26219.0,50748.0,369051.0,420206.0
"Manhattan, KS",2159.0,614.0,180.0,327.0,507.0,6246.0,6282.0,12528.0,8941.0,8030.0,16971.0,30620.0,99388.0,132167.0
"Manitowoc, WI Micro Area",,,,,,,,,,,,,,
"Mankato, MN",443.0,1592.0,712.0,1338.0,2050.0,4112.0,728.0,4840.0,3642.0,8318.0,11960.0,20442.0,81456.0,102341.0
"Mansfield, OH",104.0,196.0,4561.0,1567.0,6128.0,3184.0,1307.0,4491.0,2299.0,2751.0,5050.0,15865.0,108253.0,124222.0
"Marinette, WI-MI Micro Area",,,,,,,,,,,,,,
"Marion, IN Micro Area",,,,,,,,,,,,,,
"Marion, OH Micro Area",,,,,,,,,,,,,,
"Marquette, MI Micro Area",,,,,,,,,,,,,,
"Mayagüez, PR",,,,,,,,,,,,,,
"Zanesville, OH Micro Area",,,,,,,,,,,,,,
"McAllen-Edinburg-Mission, TX",7844.0,1113.0,953.0,355.0,1308.0,4432.0,12313.0,16745.0,35031.0,25771.0,60802.0,79968.0,777478.0,865290.0
"Meadville, PA Micro Area",,,,,,,,,,,,,,
"Medford, OR",941.0,72.0,1545.0,444.0,1989.0,4758.0,4581.0,9339.0,11735.0,6644.0,18379.0,29779.0,190487.0,221207.0
"Memphis, TN-MS-AR",3751.0,3549.0,4346.0,855.0,5201.0,10893.0,16581.0,27474.0,49642.0,60275.0,109917.0,146141.0,1172282.0,1322174.0
