NAME,B07201_014E,B07201_013E,B07201_012E,B07201_011E,B07201_010E,B07201_009E,B07201_008E,B07201_007E,B07201_006E,B07201_005E,B07201_004E,B07201_003E,B07201_002E,B07201_001E
"San Francisco-Oakland-Fremont, CA",45473.0,626.0,2367.0,4098.0,6465.0,56451.0,98540.0,154991.0,194376.0,251411.0,445787.0,607869.0,3752089.0,4405431.0
"San Germán-Cabo Rojo, PR",,,,,,,,,,,,,,
"San Jose-Sunnyvale-Santa Clara, CA",27254.0,510.0,585.0,830.0,1415.0,25992.0,45569.0,71561.0,33259.0,148209.0,181468.0,254954.0,1591779.0,1873987.0
"San Juan-Caguas-Guaynabo, PR",,,,,,,,,,,,,,
"Searcy, AR Micro Area",,,,,,,,,,,,,,
"Seattle-Tacoma-Bellevue, WA",34923.0,4330.0,7184.0,9295.0,16479.0,62804.0,70565.0,133369.0,231422.0,204321.0,435743.0,589921.0,2884474.0,3509318.0
"Sebastian-Vero Beach, FL",465.0,218.0,311.0,141.0,452.0,4955.0,3080.0,8035.0,7382.0,4510.0,11892.0,20597.0,118478.0,139540.0
"Sebring, FL Micro Area",,,,,,,,,,,,,,
"Seneca, SC Micro Area",,,,,,,,,,,,,,
"Sevierville, TN Micro Area",,,,,,,,,,,,,,
"San Luis Obispo-Paso Robles, CA",977.0,87.0,342.0,705.0,1047.0,11436.0,10709.0,22145.0,20813.0,13853.0,34666.0,57945.0,213203.0,272125.0
"Santa Barbara-Santa Maria-Goleta, CA",3845.0,332.0,236.0,705.0,941.0,10259.0,12557.0,22816.0,28471.0,36525.0,64996.0,89085.0,333348.0,426278.0
"Santa Cruz-Watsonville, CA",1033.0,162.0,1184.0,0.0,1184.0,8524.0,8722.0,17246.0,13578.0,12413.0,25991.0,44583.0,217823.0,263439.0
"Santa Fe, NM",886.0,181.0,1379.0,976.0,2355.0,2072.0,2882.0,4954.0,2749.0,9902.0,12651.0,20141.0,124327.0,145354.0
"Santa Rosa-Petaluma, CA",1003.0,454.0,738.0,739.0,1477.0,5020.0,8612.0,13632.0,22335.0,30596.0,52931.0,68494.0,417380.0,486877.0
"Savannah, GA",2693.0,744.0,1475.0,1140.0,2615.0,7313.0,8773.0,16086.0,14098.0,13650.0,27748.0,47193.0,307363.0,357249.0
"Scranton--Wilkes-Barre, PA",1037.0,1002.0,2602.0,415.0,3017.0,9168.0,6373.0,15541.0,33630.0,15187.0,48817.0,68377.0,488925.0,558339.0
"Seaford, DE Micro Area",,,,,,,,,,,,,,
"Shawnee, OK Micro Area",,,,,,,,,,,,,,
"Sheboygan, WI",217.0,391.0,754.0,214.0,968.0,1573.0,2937.0,4510.0,2457.0,4257.0,6714.0,12583.0,100777.0,113577.0
"Shelby, NC Micro Area",,,,,,,,,,,,,,
"Sherman-Denison, TX",410.0,451.0,1568.0,533.0,2101.0,2103.0,2898.0,5001.0,5036.0,12335.0,17371.0,24924.0,95783.0,121117.0
"Show Low, AZ Micro Area",,,,,,,,,,,,,,
"Shreveport-Bossier City, LA",1657.0,1187.0,3021.0,933.0,3954.0,4424.0,4325.0,8749.0,9184.0,28098.0,37282.0,51172.0,347777.0,400606.0
"Sierra Vista-Douglas, AZ Micro Area",,,,,,,,,,,,,,
"Sioux City, IA-NE-SD",427.0,1467.0,40.0,321.0,361.0,1914.0,2286.0,4200.0,3314.0,11876.0,15190.0,21218.0,119968.0,141613.0
"Sioux Falls, SD",1973.0,2691.0,786.0,1201.0,1987.0,1578.0,3146.0,4724.0,9137.0,20403.0,29540.0,38942.0,192956.0,233871.0
"Somerset, PA Micro Area",,,,,,,,,,,,,,
"South Bend-Mishawaka, IN-MI",1462.0,296.0,1602.0,1076.0,2678.0,6785.0,4829.0,11614.0,5889.0,22029.0,27918.0,42506.0,270386.0,314354.0
"Southern Pines-Pinehurst, NC Micro Area",,,,,,,,,,,,,,
"Spartanburg, SC",2879.0,1021.0,2288.0,1175.0,3463.0,6257.0,5190.0,11447.0,22224.0,9104.0,31328.0,47259.0,235072.0,285210.0
