DATE,ENUC120640010SA
2000-01-01,758.092970287135
2000-04-01,756.381796134814
2000-07-01,765.136806768243
2000-10-01,763.784495836564
2001-01-01,772.837435465593
2001-04-01,775.3118677472
2001-07-01,774.587813403404
2001-10-01,780.65059020661
2002-01-01,782.359257801804
2002-04-01,789.828876242001
2002-07-01,785.608192720152
2002-10-01,789.478710510707
2003-01-01,801.69988905795
2003-04-01,807.109249236402
2003-07-01,806.3368452755769
2003-10-01,814.139372846569
2004-01-01,810.849169742156
2004-04-01,825.7290421467129
2004-07-01,834.699948517765
2004-10-01,856.11543749153
2005-01-01,823.263376888317
2005-04-01,848.24012738675
2005-07-01,877.581687797524
2005-10-01,882.065447871561
2006-01-01,882.113368647784
2006-04-01,871.675520041276
2006-07-01,881.851816350331
2006-10-01,892.650196894625
2007-01-01,929.8283421332151
2007-04-01,942.53077058411
2007-07-01,917.8717299919051
2007-10-01,910.607597716715
2008-01-01,927.954346379285
2008-04-01,916.090161268267
2008-07-01,927.348522494237
2008-10-01,925.525697714829
2009-01-01,908.197958882329
2009-04-01,922.619019473185
2009-07-01,932.430829094355
2009-10-01,942.003929606351
2010-01-01,914.437708282549
2010-04-01,944.8091553805141
2010-07-01,956.836352280551
2010-10-01,980.554674685359
2011-01-01,971.1543292625689
2011-04-01,973.831929523065
2011-07-01,1014.67537027342
2011-10-01,959.467750299602
2012-01-01,1012.4279229394
2012-04-01,997.181478310956
2012-07-01,999.400121371883
2012-10-01,1013.51285360086
2013-01-01,1009.6361469094501
2013-04-01,1019.1700491750399
2013-07-01,1014.01765355843
2013-10-01,1006.9831539871001
2014-01-01,1040.9467703223402
2014-04-01,1035.32690301599
2014-07-01,1041.9381596251599
2014-10-01,1048.12021647986
2015-01-01,1052.15220349108
2015-04-01,1064.46879976065
2015-07-01,1067.16750451691
2015-10-01,1095.74400191623
2016-01-01,1070.9797301024698
2016-04-01,1090.0734578752001
2016-07-01,1134.04322341539
2016-10-01,1090.06322938301
2017-01-01,1134.1036663183
2017-04-01,1122.5164118314099
2017-07-01,1118.90698172585
2017-10-01,1129.46486752393
2018-01-01,1153.57649388628
2018-04-01,1140.27270243218
2018-07-01,1152.86046499708
2018-10-01,1155.52725037185
2019-01-01,1181.60588512574
2019-04-01,1183.7471718692402
2019-07-01,1191.05858521762
2019-10-01,1190.4752096265
2020-01-01,1220.8836907268699
2020-04-01,1255.5878917561502
2020-07-01,1269.72601037546
2020-10-01,1326.09551538562
2021-01-01,1267.65198636935
2021-04-01,1326.39397857189
2021-07-01,1343.7882512561
2021-10-01,1421.3064808067002
2022-01-01,1372.57263996353
2022-04-01,1409.6238976695902
2022-07-01,1446.06302922501
2022-10-01,1407.96255450199
2023-01-01,1437.5003113612302
2023-04-01,1443.46735622668
2023-07-01,1435.04850803852
2023-10-01,1455.12014830714
2024-01-01,1495.18732877048
