DATE,ENUC331040010SA
1990-01-01,443.320474522716
1990-04-01,448.15879711139803
1990-07-01,445.69999594972
1990-10-01,445.47991224360396
1991-01-01,459.339777822482
1991-04-01,469.438689657755
1991-07-01,469.134054279793
1991-10-01,467.02684023241204
1992-01-01,472.72042574534106
1992-04-01,471.443340087791
1992-07-01,488.39821567411303
1992-10-01,518.784119526046
1993-01-01,476.191019054746
1993-04-01,500.04957265114797
1993-07-01,499.469278402394
1993-10-01,515.774359414803
1994-01-01,491.816475176751
1994-04-01,510.319974057118
1994-07-01,519.150508496061
1994-10-01,511.07933791194
1995-01-01,525.327455101384
1995-04-01,523.481039415208
1995-07-01,527.5554630517389
1995-10-01,532.318683149761
1996-01-01,544.7234050551519
1996-04-01,544.972771688182
1996-07-01,539.415365347964
1996-10-01,547.142003136335
1997-01-01,554.77493522833
1997-04-01,552.967223339507
1997-07-01,564.963373123301
1997-10-01,563.826023189861
1998-01-01,580.859651769809
1998-04-01,584.40563744619
1998-07-01,588.773070358936
1998-10-01,606.6910808695491
1999-01-01,587.096883911796
1999-04-01,610.215771133291
1999-07-01,623.934230321233
1999-10-01,636.375321124111
2000-01-01,673.931458307929
2000-04-01,643.295530884849
2000-07-01,649.930928221896
2000-10-01,654.5881674832319
2001-01-01,665.805894044828
2001-04-01,666.274987167288
2001-07-01,664.924800071783
2001-10-01,669.583333089868
2002-01-01,678.531865007801
2002-04-01,682.053311491645
2002-07-01,685.435222468176
2002-10-01,684.981116303986
2003-01-01,693.53527615726
2003-04-01,704.711839343116
2003-07-01,709.056255802298
2003-10-01,718.013699963338
2004-01-01,725.12795446453
2004-04-01,732.45503007173
2004-07-01,739.339956675269
2004-10-01,764.4256427626731
2005-01-01,748.3222519133541
2005-04-01,771.833904025789
2005-07-01,796.662756493002
2005-10-01,772.937950055176
2006-01-01,813.111758825154
2006-04-01,802.901049370372
2006-07-01,801.647663151266
2006-10-01,823.384729055101
2007-01-01,843.973057317206
2007-04-01,827.807821653427
2007-07-01,836.4411070565981
2007-10-01,830.396606732749
2008-01-01,849.83596136851
2008-04-01,851.840565098996
2008-07-01,852.773671828449
2008-10-01,844.885069535269
2009-01-01,841.5341152618919
2009-04-01,851.427106609866
2009-07-01,853.099122359791
2009-10-01,874.3018786950889
2010-01-01,837.995613620523
2010-04-01,867.0193995941349
2010-07-01,874.041178911963
2010-10-01,887.753483882328
2011-01-01,866.374249907654
2011-04-01,890.119541661245
2011-07-01,908.681532278018
2011-10-01,861.239740735361
2012-01-01,902.3642756553239
2012-04-01,886.898617511342
2012-07-01,887.771046214662
2012-10-01,906.2514103067019
2013-01-01,898.501289315446
2013-04-01,906.1578862479829
2013-07-01,905.648325363469
2013-10-01,911.887206218015
2014-01-01,937.4857024114681
2014-04-01,927.0111755120911
2014-07-01,926.774141599292
2014-10-01,941.409718302442
2015-01-01,943.4667233941141
2015-04-01,955.506017819576
2015-07-01,960.658904613228
2015-10-01,999.428553092137
2016-01-01,936.4075922835091
2016-04-01,980.41284381994
2016-07-01,1018.40796078937
2016-10-01,981.206283847999
2017-01-01,1002.4812750755499
2017-04-01,1005.47364994392
2017-07-01,1010.3220302989599
2017-10-01,1023.3699246420099
2018-01-01,1044.16631049304
2018-04-01,1034.83382079475
2018-07-01,1037.6298031371
2018-10-01,1052.29600022678
2019-01-01,1074.49049659929
2019-04-01,1074.333439125
2019-07-01,1073.0458473723402
2019-10-01,1081.44196791635
2020-01-01,1102.97638324539
2020-04-01,1142.9366565242099
2020-07-01,1167.4692512338002
2020-10-01,1237.63250863892
2021-01-01,1163.51292020268
2021-04-01,1249.7213313770199
2021-07-01,1275.48546103894
2021-10-01,1384.1520022067002
2022-01-01,1300.5371834816
2022-04-01,1333.24329392929
2022-07-01,1393.25465787359
2022-10-01,1361.15116050806
2023-01-01,1402.5664911424699
2023-04-01,1401.37831940569
2023-07-01,1384.64751580047
2023-10-01,1411.1767458606198
2024-01-01,1461.8337470046301
