city,year,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,B1,B2,B3,B4,B5,B6,B7,B8,B9,C1,C2,C3,C4,C5,C6,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E5,E6,E7,E9,E10,E11,E13,E14,E15,E17,E18,E19,E21,E22,E23,F1,F2,F3,F5,F6,F7,F9,F10,F11,F13,F14,F15,F17,F18,F19,F21,F22,F23,G1,G2,G3,G5,G6,G7,G9,G10,G11,G13,G14,G15,G17,G18,G19,H1,H2,H4,H5,H7,H8,H10,H11,H13,H14,H16,I1,I2,I4,I5,I7,I8,I10,I11,I13,I14,I16,J1,J2,J4,J5,J7,J8,J10,J11,J13,J14,J16
"New York city, New York",2009-2013,90610.0,626040.0,716650.0,97575.0,325225.0,422800.0,145860.0,359635.0,505495.0,95565.0,174530.0,270095.0,560100.0,595160.0,1155260.0,989710.0,2080590.0,3070300.0,410000.0,1138535.0,1548535.0,571200.0,895950.0,1467150.0,8505.0,46105.0,54610.0,238630.0,746480.0,985110.0,742570.0,1288005.0,2030575.0,598480.0,1015030.0,1613510.0,181705.0,446935.0,628640.0,200610.0,567120.0,767730.0,8905.0,51515.0,60420.0,569155.0,92875.0,54610.0,335440.0,87360.0,0.0,305980.0,199515.0,0.0,112960.0,157135.0,0.0,225000.0,930265.0,0.0,1548535.0,1467150.0,54610.0,494850.0,85080.0,46105.0,261080.0,64145.0,0.0,219320.0,140315.0,0.0,64635.0,109895.0,0.0,98650.0,496515.0,0.0,1138535.0,895950.0,46105.0,74305.0,7795.0,8505.0,74360.0,23215.0,0.0,86660.0,59200.0,0.0,48325.0,47240.0,0.0,126350.0,433750.0,0.0,553930.0,454935.0,320765.0,175980.0,265740.0,85325.0,90505.0,24550.0,165435.0,26940.0,1396375.0,480465.0,391425.0,248025.0,127225.0,182175.0,36620.0,45360.0,6760.0,58030.0,5090.0,1014055.0,73465.0,63510.0,72735.0,48755.0,83565.0,48705.0,45140.0,17790.0,107410.0,21850.0,382315.0
"Camden city, New Jersey",2009-2013,2140.0,7685.0,9825.0,1575.0,2900.0,4475.0,2370.0,1835.0,4205.0,1010.0,945.0,1955.0,2775.0,1810.0,4585.0,9865.0,15175.0,25040.0,4160.0,9595.0,13755.0,5565.0,5025.0,10590.0,140.0,555.0,695.0,2510.0,6755.0,9265.0,7215.0,7865.0,15080.0,5750.0,5515.0,11265.0,1735.0,3115.0,4850.0,2225.0,5920.0,8145.0,150.0,615.0,765.0,7865.0,1260.0,695.0,3270.0,1205.0,0.0,1775.0,2430.0,0.0,340.0,1615.0,0.0,505.0,4080.0,0.0,13755.0,10590.0,695.0,6120.0,1010.0,555.0,2280.0,620.0,0.0,810.0,1025.0,0.0,165.0,780.0,0.0,220.0,1590.0,0.0,9595.0,5025.0,555.0,1745.0,250.0,140.0,990.0,585.0,0.0,965.0,1405.0,0.0,175.0,835.0,0.0,285.0,2490.0,0.0,7665.0,6270.0,3195.0,1390.0,1655.0,370.0,250.0,80.0,250.0,40.0,13015.0,5935.0,4820.0,2230.0,985.0,760.0,95.0,70.0,20.0,40.0,0.0,9035.0,1720.0,1445.0,965.0,405.0,890.0,275.0,175.0,60.0,210.0,40.0,3960.0
"Jersey City city, New Jersey",2009-2013,1530.0,16680.0,18210.0,2545.0,9235.0,11780.0,3525.0,10390.0,13915.0,2755.0,5805.0,8560.0,18560.0,25220.0,43780.0,28915.0,67325.0,96240.0,13650.0,32880.0,46530.0,15150.0,32670.0,47820.0,115.0,1775.0,1890.0,7340.0,20580.0,27920.0,21460.0,44970.0,66430.0,15820.0,35755.0,51575.0,6585.0,13905.0,20490.0,6395.0,15670.0,22065.0,115.0,1990.0,2105.0,14180.0,2130.0,1890.0,10220.0,1555.0,0.0,9840.0,4075.0,0.0,3730.0,4830.0,0.0,8555.0,35225.0,0.0,46530.0,47820.0,1890.0,12780.0,2120.0,1775.0,7800.0,1430.0,0.0,7115.0,3275.0,0.0,1930.0,3875.0,0.0,3255.0,21965.0,0.0,32880.0,32670.0,1775.0,1400.0,10.0,115.0,2420.0,125.0,0.0,2725.0,800.0,0.0,1800.0,955.0,0.0,5300.0,13260.0,0.0,13875.0,11850.0,9945.0,5375.0,9020.0,2610.0,3120.0,1270.0,6590.0,960.0,42550.0,12470.0,10520.0,7565.0,3590.0,6335.0,1030.0,1405.0,405.0,1800.0,125.0,29575.0,1405.0,1330.0,2380.0,1785.0,2690.0,1580.0,1715.0,865.0,4790.0,835.0,12980.0
"Newark city, New Jersey",2009-2013,2510.0,29220.0,31730.0,2915.0,14575.0,17490.0,3470.0,11270.0,14740.0,2555.0,5745.0,8300.0,9550.0,10550.0,20100.0,21000.0,71360.0,92365.0,12245.0,41565.0,53810.0,8550.0,27970.0,36520.0,210.0,1825.0,2035.0,7055.0,26040.0,33095.0,13735.0,43495.0,57230.0,8940.0,31635.0,40575.0,5435.0,17110.0,22545.0,6415.0,20610.0,27025.0,210.0,2005.0,2215.0,24180.0,5510.0,2035.0,14445.0,3045.0,0.0,7925.0,6815.0,0.0,2850.0,5450.0,0.0,4410.0,15695.0,0.0,53810.0,36520.0,2035.0,21940.0,5450.0,1825.0,11905.0,2670.0,0.0,5410.0,5860.0,0.0,1145.0,4600.0,0.0,1165.0,9385.0,0.0,41565.0,27970.0,1825.0,2240.0,60.0,210.0,2540.0,375.0,0.0,2515.0,955.0,0.0,1705.0,850.0,0.0,3245.0,6310.0,0.0,23470.0,18905.0,13880.0,5300.0,6850.0,1715.0,2315.0,650.0,3050.0,455.0,49565.0,21230.0,16835.0,11345.0,3540.0,4350.0,235.0,650.0,0.0,145.0,0.0,37720.0,2240.0,2070.0,2535.0,1760.0,2505.0,1480.0,1665.0,650.0,2905.0,455.0,11850.0
"Philadelphia city, Pennsylvania",2009-2013,51385.0,102655.0,154040.0,43875.0,45655.0,89530.0,56460.0,47805.0,104265.0,30475.0,22285.0,52760.0,126740.0,52685.0,179425.0,308930.0,271085.0,580015.0,99275.0,143700.0,242975.0,204910.0,115405.0,320315.0,4745.0,11985.0,16730.0,49680.0,91285.0,140965.0,254505.0,167820.0,422325.0,209540.0,121230.0,330770.0,51025.0,55205.0,106230.0,43315.0,82095.0,125410.0,5055.0,12560.0,17615.0,112905.0,24400.0,16730.0,58975.0,30550.0,0.0,43620.0,60640.0,0.0,12175.0,40580.0,0.0,15290.0,164135.0,0.0,242975.0,320315.0,16730.0,75020.0,15650.0,11985.0,35975.0,9675.0,0.0,23060.0,24745.0,0.0,4700.0,17585.0,0.0,4940.0,47745.0,0.0,143700.0,115405.0,11985.0,37885.0,8750.0,4745.0,23000.0,20875.0,0.0,20560.0,35895.0,0.0,7475.0,22995.0,0.0,10350.0,116390.0,0.0,110830.0,90380.0,57230.0,25035.0,40830.0,7525.0,10645.0,1445.0,12100.0,1020.0,231635.0,73695.0,63825.0,34985.0,14785.0,21450.0,2715.0,3955.0,465.0,3215.0,305.0,137300.0,37130.0,26555.0,22245.0,10250.0,19380.0,4810.0,6700.0,985.0,8885.0,715.0,94340.0
"Los Angeles city, California",2009-2013,41980.0,246645.0,288625.0,48125.0,155105.0,203230.0,76575.0,154860.0,231435.0,49020.0,70685.0,119705.0,280660.0,197305.0,477965.0,496365.0,824595.0,1320960.0,243985.0,532565.0,776550.0,247825.0,273735.0,521560.0,4555.0,18295.0,22850.0,139720.0,376875.0,516595.0,352090.0,429425.0,781515.0,263235.0,340625.0,603860.0,112600.0,203045.0,315645.0,115885.0,259170.0,375055.0,4650.0,21750.0,26400.0,240120.0,25660.0,22850.0,178490.0,24740.0,0.0,166310.0,65125.0,0.0,64245.0,55465.0,0.0,127390.0,350580.0,0.0,776550.0,521560.0,22850.0,206865.0,21485.0,18295.0,141725.0,13380.0,0.0,112550.0,42310.0,0.0,33260.0,37425.0,0.0,38165.0,159140.0,0.0,532565.0,273735.0,18295.0,33255.0,4175.0,4555.0,36765.0,11360.0,0.0,53760.0,22815.0,0.0,30985.0,18040.0,0.0,89225.0,191440.0,0.0,233285.0,201070.0,166450.0,88950.0,136220.0,49565.0,52120.0,14775.0,102625.0,20695.0,690700.0,200280.0,172480.0,130540.0,61970.0,85540.0,20235.0,23925.0,2955.0,21930.0,1530.0,462215.0,33005.0,28590.0,35905.0,26975.0,50680.0,29330.0,28200.0,11825.0,80695.0,19165.0,228485.0
"Long Beach city, California",2009-2013,4470.0,27115.0,31585.0,5725.0,18125.0,23850.0,9410.0,19490.0,28900.0,6855.0,9680.0,16535.0,40505.0,22485.0,62990.0,66965.0,96900.0,163865.0,28085.0,58475.0,86560.0,38545.0,36995.0,75540.0,330.0,1430.0,1760.0,14510.0,40300.0,54810.0,52120.0,55170.0,107290.0,40930.0,43855.0,84785.0,14550.0,22925.0,37475.0,11135.0,28620.0,39755.0,345.0,1500.0,1845.0,27205.0,2625.0,1760.0,20235.0,3620.0,0.0,18045.0,10850.0,0.0,7440.0,9095.0,0.0,13630.0,49360.0,0.0,86560.0,75540.0,1760.0,23675.0,2015.0,1430.0,16235.0,1895.0,0.0,12060.0,7425.0,0.0,3640.0,6040.0,0.0,2865.0,19625.0,0.0,58475.0,36995.0,1430.0,3530.0,610.0,330.0,4000.0,1725.0,0.0,5985.0,3425.0,0.0,3800.0,3055.0,0.0,10765.0,29735.0,0.0,26870.0,23050.0,18965.0,9525.0,14835.0,4455.0,5855.0,1170.0,10705.0,1555.0,77230.0,23400.0,20095.0,15135.0,6810.0,9260.0,1530.0,2460.0,140.0,1290.0,45.0,51545.0,3470.0,2955.0,3830.0,2715.0,5575.0,2925.0,3395.0,1030.0,9415.0,1510.0,25685.0
"Anaheim city, California",2009-2013,3350.0,14770.0,18120.0,5010.0,11295.0,16305.0,8175.0,11625.0,19800.0,5640.0,5300.0,10940.0,25145.0,8745.0,33890.0,47325.0,51730.0,99055.0,20785.0,35900.0,56685.0,26445.0,14990.0,41435.0,95.0,845.0,940.0,11430.0,26165.0,37595.0,35805.0,24725.0,60530.0,28765.0,19860.0,48625.0,10220.0,14365.0,24585.0,8215.0,16440.0,24655.0,120.0,1060.0,1180.0,15475.0,1705.0,940.0,14165.0,2145.0,0.0,13500.0,6300.0,0.0,5255.0,5685.0,0.0,8295.0,25595.0,0.0,56685.0,41435.0,940.0,12820.0,1105.0,845.0,10725.0,570.0,0.0,8335.0,3290.0,0.0,2140.0,3160.0,0.0,1880.0,6865.0,0.0,35900.0,14990.0,845.0,2655.0,600.0,95.0,3440.0,1575.0,0.0,5165.0,3010.0,0.0,3115.0,2525.0,0.0,6415.0,18730.0,0.0,15060.0,13090.0,13560.0,7125.0,10935.0,3075.0,3920.0,845.0,5770.0,525.0,49245.0,12515.0,10920.0,10335.0,4755.0,6140.0,615.0,1140.0,130.0,675.0,20.0,30805.0,2545.0,2170.0,3225.0,2370.0,4795.0,2460.0,2775.0,710.0,5095.0,505.0,18435.0
"Chicago city, Illinois",2009-2013,42210.0,179730.0,221940.0,48410.0,95785.0,144195.0,69880.0,99105.0,168985.0,44230.0,45840.0,90070.0,261355.0,142200.0,403555.0,466090.0,562655.0,1028745.0,183335.0,293090.0,476425.0,278765.0,250015.0,528780.0,3990.0,19555.0,23545.0,94620.0,182040.0,276660.0,367475.0,361060.0,728535.0,286815.0,268965.0,555780.0,92570.0,120830.0,213400.0,82565.0,151725.0,234290.0,4135.0,21135.0,25270.0,175000.0,23390.0,23545.0,114445.0,29750.0,0.0,89235.0,79755.0,0.0,33825.0,56250.0,0.0,63920.0,339630.0,0.0,476425.0,528780.0,23545.0,140125.0,20045.0,19555.0,79900.0,15885.0,0.0,47390.0,51715.0,0.0,12145.0,33700.0,0.0,13530.0,128665.0,0.0,293090.0,250015.0,19555.0,34875.0,3345.0,3990.0,34545.0,13865.0,0.0,41845.0,28040.0,0.0,21680.0,22550.0,0.0,50390.0,210965.0,0.0,171660.0,144125.0,110330.0,51480.0,81635.0,24470.0,30160.0,6655.0,53910.0,7565.0,447695.0,137035.0,114705.0,76255.0,29115.0,41205.0,6495.0,9820.0,975.0,8240.0,435.0,272555.0,34625.0,29420.0,34075.0,22365.0,40430.0,17975.0,20335.0,5675.0,45670.0,7130.0,175135.0
"Naperville city, Illinois",2009-2013,1130.0,1580.0,2710.0,1535.0,1225.0,2760.0,2550.0,1895.0,4445.0,2180.0,1290.0,3470.0,30415.0,5675.0,36090.0,37810.0,11675.0,49485.0,9830.0,4520.0,14350.0,27860.0,7015.0,34875.0,120.0,140.0,260.0,4115.0,2535.0,6650.0,33575.0,9000.0,42575.0,28050.0,7215.0,35265.0,5740.0,2055.0,7795.0,3895.0,2255.0,6150.0,120.0,145.0,265.0,2230.0,215.0,260.0,2345.0,425.0,0.0,3015.0,1430.0,0.0,1740.0,1730.0,0.0,5020.0,31070.0,0.0,14350.0,34875.0,260.0,1255.0,185.0,140.0,1095.0,135.0,0.0,1330.0,570.0,0.0,480.0,810.0,0.0,360.0,5315.0,0.0,4520.0,7015.0,140.0,975.0,30.0,120.0,1250.0,290.0,0.0,1685.0,860.0,0.0,1260.0,920.0,0.0,4660.0,25755.0,0.0,2230.0,2085.0,2320.0,1735.0,2995.0,1200.0,1695.0,435.0,4720.0,700.0,13960.0,1250.0,1155.0,1070.0,810.0,1315.0,215.0,450.0,45.0,225.0,30.0,4310.0,975.0,930.0,1250.0,925.0,1670.0,980.0,1245.0,390.0,4495.0,670.0,9635.0
