city,year,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,B1,B2,B3,B4,B5,B6,B7,B8,B9,C1,C2,C3,C4,C5,C6,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E5,E6,E7,E9,E10,E11,E13,E14,E15,E17,E18,E19,E21,E22,E23,F1,F2,F3,F5,F6,F7,F9,F10,F11,F13,F14,F15,F17,F18,F19,F21,F22,F23,G1,G2,G3,G5,G6,G7,G9,G10,G11,G13,G14,G15,G17,G18,G19,H1,H2,H4,H5,H7,H8,H10,H11,H13,H14,H16,I1,I2,I4,I5,I7,I8,I10,I11,I13,I14,I16,J1,J2,J4,J5,J7,J8,J10,J11,J13,J14,J16
"New York city, New York",2014-2018,104020.0,647025.0,751045.0,99740.0,323260.0,423000.0,149740.0,350990.0,500730.0,97185.0,170980.0,268165.0,579155.0,632010.0,1211165.0,1029840.0,2124265.0,3154105.0,384615.0,1158905.0,1543520.0,645225.0,965360.0,1610585.0,,,,229160.0,751765.0,980925.0,800680.0,1372500.0,2173180.0,671265.0,1037035.0,1708300.0,165655.0,462500.0,628155.0,182515.0,571895.0,754410.0,10410.0,52820.0,63230.0,591305.0,159735.0,,335600.0,87395.0,,297410.0,203325.0,,109675.0,158490.0,,209525.0,1001640.0,,1543520.0,1610585.0,,508855.0,138170.0,,263170.0,60090.0,,214805.0,136190.0,,64910.0,106070.0,,107165.0,524845.0,,1158905.0,965360.0,,82450.0,21565.0,,72430.0,27305.0,,82605.0,67135.0,,44765.0,52420.0,,102360.0,476795.0,,576750.0,469630.0,320215.0,171510.0,258900.0,77045.0,86665.0,19865.0,140035.0,16360.0,1382565.0,495645.0,399110.0,249895.0,125280.0,180995.0,35945.0,45600.0,7350.0,62260.0,4210.0,1034395.0,81105.0,70520.0,70320.0,46230.0,77910.0,41105.0,41065.0,12515.0,77770.0,12145.0,348170.0
"Camden city, New Jersey",2014-2018,2290.0,7840.0,10130.0,1945.0,3125.0,5070.0,2220.0,2200.0,4420.0,950.0,710.0,1660.0,2240.0,1200.0,3440.0,9650.0,15075.0,24725.0,3810.0,9300.0,13110.0,5840.0,5775.0,11615.0,,,,2325.0,6325.0,8650.0,7325.0,8755.0,16080.0,5965.0,5770.0,11735.0,1605.0,3180.0,4785.0,1900.0,5570.0,7470.0,180.0,560.0,740.0,7865.0,2265.0,,3250.0,1820.0,,1365.0,3050.0,,225.0,1440.0,,400.0,3040.0,,13110.0,11615.0,,5985.0,1855.0,,2315.0,810.0,,725.0,1470.0,,115.0,600.0,,160.0,1040.0,,9300.0,5775.0,,1880.0,410.0,,935.0,1010.0,,640.0,1580.0,,110.0,840.0,,240.0,2000.0,,7700.0,6220.0,3190.0,1150.0,1110.0,90.0,90.0,0.0,165.0,0.0,12255.0,5815.0,4810.0,2320.0,725.0,575.0,35.0,30.0,0.0,10.0,0.0,8750.0,1880.0,1410.0,875.0,430.0,540.0,60.0,55.0,0.0,155.0,0.0,3505.0
"Jersey City city, New Jersey",2014-2018,1930.0,17745.0,19675.0,2185.0,9285.0,11470.0,3930.0,10075.0,14005.0,2330.0,5700.0,8030.0,18610.0,29215.0,47825.0,28985.0,72020.0,101005.0,11920.0,34370.0,46290.0,17065.0,37650.0,54715.0,,,,6860.0,22285.0,29145.0,22125.0,49735.0,71860.0,17870.0,39525.0,57395.0,5390.0,13735.0,19125.0,5490.0,16590.0,22080.0,230.0,2175.0,2405.0,15135.0,4540.0,,9945.0,1525.0,,9120.0,4880.0,,3340.0,4690.0,,8750.0,39075.0,,46290.0,54715.0,,13455.0,4290.0,,7960.0,1325.0,,6190.0,3880.0,,1970.0,3730.0,,4795.0,24420.0,,34370.0,37650.0,,1680.0,250.0,,1985.0,200.0,,2930.0,1000.0,,1370.0,960.0,,3955.0,14655.0,,14955.0,12860.0,9810.0,4970.0,8355.0,2665.0,2620.0,870.0,5485.0,725.0,41225.0,13285.0,11310.0,7860.0,3650.0,5480.0,990.0,1320.0,300.0,2380.0,340.0,30325.0,1660.0,1545.0,1950.0,1320.0,2870.0,1670.0,1295.0,570.0,3105.0,385.0,10880.0
"Newark city, New Jersey",2014-2018,2955.0,31660.0,34615.0,2815.0,16065.0,18880.0,3815.0,11570.0,15385.0,2710.0,5225.0,7935.0,9650.0,10420.0,20070.0,21945.0,74940.0,96890.0,11410.0,44945.0,56355.0,10535.0,29995.0,40530.0,,,,6760.0,28005.0,34765.0,15185.0,46935.0,62120.0,11145.0,30475.0,41620.0,4980.0,18510.0,23490.0,5600.0,23760.0,29360.0,220.0,2195.0,2415.0,27120.0,7490.0,,15190.0,3690.0,,8600.0,6785.0,,2485.0,5450.0,,2955.0,17115.0,,56355.0,40530.0,,24485.0,7170.0,,12805.0,3260.0,,5745.0,5825.0,,1135.0,4090.0,,770.0,9650.0,,44945.0,29995.0,,2635.0,320.0,,2385.0,430.0,,2855.0,960.0,,1350.0,1360.0,,2185.0,7465.0,,26655.0,21755.0,14625.0,5565.0,7685.0,1515.0,1950.0,290.0,1940.0,240.0,52855.0,24055.0,19530.0,12265.0,3945.0,5000.0,285.0,710.0,0.0,240.0,0.0,42270.0,2600.0,2225.0,2350.0,1615.0,2690.0,1230.0,1240.0,290.0,1700.0,240.0,10580.0
"Philadelphia city, Pennsylvania",2014-2018,55955.0,101920.0,157875.0,42495.0,45850.0,88345.0,57175.0,49010.0,106185.0,32355.0,22200.0,54555.0,127120.0,60700.0,187820.0,315095.0,279680.0,594780.0,89790.0,142870.0,232660.0,225310.0,136810.0,362120.0,,,,46665.0,90325.0,136990.0,268430.0,189355.0,457785.0,224120.0,131320.0,355440.0,44190.0,55430.0,99620.0,40755.0,79875.0,120630.0,6030.0,13065.0,19095.0,115025.0,42845.0,,57315.0,31030.0,,38935.0,67250.0,,10340.0,44215.0,,11050.0,176780.0,,232660.0,362120.0,,74790.0,27130.0,,36445.0,9405.0,,22315.0,26695.0,,5050.0,17150.0,,4275.0,56430.0,,142870.0,136810.0,,40235.0,15715.0,,20870.0,21625.0,,16620.0,40555.0,,5290.0,27065.0,,6775.0,120350.0,,113115.0,91155.0,55150.0,21370.0,35930.0,6180.0,8585.0,935.0,7465.0,990.0,220245.0,73480.0,63020.0,35215.0,13265.0,20250.0,3075.0,3890.0,320.0,2470.0,195.0,135305.0,39635.0,28135.0,19935.0,8105.0,15680.0,3105.0,4700.0,615.0,4995.0,795.0,84945.0
"Los Angeles city, California",2014-2018,43715.0,244015.0,287730.0,46335.0,154410.0,200745.0,73800.0,160020.0,233820.0,46500.0,76195.0,122695.0,295765.0,233110.0,528875.0,506115.0,867750.0,1373865.0,212505.0,554405.0,766910.0,293610.0,313340.0,606950.0,,,,121235.0,385125.0,506360.0,384880.0,482625.0,867505.0,308890.0,365935.0,674825.0,97900.0,217005.0,314905.0,94615.0,262710.0,357325.0,4705.0,22100.0,26805.0,239175.0,48555.0,,175065.0,25680.0,,166090.0,67730.0,,65955.0,56740.0,,120625.0,408250.0,,766910.0,606950.0,,204300.0,39715.0,,141295.0,13115.0,,117775.0,42245.0,,40260.0,35935.0,,50775.0,182335.0,,554405.0,313340.0,,34875.0,8840.0,,33770.0,12565.0,,48315.0,25485.0,,25695.0,20805.0,,69850.0,225915.0,,233215.0,197760.0,163985.0,88615.0,136475.0,45985.0,51085.0,11700.0,87470.0,13265.0,672230.0,198865.0,168415.0,131300.0,64865.0,91880.0,23040.0,28720.0,4345.0,28950.0,2045.0,479715.0,34350.0,29345.0,32685.0,23750.0,44590.0,22940.0,22365.0,7355.0,58525.0,11225.0,192515.0
"Long Beach city, California",2014-2018,4940.0,25460.0,30400.0,6050.0,18020.0,24070.0,8685.0,20365.0,29050.0,6695.0,9960.0,16655.0,40335.0,25955.0,66290.0,66700.0,99760.0,166460.0,24485.0,57835.0,82320.0,42215.0,41930.0,84145.0,,,,13005.0,38245.0,51250.0,53690.0,61520.0,115210.0,44515.0,47200.0,91715.0,12275.0,24115.0,36390.0,9495.0,26160.0,35655.0,410.0,2290.0,2700.0,25245.0,5155.0,,20435.0,3635.0,,18390.0,10660.0,,6355.0,10300.0,,11895.0,54390.0,,82320.0,84145.0,,21370.0,4095.0,,16375.0,1645.0,,13085.0,7280.0,,3350.0,6610.0,,3655.0,22300.0,,57835.0,41930.0,,3875.0,1060.0,,4060.0,1990.0,,5305.0,3380.0,,3005.0,3690.0,,8240.0,32090.0,,24555.0,20810.0,19145.0,9255.0,14945.0,3545.0,4920.0,1025.0,8470.0,1015.0,72035.0,20855.0,17650.0,15220.0,6480.0,10165.0,1730.0,2280.0,210.0,1755.0,90.0,50275.0,3700.0,3160.0,3920.0,2775.0,4790.0,1820.0,2640.0,815.0,6720.0,925.0,21770.0
"Anaheim city, California",2014-2018,3595.0,14110.0,17705.0,4385.0,11350.0,15735.0,7800.0,12890.0,20690.0,5260.0,5730.0,10990.0,24460.0,11035.0,35495.0,45500.0,55115.0,100615.0,16225.0,37200.0,53425.0,29275.0,17915.0,47190.0,,,,8725.0,26215.0,34940.0,36780.0,28895.0,65675.0,31320.0,23390.0,54710.0,8150.0,14790.0,22940.0,5810.0,16180.0,21990.0,215.0,755.0,970.0,15230.0,2480.0,,13400.0,2330.0,,13810.0,6885.0,,4805.0,6185.0,,6185.0,29310.0,,53425.0,47190.0,,12465.0,1645.0,,10710.0,635.0,,9375.0,3520.0,,2280.0,3450.0,,2370.0,8665.0,,37200.0,17915.0,,2765.0,835.0,,2690.0,1695.0,,4435.0,3365.0,,2525.0,2735.0,,3815.0,20645.0,,14910.0,13310.0,12725.0,6070.0,10520.0,2010.0,3405.0,385.0,3385.0,225.0,44945.0,12155.0,10920.0,10185.0,4475.0,6595.0,705.0,1335.0,45.0,700.0,35.0,30970.0,2755.0,2390.0,2540.0,1595.0,3915.0,1300.0,2070.0,340.0,2680.0,185.0,13960.0
"Chicago city, Illinois",2014-2018,44045.0,171340.0,215385.0,48785.0,97740.0,146525.0,68110.0,95630.0,163740.0,42845.0,49665.0,92510.0,271070.0,166890.0,437960.0,474850.0,581265.0,1056120.0,152110.0,280305.0,432415.0,322740.0,300965.0,623705.0,,,,79265.0,165240.0,244505.0,395585.0,416025.0,811610.0,327825.0,297235.0,625060.0,75445.0,122810.0,198255.0,66845.0,139740.0,206585.0,4730.0,21475.0,26205.0,166185.0,49205.0,,111600.0,34920.0,,79945.0,83790.0,,27950.0,64565.0,,46735.0,391230.0,,432415.0,623705.0,,129835.0,41505.0,,77935.0,19805.0,,44810.0,50820.0,,12705.0,36965.0,,15020.0,151870.0,,280305.0,300965.0,,36350.0,7700.0,,33665.0,15115.0,,35135.0,32970.0,,15245.0,27600.0,,31715.0,239360.0,,163220.0,133505.0,107800.0,46375.0,73250.0,18940.0,24650.0,3730.0,35925.0,4040.0,404845.0,127090.0,103770.0,75040.0,27755.0,39520.0,6815.0,10810.0,900.0,10090.0,500.0,262550.0,36130.0,29735.0,32755.0,18620.0,33730.0,12125.0,13835.0,2825.0,25840.0,3540.0,142290.0
"Naperville city, Illinois",2014-2018,1065.0,1795.0,2860.0,1465.0,1315.0,2780.0,2975.0,1980.0,4955.0,2555.0,1350.0,3905.0,31290.0,6155.0,37445.0,39355.0,12595.0,51950.0,8125.0,5290.0,13415.0,31235.0,7305.0,38540.0,,,,3290.0,3050.0,6340.0,36065.0,9545.0,45610.0,31220.0,7625.0,38845.0,4855.0,2345.0,7200.0,3105.0,2425.0,5530.0,180.0,195.0,375.0,2345.0,515.0,,2440.0,340.0,,3275.0,1675.0,,1480.0,2425.0,,3870.0,33575.0,,13415.0,38540.0,,1500.0,295.0,,1195.0,120.0,,1510.0,465.0,,505.0,845.0,,580.0,5575.0,,5290.0,7305.0,,845.0,220.0,,1245.0,220.0,,1765.0,1210.0,,975.0,1580.0,,3290.0,28000.0,,2335.0,2035.0,2350.0,1560.0,3195.0,1140.0,1385.0,270.0,3470.0,525.0,12735.0,1485.0,1265.0,1130.0,785.0,1440.0,350.0,415.0,10.0,300.0,15.0,4770.0,850.0,770.0,1225.0,780.0,1755.0,790.0,965.0,260.0,3165.0,505.0,7960.0
