city,year,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,B1,B2,B3,B4,B5,B6,B7,B8,B9,C1,C2,C3,C4,C5,C6,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E5,E6,E7,E9,E10,E11,E13,E14,E15,E17,E18,E19,E21,E22,E23,F1,F2,F3,F5,F6,F7,F9,F10,F11,F13,F14,F15,F17,F18,F19,F21,F22,F23,G1,G2,G3,G5,G6,G7,G9,G10,G11,G13,G14,G15,G17,G18,G19,H1,H2,H4,H5,H7,H8,H10,H11,H13,H14,H16,I1,I2,I4,I5,I7,I8,I10,I11,I13,I14,I16,J1,J2,J4,J5,J7,J8,J10,J11,J13,J14,J16
"New York city, New York",2011-2015,106330.0,683605.0,789935.0,101955.0,337545.0,439500.0,153340.0,358125.0,511465.0,99700.0,174750.0,274450.0,530030.0,568160.0,1098190.0,991350.0,2122185.0,3113535.0,396365.0,1167275.0,1563640.0,585835.0,904510.0,1490345.0,9155.0,50400.0,59555.0,231890.0,763305.0,995195.0,750305.0,1308480.0,2058785.0,614785.0,1021335.0,1636120.0,174745.0,460275.0,635020.0,192280.0,585660.0,777940.0,9540.0,54930.0,64470.0,625930.0,104450.0,59555.0,345810.0,93690.0,0.0,293755.0,217710.0,0.0,106125.0,168325.0,0.0,192015.0,906170.0,0.0,1563640.0,1490345.0,59555.0,539705.0,93500.0,50400.0,271395.0,66150.0,0.0,206650.0,151475.0,0.0,59295.0,115455.0,0.0,90225.0,477930.0,0.0,1167275.0,904510.0,50400.0,86225.0,10950.0,9155.0,74415.0,27540.0,0.0,87105.0,66235.0,0.0,46830.0,52870.0,0.0,101790.0,428240.0,0.0,610110.0,496065.0,328655.0,168740.0,252120.0,75315.0,85135.0,20470.0,136930.0,17340.0,1412950.0,525115.0,423490.0,256155.0,120450.0,169120.0,31575.0,41705.0,6435.0,53840.0,3710.0,1045935.0,84995.0,72575.0,72500.0,48290.0,83000.0,43740.0,43435.0,14040.0,83095.0,13635.0,367025.0
"Camden city, New Jersey",2011-2015,2405.0,8555.0,10960.0,1665.0,2695.0,4360.0,2390.0,2000.0,4390.0,1230.0,680.0,1910.0,2035.0,1330.0,3365.0,9725.0,15255.0,24980.0,3930.0,9655.0,13585.0,5610.0,5065.0,10675.0,185.0,530.0,715.0,2350.0,6875.0,9225.0,7185.0,7850.0,15035.0,5845.0,5675.0,11520.0,1670.0,2970.0,4640.0,2010.0,5964.0,7974.0,200.0,645.0,845.0,8720.0,1520.0,715.0,2835.0,1525.0,0.0,1395.0,2995.0,0.0,255.0,1650.0,0.0,385.0,2980.0,0.0,13585.0,10675.0,715.0,6805.0,1220.0,530.0,1955.0,740.0,0.0,600.0,1400.0,0.0,120.0,560.0,0.0,185.0,1145.0,0.0,9655.0,5065.0,530.0,1915.0,300.0,185.0,880.0,785.0,0.0,795.0,1595.0,0.0,135.0,1090.0,0.0,200.0,1835.0,0.0,8480.0,6805.0,2705.0,970.0,1165.0,180.0,135.0,20.0,140.0,0.0,12625.0,6580.0,5375.0,1880.0,550.0,445.0,35.0,29.0,4.0,0.0,0.0,8934.0,1895.0,1430.0,820.0,420.0,720.0,145.0,105.0,15.0,140.0,0.0,3680.0
"Jersey City city, New Jersey",2011-2015,2075.0,19000.0,21075.0,2515.0,9635.0,12150.0,3840.0,10945.0,14785.0,2965.0,5645.0,8610.0,17250.0,25190.0,42440.0,28645.0,70410.0,99060.0,13105.0,34345.0,47450.0,15390.0,34185.0,49575.0,150.0,1880.0,2030.0,7210.0,21945.0,29155.0,21285.0,46590.0,67875.0,16250.0,37500.0,53750.0,6180.0,14145.0,20325.0,6045.0,16720.0,22765.0,165.0,2045.0,2210.0,16780.0,2265.0,2030.0,10545.0,1600.0,0.0,8975.0,5810.0,0.0,3490.0,5115.0,0.0,7660.0,34775.0,0.0,47450.0,49575.0,2030.0,14925.0,2195.0,1880.0,8155.0,1475.0,0.0,6170.0,4775.0,0.0,1665.0,3975.0,0.0,3425.0,21760.0,0.0,34345.0,34185.0,1880.0,1855.0,70.0,150.0,2390.0,125.0,0.0,2805.0,1035.0,0.0,1825.0,1140.0,0.0,4235.0,13015.0,0.0,16530.0,14025.0,10285.0,4820.0,8155.0,2290.0,2830.0,950.0,5295.0,680.0,43095.0,14705.0,12445.0,7935.0,3080.0,5400.0,775.0,1085.0,295.0,1740.0,125.0,30865.0,1825.0,1580.0,2350.0,1740.0,2760.0,1515.0,1740.0,655.0,3550.0,555.0,12225.0
"Newark city, New Jersey",2011-2015,2395.0,31165.0,33560.0,3145.0,15420.0,18565.0,4120.0,12070.0,16190.0,2355.0,5330.0,7685.0,8070.0,8605.0,16675.0,20085.0,72590.0,92675.0,11565.0,43375.0,54940.0,8310.0,27520.0,35830.0,210.0,1695.0,1905.0,6885.0,27580.0,34465.0,12990.0,43315.0,56305.0,8810.0,30915.0,39725.0,4990.0,17505.0,22495.0,6065.0,22280.0,28345.0,210.0,1895.0,2105.0,26140.0,5505.0,1905.0,14665.0,3900.0,0.0,8650.0,7540.0,0.0,2535.0,5150.0,0.0,2940.0,13735.0,0.0,54940.0,35830.0,1905.0,24055.0,5410.0,1695.0,12040.0,3380.0,0.0,5545.0,6525.0,0.0,1030.0,4300.0,0.0,700.0,7905.0,0.0,43375.0,27520.0,1695.0,2085.0,95.0,210.0,2625.0,520.0,0.0,3105.0,1015.0,0.0,1505.0,850.0,0.0,2240.0,5830.0,0.0,25505.0,20790.0,13915.0,5005.0,7440.0,1865.0,1930.0,400.0,2040.0,275.0,50830.0,23420.0,18895.0,11315.0,3090.0,4430.0,295.0,495.0,0.0,125.0,0.0,39785.0,2085.0,1895.0,2605.0,1920.0,3015.0,1575.0,1435.0,400.0,1915.0,275.0,11055.0
"Philadelphia city, Pennsylvania",2011-2015,55655.0,108910.0,164565.0,45990.0,47905.0,93895.0,58340.0,48850.0,107190.0,31970.0,20995.0,52965.0,113930.0,48510.0,162440.0,305885.0,275165.0,581050.0,95365.0,146860.0,242225.0,206075.0,116450.0,322525.0,4440.0,11855.0,16295.0,48265.0,92120.0,140385.0,253175.0,171195.0,424370.0,210425.0,122640.0,333065.0,48305.0,57100.0,105405.0,42515.0,83040.0,125555.0,4635.0,12385.0,17020.0,121295.0,26975.0,16295.0,60385.0,33510.0,0.0,39535.0,67655.0,0.0,10295.0,42670.0,0.0,10720.0,151720.0,0.0,242225.0,322525.0,16295.0,80025.0,17030.0,11855.0,37810.0,10095.0,0.0,21100.0,27750.0,0.0,4380.0,16615.0,0.0,3550.0,44960.0,0.0,146860.0,116450.0,11855.0,41270.0,9945.0,4440.0,22575.0,23415.0,0.0,18435.0,39905.0,0.0,5915.0,26055.0,0.0,7170.0,106760.0,0.0,119510.0,95810.0,58440.0,21895.0,36515.0,6115.0,8800.0,840.0,7700.0,900.0,230965.0,78930.0,67260.0,36610.0,12700.0,19125.0,2455.0,3545.0,350.0,1930.0,275.0,140140.0,40580.0,28550.0,21830.0,9195.0,17385.0,3655.0,5255.0,490.0,5770.0,625.0,90820.0
"Los Angeles city, California",2011-2015,45620.0,268515.0,314135.0,51395.0,161115.0,212510.0,78875.0,156895.0,235770.0,48195.0,68115.0,116310.0,270595.0,193440.0,464035.0,494680.0,848080.0,1342760.0,226410.0,548070.0,774480.0,264040.0,280820.0,544860.0,4235.0,19185.0,23420.0,129490.0,387380.0,516870.0,360960.0,441510.0,802470.0,281170.0,346660.0,627830.0,103645.0,208760.0,312405.0,105505.0,270325.0,375830.0,4375.0,22330.0,26705.0,264085.0,26635.0,23420.0,184715.0,27805.0,0.0,161550.0,74215.0,0.0,59540.0,56775.0,0.0,104595.0,359435.0,0.0,774480.0,544860.0,23420.0,227145.0,22185.0,19185.0,146035.0,15085.0,0.0,108605.0,48285.0,0.0,31375.0,36745.0,0.0,34910.0,158525.0,0.0,548070.0,280820.0,19185.0,36940.0,4450.0,4235.0,38680.0,12720.0,0.0,52945.0,25930.0,0.0,28165.0,20030.0,0.0,69685.0,200910.0,0.0,256925.0,218110.0,171265.0,87205.0,131365.0,44290.0,47500.0,11640.0,81170.0,14580.0,688225.0,220480.0,186765.0,133645.0,60240.0,82860.0,18905.0,22145.0,3020.0,19955.0,1395.0,479085.0,36445.0,31345.0,37625.0,26970.0,48510.0,25390.0,25350.0,8615.0,61220.0,13185.0,209150.0
"Long Beach city, California",2011-2015,5270.0,29190.0,34460.0,6630.0,18405.0,25035.0,9910.0,19440.0,29350.0,7215.0,9130.0,16345.0,36985.0,22225.0,59210.0,66015.0,98390.0,164405.0,25750.0,59000.0,84750.0,39905.0,37615.0,77520.0,360.0,1780.0,2140.0,13400.0,40425.0,53825.0,52255.0,56185.0,108440.0,42470.0,44675.0,87145.0,13380.0,23875.0,37255.0,9805.0,27950.0,37755.0,365.0,1885.0,2250.0,29195.0,3125.0,2140.0,21000.0,4030.0,0.0,17340.0,12015.0,0.0,6535.0,9810.0,0.0,10680.0,48535.0,0.0,84750.0,77520.0,2140.0,25115.0,2295.0,1780.0,16540.0,1865.0,0.0,11475.0,7965.0,0.0,3165.0,5965.0,0.0,2705.0,19525.0,0.0,59000.0,37615.0,1780.0,4080.0,830.0,360.0,4460.0,2165.0,0.0,5865.0,4050.0,0.0,3370.0,3845.0,0.0,7975.0,29010.0,0.0,28790.0,24215.0,19470.0,8485.0,13735.0,3385.0,5205.0,915.0,7805.0,755.0,75005.0,24790.0,20780.0,15215.0,5615.0,8415.0,1345.0,2215.0,120.0,1190.0,90.0,51825.0,4005.0,3435.0,4255.0,2870.0,5320.0,2040.0,2990.0,795.0,6615.0,665.0,23185.0
"Anaheim city, California",2011-2015,3645.0,16200.0,19845.0,5345.0,11685.0,17030.0,8635.0,11910.0,20545.0,5515.0,4680.0,10195.0,23395.0,8660.0,32055.0,46535.0,53135.0,99670.0,18195.0,36150.0,54345.0,28225.0,16100.0,44325.0,110.0,885.0,995.0,9800.0,26245.0,36045.0,36625.0,26010.0,62635.0,30175.0,21285.0,51460.0,9290.0,14180.0,23470.0,6950.0,16590.0,23540.0,135.0,1080.0,1215.0,16985.0,1865.0,995.0,14520.0,2510.0,0.0,13070.0,7480.0,0.0,4045.0,6145.0,0.0,5725.0,26330.0,0.0,54345.0,44325.0,995.0,14080.0,1235.0,885.0,11040.0,645.0,0.0,7725.0,4185.0,0.0,1650.0,3025.0,0.0,1650.0,7010.0,0.0,36150.0,16100.0,885.0,2905.0,630.0,110.0,3480.0,1865.0,0.0,5345.0,3295.0,0.0,2395.0,3120.0,0.0,4075.0,19320.0,0.0,16550.0,14730.0,13650.0,5835.0,10125.0,2275.0,2940.0,365.0,3730.0,330.0,46995.0,13705.0,12290.0,10395.0,3730.0,5230.0,445.0,905.0,95.0,535.0,30.0,30770.0,2845.0,2440.0,3265.0,2110.0,4895.0,1830.0,2040.0,270.0,3195.0,300.0,16240.0
"Chicago city, Illinois",2011-2015,46475.0,189345.0,235820.0,51495.0,99765.0,151260.0,71240.0,97700.0,168940.0,44485.0,47045.0,91530.0,244900.0,142990.0,387890.0,458595.0,576845.0,1035435.0,166315.0,292380.0,458695.0,288025.0,263625.0,551650.0,4250.0,20840.0,25090.0,85895.0,177595.0,263490.0,368450.0,378410.0,746860.0,296675.0,282130.0,578805.0,83260.0,123570.0,206830.0,74270.0,148825.0,223095.0,4385.0,22320.0,26705.0,184540.0,26195.0,25090.0,116570.0,34690.0,0.0,81300.0,87635.0,0.0,29735.0,61795.0,0.0,46555.0,341330.0,0.0,458695.0,551650.0,25090.0,146505.0,22005.0,20840.0,80305.0,19460.0,0.0,42215.0,55485.0,0.0,11470.0,35575.0,0.0,11890.0,131100.0,0.0,292380.0,263625.0,20840.0,38035.0,4190.0,4250.0,36265.0,15230.0,0.0,39085.0,32150.0,0.0,18265.0,26220.0,0.0,34665.0,210230.0,0.0,180825.0,148545.0,111715.0,45925.0,73565.0,19635.0,26395.0,4900.0,37425.0,4095.0,429925.0,143075.0,117055.0,76185.0,24875.0,36185.0,5665.0,9490.0,955.0,7460.0,275.0,272395.0,37750.0,31490.0,35530.0,21050.0,37380.0,13965.0,16905.0,3945.0,29965.0,3820.0,157530.0
"Naperville city, Illinois",2011-2015,1345.0,1895.0,3240.0,1580.0,1210.0,2790.0,3320.0,2295.0,5615.0,2420.0,1290.0,3710.0,29475.0,5245.0,34720.0,38140.0,11935.0,50075.0,9015.0,4785.0,13800.0,28940.0,6960.0,35900.0,185.0,190.0,375.0,3820.0,2750.0,6570.0,34135.0,8990.0,43125.0,29120.0,7280.0,36400.0,5220.0,2125.0,7345.0,3620.0,2315.0,5935.0,185.0,200.0,385.0,2610.0,250.0,375.0,2335.0,460.0,0.0,3480.0,2135.0,0.0,1665.0,2045.0,0.0,3705.0,31010.0,0.0,13800.0,35900.0,375.0,1470.0,230.0,190.0,1070.0,145.0,0.0,1390.0,905.0,0.0,525.0,765.0,0.0,330.0,4910.0,0.0,4785.0,6960.0,190.0,1140.0,20.0,185.0,1265.0,315.0,0.0,2090.0,1230.0,0.0,1140.0,1280.0,0.0,3375.0,26100.0,0.0,2605.0,2380.0,2310.0,1535.0,3390.0,1170.0,1565.0,410.0,3415.0,445.0,13285.0,1460.0,1310.0,1050.0,720.0,1335.0,255.0,425.0,0.0,170.0,30.0,4440.0,1145.0,1070.0,1265.0,820.0,2050.0,910.0,1140.0,410.0,3240.0,410.0,8840.0
