city,year,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,B1,B2,B3,B4,B5,B6,B7,B8,B9,C1,C2,C3,C4,C5,C6,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E5,E6,E7,E9,E10,E11,E13,E14,E15,E17,E18,E19,E21,E22,E23,F1,F2,F3,F5,F6,F7,F9,F10,F11,F13,F14,F15,F17,F18,F19,F21,F22,F23,G1,G2,G3,G5,G6,G7,G9,G10,G11,G13,G14,G15,G17,G18,G19,H1,H2,H4,H5,H7,H8,H10,H11,H13,H14,H16,I1,I2,I4,I5,I7,I8,I10,I11,I13,I14,I16,J1,J2,J4,J5,J7,J8,J10,J11,J13,J14,J16
"Elgin city, Illinois",2010-2014,1435.0,2885.0,4320.0,2180.0,2670.0,4850.0,4415.0,2610.0,7025.0,2675.0,850.0,3525.0,12905.0,2135.0,15040.0,23610.0,11145.0,34755.0,8670.0,6375.0,15045.0,14820.0,4605.0,19425.0,120.0,165.0,285.0,3815.0,3755.0,7570.0,19670.0,7225.0,26895.0,15435.0,5135.0,20570.0,5135.0,3235.0,8370.0,2900.0,2610.0,5510.0,135.0,165.0,300.0,3525.0,515.0,285.0,4095.0,745.0,0.0,4180.0,2840.0,0.0,1310.0,2215.0,0.0,1930.0,13110.0,0.0,15045.0,19425.0,285.0,2350.0,375.0,165.0,2340.0,325.0,0.0,1335.0,1275.0,0.0,205.0,645.0,0.0,145.0,1985.0,0.0,6375.0,4605.0,165.0,1175.0,140.0,120.0,1755.0,420.0,0.0,2845.0,1565.0,0.0,1105.0,1570.0,0.0,1785.0,11125.0,0.0,3475.0,2895.0,4010.0,1650.0,3695.0,780.0,1155.0,65.0,1545.0,115.0,13880.0,2350.0,1860.0,2255.0,705.0,1090.0,45.0,135.0,0.0,15.0,0.0,5845.0,1125.0,1035.0,1755.0,945.0,2605.0,740.0,1020.0,65.0,1530.0,115.0,8035.0
"Dallas city, Texas",2010-2014,21220.0,68515.0,89735.0,23975.0,49435.0,73410.0,33610.0,54380.0,87990.0,18775.0,25385.0,44160.0,103280.0,68925.0,172205.0,200860.0,266640.0,467500.0,64180.0,133220.0,197400.0,134495.0,125315.0,259810.0,2190.0,8105.0,10295.0,33380.0,82690.0,116070.0,165290.0,175845.0,341135.0,141575.0,140785.0,282360.0,32395.0,58470.0,90865.0,24600.0,58740.0,83340.0,2300.0,8645.0,10945.0,71315.0,8130.0,10295.0,56060.0,17345.0,0.0,40050.0,47940.0,0.0,11475.0,32685.0,0.0,18495.0,153710.0,0.0,197400.0,259810.0,10295.0,55275.0,5135.0,8105.0,41225.0,8210.0,0.0,24735.0,29645.0,0.0,6040.0,19345.0,0.0,5945.0,62980.0,0.0,133220.0,125315.0,8105.0,16040.0,2995.0,2190.0,14835.0,9135.0,0.0,15315.0,18295.0,0.0,5435.0,13340.0,0.0,12550.0,90730.0,0.0,69700.0,56440.0,51315.0,17155.0,31870.0,6285.0,7835.0,1430.0,13480.0,2030.0,174200.0,54080.0,44955.0,37420.0,10625.0,18820.0,2400.0,3835.0,450.0,3055.0,310.0,117210.0,15625.0,11485.0,13895.0,6530.0,13050.0,3885.0,4000.0,980.0,10425.0,1720.0,56995.0
"Fort Worth city, Texas",2010-2014,12720.0,29715.0,42435.0,15065.0,19975.0,35040.0,24000.0,22280.0,46280.0,15580.0,10645.0,26225.0,87895.0,31015.0,118910.0,155255.0,113630.0,268885.0,40465.0,57485.0,97950.0,113545.0,53700.0,167245.0,1245.0,2445.0,3690.0,19890.0,33870.0,53760.0,134120.0,77315.0,211435.0,118500.0,58780.0,177280.0,21160.0,26445.0,47605.0,14255.0,25745.0,40000.0,1340.0,2660.0,4000.0,34130.0,4620.0,3690.0,25760.0,9280.0,0.0,22120.0,24160.0,0.0,6910.0,19305.0,0.0,9025.0,109885.0,0.0,97950.0,167245.0,3690.0,24585.0,2690.0,2445.0,16865.0,3110.0,0.0,11305.0,10975.0,0.0,2275.0,8365.0,0.0,2455.0,28560.0,0.0,57485.0,53700.0,2445.0,9545.0,1930.0,1245.0,8895.0,6170.0,0.0,10815.0,13185.0,0.0,4635.0,10940.0,0.0,6570.0,81325.0,0.0,33195.0,26755.0,24010.0,9100.0,18360.0,3085.0,5510.0,475.0,6530.0,580.0,87605.0,24025.0,19810.0,15865.0,4885.0,9425.0,855.0,1595.0,135.0,1280.0,60.0,52190.0,9170.0,6950.0,8140.0,4215.0,8935.0,2230.0,3920.0,340.0,5250.0,520.0,35415.0
"Arlington city, Texas",2010-2014,3930.0,14080.0,18010.0,5605.0,11005.0,16610.0,11035.0,13385.0,24420.0,7700.0,6480.0,14180.0,47530.0,12845.0,60375.0,75800.0,57800.0,133600.0,19060.0,30645.0,49705.0,56310.0,25740.0,82050.0,430.0,1415.0,1845.0,8810.0,18145.0,26955.0,66560.0,38240.0,104800.0,58145.0,28230.0,86375.0,10835.0,13985.0,24820.0,6385.0,14130.0,20515.0,430.0,1465.0,1895.0,15020.0,1150.0,1845.0,13900.0,2715.0,0.0,12740.0,11680.0,0.0,3600.0,10580.0,0.0,4450.0,55925.0,0.0,49705.0,82050.0,1845.0,11780.0,890.0,1415.0,10000.0,1010.0,0.0,6750.0,6635.0,0.0,1380.0,5105.0,0.0,740.0,12105.0,0.0,30645.0,25740.0,1415.0,3240.0,260.0,430.0,3900.0,1705.0,0.0,5990.0,5045.0,0.0,2220.0,5475.0,0.0,3710.0,43820.0,0.0,14930.0,12945.0,13435.0,4935.0,11175.0,1970.0,2555.0,280.0,3240.0,385.0,45335.0,11700.0,10185.0,9670.0,3110.0,5695.0,700.0,700.0,95.0,350.0,40.0,28115.0,3230.0,2760.0,3765.0,1825.0,5480.0,1270.0,1855.0,185.0,2890.0,345.0,17220.0
"Houston city, Texas",2010-2014,33865.0,108980.0,142845.0,37530.0,80865.0,118395.0,53830.0,89135.0,142965.0,31425.0,38825.0,70250.0,196420.0,121890.0,318310.0,353070.0,439695.0,792765.0,99070.0,222630.0,321700.0,250580.0,207035.0,457615.0,3420.0,10035.0,13455.0,52725.0,136185.0,188910.0,296930.0,293475.0,590405.0,262320.0,229985.0,492305.0,48685.0,99410.0,148095.0,38515.0,99345.0,137860.0,3555.0,10955.0,14510.0,116385.0,13010.0,13455.0,90625.0,27770.0,0.0,65090.0,77875.0,0.0,18570.0,51680.0,0.0,31025.0,287280.0,0.0,321700.0,457615.0,13455.0,91640.0,7310.0,10035.0,69550.0,11315.0,0.0,40850.0,48285.0,0.0,9345.0,29480.0,0.0,11245.0,110645.0,0.0,222630.0,207035.0,10035.0,24745.0,5700.0,3420.0,21075.0,16455.0,0.0,24240.0,29590.0,0.0,9225.0,22200.0,0.0,19780.0,176635.0,0.0,113685.0,92880.0,84660.0,30815.0,53015.0,9330.0,13790.0,1985.0,20810.0,2850.0,285960.0,89660.0,74625.0,64665.0,20135.0,32445.0,3565.0,6450.0,550.0,5535.0,470.0,198755.0,24025.0,18255.0,19990.0,10680.0,20570.0,5765.0,7340.0,1435.0,15275.0,2380.0,87200.0
"The Woodlands CDP, Texas",2010-2014,890.0,1415.0,2305.0,1180.0,1325.0,2505.0,1670.0,1655.0,3325.0,1185.0,890.0,2075.0,22370.0,4760.0,27130.0,27295.0,10045.0,37340.0,5195.0,3830.0,9025.0,21825.0,6110.0,27935.0,270.0,105.0,375.0,2380.0,1915.0,4295.0,24645.0,8025.0,32670.0,21920.0,6455.0,28375.0,2920.0,1950.0,4870.0,2180.0,1530.0,3710.0,270.0,105.0,375.0,1385.0,545.0,375.0,1980.0,520.0,0.0,2345.0,985.0,0.0,880.0,1195.0,0.0,2435.0,24690.0,0.0,9025.0,27935.0,375.0,790.0,520.0,105.0,1035.0,290.0,0.0,1240.0,420.0,0.0,265.0,625.0,0.0,500.0,4260.0,0.0,3830.0,6110.0,105.0,595.0,25.0,270.0,945.0,230.0,0.0,1105.0,565.0,0.0,615.0,570.0,0.0,1935.0,20430.0,0.0,1370.0,1215.0,1895.0,1025.0,2230.0,820.0,855.0,185.0,2230.0,470.0,8580.0,770.0,650.0,950.0,495.0,1130.0,350.0,235.0,15.0,395.0,20.0,3480.0,595.0,560.0,945.0,530.0,1105.0,470.0,620.0,170.0,1835.0,450.0,5100.0
"Sugar Land city, Texas",2010-2014,915.0,405.0,1320.0,875.0,255.0,1130.0,1895.0,820.0,2715.0,1115.0,545.0,1660.0,17075.0,2735.0,19810.0,21880.0,4755.0,26635.0,5410.0,1670.0,7080.0,16325.0,2960.0,19285.0,145.0,125.0,270.0,2570.0,935.0,3505.0,19165.0,3695.0,22860.0,16465.0,3075.0,19540.0,2850.0,790.0,3640.0,2410.0,750.0,3160.0,145.0,145.0,290.0,1040.0,10.0,270.0,915.0,215.0,0.0,1785.0,930.0,0.0,975.0,685.0,0.0,2365.0,17445.0,0.0,7080.0,19285.0,270.0,270.0,10.0,125.0,185.0,70.0,0.0,600.0,220.0,0.0,445.0,95.0,0.0,170.0,2565.0,0.0,1670.0,2960.0,125.0,770.0,0.0,145.0,730.0,145.0,0.0,1185.0,710.0,0.0,530.0,590.0,0.0,2195.0,14880.0,0.0,1015.0,965.0,920.0,560.0,1745.0,870.0,945.0,280.0,2185.0,490.0,6810.0,245.0,245.0,190.0,160.0,585.0,265.0,415.0,65.0,105.0,15.0,1540.0,770.0,720.0,730.0,400.0,1160.0,605.0,525.0,210.0,2075.0,475.0,5260.0
"Washington city, District of Columbia",2010-2014,9910.0,49800.0,59710.0,8370.0,21945.0,30315.0,7135.0,14215.0,21350.0,8000.0,12865.0,20865.0,77785.0,57385.0,135170.0,111200.0,156215.0,267415.0,30295.0,73615.0,103910.0,80035.0,77890.0,157925.0,870.0,4710.0,5580.0,14545.0,43115.0,57660.0,95780.0,108390.0,204170.0,81430.0,82315.0,163745.0,16020.0,32720.0,48740.0,12790.0,36305.0,49095.0,960.0,4875.0,5835.0,43725.0,10405.0,5580.0,21225.0,9090.0,0.0,10885.0,10465.0,0.0,9000.0,11865.0,0.0,19075.0,116095.0,0.0,103910.0,157925.0,5580.0,36285.0,8805.0,4710.0,16025.0,5920.0,0.0,7350.0,6865.0,0.0,5700.0,7165.0,0.0,8255.0,49130.0,0.0,73615.0,77890.0,4710.0,7440.0,1600.0,870.0,5200.0,3170.0,0.0,3535.0,3600.0,0.0,3300.0,4700.0,0.0,10820.0,66965.0,0.0,42855.0,33715.0,20410.0,9095.0,10110.0,3065.0,8270.0,1550.0,16205.0,1680.0,97850.0,35530.0,27740.0,15295.0,6060.0,6660.0,1535.0,5140.0,690.0,6400.0,280.0,69025.0,7325.0,5975.0,5110.0,3030.0,3445.0,1530.0,3125.0,855.0,9805.0,1400.0,28810.0
"Arlington CDP, Virginia",2010-2014,1715.0,8060.0,9775.0,1475.0,5135.0,6610.0,1480.0,3690.0,5170.0,2320.0,4250.0,6570.0,36165.0,31970.0,68135.0,43155.0,53105.0,96265.0,9155.0,20645.0,29800.0,33855.0,31575.0,65430.0,145.0,885.0,1030.0,3370.0,11220.0,14590.0,39645.0,41000.0,80645.0,34130.0,32655.0,66785.0,5955.0,9865.0,15820.0,2925.0,9655.0,12580.0,145.0,935.0,1080.0,7895.0,850.0,1030.0,5820.0,790.0,0.0,3770.0,1405.0,0.0,3695.0,2875.0,0.0,8620.0,59515.0,0.0,29800.0,65430.0,1030.0,6415.0,760.0,885.0,4770.0,365.0,0.0,2925.0,765.0,0.0,2595.0,1655.0,0.0,3940.0,28030.0,0.0,20645.0,31575.0,885.0,1480.0,90.0,145.0,1050.0,425.0,0.0,845.0,640.0,0.0,1100.0,1220.0,0.0,4680.0,31485.0,0.0,7845.0,7070.0,5680.0,3225.0,3560.0,1120.0,3525.0,540.0,7785.0,630.0,28395.0,6365.0,5930.0,4655.0,2565.0,2730.0,705.0,2475.0,295.0,3295.0,160.0,19520.0,1480.0,1140.0,1030.0,660.0,825.0,410.0,1055.0,245.0,4490.0,470.0,8880.0
"Alexandria city, Virginia",2010-2014,1125.0,6065.0,7190.0,1160.0,5405.0,6565.0,1285.0,4070.0,5355.0,1645.0,4065.0,5710.0,22930.0,18165.0,41095.0,28145.0,37770.0,65915.0,6040.0,16260.0,22300.0,22065.0,21080.0,43145.0,40.0,430.0,470.0,2230.0,7995.0,10225.0,25875.0,29345.0,55220.0,22200.0,21950.0,44150.0,3885.0,8945.0,12830.0,2015.0,6390.0,8405.0,45.0,485.0,530.0,5635.0,1080.0,470.0,5600.0,965.0,0.0,3680.0,1675.0,0.0,2645.0,3065.0,0.0,4735.0,36360.0,0.0,22300.0,43145.0,470.0,4660.0,970.0,430.0,4910.0,495.0,0.0,3025.0,1045.0,0.0,1775.0,2290.0,0.0,1885.0,16280.0,0.0,16260.0,21080.0,430.0,975.0,110.0,40.0,690.0,470.0,0.0,655.0,630.0,0.0,870.0,775.0,0.0,2850.0,20080.0,0.0,5560.0,4530.0,5550.0,2465.0,3440.0,605.0,2420.0,355.0,4265.0,445.0,21235.0,4590.0,3810.0,4860.0,2085.0,2790.0,320.0,1555.0,85.0,1540.0,90.0,15335.0,970.0,720.0,690.0,380.0,650.0,285.0,865.0,275.0,2725.0,355.0,5900.0
