city,year,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,B1,B2,B3,B4,B5,B6,B7,B8,B9,C1,C2,C3,C4,C5,C6,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E5,E6,E7,E9,E10,E11,E13,E14,E15,E17,E18,E19,E21,E22,E23,F1,F2,F3,F5,F6,F7,F9,F10,F11,F13,F14,F15,F17,F18,F19,F21,F22,F23,G1,G2,G3,G5,G6,G7,G9,G10,G11,G13,G14,G15,G17,G18,G19,H1,H2,H4,H5,H7,H8,H10,H11,H13,H14,H16,I1,I2,I4,I5,I7,I8,I10,I11,I13,I14,I16,J1,J2,J4,J5,J7,J8,J10,J11,J13,J14,J16
"Elgin city, Illinois",2013-2017,1720.0,2845.0,4565.0,2550.0,2635.0,5185.0,4380.0,2655.0,7035.0,2725.0,1385.0,4110.0,12640.0,2380.0,15020.0,24015.0,11905.0,35920.0,7205.0,6240.0,13445.0,16630.0,5515.0,22145.0,185.0,145.0,330.0,3320.0,3675.0,6995.0,20515.0,8080.0,28595.0,17125.0,6055.0,23180.0,4060.0,3005.0,7065.0,2650.0,2660.0,5310.0,185.0,190.0,375.0,3865.0,370.0,330.0,4100.0,1085.0,0.0,3410.0,3620.0,0.0,920.0,3190.0,0.0,1150.0,13880.0,0.0,13445.0,22145.0,330.0,2445.0,255.0,145.0,2245.0,390.0,0.0,1165.0,1490.0,0.0,250.0,1135.0,0.0,140.0,2245.0,0.0,6240.0,5515.0,145.0,1420.0,115.0,185.0,1855.0,695.0,0.0,2245.0,2130.0,0.0,670.0,2055.0,0.0,1010.0,11635.0,0.0,3825.0,3165.0,4040.0,1505.0,3045.0,530.0,725.0,75.0,730.0,30.0,12365.0,2405.0,1985.0,2190.0,575.0,935.0,100.0,110.0,0.0,25.0,0.0,5665.0,1420.0,1180.0,1850.0,930.0,2120.0,435.0,615.0,75.0,705.0,30.0,6710.0
"Dallas city, Texas",2013-2017,22570.0,70850.0,93420.0,25000.0,53510.0,78510.0,34140.0,60430.0,94570.0,18635.0,28340.0,46975.0,106145.0,78000.0,184145.0,206490.0,291135.0,497620.0,58380.0,142010.0,200390.0,145715.0,140580.0,286295.0,2395.0,8540.0,10935.0,30795.0,85645.0,116440.0,173300.0,196950.0,370250.0,153245.0,156230.0,309475.0,29070.0,64680.0,93750.0,21640.0,61085.0,82725.0,2530.0,9155.0,11685.0,72795.0,9690.0,10935.0,58980.0,19530.0,0.0,40170.0,54400.0,0.0,11425.0,35545.0,0.0,17020.0,167125.0,0.0,200390.0,286295.0,10935.0,56750.0,5555.0,8540.0,44825.0,8685.0,0.0,27330.0,33100.0,0.0,6535.0,21805.0,0.0,6570.0,71430.0,0.0,142010.0,140580.0,8540.0,16045.0,4135.0,2395.0,14155.0,10845.0,0.0,12840.0,21300.0,0.0,4890.0,13740.0,0.0,10450.0,95695.0,0.0,70990.0,56835.0,53965.0,16950.0,31885.0,6040.0,7865.0,1175.0,11770.0,1735.0,176475.0,55545.0,45540.0,41130.0,11765.0,21255.0,3090.0,4330.0,355.0,3505.0,335.0,125765.0,15445.0,11295.0,12840.0,5185.0,10625.0,2945.0,3540.0,820.0,8260.0,1395.0,50710.0
"Fort Worth city, Texas",2013-2017,11950.0,28485.0,40435.0,13800.0,20375.0,34175.0,24060.0,22990.0,47050.0,16065.0,12550.0,28615.0,96875.0,37535.0,134410.0,162750.0,121935.0,284685.0,38070.0,59700.0,97770.0,123260.0,59040.0,182300.0,1425.0,3195.0,4620.0,18370.0,34585.0,52955.0,142960.0,84160.0,227120.0,128655.0,64515.0,193170.0,20540.0,27430.0,47970.0,12110.0,26485.0,38595.0,1450.0,3505.0,4955.0,31750.0,4065.0,4620.0,25740.0,8430.0,0.0,22740.0,24310.0,0.0,7820.0,20795.0,0.0,9715.0,124690.0,0.0,97770.0,182300.0,4620.0,22970.0,2320.0,3195.0,17495.0,2880.0,0.0,12285.0,10705.0,0.0,3485.0,9065.0,0.0,3460.0,34070.0,0.0,59700.0,59040.0,3195.0,8780.0,1745.0,1425.0,8245.0,5550.0,0.0,10455.0,13605.0,0.0,4335.0,11730.0,0.0,6255.0,90620.0,0.0,30980.0,25580.0,24020.0,8870.0,19195.0,3170.0,6020.0,430.0,6345.0,545.0,86560.0,22405.0,19400.0,16450.0,5555.0,10515.0,1235.0,2590.0,150.0,1955.0,145.0,53915.0,8570.0,6175.0,7570.0,3315.0,8685.0,1940.0,3430.0,280.0,4395.0,400.0,32650.0
"Arlington city, Texas",2013-2017,4595.0,12865.0,17460.0,5700.0,10765.0,16465.0,9830.0,14385.0,24215.0,7970.0,6735.0,14705.0,46995.0,15160.0,62155.0,75090.0,59910.0,135005.0,17150.0,31830.0,48980.0,57495.0,26715.0,84210.0,445.0,1365.0,1810.0,7910.0,18095.0,26005.0,66735.0,40450.0,107185.0,59420.0,29725.0,89145.0,9590.0,15160.0,24750.0,5600.0,13475.0,19075.0,480.0,1555.0,2035.0,14270.0,1380.0,1810.0,13535.0,2930.0,0.0,13205.0,11010.0,0.0,3595.0,11115.0,0.0,4375.0,57775.0,0.0,48980.0,84210.0,1810.0,10610.0,890.0,1365.0,9750.0,1015.0,0.0,8310.0,6075.0,0.0,1725.0,5010.0,0.0,1435.0,13725.0,0.0,31830.0,26715.0,1365.0,3660.0,490.0,445.0,3785.0,1915.0,0.0,4895.0,4935.0,0.0,1870.0,6105.0,0.0,2940.0,44050.0,0.0,13990.0,12295.0,13010.0,4935.0,11550.0,1405.0,2785.0,275.0,2490.0,170.0,43825.0,10380.0,9250.0,9380.0,3400.0,7135.0,670.0,1210.0,90.0,530.0,65.0,28635.0,3610.0,3045.0,3625.0,1530.0,4420.0,735.0,1575.0,185.0,1960.0,105.0,15190.0
"Houston city, Texas",2013-2017,31600.0,110095.0,141695.0,36510.0,85530.0,122040.0,52805.0,95580.0,148385.0,32720.0,43980.0,76700.0,209245.0,140890.0,350135.0,362880.0,476070.0,838950.0,87685.0,241375.0,329060.0,271590.0,222955.0,494545.0,3600.0,11745.0,15345.0,46630.0,145990.0,192620.0,312650.0,318335.0,630985.0,282985.0,247375.0,530360.0,43315.0,107595.0,150910.0,32830.0,108155.0,140985.0,3735.0,12950.0,16685.0,112295.0,14050.0,15345.0,94375.0,27660.0,0.0,68375.0,80000.0,0.0,20825.0,55875.0,0.0,33180.0,316960.0,0.0,329060.0,494545.0,15345.0,90485.0,7865.0,11745.0,75070.0,10455.0,0.0,48630.0,46945.0,0.0,12500.0,31480.0,0.0,14685.0,126210.0,0.0,241375.0,222955.0,11745.0,21810.0,6185.0,3600.0,19305.0,17205.0,0.0,19745.0,33055.0,0.0,8325.0,24395.0,0.0,18495.0,190750.0,0.0,109655.0,91850.0,88935.0,34335.0,56235.0,9685.0,15130.0,2405.0,21945.0,2715.0,291900.0,88385.0,76170.0,70820.0,25155.0,39450.0,5300.0,8950.0,950.0,8145.0,580.0,215750.0,21270.0,15680.0,18110.0,9175.0,16785.0,4385.0,6180.0,1455.0,13800.0,2135.0,76145.0
"The Woodlands CDP, Texas",2013-2017,960.0,1435.0,2395.0,1065.0,1360.0,2425.0,2245.0,1480.0,3725.0,1100.0,1010.0,2110.0,23285.0,5950.0,29235.0,28655.0,11240.0,39895.0,5410.0,4380.0,9790.0,23105.0,6725.0,29830.0,140.0,135.0,275.0,2660.0,2355.0,5015.0,25855.0,8745.0,34600.0,23180.0,7025.0,30205.0,2785.0,2065.0,4850.0,2550.0,2015.0,4565.0,140.0,135.0,275.0,1770.0,350.0,275.0,1845.0,580.0,0.0,2570.0,1155.0,0.0,860.0,1250.0,0.0,2740.0,26500.0,0.0,9790.0,29830.0,275.0,950.0,350.0,135.0,1020.0,340.0,0.0,1250.0,230.0,0.0,390.0,620.0,0.0,765.0,5190.0,0.0,4380.0,6725.0,135.0,820.0,0.0,140.0,825.0,240.0,0.0,1320.0,925.0,0.0,470.0,630.0,0.0,1975.0,21310.0,0.0,1760.0,1460.0,1775.0,1285.0,2540.0,1050.0,850.0,305.0,2485.0,470.0,9410.0,940.0,695.0,955.0,645.0,1230.0,515.0,375.0,95.0,580.0,65.0,4080.0,815.0,760.0,825.0,640.0,1310.0,535.0,475.0,210.0,1910.0,405.0,5335.0
"Sugar Land city, Texas",2013-2017,1060.0,600.0,1660.0,1215.0,315.0,1530.0,2050.0,550.0,2600.0,1425.0,710.0,2135.0,17545.0,3380.0,20925.0,23295.0,5560.0,28855.0,5115.0,2170.0,7285.0,17915.0,3330.0,21245.0,260.0,60.0,320.0,2705.0,1260.0,3965.0,20330.0,4240.0,24570.0,18275.0,3570.0,21845.0,2445.0,975.0,3420.0,2310.0,950.0,3260.0,260.0,75.0,335.0,1275.0,70.0,320.0,1120.0,410.0,0.0,1605.0,990.0,0.0,1125.0,1010.0,0.0,2160.0,18770.0,0.0,7285.0,21245.0,320.0,475.0,70.0,60.0,250.0,65.0,0.0,500.0,50.0,0.0,490.0,220.0,0.0,455.0,2930.0,0.0,2170.0,3330.0,60.0,800.0,0.0,260.0,870.0,345.0,0.0,1105.0,940.0,0.0,635.0,790.0,0.0,1705.0,15840.0,0.0,1255.0,1140.0,1110.0,705.0,1565.0,660.0,1060.0,365.0,1680.0,390.0,6670.0,460.0,460.0,250.0,225.0,490.0,115.0,470.0,135.0,255.0,15.0,1925.0,795.0,680.0,860.0,480.0,1080.0,545.0,590.0,230.0,1430.0,375.0,4755.0
"Washington city, District of Columbia",2013-2017,10115.0,52450.0,62565.0,7950.0,20915.0,28865.0,5765.0,11815.0,17580.0,7335.0,12150.0,19485.0,84635.0,64860.0,149495.0,115795.0,162190.0,277985.0,27245.0,75040.0,102285.0,87635.0,82275.0,169910.0,915.0,4875.0,5790.0,13670.0,44545.0,58215.0,101215.0,112770.0,213985.0,88980.0,87650.0,176630.0,13740.0,32560.0,46300.0,12110.0,36790.0,48900.0,960.0,5190.0,6150.0,45240.0,11525.0,5790.0,19550.0,9315.0,0.0,8940.0,8640.0,0.0,8565.0,10915.0,0.0,19980.0,129515.0,0.0,102285.0,169910.0,5790.0,37545.0,10025.0,4875.0,14760.0,6155.0,0.0,6425.0,5390.0,0.0,5815.0,6335.0,0.0,10490.0,54370.0,0.0,75040.0,82275.0,4875.0,7695.0,1500.0,915.0,4790.0,3160.0,0.0,2515.0,3250.0,0.0,2750.0,4580.0,0.0,9490.0,75145.0,0.0,44140.0,35400.0,18730.0,8080.0,7810.0,2345.0,7870.0,1385.0,16645.0,1690.0,95195.0,36505.0,28935.0,14090.0,5365.0,5485.0,1460.0,5265.0,665.0,8005.0,365.0,69350.0,7630.0,6465.0,4645.0,2715.0,2325.0,885.0,2610.0,720.0,8640.0,1325.0,25850.0
"Arlington CDP, Virginia",2013-2017,2060.0,8745.0,10805.0,1920.0,5170.0,7090.0,1260.0,3160.0,4420.0,1880.0,4760.0,6640.0,38405.0,34950.0,73355.0,45525.0,56785.0,102310.0,8705.0,21880.0,30585.0,36600.0,33720.0,70320.0,215.0,1185.0,1400.0,3685.0,12260.0,15945.0,41620.0,43335.0,84955.0,37030.0,35400.0,72430.0,5115.0,10210.0,15325.0,3165.0,9950.0,13115.0,215.0,1220.0,1435.0,8510.0,890.0,1400.0,5950.0,1140.0,0.0,2955.0,1470.0,0.0,3775.0,2865.0,0.0,9400.0,63960.0,0.0,30585.0,70320.0,1400.0,6730.0,825.0,1185.0,4755.0,415.0,0.0,2220.0,945.0,0.0,2935.0,1825.0,0.0,5240.0,29710.0,0.0,21880.0,33720.0,1185.0,1780.0,65.0,215.0,1195.0,725.0,0.0,735.0,525.0,0.0,840.0,1040.0,0.0,4160.0,34250.0,0.0,8410.0,7640.0,5810.0,3500.0,2855.0,865.0,3535.0,520.0,7825.0,600.0,28435.0,6630.0,6175.0,4645.0,2745.0,2185.0,590.0,2740.0,250.0,3960.0,190.0,20160.0,1780.0,1460.0,1165.0,755.0,670.0,275.0,800.0,270.0,3865.0,405.0,8280.0
"Alexandria city, Virginia",2013-2017,1185.0,6745.0,7930.0,1335.0,5355.0,6690.0,1245.0,3580.0,4825.0,1465.0,4200.0,5665.0,24350.0,19205.0,43555.0,29575.0,39085.0,68665.0,6270.0,17195.0,23465.0,23180.0,21605.0,44785.0,125.0,290.0,415.0,2270.0,9085.0,11355.0,27180.0,29710.0,56890.0,23415.0,22995.0,46410.0,3995.0,8835.0,12830.0,2035.0,6870.0,8905.0,125.0,380.0,505.0,6090.0,1425.0,415.0,5870.0,820.0,0.0,3385.0,1440.0,0.0,2860.0,2805.0,0.0,5260.0,38295.0,0.0,23465.0,44785.0,415.0,5200.0,1260.0,290.0,4980.0,375.0,0.0,2790.0,790.0,0.0,2030.0,2170.0,0.0,2195.0,17010.0,0.0,17195.0,21605.0,290.0,890.0,165.0,125.0,890.0,445.0,0.0,595.0,650.0,0.0,830.0,635.0,0.0,3065.0,21285.0,0.0,5940.0,5105.0,5795.0,2645.0,3000.0,505.0,2535.0,250.0,4470.0,405.0,21740.0,5045.0,4370.0,4905.0,2045.0,2450.0,315.0,1730.0,85.0,1575.0,55.0,15705.0,890.0,730.0,890.0,600.0,550.0,190.0,805.0,165.0,2895.0,350.0,6030.0
