NAME,B07201_014E,B07201_013E,B07201_012E,B07201_011E,B07201_010E,B07201_009E,B07201_008E,B07201_007E,B07201_006E,B07201_005E,B07201_004E,B07201_003E,B07201_002E,B07201_001E,Year
"Sioux Falls, SD",1883.0,1703.0,791.0,2884.0,3675.0,4893.0,5868.0,10761.0,8532.0,18969.0,27501.0,43640.0,209771.0,255294.0,2017
"Somerset, PA Micro Area",1883.0,1703.0,791.0,2884.0,3675.0,4893.0,5868.0,10761.0,8532.0,18969.0,27501.0,43640.0,209771.0,255294.0,2017
"South Bend-Mishawaka, IN-MI",896.0,907.0,782.0,741.0,1523.0,7035.0,6252.0,13287.0,11910.0,12570.0,24480.0,40197.0,276887.0,317980.0,2017
"Spartanburg, SC",617.0,941.0,719.0,195.0,914.0,12341.0,3080.0,15421.0,20683.0,6040.0,26723.0,43999.0,285447.0,330063.0,2017
"Shawnee, OK Micro Area",617.0,941.0,719.0,195.0,914.0,12341.0,3080.0,15421.0,20683.0,6040.0,26723.0,43999.0,285447.0,330063.0,2017
"Sheboygan, WI",504.0,272.0,356.0,366.0,722.0,2156.0,849.0,3005.0,5523.0,4931.0,10454.0,14453.0,99255.0,114212.0,2017
"Shelby, NC Micro Area",504.0,272.0,356.0,366.0,722.0,2156.0,849.0,3005.0,5523.0,4931.0,10454.0,14453.0,99255.0,114212.0,2017
"Sherman-Denison, TX",652.0,579.0,1170.0,321.0,1491.0,4838.0,1805.0,6643.0,4393.0,7094.0,11487.0,20200.0,108730.0,129582.0,2017
"Sunbury, PA Micro Area",652.0,579.0,1170.0,321.0,1491.0,4838.0,1805.0,6643.0,4393.0,7094.0,11487.0,20200.0,108730.0,129582.0,2017
"Spokane-Spokane Valley, WA",2926.0,2621.0,2594.0,3287.0,5881.0,17428.0,10240.0,27668.0,29914.0,38103.0,68017.0,104187.0,451101.0,558214.0,2017
"Springfield, IL",408.0,988.0,386.0,875.0,1261.0,3206.0,2664.0,5870.0,7672.0,17390.0,25062.0,33181.0,171637.0,205226.0,2017
"Springfield, MA",4738.0,153.0,2373.0,499.0,2872.0,18848.0,7528.0,26376.0,44196.0,23898.0,68094.0,97495.0,524687.0,626920.0,2017
"Springfield, MO",1148.0,5807.0,3397.0,1881.0,5278.0,10553.0,6299.0,16852.0,25211.0,32926.0,58137.0,86074.0,367927.0,455149.0,2017
"Houston-The Woodlands-Sugar Land, TX",58252.0,9044.0,5401.0,9111.0,14512.0,74147.0,83799.0,157946.0,358427.0,409764.0,768191.0,949693.0,5889689.0,6897634.0,2018
"Huntington-Ashland, WV-KY-OH",685.0,2256.0,1374.0,99.0,1473.0,2806.0,1425.0,4231.0,21797.0,5408.0,27205.0,35165.0,314696.0,350546.0,2018
"Huntsville, AL",1286.0,1597.0,2670.0,1309.0,3979.0,11381.0,10937.0,22318.0,24047.0,25850.0,49897.0,77791.0,379793.0,458870.0,2018
"Huntsville, TX Micro Area",1286.0,1597.0,2670.0,1309.0,3979.0,11381.0,10937.0,22318.0,24047.0,25850.0,49897.0,77791.0,379793.0,458870.0,2018
"Hutchinson, KS Micro Area",1286.0,1597.0,2670.0,1309.0,3979.0,11381.0,10937.0,22318.0,24047.0,25850.0,49897.0,77791.0,379793.0,458870.0,2018
"Idaho Falls, ID",146.0,1667.0,1494.0,1349.0,2843.0,4673.0,2334.0,7007.0,7405.0,8888.0,16293.0,27810.0,118371.0,146327.0,2018
"Indiana, PA Micro Area",146.0,1667.0,1494.0,1349.0,2843.0,4673.0,2334.0,7007.0,7405.0,8888.0,16293.0,27810.0,118371.0,146327.0,2018
"Indianapolis-Carmel-Anderson, IN",11122.0,3244.0,4675.0,3965.0,8640.0,31420.0,29919.0,61339.0,101840.0,130327.0,232167.0,305390.0,1706571.0,2023083.0,2018
"Jonesboro, AR",463.0,2064.0,996.0,1086.0,2082.0,1246.0,1314.0,2560.0,6522.0,19308.0,25830.0,32536.0,98015.0,131014.0,2018
"Joplin, MO",570.0,1605.0,527.0,597.0,1124.0,5284.0,3050.0,8334.0,11254.0,5937.0,17191.0,28254.0,147613.0,176437.0,2018
"Kahului-Wailuku-Lahaina, HI",828.0,60.0,1101.0,273.0,1374.0,2100.0,3587.0,5687.0,6498.0,3983.0,10481.0,17602.0,148088.0,166518.0,2018
"Ithaca, NY",2503.0,570.0,511.0,1153.0,1664.0,7646.0,4053.0,11699.0,6927.0,5387.0,12314.0,26247.0,73136.0,101886.0,2018
"Jackson, MI",272.0,961.0,1454.0,398.0,1852.0,4662.0,2786.0,7448.0,5893.0,2623.0,8516.0,18777.0,138948.0,157997.0,2018
"Jackson, MS",2038.0,2305.0,2220.0,2226.0,4446.0,6476.0,6896.0,13372.0,28758.0,25338.0,54096.0,74219.0,501484.0,577741.0,2018
"Jackson, TN",9.0,2974.0,386.0,1081.0,1467.0,3135.0,1357.0,4492.0,2459.0,6933.0,9392.0,18325.0,109645.0,127979.0,2018
"Jacksonville, FL",9970.0,4091.0,3093.0,2292.0,5385.0,44607.0,35079.0,79686.0,51922.0,125012.0,176934.0,266096.0,1242158.0,1518224.0,2018
"Jacksonville, NC",3977.0,1359.0,2235.0,662.0,2897.0,20620.0,7486.0,28106.0,10108.0,5791.0,15899.0,48261.0,141588.0,193826.0,2018
"Jamestown-Dunkirk-Fredonia, NY Micro Area",3977.0,1359.0,2235.0,662.0,2897.0,20620.0,7486.0,28106.0,10108.0,5791.0,15899.0,48261.0,141588.0,193826.0,2018
"Janesville-Beloit, WI",383.0,241.0,721.0,618.0,1339.0,3126.0,3475.0,6601.0,4458.0,12541.0,16999.0,25180.0,136381.0,161944.0,2018
"Jefferson, GA Micro Area",383.0,241.0,721.0,618.0,1339.0,3126.0,3475.0,6601.0,4458.0,12541.0,16999.0,25180.0,136381.0,161944.0,2018
"Jefferson City, MO",103.0,1466.0,726.0,315.0,1041.0,3517.0,3261.0,6778.0,4671.0,3488.0,8159.0,17444.0,131363.0,148910.0,2018
"Johnson City, TN",2201.0,603.0,714.0,846.0,1560.0,3898.0,5285.0,9183.0,13993.0,9097.0,23090.0,34436.0,165793.0,202430.0,2018
"Johnstown, PA",460.0,157.0,622.0,268.0,890.0,2523.0,865.0,3388.0,5277.0,2238.0,7515.0,11950.0,118285.0,130695.0,2018
"Aberdeen, WA Micro Area",460.0,157.0,622.0,268.0,890.0,2523.0,865.0,3388.0,5277.0,2238.0,7515.0,11950.0,118285.0,130695.0,2018
"Abilene, TX",958.0,1392.0,721.0,1396.0,2117.0,6223.0,5756.0,11979.0,4196.0,20093.0,24289.0,39777.0,131071.0,171806.0,2018
"Adrian, MI Micro Area",958.0,1392.0,721.0,1396.0,2117.0,6223.0,5756.0,11979.0,4196.0,20093.0,24289.0,39777.0,131071.0,171806.0,2018
"Aguadilla-Isabela, PR",958.0,1392.0,721.0,1396.0,2117.0,6223.0,5756.0,11979.0,4196.0,20093.0,24289.0,39777.0,131071.0,171806.0,2018
"Akron, OH",1528.0,342.0,2930.0,447.0,3377.0,16692.0,7594.0,24286.0,39307.0,25509.0,64816.0,92821.0,603191.0,697540.0,2018
"Alamogordo, NM Micro Area",1528.0,342.0,2930.0,447.0,3377.0,16692.0,7594.0,24286.0,39307.0,25509.0,64816.0,92821.0,603191.0,697540.0,2018
"Albany, GA",187.0,724.0,657.0,515.0,1172.0,2519.0,3098.0,5617.0,6948.0,13526.0,20474.0,27987.0,120924.0,149098.0,2018
"Albany, OR",175.0,220.0,460.0,101.0,561.0,6056.0,4173.0,10229.0,9459.0,2703.0,12162.0,23172.0,102903.0,126250.0,2018
"Albany-Schenectady-Troy, NY",3897.0,1164.0,3102.0,1452.0,4554.0,17984.0,11918.0,29902.0,46756.0,36295.0,83051.0,118671.0,752287.0,874855.0,2018
"Albertville, AL Micro Area",3897.0,1164.0,3102.0,1452.0,4554.0,17984.0,11918.0,29902.0,46756.0,36295.0,83051.0,118671.0,752287.0,874855.0,2018
"Albuquerque, NM",5900.0,1255.0,1896.0,5696.0,7592.0,13536.0,14195.0,27731.0,19890.0,58633.0,78523.0,115101.0,785580.0,906581.0,2018
"Alexandria, LA",272.0,1326.0,95.0,740.0,835.0,3496.0,2343.0,5839.0,8347.0,7443.0,15790.0,23790.0,127210.0,151272.0,2018
"Allentown-Bethlehem-Easton, PA-NJ",5375.0,473.0,2213.0,185.0,2398.0,16865.0,14301.0,31166.0,38267.0,21148.0,59415.0,93452.0,735882.0,834709.0,2018
"Altoona, PA",167.0,647.0,472.0,220.0,692.0,2125.0,956.0,3081.0,2533.0,5322.0,7855.0,12275.0,108813.0,121255.0,2018
"Amarillo, TX",905.0,1260.0,969.0,1521.0,2490.0,4955.0,2646.0,7601.0,4909.0,30145.0,35054.0,46405.0,217345.0,264655.0,2018
"Ames, IA",635.0,1755.0,1301.0,806.0,2107.0,5757.0,2688.0,8445.0,2550.0,13296.0,15846.0,28153.0,68776.0,97564.0,2018
"Anchorage, AK",3561.0,3986.0,986.0,1567.0,2553.0,7374.0,7558.0,14932.0,8838.0,33023.0,41861.0,63332.0,326692.0,393585.0,2018
"Ann Arbor, MI",5730.0,543.0,1537.0,658.0,2195.0,17478.0,12566.0,30044.0,22057.0,22514.0,44571.0,77353.0,284615.0,367698.0,2018
"Anniston-Oxford-Jacksonville, AL",115.0,710.0,1561.0,342.0,1903.0,1738.0,1552.0,3290.0,4473.0,6596.0,11069.0,16972.0,95357.0,112444.0,2018
"Appleton, WI",221.0,238.0,909.0,410.0,1319.0,4046.0,3297.0,7343.0,8704.0,3934.0,12638.0,21538.0,213397.0,235156.0,2018
"Arecibo, PR",221.0,238.0,909.0,410.0,1319.0,4046.0,3297.0,7343.0,8704.0,3934.0,12638.0,21538.0,213397.0,235156.0,2018
"Asheville, NC",2236.0,1955.0,2047.0,995.0,3042.0,8070.0,9459.0,17529.0,21505.0,12175.0,33680.0,56206.0,397811.0,456253.0,2018
"Ashtabula, OH Micro Area",2236.0,1955.0,2047.0,995.0,3042.0,8070.0,9459.0,17529.0,21505.0,12175.0,33680.0,56206.0,397811.0,456253.0,2018
"Athens, OH Micro Area",2236.0,1955.0,2047.0,995.0,3042.0,8070.0,9459.0,17529.0,21505.0,12175.0,33680.0,56206.0,397811.0,456253.0,2018
"Athens, TX Micro Area",2236.0,1955.0,2047.0,995.0,3042.0,8070.0,9459.0,17529.0,21505.0,12175.0,33680.0,56206.0,397811.0,456253.0,2018
"Athens-Clarke County, GA",565.0,1912.0,1406.0,1187.0,2593.0,12669.0,7628.0,20297.0,4182.0,14712.0,18894.0,43696.0,165828.0,210089.0,2018
"Atlanta-Sandy Springs-Roswell, GA",32212.0,7663.0,8270.0,8026.0,16296.0,79755.0,90032.0,169787.0,487529.0,102120.0,589649.0,783395.0,5076590.0,5892197.0,2018
"Atlantic City-Hammonton, NJ",1549.0,0.0,83.0,0.0,83.0,6161.0,4626.0,10787.0,15238.0,9103.0,24341.0,35211.0,226000.0,262760.0,2018
"Auburn, NY Micro Area",1549.0,0.0,83.0,0.0,83.0,6161.0,4626.0,10787.0,15238.0,9103.0,24341.0,35211.0,226000.0,262760.0,2018
"Auburn-Opelika, AL",1293.0,620.0,679.0,984.0,1663.0,7236.0,4891.0,12127.0,2644.0,7990.0,10634.0,25044.0,136361.0,162698.0,2018
"Augusta-Richmond County, GA-SC",4235.0,3411.0,1897.0,777.0,2674.0,21650.0,10359.0,32009.0,25019.0,18422.0,43441.0,81535.0,512600.0,598370.0,2018
"Augusta-Waterville, ME Micro Area",4235.0,3411.0,1897.0,777.0,2674.0,21650.0,10359.0,32009.0,25019.0,18422.0,43441.0,81535.0,512600.0,598370.0,2018
"Austin-Round Rock, TX",13625.0,5076.0,2367.0,5002.0,7369.0,51793.0,65133.0,116926.0,95792.0,153844.0,249636.0,379007.0,1753070.0,2145702.0,2018
"Bakersfield, CA",4565.0,398.0,509.0,1442.0,1951.0,18715.0,15211.0,33926.0,31086.0,35675.0,66761.0,103036.0,776956.0,884557.0,2018
"Baltimore-Columbia-Towson, MD",17484.0,3302.0,3183.0,2173.0,5356.0,57737.0,32321.0,90058.0,171502.0,99944.0,271446.0,370162.0,2385158.0,2772804.0,2018
"Bangor, ME",659.0,3011.0,369.0,44.0,413.0,2596.0,2001.0,4597.0,11998.0,4364.0,16362.0,24383.0,124762.0,149804.0,2018
"Barnstable Town, MA",693.0,789.0,1263.0,57.0,1320.0,6670.0,1601.0,8271.0,6720.0,2135.0,8855.0,19235.0,192162.0,212090.0,2018
"Baton Rouge, LA",1887.0,2173.0,308.0,1566.0,1874.0,9678.0,8739.0,18417.0,41327.0,33665.0,74992.0,97456.0,720495.0,819838.0,2018
"Battle Creek, MI",336.0,50.0,987.0,142.0,1129.0,4698.0,2163.0,6861.0,5732.0,5200.0,10932.0,18972.0,113755.0,133063.0,2018
"Bellingham, WA",1103.0,397.0,2334.0,526.0,2860.0,8739.0,6520.0,15259.0,11819.0,17300.0,29119.0,47635.0,175044.0,223782.0,2018
"Bend-Redmond, OR",558.0,82.0,1911.0,1426.0,3337.0,4653.0,5883.0,10536.0,2320.0,15677.0,17997.0,31952.0,157443.0,189953.0,2018
"Billings, MT",251.0,3345.0,279.0,1382.0,1661.0,1614.0,2959.0,4573.0,2951.0,10503.0,13454.0,23033.0,147740.0,171024.0,2018
"Binghamton, NY",1653.0,1328.0,235.0,31.0,266.0,6907.0,3225.0,10132.0,13711.0,7428.0,21139.0,32865.0,203486.0,238004.0,2018
"Birmingham-Hoover, AL",2989.0,2513.0,2367.0,2195.0,4562.0,12491.0,18695.0,31186.0,73616.0,42398.0,116014.0,154275.0,978875.0,1136139.0,2018
"Bismarck, ND",281.0,1908.0,212.0,187.0,399.0,1196.0,1971.0,3167.0,5980.0,7780.0,13760.0,19234.0,110931.0,130446.0,2018
"Blacksburg-Christiansburg-Radford, VA",1486.0,1237.0,512.0,62.0,574.0,8052.0,3775.0,11827.0,4993.0,13233.0,18226.0,31864.0,147379.0,180729.0,2018
"Bay City, MI",315.0,730.0,130.0,0.0,130.0,965.0,898.0,1863.0,3829.0,4854.0,8683.0,11406.0,91061.0,102782.0,2018
"Beaumont-Port Arthur, TX",1207.0,1938.0,350.0,1756.0,2106.0,8361.0,5099.0,13460.0,22214.0,14329.0,36543.0,54047.0,348520.0,403774.0,2018
"Beaver Dam, WI Micro Area",1207.0,1938.0,350.0,1756.0,2106.0,8361.0,5099.0,13460.0,22214.0,14329.0,36543.0,54047.0,348520.0,403774.0,2018
"Beckley, WV",158.0,543.0,631.0,138.0,769.0,3026.0,2080.0,5106.0,8035.0,2576.0,10611.0,17029.0,99210.0,116397.0,2018
"Bloomington, IL",735.0,577.0,561.0,316.0,877.0,4082.0,1649.0,5731.0,10731.0,8598.0,19329.0,26514.0,161815.0,189064.0,2018
"Bloomington, IN",2181.0,4059.0,2082.0,218.0,2300.0,5469.0,5580.0,11049.0,6496.0,19197.0,25693.0,43101.0,121168.0,166450.0,2018
"Bloomsburg-Berwick, PA",45.0,194.0,668.0,148.0,816.0,3122.0,1564.0,4686.0,2665.0,3377.0,6042.0,11738.0,71024.0,82807.0,2018
"Bluefield, WV-VA Micro Area",45.0,194.0,668.0,148.0,816.0,3122.0,1564.0,4686.0,2665.0,3377.0,6042.0,11738.0,71024.0,82807.0,2018
"Boise City, ID",2591.0,2418.0,4521.0,1963.0,6484.0,14600.0,15180.0,29780.0,46318.0,22273.0,68591.0,107273.0,616480.0,726344.0,2018
"Boston-Cambridge-Newton, MA-NH",54237.0,1005.0,5603.0,2729.0,8332.0,71017.0,59181.0,130198.0,304369.0,131558.0,435927.0,575462.0,4197408.0,4827107.0,2018
"Boulder, CO",3531.0,2229.0,1673.0,603.0,2276.0,16623.0,12676.0,29299.0,17913.0,19086.0,36999.0,70803.0,249773.0,324107.0,2018
"Bowling Green, KY",855.0,3003.0,1332.0,405.0,1737.0,3903.0,3508.0,7411.0,8643.0,10337.0,18980.0,31131.0,143065.0,175051.0,2018
"Bozeman, MT Micro Area",855.0,3003.0,1332.0,405.0,1737.0,3903.0,3508.0,7411.0,8643.0,10337.0,18980.0,31131.0,143065.0,175051.0,2018
"Brainerd, MN Micro Area",855.0,3003.0,1332.0,405.0,1737.0,3903.0,3508.0,7411.0,8643.0,10337.0,18980.0,31131.0,143065.0,175051.0,2018
"Branson, MO Micro Area",855.0,3003.0,1332.0,405.0,1737.0,3903.0,3508.0,7411.0,8643.0,10337.0,18980.0,31131.0,143065.0,175051.0,2018
"Bremerton-Silverdale, WA",534.0,455.0,1760.0,492.0,2252.0,9779.0,7713.0,17492.0,10427.0,9087.0,19514.0,39713.0,226425.0,266672.0,2018
"Bridgeport-Stamford-Norwalk, CT",12308.0,148.0,534.0,739.0,1273.0,19343.0,17349.0,36692.0,18923.0,50620.0,69543.0,107656.0,813568.0,933532.0,2018
"Brownsville-Harlingen, TX",2541.0,44.0,269.0,399.0,668.0,3009.0,2150.0,5159.0,5336.0,19534.0,24870.0,30741.0,385780.0,419062.0,2018
"Brunswick, GA",87.0,332.0,928.0,333.0,1261.0,4891.0,1043.0,5934.0,3800.0,3472.0,7272.0,14799.0,100896.0,115782.0,2018
"Cape Girardeau, MO-IL",342.0,1571.0,258.0,418.0,676.0,1417.0,1026.0,2443.0,6461.0,4658.0,11119.0,15809.0,76064.0,92215.0,2018
"Carbondale-Marion, IL",941.0,2823.0,77.0,466.0,543.0,3688.0,3269.0,6957.0,5456.0,5691.0,11147.0,21470.0,100785.0,123196.0,2018
"Carson City, NV",289.0,179.0,464.0,20.0,484.0,1354.0,1994.0,3348.0,0.0,3602.0,3602.0,7613.0,47077.0,54979.0,2018
"Casper, WY",73.0,2014.0,213.0,1200.0,1413.0,1150.0,832.0,1982.0,571.0,3720.0,4291.0,9700.0,68559.0,78332.0,2018
"Cedar Rapids, IA",603.0,2504.0,165.0,549.0,714.0,3874.0,4144.0,8018.0,9015.0,11000.0,20015.0,31251.0,237915.0,269769.0,2018
"Centralia, WA Micro Area",603.0,2504.0,165.0,549.0,714.0,3874.0,4144.0,8018.0,9015.0,11000.0,20015.0,31251.0,237915.0,269769.0,2018
"Chambersburg-Waynesboro, PA",248.0,206.0,694.0,0.0,694.0,4866.0,1668.0,6534.0,4193.0,4713.0,8906.0,16340.0,136883.0,153471.0,2018
"Waco, TX",1298.0,2538.0,526.0,726.0,1252.0,9363.0,8864.0,18227.0,7957.0,22607.0,30564.0,52581.0,212842.0,266721.0,2018
"Walla Walla, WA",78.0,122.0,986.0,918.0,1904.0,3391.0,2106.0,5497.0,1815.0,5287.0,7102.0,14625.0,50167.0,64870.0,2018
"Warner Robins, GA",1147.0,866.0,650.0,703.0,1353.0,7536.0,3044.0,10580.0,8545.0,7027.0,15572.0,28371.0,162138.0,191656.0,2018
"Warsaw, IN Micro Area",1147.0,866.0,650.0,703.0,1353.0,7536.0,3044.0,10580.0,8545.0,7027.0,15572.0,28371.0,162138.0,191656.0,2018
"Wichita Falls, TX",1796.0,657.0,493.0,1431.0,1924.0,4437.0,6063.0,10500.0,1968.0,11316.0,13284.0,26365.0,121029.0,149190.0,2018
"Williamsport, PA",464.0,503.0,476.0,115.0,591.0,3768.0,799.0,4567.0,6043.0,2439.0,8482.0,14143.0,97606.0,112213.0,2018
"Wilmington, NC",1361.0,547.0,784.0,649.0,1433.0,15298.0,6191.0,21489.0,9574.0,18108.0,27682.0,51151.0,239806.0,292318.0,2018
"Wilson, NC Micro Area",1361.0,547.0,784.0,649.0,1433.0,15298.0,6191.0,21489.0,9574.0,18108.0,27682.0,51151.0,239806.0,292318.0,2018
"Watertown-Fort Atkinson, WI Micro Area",1361.0,547.0,784.0,649.0,1433.0,15298.0,6191.0,21489.0,9574.0,18108.0,27682.0,51151.0,239806.0,292318.0,2018
"Watertown-Fort Drum, NY",1438.0,812.0,1019.0,984.0,2003.0,4348.0,3083.0,7431.0,4924.0,3854.0,8778.0,19024.0,89431.0,109893.0,2018
"Wausau, WI",94.0,1162.0,586.0,1136.0,1722.0,1006.0,1894.0,2900.0,5283.0,3798.0,9081.0,14865.0,118828.0,133787.0,2018
"Weirton-Steubenville, WV-OH",273.0,470.0,948.0,766.0,1714.0,2828.0,1518.0,4346.0,4224.0,1768.0,5992.0,12522.0,106991.0,119786.0,2018
"Wenatchee, WA",821.0,644.0,240.0,461.0,701.0,1839.0,2808.0,4647.0,6862.0,3680.0,10542.0,16534.0,101311.0,118666.0,2018
"Wheeling, WV-OH",47.0,1021.0,397.0,168.0,565.0,2088.0,728.0,2816.0,5578.0,1676.0,7254.0,11656.0,126271.0,137974.0,2018
"Whitewater-Elkhorn, WI Micro Area",47.0,1021.0,397.0,168.0,565.0,2088.0,728.0,2816.0,5578.0,1676.0,7254.0,11656.0,126271.0,137974.0,2018
"Wichita, KS",2554.0,2582.0,3092.0,3975.0,7067.0,9496.0,7018.0,16514.0,27382.0,61711.0,89093.0,115256.0,517738.0,635548.0,2018
"Winchester, VA-WV",452.0,979.0,187.0,0.0,187.0,5392.0,1328.0,6720.0,4626.0,2480.0,7106.0,14992.0,124457.0,139901.0,2018
"Winston-Salem, NC",1994.0,1297.0,2360.0,860.0,3220.0,13546.0,13479.0,27025.0,29756.0,22620.0,52376.0,83918.0,578469.0,664381.0,2018
"Wisconsin Rapids-Marshfield, WI Micro Area",1994.0,1297.0,2360.0,860.0,3220.0,13546.0,13479.0,27025.0,29756.0,22620.0,52376.0,83918.0,578469.0,664381.0,2018
"Wooster, OH Micro Area",1994.0,1297.0,2360.0,860.0,3220.0,13546.0,13479.0,27025.0,29756.0,22620.0,52376.0,83918.0,578469.0,664381.0,2018
"Worcester, MA-CT",5196.0,348.0,2130.0,223.0,2353.0,26495.0,8474.0,34969.0,43359.0,14209.0,57568.0,95238.0,837619.0,938053.0,2018
"Yakima, WA",2120.0,1290.0,188.0,1096.0,1284.0,3642.0,2077.0,5719.0,13628.0,13759.0,27387.0,35680.0,211246.0,249046.0,2018
"York-Hanover, PA",1957.0,235.0,188.0,405.0,593.0,11165.0,2931.0,14096.0,22098.0,8343.0,30441.0,45365.0,396998.0,444320.0,2018
"Youngstown-Warren-Boardman, OH-PA",1262.0,182.0,3157.0,1239.0,4396.0,7485.0,4093.0,11578.0,31879.0,15837.0,47716.0,63872.0,469272.0,534406.0,2018
"Yuba City, CA",578.0,480.0,764.0,380.0,1144.0,5960.0,2242.0,8202.0,7474.0,7912.0,15386.0,25212.0,146033.0,171823.0,2018
"Yuma, AZ",3180.0,74.0,582.0,301.0,883.0,8032.0,2769.0,10801.0,9612.0,12120.0,21732.0,33490.0,172259.0,208929.0,2018
"Zanesville, OH Micro Area",3180.0,74.0,582.0,301.0,883.0,8032.0,2769.0,10801.0,9612.0,12120.0,21732.0,33490.0,172259.0,208929.0,2018
"Champaign-Urbana, IL",3248.0,1144.0,386.0,1028.0,1414.0,11521.0,9773.0,21294.0,7833.0,16249.0,24082.0,47934.0,183754.0,234936.0,2018
"Charleston, WV",129.0,549.0,106.0,349.0,455.0,3165.0,1531.0,4696.0,9406.0,3665.0,13071.0,18771.0,190102.0,209002.0,2018
"Charleston-North Charleston, SC",4672.0,3607.0,3556.0,772.0,4328.0,26874.0,14611.0,41485.0,42915.0,29249.0,72164.0,121584.0,651313.0,777569.0,2018
"Charlotte-Concord-Gastonia, NC-SC",10906.0,3290.0,5521.0,4565.0,10086.0,63033.0,41652.0,104685.0,119225.0,128798.0,248023.0,366084.0,2163523.0,2540513.0,2018
"Charlottesville, VA",3401.0,1424.0,215.0,376.0,591.0,9533.0,6622.0,16155.0,17276.0,9212.0,26488.0,44658.0,181460.0,229519.0,2018
"Chattanooga, TN-GA",1494.0,1810.0,2162.0,1720.0,3882.0,17727.0,7563.0,25290.0,26470.0,22376.0,48846.0,79828.0,471599.0,552921.0,2018
"Cheyenne, WY",833.0,744.0,724.0,1412.0,2136.0,2735.0,923.0,3658.0,2534.0,6498.0,9032.0,15570.0,81331.0,97734.0,2018
"Chicago-Naperville-Elgin, IL-IN-WI",55327.0,4383.0,10111.0,6086.0,16197.0,72270.0,89448.0,161718.0,507707.0,403527.0,911234.0,1093532.0,8241537.0,9390396.0,2018
"Buffalo-Cheektowaga-Niagara Falls, NY",4324.0,730.0,1935.0,560.0,2495.0,13646.0,9927.0,23573.0,47261.0,51690.0,98951.0,125749.0,988836.0,1118909.0,2018
"Burlington, NC",329.0,211.0,240.0,274.0,514.0,5208.0,4534.0,9742.0,7379.0,5034.0,12413.0,22880.0,141564.0,164773.0,2018
"Burlington-South Burlington, VT",1623.0,3033.0,1352.0,188.0,1540.0,7338.0,2478.0,9816.0,11706.0,9006.0,20712.0,35101.0,182124.0,218848.0,2018
"California-Lexington Park, MD",256.0,0.0,0.0,272.0,272.0,4868.0,2501.0,7369.0,4693.0,4113.0,8806.0,16447.0,94899.0,111602.0,2018
"Canton-Massillon, OH",518.0,781.0,1714.0,967.0,2681.0,7556.0,2334.0,9890.0,19663.0,16308.0,35971.0,49323.0,344879.0,394720.0,2018
"Cape Coral-Fort Myers, FL",6926.0,1328.0,1119.0,1278.0,2397.0,23557.0,10920.0,34477.0,37998.0,23602.0,61600.0,99802.0,638982.0,745710.0,2018
"Chico, CA",475.0,980.0,497.0,820.0,1317.0,7390.0,4379.0,11769.0,10609.0,12966.0,23575.0,37641.0,190280.0,228396.0,2018
"Chillicothe, OH Micro Area",475.0,980.0,497.0,820.0,1317.0,7390.0,4379.0,11769.0,10609.0,12966.0,23575.0,37641.0,190280.0,228396.0,2018
"Cincinnati, OH-KY-IN",7811.0,4625.0,5684.0,6643.0,12327.0,31729.0,27056.0,58785.0,179719.0,58867.0,238586.0,314323.0,1839372.0,2161506.0,2018
"Claremont-Lebanon, NH-VT Micro Area",7811.0,4625.0,5684.0,6643.0,12327.0,31729.0,27056.0,58785.0,179719.0,58867.0,238586.0,314323.0,1839372.0,2161506.0,2018
"Clarksburg, WV Micro Area",7811.0,4625.0,5684.0,6643.0,12327.0,31729.0,27056.0,58785.0,179719.0,58867.0,238586.0,314323.0,1839372.0,2161506.0,2018
"Clarksville, TN-KY",2067.0,2574.0,3316.0,879.0,4195.0,8385.0,10865.0,19250.0,14182.0,19738.0,33920.0,59939.0,224284.0,286290.0,2018
"Clearlake, CA Micro Area",2067.0,2574.0,3316.0,879.0,4195.0,8385.0,10865.0,19250.0,14182.0,19738.0,33920.0,59939.0,224284.0,286290.0,2018
"Cleveland, TN",188.0,686.0,1025.0,53.0,1078.0,2405.0,1877.0,4282.0,5885.0,6830.0,12715.0,18761.0,104545.0,123494.0,2018
"Cleveland-Elyria, OH",8019.0,854.0,3987.0,2768.0,6755.0,24143.0,15004.0,39147.0,145306.0,64118.0,209424.0,256180.0,1770823.0,2035022.0,2018
"Coeur d'Alene, ID",87.0,2086.0,628.0,441.0,1069.0,2319.0,3466.0,5785.0,10832.0,7391.0,18223.0,27163.0,133139.0,160389.0,2018
"College Station-Bryan, TX",4264.0,2796.0,790.0,1164.0,1954.0,9852.0,9446.0,19298.0,5243.0,33786.0,39029.0,63077.0,193862.0,261203.0,2018
"Colorado Springs, CO",7449.0,3259.0,2275.0,2147.0,4422.0,37990.0,26990.0,64980.0,17598.0,65394.0,82992.0,155653.0,567176.0,730278.0,2018
"Columbia, MO",2389.0,1585.0,507.0,2109.0,2616.0,10267.0,3784.0,14051.0,2854.0,21264.0,24118.0,42370.0,132943.0,177702.0,2018
"Columbia, SC",6298.0,2541.0,2658.0,1670.0,4328.0,29907.0,17532.0,47439.0,62824.0,20733.0,83557.0,137865.0,678742.0,822905.0,2018
"Columbus, GA-AL",2077.0,1907.0,1127.0,3660.0,4787.0,11769.0,6574.0,18343.0,12062.0,28803.0,40865.0,65902.0,235153.0,303132.0,2018
