NAME,B07201_014E,B07201_013E,B07201_012E,B07201_011E,B07201_010E,B07201_009E,B07201_008E,B07201_007E,B07201_006E,B07201_005E,B07201_004E,B07201_003E,B07201_002E,B07201_001E,Year
"Santa Barbara-Santa Maria, CA",4359.0,565.0,634.0,2078.0,2712.0,11382.0,12239.0,23621.0,26822.0,30038.0,56860.0,83758.0,305977.0,394094.0,2006
"Santa Cruz-Watsonville, CA",1304.0,60.0,818.0,140.0,958.0,5916.0,10094.0,16010.0,9402.0,17549.0,26951.0,43979.0,201220.0,246503.0,2006
"Santa Fe, NM",586.0,1080.0,920.0,490.0,1410.0,3434.0,5167.0,8601.0,662.0,11942.0,12604.0,23695.0,116837.0,141118.0,2006
"Aberdeen, WA Micro Area",586.0,1080.0,920.0,490.0,1410.0,3434.0,5167.0,8601.0,662.0,11942.0,12604.0,23695.0,116837.0,141118.0,2006
"Abilene, TX",673.0,2316.0,388.0,1789.0,2177.0,5389.0,6358.0,11747.0,5598.0,18749.0,24347.0,40587.0,115414.0,156674.0,2006
"Adrian, MI Micro Area",673.0,2316.0,388.0,1789.0,2177.0,5389.0,6358.0,11747.0,5598.0,18749.0,24347.0,40587.0,115414.0,156674.0,2006
"Aguadilla-Isabela-San Sebasti?n, PR",673.0,2316.0,388.0,1789.0,2177.0,5389.0,6358.0,11747.0,5598.0,18749.0,24347.0,40587.0,115414.0,156674.0,2006
"Akron, OH",2750.0,180.0,1259.0,448.0,1707.0,17711.0,7451.0,25162.0,34402.0,20708.0,55110.0,82159.0,608356.0,693265.0,2006
"Albany, GA",44.0,909.0,812.0,1454.0,2266.0,2350.0,5760.0,8110.0,8766.0,16071.0,24837.0,36122.0,126634.0,162800.0,2006
"Albany-Lebanon, OR Micro Area",44.0,909.0,812.0,1454.0,2266.0,2350.0,5760.0,8110.0,8766.0,16071.0,24837.0,36122.0,126634.0,162800.0,2006
"Albany-Schenectady-Troy, NY",3504.0,3555.0,2756.0,1712.0,4468.0,16466.0,11685.0,28151.0,49582.0,38503.0,88085.0,124259.0,713741.0,841504.0,2006
"Albertville, AL Micro Area",3504.0,3555.0,2756.0,1712.0,4468.0,16466.0,11685.0,28151.0,49582.0,38503.0,88085.0,124259.0,713741.0,841504.0,2006
"Albuquerque, NM",4866.0,1459.0,4445.0,4914.0,9359.0,10995.0,20674.0,31669.0,15630.0,87553.0,103183.0,145670.0,653693.0,804229.0,2006
"Alexandria, LA",752.0,477.0,1378.0,505.0,1883.0,2209.0,3812.0,6021.0,7976.0,8651.0,16627.0,25008.0,122772.0,148532.0,2006
"Allegan, MI Micro Area",752.0,477.0,1378.0,505.0,1883.0,2209.0,3812.0,6021.0,7976.0,8651.0,16627.0,25008.0,122772.0,148532.0,2006
"Allentown-Bethlehem-Easton, PA-NJ",2612.0,52.0,2512.0,1063.0,3575.0,19430.0,7708.0,27138.0,44176.0,37429.0,81605.0,112370.0,675435.0,790417.0,2006
"Altoona, PA",108.0,304.0,233.0,578.0,811.0,2163.0,1191.0,3354.0,4615.0,5410.0,10025.0,14494.0,110631.0,125233.0,2006
"Amarillo, TX",1062.0,3228.0,789.0,1243.0,2032.0,3049.0,6731.0,9780.0,6442.0,30334.0,36776.0,51816.0,182552.0,235430.0,2006
"Ames, IA",928.0,2170.0,562.0,1005.0,1567.0,4061.0,3455.0,7516.0,2504.0,9015.0,11519.0,22772.0,55670.0,79370.0,2006
"Anchorage, AK",2311.0,4010.0,674.0,2500.0,3174.0,6263.0,10688.0,16951.0,8575.0,40739.0,49314.0,73449.0,277695.0,353455.0,2006
"Anderson, IN",139.0,408.0,1773.0,308.0,2081.0,3968.0,3997.0,7965.0,5071.0,11550.0,16621.0,27075.0,102509.0,129723.0,2006
"Anderson, SC",0.0,492.0,939.0,200.0,1139.0,5297.0,2289.0,7586.0,15454.0,5060.0,20514.0,29731.0,146753.0,176484.0,2006
"Ann Arbor, MI",3835.0,1699.0,957.0,1272.0,2229.0,16571.0,10128.0,26699.0,21173.0,23333.0,44506.0,75133.0,260705.0,339673.0,2006
"Anniston-Oxford, AL",349.0,314.0,1599.0,180.0,1779.0,1917.0,3251.0,5168.0,6103.0,6337.0,12440.0,19701.0,91225.0,111275.0,2006
"Appleton, WI",1175.0,915.0,1120.0,991.0,2111.0,4493.0,3166.0,7659.0,7737.0,11962.0,19699.0,30384.0,183563.0,215122.0,2006
"Asheville, NC",1210.0,2222.0,946.0,3358.0,4304.0,9575.0,10825.0,20400.0,26115.0,12003.0,38118.0,65044.0,325571.0,391825.0,2006
"Ashtabula, OH Micro Area",1210.0,2222.0,946.0,3358.0,4304.0,9575.0,10825.0,20400.0,26115.0,12003.0,38118.0,65044.0,325571.0,391825.0,2006
"Athens, TX Micro Area",1210.0,2222.0,946.0,3358.0,4304.0,9575.0,10825.0,20400.0,26115.0,12003.0,38118.0,65044.0,325571.0,391825.0,2006
"Athens-Clarke County, GA",884.0,2588.0,555.0,569.0,1124.0,7986.0,5894.0,13880.0,5661.0,19071.0,24732.0,42324.0,145392.0,188600.0,2006
"Atlanta-Sandy Springs-Marietta, GA",40804.0,10474.0,8664.0,9484.0,18148.0,89056.0,153813.0,242869.0,567365.0,148105.0,715470.0,986961.0,4029669.0,5057434.0,2006
"Atlantic City, NJ",2350.0,70.0,935.0,532.0,1467.0,8048.0,5211.0,13259.0,17149.0,5474.0,22623.0,37419.0,228529.0,268298.0,2006
"Auburn, NY Micro Area",2350.0,70.0,935.0,532.0,1467.0,8048.0,5211.0,13259.0,17149.0,5474.0,22623.0,37419.0,228529.0,268298.0,2006
"Auburn-Opelika, AL",1351.0,388.0,2046.0,1659.0,3705.0,5623.0,3924.0,9547.0,2741.0,11377.0,14118.0,27758.0,94823.0,123932.0,2006
"Augusta-Richmond County, GA-SC",3625.0,2521.0,1738.0,2148.0,3886.0,14003.0,11317.0,25320.0,31327.0,23887.0,55214.0,86941.0,424645.0,515211.0,2006
"Augusta-Waterville, ME Micro Area",3625.0,2521.0,1738.0,2148.0,3886.0,14003.0,11317.0,25320.0,31327.0,23887.0,55214.0,86941.0,424645.0,515211.0,2006
"Austin-Round Rock, TX",17093.0,5858.0,2601.0,4699.0,7300.0,45908.0,54952.0,100860.0,69651.0,165600.0,235251.0,349269.0,1118323.0,1484685.0,2006
"Bakersfield, CA",3007.0,676.0,847.0,543.0,1390.0,20669.0,33600.0,54269.0,36886.0,62158.0,99044.0,155379.0,607687.0,766073.0,2006
"Baltimore-Towson, MD",18040.0,1800.0,3257.0,4000.0,7257.0,55439.0,39799.0,95238.0,163586.0,115252.0,278838.0,383133.0,2222520.0,2623693.0,2006
"Bangor, ME",184.0,4707.0,1156.0,321.0,1477.0,3277.0,1340.0,4617.0,14362.0,3774.0,18136.0,28937.0,116134.0,145255.0,2006
"Barnstable Town, MA",645.0,213.0,273.0,0.0,273.0,6154.0,2434.0,8588.0,14426.0,636.0,15062.0,24136.0,197795.0,222576.0,2006
"Baton Rouge, LA",2241.0,1645.0,1955.0,2645.0,4600.0,13975.0,31787.0,45762.0,36438.0,38019.0,74457.0,126464.0,627505.0,756210.0,2006
"Battle Creek, MI",166.0,112.0,211.0,108.0,319.0,2620.0,2714.0,5334.0,4302.0,11556.0,15858.0,21623.0,114398.0,136187.0,2006
"Bay City, MI",139.0,1102.0,131.0,169.0,300.0,258.0,510.0,768.0,1488.0,9356.0,10844.0,13014.0,93722.0,106875.0,2006
"Beaumont-Port Arthur, TX",2093.0,2999.0,1540.0,1246.0,2786.0,3879.0,9516.0,13395.0,24939.0,23851.0,48790.0,67970.0,302078.0,372141.0,2006
"Beaver Dam, WI Micro Area",2093.0,2999.0,1540.0,1246.0,2786.0,3879.0,9516.0,13395.0,24939.0,23851.0,48790.0,67970.0,302078.0,372141.0,2006
"Beckley, WV Micro Area",2093.0,2999.0,1540.0,1246.0,2786.0,3879.0,9516.0,13395.0,24939.0,23851.0,48790.0,67970.0,302078.0,372141.0,2006
"Bellingham, WA",2352.0,811.0,546.0,674.0,1220.0,7630.0,5407.0,13037.0,3276.0,12842.0,16118.0,31186.0,150244.0,183782.0,2006
"Bend, OR",738.0,1014.0,2166.0,1100.0,3266.0,3245.0,4079.0,7324.0,7662.0,10675.0,18337.0,29941.0,116629.0,147308.0,2006
"Billings, MT",1179.0,3418.0,489.0,1906.0,2395.0,3323.0,2654.0,5977.0,5330.0,11901.0,17231.0,29021.0,115986.0,146186.0,2006
"Binghamton, NY",1381.0,1512.0,151.0,949.0,1100.0,5528.0,2973.0,8501.0,17430.0,7012.0,24442.0,35555.0,207980.0,244916.0,2006
"Birmingham-Hoover, AL",2429.0,2337.0,4065.0,2857.0,6922.0,11768.0,15756.0,27524.0,76189.0,56305.0,132494.0,169277.0,904065.0,1075771.0,2006
"Bismarck, ND",36.0,746.0,652.0,1683.0,2335.0,590.0,1524.0,2114.0,4010.0,5822.0,9832.0,15027.0,84913.0,99976.0,2006
"Blacksburg-Christiansburg-Radford, VA",916.0,2070.0,951.0,569.0,1520.0,12165.0,3221.0,15386.0,6971.0,12793.0,19764.0,38740.0,107871.0,147527.0,2006
"Bloomington, IN",1732.0,933.0,983.0,1287.0,2270.0,9388.0,6609.0,15997.0,8262.0,19833.0,28095.0,47295.0,126028.0,175055.0,2006
"Bloomington-Normal, IL",1237.0,749.0,661.0,1150.0,1811.0,9964.0,5443.0,15407.0,2949.0,17255.0,20204.0,38171.0,119316.0,158724.0,2006
"Bloomsburg-Berwick, PA Micro Area",1237.0,749.0,661.0,1150.0,1811.0,9964.0,5443.0,15407.0,2949.0,17255.0,20204.0,38171.0,119316.0,158724.0,2006
"Bluefield, WV-VA Micro Area",1237.0,749.0,661.0,1150.0,1811.0,9964.0,5443.0,15407.0,2949.0,17255.0,20204.0,38171.0,119316.0,158724.0,2006
"Boise City-Nampa, ID",4324.0,3069.0,3922.0,5944.0,9866.0,14247.0,16999.0,31246.0,33557.0,54445.0,88002.0,132183.0,422584.0,559091.0,2006
"Boston-Cambridge-Quincy, MA-NH",39027.0,4513.0,4589.0,2878.0,7467.0,62908.0,54886.0,117794.0,324037.0,156820.0,480857.0,610631.0,3751139.0,4400797.0,2006
"Boulder, CO",3371.0,654.0,207.0,401.0,608.0,15855.0,13223.0,29078.0,18703.0,20878.0,39581.0,69921.0,205452.0,278744.0,2006
"Bowling Green, KY",216.0,2040.0,2402.0,1279.0,3681.0,3592.0,2893.0,6485.0,2223.0,12482.0,14705.0,26911.0,84367.0,111494.0,2006
"Bozeman, MT Micro Area",216.0,2040.0,2402.0,1279.0,3681.0,3592.0,2893.0,6485.0,2223.0,12482.0,14705.0,26911.0,84367.0,111494.0,2006
"Brainerd, MN Micro Area",216.0,2040.0,2402.0,1279.0,3681.0,3592.0,2893.0,6485.0,2223.0,12482.0,14705.0,26911.0,84367.0,111494.0,2006
"Branson, MO Micro Area",216.0,2040.0,2402.0,1279.0,3681.0,3592.0,2893.0,6485.0,2223.0,12482.0,14705.0,26911.0,84367.0,111494.0,2006
"Bremerton-Silverdale, WA",578.0,1091.0,2389.0,1485.0,3874.0,8233.0,6910.0,15143.0,14498.0,11943.0,26441.0,46549.0,189925.0,237052.0,2006
"Bridgeport-Stamford-Norwalk, CT",6100.0,766.0,652.0,121.0,773.0,19152.0,13807.0,32959.0,32092.0,44615.0,76707.0,111205.0,772848.0,890153.0,2006
"Brownsville-Harlingen, TX",4932.0,488.0,1384.0,471.0,1855.0,3170.0,4455.0,7625.0,4798.0,24394.0,29192.0,39160.0,336283.0,380375.0,2006
"Brunswick, GA",218.0,523.0,377.0,1572.0,1949.0,3168.0,3347.0,6515.0,4303.0,5809.0,10112.0,19099.0,79415.0,98732.0,2006
"Buffalo-Niagara Falls, NY",5052.0,787.0,2520.0,1396.0,3916.0,14629.0,11871.0,26500.0,55628.0,56649.0,112277.0,143480.0,976583.0,1125115.0,2006
"Burlington, NC",152.0,316.0,314.0,876.0,1190.0,4112.0,2748.0,6860.0,9926.0,10034.0,19960.0,28326.0,112869.0,141347.0,2006
"Burlington-South Burlington, VT",735.0,1367.0,1240.0,426.0,1666.0,5567.0,3061.0,8628.0,11891.0,8883.0,20774.0,32435.0,170244.0,203414.0,2006
"Canton-Massillon, OH",544.0,486.0,2306.0,985.0,3291.0,8269.0,2780.0,11049.0,24545.0,16351.0,40896.0,55722.0,348952.0,405218.0,2006
"Cape Coral-Fort Myers, FL",4640.0,652.0,2580.0,1594.0,4174.0,21886.0,20066.0,41952.0,20470.0,30553.0,51023.0,97801.0,462945.0,565386.0,2006
"Cape Girardeau-Jackson, MO-IL Micro Area",4640.0,652.0,2580.0,1594.0,4174.0,21886.0,20066.0,41952.0,20470.0,30553.0,51023.0,97801.0,462945.0,565386.0,2006
"Casper, WY",320.0,1293.0,244.0,1201.0,1445.0,99.0,491.0,590.0,1790.0,6949.0,8739.0,12067.0,56561.0,68948.0,2006
"Cedar Rapids, IA",1591.0,2918.0,308.0,1058.0,1366.0,4398.0,3289.0,7687.0,15156.0,17599.0,32755.0,44726.0,199446.0,245763.0,2006
"Centralia, WA Micro Area",1591.0,2918.0,308.0,1058.0,1366.0,4398.0,3289.0,7687.0,15156.0,17599.0,32755.0,44726.0,199446.0,245763.0,2006
"Chambersburg, PA Micro Area",1591.0,2918.0,308.0,1058.0,1366.0,4398.0,3289.0,7687.0,15156.0,17599.0,32755.0,44726.0,199446.0,245763.0,2006
"Champaign-Urbana, IL",3394.0,1689.0,296.0,779.0,1075.0,8952.0,8256.0,17208.0,9560.0,21297.0,30857.0,50829.0,158858.0,213081.0,2006
"Charleston, WV",391.0,2004.0,1261.0,485.0,1746.0,2662.0,3005.0,5667.0,21510.0,5853.0,27363.0,36780.0,262711.0,299882.0,2006
"Charleston-North Charleston, SC",3230.0,1104.0,3077.0,2014.0,5091.0,14122.0,14166.0,28288.0,39119.0,32196.0,71315.0,105798.0,484876.0,593904.0,2006
"Charlotte-Gastonia-Concord, NC-SC",9051.0,3232.0,6970.0,7035.0,14005.0,44161.0,41103.0,85264.0,67472.0,145039.0,212511.0,315012.0,1238129.0,1562192.0,2006
"Charlottesville, VA",1703.0,1183.0,1524.0,368.0,1892.0,8700.0,5047.0,13747.0,17287.0,2495.0,19782.0,36604.0,148925.0,187232.0,2006
"Chattanooga, TN-GA",619.0,3644.0,1167.0,1734.0,2901.0,11677.0,9994.0,21671.0,26723.0,25537.0,52260.0,80476.0,410702.0,491797.0,2006
"Cheyenne, WY",1070.0,451.0,299.0,675.0,974.0,2167.0,3048.0,5215.0,2397.0,11088.0,13485.0,20125.0,63085.0,84280.0,2006
"Chicago-Naperville-Joliet, IL-IN-WI",58201.0,8839.0,10266.0,8432.0,18698.0,66299.0,92839.0,159138.0,603712.0,556352.0,1160064.0,1346739.0,7966945.0,9371885.0,2006
"Chico, CA",615.0,1961.0,1697.0,1069.0,2766.0,6658.0,6283.0,12941.0,13969.0,19267.0,33236.0,50904.0,161639.0,213158.0,2006
"Chillicothe, OH Micro Area",615.0,1961.0,1697.0,1069.0,2766.0,6658.0,6283.0,12941.0,13969.0,19267.0,33236.0,50904.0,161639.0,213158.0,2006
"Cincinnati-Middletown, OH-KY-IN",6321.0,3700.0,3700.0,4347.0,8047.0,23244.0,24219.0,47463.0,187726.0,106922.0,294648.0,353858.0,1715266.0,2075445.0,2006
"Clarksburg, WV Micro Area",6321.0,3700.0,3700.0,4347.0,8047.0,23244.0,24219.0,47463.0,187726.0,106922.0,294648.0,353858.0,1715266.0,2075445.0,2006
"Clarksville, TN-KY",4856.0,2658.0,815.0,213.0,1028.0,6517.0,6013.0,12530.0,14335.0,15043.0,29378.0,45594.0,184242.0,234692.0,2006
"Clearlake, CA Micro Area",4856.0,2658.0,815.0,213.0,1028.0,6517.0,6013.0,12530.0,14335.0,15043.0,29378.0,45594.0,184242.0,234692.0,2006
"Cleveland, TN",250.0,166.0,643.0,788.0,1431.0,3354.0,1536.0,4890.0,4648.0,9428.0,14076.0,20563.0,86185.0,106998.0,2006
"Cleveland-Elyria-Mentor, OH",6123.0,939.0,4853.0,4227.0,9080.0,24714.0,22468.0,47182.0,133217.0,95034.0,228251.0,285452.0,1795726.0,2087301.0,2006
"Coeur d'Alene, ID",610.0,2766.0,692.0,994.0,1686.0,3472.0,3879.0,7351.0,6449.0,8547.0,14996.0,26799.0,102175.0,129584.0,2006
"College Station-Bryan, TX",1879.0,1461.0,175.0,1983.0,2158.0,9754.0,13216.0,22970.0,4314.0,24802.0,29116.0,55705.0,136034.0,193618.0,2006
"Colorado Springs, CO",9927.0,2265.0,1885.0,5382.0,7267.0,22240.0,19700.0,41940.0,16950.0,64265.0,81215.0,132687.0,449931.0,592545.0,2006
"Columbia, MO",2035.0,579.0,720.0,836.0,1556.0,6308.0,5301.0,11609.0,4910.0,19492.0,24402.0,38146.0,115017.0,155198.0,2006
"Columbia, SC",3076.0,2756.0,4163.0,3167.0,7330.0,22033.0,16258.0,38291.0,43943.0,29975.0,73918.0,122295.0,565606.0,690977.0,2006
"Columbia, TN Micro Area",3076.0,2756.0,4163.0,3167.0,7330.0,22033.0,16258.0,38291.0,43943.0,29975.0,73918.0,122295.0,565606.0,690977.0,2006
"Columbus, GA-AL",4900.0,2815.0,1813.0,3248.0,5061.0,16020.0,11694.0,27714.0,8658.0,23856.0,32514.0,68104.0,214026.0,287030.0,2006
"Columbus, IN",133.0,0.0,0.0,387.0,387.0,2058.0,64.0,2122.0,2610.0,6318.0,8928.0,11437.0,62034.0,73604.0,2006
"Columbus, OH",7506.0,5647.0,6914.0,7165.0,14079.0,28340.0,28454.0,56794.0,127940.0,130478.0,258418.0,334938.0,1356614.0,1699058.0,2006
"Concord, NH Micro Area",7506.0,5647.0,6914.0,7165.0,14079.0,28340.0,28454.0,56794.0,127940.0,130478.0,258418.0,334938.0,1356614.0,1699058.0,2006
"Cookeville, TN Micro Area",7506.0,5647.0,6914.0,7165.0,14079.0,28340.0,28454.0,56794.0,127940.0,130478.0,258418.0,334938.0,1356614.0,1699058.0,2006
"Coos Bay, OR Micro Area",7506.0,5647.0,6914.0,7165.0,14079.0,28340.0,28454.0,56794.0,127940.0,130478.0,258418.0,334938.0,1356614.0,1699058.0,2006
"Corning, NY Micro Area",7506.0,5647.0,6914.0,7165.0,14079.0,28340.0,28454.0,56794.0,127940.0,130478.0,258418.0,334938.0,1356614.0,1699058.0,2006
"Corpus Christi, TX",1724.0,2114.0,799.0,779.0,1578.0,9469.0,8986.0,18455.0,18109.0,43557.0,61666.0,83813.0,323854.0,409391.0,2006
"Corvallis, OR",744.0,640.0,663.0,1713.0,2376.0,4029.0,3389.0,7418.0,2025.0,12221.0,14246.0,24680.0,52963.0,78387.0,2006
"Cullman, AL Micro Area",744.0,640.0,663.0,1713.0,2376.0,4029.0,3389.0,7418.0,2025.0,12221.0,14246.0,24680.0,52963.0,78387.0,2006
"Cumberland, MD-WV",227.0,825.0,538.0,60.0,598.0,4644.0,1456.0,6100.0,6083.0,1774.0,7857.0,15380.0,83111.0,98718.0,2006
"Dallas-Fort Worth-Arlington, TX",50561.0,19695.0,11883.0,16836.0,28719.0,77755.0,135075.0,212830.0,371086.0,530740.0,901826.0,1163070.0,4695417.0,5909048.0,2006
"Dalton, GA",568.0,105.0,0.0,90.0,90.0,1913.0,1387.0,3300.0,6815.0,5476.0,12291.0,15786.0,114733.0,131087.0,2006
"Danville, IL",77.0,394.0,52.0,371.0,423.0,1264.0,831.0,2095.0,2971.0,3931.0,6902.0,9814.0,71064.0,80955.0,2006
"Danville, VA",264.0,1051.0,571.0,47.0,618.0,1513.0,564.0,2077.0,6974.0,4528.0,11502.0,15248.0,92533.0,108045.0,2006
"Daphne-Fairhope, AL Micro Area",264.0,1051.0,571.0,47.0,618.0,1513.0,564.0,2077.0,6974.0,4528.0,11502.0,15248.0,92533.0,108045.0,2006
"Davenport-Moline-Rock Island, IA-IL",1192.0,1360.0,2461.0,1341.0,3802.0,6488.0,6171.0,12659.0,20455.0,28206.0,48661.0,66482.0,307103.0,374777.0,2006
"Dayton, OH",3106.0,1694.0,3338.0,2055.0,5393.0,14947.0,13040.0,27987.0,69348.0,40243.0,109591.0,144665.0,681001.0,828772.0,2006
"Decatur, AL",86.0,174.0,1086.0,501.0,1587.0,1880.0,1302.0,3182.0,8613.0,7539.0,16152.0,21095.0,126221.0,147402.0,2006
"Decatur, IL",503.0,2049.0,57.0,1837.0,1894.0,1324.0,1632.0,2956.0,2039.0,12411.0,14450.0,21349.0,86349.0,108201.0,2006
"Deltona-Daytona Beach-Ormond Beach, FL",5589.0,1520.0,1264.0,2482.0,3746.0,14097.0,13677.0,27774.0,23489.0,16565.0,40054.0,73094.0,413049.0,491732.0,2006
"Denver-Aurora, CO",16262.0,8187.0,4382.0,5573.0,9955.0,41666.0,54959.0,96625.0,168643.0,143342.0,311985.0,426752.0,1927297.0,2370311.0,2006
"Des Moines-West Des Moines, IA",1851.0,7240.0,1327.0,4277.0,5604.0,4696.0,11188.0,15884.0,31593.0,36325.0,67918.0,96646.0,425926.0,524423.0,2006
"Detroit-Warren-Livonia, MI",18674.0,6495.0,3919.0,3994.0,7913.0,27199.0,35343.0,62542.0,254987.0,221853.0,476840.0,553790.0,3841572.0,4414036.0,2006
"Dothan, AL",418.0,1284.0,677.0,502.0,1179.0,1202.0,1907.0,3109.0,5771.0,5943.0,11714.0,17286.0,118841.0,136545.0,2006
"Dover, DE",250.0,769.0,2869.0,333.0,3202.0,3924.0,2974.0,6898.0,6383.0,7270.0,13653.0,24522.0,120419.0,145191.0,2006
"DuBois, PA Micro Area",250.0,769.0,2869.0,333.0,3202.0,3924.0,2974.0,6898.0,6383.0,7270.0,13653.0,24522.0,120419.0,145191.0,2006
"Dubuque, IA",179.0,1254.0,889.0,563.0,1452.0,418.0,1069.0,1487.0,1621.0,6755.0,8376.0,12569.0,78294.0,91042.0,2006
"Duluth, MN-WI",834.0,3737.0,483.0,612.0,1095.0,5665.0,3785.0,9450.0,14406.0,14317.0,28723.0,43005.0,228782.0,272621.0,2006
"Dunn, NC Micro Area",834.0,3737.0,483.0,612.0,1095.0,5665.0,3785.0,9450.0,14406.0,14317.0,28723.0,43005.0,228782.0,272621.0,2006
"Durham, NC",2696.0,1756.0,1594.0,1739.0,3333.0,11352.0,22303.0,33655.0,22770.0,34775.0,57545.0,96289.0,358797.0,457782.0,2006
"East Liverpool-Salem, OH Micro Area",2696.0,1756.0,1594.0,1739.0,3333.0,11352.0,22303.0,33655.0,22770.0,34775.0,57545.0,96289.0,358797.0,457782.0,2006
"East Stroudsburg, PA Micro Area",2696.0,1756.0,1594.0,1739.0,3333.0,11352.0,22303.0,33655.0,22770.0,34775.0,57545.0,96289.0,358797.0,457782.0,2006
"Eau Claire, WI",630.0,2758.0,906.0,1176.0,2082.0,3121.0,3035.0,6156.0,6264.0,11987.0,18251.0,29247.0,123593.0,153470.0,2006
"El Centro, CA",1944.0,44.0,114.0,124.0,238.0,3061.0,5601.0,8662.0,6904.0,4464.0,11368.0,20312.0,136615.0,158871.0,2006
"Watertown-Fort Drum, NY Micro Area",1944.0,44.0,114.0,124.0,238.0,3061.0,5601.0,8662.0,6904.0,4464.0,11368.0,20312.0,136615.0,158871.0,2006
"Wausau, WI",520.0,1694.0,1089.0,1224.0,2313.0,617.0,1063.0,1680.0,3826.0,4365.0,8191.0,13878.0,114712.0,129110.0,2006
"Weirton-Steubenville, WV-OH",209.0,245.0,194.0,517.0,711.0,1553.0,1774.0,3327.0,7114.0,3452.0,10566.0,14849.0,108779.0,123837.0,2006
"Wenatchee, WA",949.0,257.0,520.0,588.0,1108.0,712.0,3650.0,4362.0,5759.0,3759.0,9518.0,15245.0,88701.0,104895.0,2006
"Wheeling, WV-OH",256.0,355.0,156.0,191.0,347.0,1978.0,1359.0,3337.0,6240.0,3570.0,9810.0,13849.0,131551.0,145656.0,2006
"Whitewater, WI Micro Area",256.0,355.0,156.0,191.0,347.0,1978.0,1359.0,3337.0,6240.0,3570.0,9810.0,13849.0,131551.0,145656.0,2006
"Wichita, KS",2399.0,2320.0,2933.0,6021.0,8954.0,4774.0,9938.0,14712.0,23744.0,56319.0,80063.0,106049.0,473339.0,581787.0,2006
"Wichita Falls, TX",1075.0,1474.0,1020.0,630.0,1650.0,4570.0,5525.0,10095.0,6373.0,16339.0,22712.0,35931.0,107211.0,144217.0,2006
"Williamsport, PA",173.0,244.0,874.0,319.0,1193.0,3292.0,685.0,3977.0,5834.0,6579.0,12413.0,17827.0,98441.0,116441.0,2006
"Willimantic, CT Micro Area",173.0,244.0,874.0,319.0,1193.0,3292.0,685.0,3977.0,5834.0,6579.0,12413.0,17827.0,98441.0,116441.0,2006
"Wilmington, NC",641.0,2305.0,1361.0,677.0,2038.0,12622.0,9791.0,22413.0,12661.0,21324.0,33985.0,60741.0,261355.0,322737.0,2006
"Wilson, NC Micro Area",641.0,2305.0,1361.0,677.0,2038.0,12622.0,9791.0,22413.0,12661.0,21324.0,33985.0,60741.0,261355.0,322737.0,2006
"Winchester, VA-WV",84.0,552.0,0.0,48.0,48.0,6463.0,1773.0,8236.0,8260.0,1902.0,10162.0,18998.0,99368.0,118450.0,2006
"Winston-Salem, NC",1112.0,629.0,3065.0,2284.0,5349.0,6730.0,9742.0,16472.0,16116.0,33308.0,49424.0,71874.0,377373.0,450359.0,2006
"Wooster, OH Micro Area",1112.0,629.0,3065.0,2284.0,5349.0,6730.0,9742.0,16472.0,16116.0,33308.0,49424.0,71874.0,377373.0,450359.0,2006
"Worcester, MA",3729.0,1027.0,1634.0,1256.0,2890.0,18428.0,6832.0,25260.0,40317.0,19306.0,59623.0,88800.0,683459.0,775988.0,2006
"Yakima, WA",586.0,1149.0,1142.0,279.0,1421.0,4236.0,4866.0,9102.0,19038.0,18837.0,37875.0,49547.0,178982.0,229115.0,2006
"Yauco, PR",586.0,1149.0,1142.0,279.0,1421.0,4236.0,4866.0,9102.0,19038.0,18837.0,37875.0,49547.0,178982.0,229115.0,2006
"York-Hanover, PA",1191.0,272.0,1751.0,301.0,2052.0,9425.0,3386.0,12811.0,18930.0,12963.0,31893.0,47028.0,363910.0,412129.0,2006
"Youngstown-Warren-Boardman, OH-PA",1084.0,303.0,1736.0,1450.0,3186.0,6118.0,4390.0,10508.0,33700.0,15648.0,49348.0,63345.0,515606.0,580035.0,2006
"Yuba City, CA",3538.0,479.0,155.0,773.0,928.0,2852.0,6449.0,9301.0,12448.0,8613.0,21061.0,31769.0,123980.0,159287.0,2006
"Yuma, AZ",3062.0,524.0,1339.0,695.0,2034.0,7209.0,4490.0,11699.0,4496.0,14904.0,19400.0,33657.0,148304.0,185023.0,2006
"Zanesville, OH Micro Area",3062.0,524.0,1339.0,695.0,2034.0,7209.0,4490.0,11699.0,4496.0,14904.0,19400.0,33657.0,148304.0,185023.0,2006
"Galesburg, IL Micro Area",3062.0,524.0,1339.0,695.0,2034.0,7209.0,4490.0,11699.0,4496.0,14904.0,19400.0,33657.0,148304.0,185023.0,2007
"Gallup, NM Micro Area",3062.0,524.0,1339.0,695.0,2034.0,7209.0,4490.0,11699.0,4496.0,14904.0,19400.0,33657.0,148304.0,185023.0,2007
"Gettysburg, PA Micro Area",3062.0,524.0,1339.0,695.0,2034.0,7209.0,4490.0,11699.0,4496.0,14904.0,19400.0,33657.0,148304.0,185023.0,2007
"Glens Falls, NY",504.0,177.0,1090.0,361.0,1451.0,2830.0,2166.0,4996.0,8943.0,1548.0,10491.0,17115.0,110001.0,127620.0,2007
"Goldsboro, NC",729.0,443.0,951.0,635.0,1586.0,1526.0,2147.0,3673.0,4268.0,7013.0,11281.0,16983.0,94062.0,111774.0,2007
