RegionName,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31,2024-02-29,2024-03-31,2024-04-30,2024-05-31,2024-06-30,2024-07-31,2024-08-31,2024-09-30,2024-10-31
"Spokane, WA",743.8743002896441,751.914427497718,759.6052947804891,764.5444073821006,767.1435981983959,772.8530755216656,775.2200306845875,782.2595371580784,778.7821715564522,779.7222122832658,780.3570415291263,784.5723615152109,791.0317738087092,796.1083840515894,802.5064197735305,806.6266270599048,813.1682847219604,824.9106746902263,832.7607479299164,838.6905261871569,836.3706004816455,841.2778620997743,838.4946906628122,843.4820611132748,845.0767960040442,860.6268044562964,864.8758268254754,872.7345226817685,879.5663540545903,894.4274505275149,903.0033140837116,908.1364105009312,905.5958579214084,908.4306476656662,904.1127214157216,903.8137892071117,900.3682899633569,924.4782802760568,943.9028301738692,963.2631803854664,963.9188240847365,975.6115901711356,982.9384557561464,984.248274004274,977.646554465288,975.5508645380208,976.8247957234188,978.6019255537348,986.9547176085472,993.8300808504252,1005.2538661089092,1012.6093326962746,1025.1987524110018,1037.7685887742934,1050.4917665783912,1047.3616584322135,1050.2339936728856,1045.6366948320149,1047.257882564105,1038.0577823664032,1040.7019551953233,1049.4638710484758,1069.88131699884,1078.386085982192,1087.0283190083796,1090.3940947155495,1106.9915156328582,1122.4453089702645,1134.1540292842478,1136.2021530927632,1128.153532163547,1128.3885330829555,1138.5201595954888,1166.461105044483,1190.2025092005483,1235.0956798766822,1288.926142402947,1350.6160710705467,1387.6699569594452,1400.057251088447,1397.582308944816,1381.8796537594558,1367.3572941861296,1357.7666130631744,1362.5635776561355,1374.0329194453525,1394.9854650589195,1420.615925895868,1447.4941460356056,1463.059533152498,1468.0557863812487,1472.577253567266,1473.4839547375725,1466.252095459986,1449.0501439246689,1434.1020837644403,1430.198882301997,1430.2967207614513,1440.8840906886903,1448.6590094084845,1464.2465058935632,1465.5434150548754,1469.2571453541648,1468.0922434193058,1469.0532589551185,1472.84087761743,1464.753567126831,1466.7083976606102,1463.2490482251246,1472.767141390004,1481.4099600267132,1484.1634207954662,1491.2693020043732,1502.5381493479138,1513.7574616910497,1518.4767256146406,1509.0572029557509,1510.7543847138977
"Scranton, PA",743.0900463085774,741.9582532128487,742.8552032342092,738.3301717377514,736.7113547581588,737.5582101872415,742.4529049989892,749.9470426847827,754.8890962746935,758.4145128777192,758.2440239972351,768.1386779804732,759.7993393896094,763.057396719775,754.6573806077683,771.9787649708205,767.9830691772072,775.9355434989269,769.9866679489395,786.5992713162343,781.0213516104287,781.8960850287682,769.2706327525125,769.054415119308,768.732697995425,775.537473394946,782.6852170360452,784.574681202817,785.0219602401745,789.272283494583,793.2547985002118,798.9927321027851,799.8558984907355,807.9335025194439,804.2074914650417,816.6310583482132,803.0427564787149,811.681421607274,809.969812214984,828.9430870963876,832.2438747451272,833.1878280118276,835.4290753839994,834.7194887222338,839.485243148563,837.7123591110835,837.8138262487552,841.0675974510694,843.2862613809189,852.7190432370039,853.4919701421453,865.1721196477058,868.5120653848677,877.4835767895821,870.165061279761,874.8411469043525,877.223985048974,882.9936898743268,885.9380659378968,885.8714171275169,887.8343824041024,890.1418962934466,891.3412121557471,895.3374020721968,910.6099379424423,919.0118414970406,934.0311995051618,936.9460115782108,945.7990511775,956.8873797343668,957.251840982858,970.2575925528756,976.7426570757276,987.4835939751764,1000.1816862176638,1014.706793415704,1028.0047344938391,1043.1940388765947,1059.8884557672166,1078.2755849353323,1087.5897251113686,1094.655280402627,1095.624794625642,1094.468110146051,1099.645118472203,1115.3459649407089,1135.931218952752,1150.4862238153487,1155.068013605351,1158.8867054403936,1163.194142294872,1180.8577970775516,1192.5899602414663,1193.894091698025,1181.2648778354037,1175.7109321743603,1180.7224082068285,1189.642414096541,1186.884665953672,1190.415930347636,1199.175136232684,1215.478028680887,1219.017051949024,1227.7805666610852,1233.2328804409583,1244.766528628489,1241.401737338516,1239.3193446136463,1237.7604226184314,1255.0226918857534,1261.0584912327356,1267.540873786346,1262.3289963347322,1278.4150787682256,1299.6974949229325,1309.0420682510116,1306.3120427338467,1303.8077782056218
"Chattanooga, TN",859.0293124101092,865.5021213520555,870.7600599010342,860.2940982186872,858.812334530449,861.9665157260085,879.1029684279721,876.8750686576805,884.0388455531084,887.9929684980177,894.3167478275785,885.0022997256932,893.197323684254,896.4499582678205,921.5256013764608,917.0291279852644,926.7018935472594,913.2441937476112,919.4955106905992,910.3509976131908,908.382824667548,910.4977730317328,909.5086922839572,908.8059195403632,910.3225216557864,925.9806914753142,935.7222122832092,939.2742336878356,941.362713956737,947.8635868599456,955.78371146413,956.036526562583,955.6692906413182,952.3065327805696,948.8007934723976,959.596137915608,969.854573223798,982.5301588008394,986.0326014909058,990.3485232706462,1000.4769049358272,1004.889429323282,1005.2209422837204,1003.10320294463,999.491154569136,1004.0852599987356,1013.7858195001568,1022.9720051849466,1030.597247279388,1031.5277915624904,1041.2441557280013,1049.7593606013832,1061.397832258369,1065.584336891229,1065.2177939006883,1066.4448260179292,1063.518103176331,1058.8812047422766,1054.7857252987017,1061.9429271628885,1072.3278560743015,1077.9312933761532,1080.2612918701989,1096.4345241767303,1107.989719849761,1112.065981121118,1109.3323309795703,1118.021588872073,1132.9533696415017,1143.2152968949506,1146.3429786886195,1152.4555214953348,1155.10219385603,1158.4793276233436,1160.5799472504038,1189.8280120330924,1224.6625536175875,1253.468182954375,1266.6186326983516,1278.636868185464,1301.447260710802,1320.852508943311,1336.5703944113943,1353.3227981157108,1360.9726349467,1376.2840263413088,1388.744588966909,1409.2837667048389,1429.1339955588048,1441.364798481402,1443.2841150578824,1440.2533372204632,1445.7232697037794,1448.3871202418425,1451.8266639107949,1437.487392625897,1452.7321641491535,1455.959830065545,1477.420722475217,1480.9519793729442,1489.5359190563838,1500.148736026818,1511.4718703677588,1522.2095744869082,1525.1764677697847,1523.1419059715947,1520.5716304568248,1518.1114153156398,1523.13113264015,1525.910243335937,1529.0922275588944,1538.4697931259852,1555.2653988960803,1564.7720096344908,1568.16192964283,1569.3866810961233,1576.4008688374383,1564.3329460322295
"Modesto, CA",977.2818940008888,974.7516573115032,980.523794620768,978.893846461502,1000.7903049828682,1018.2545134476428,1032.2242574525071,1031.0530416928243,1033.0484664123271,1035.3364549847856,1042.0194734727063,1043.5015293557028,1042.8372161643983,1054.0942247411992,1077.831517321474,1100.844681856711,1110.71257019474,1116.3763348590471,1125.701078808623,1137.0888658055246,1135.2170217347937,1140.827552665418,1146.1814400335263,1153.8013895641936,1159.577181021441,1169.3492373325485,1184.365950672857,1195.0029821307849,1207.5398285310694,1224.982142056131,1242.0728520767375,1244.7082799647785,1247.621951704676,1232.493188528267,1233.8262081073262,1230.632525082629,1246.5331231762902,1251.053381417206,1266.4094047791402,1273.6319903226529,1290.77203159623,1297.9849733430522,1309.9272814865342,1317.6560523770738,1324.3768065895758,1330.4166362608064,1329.7144161380586,1337.0424807468762,1331.625689121971,1338.9109131656326,1332.0095420946325,1353.4218142191507,1361.991373778131,1381.1886905752824,1382.8175942014943,1391.8161822212696,1388.7763123587156,1394.0291420682024,1391.0195942848056,1401.9016964233851,1405.0452268971517,1419.0690692104824,1434.1053713213323,1440.3675504479163,1452.935180506383,1459.077182362514,1482.1812256012215,1495.5452134003392,1500.291349445822,1517.6777373756845,1531.0528087404946,1549.7046336040928,1563.1980658395803,1570.9732490633755,1593.0211367608292,1597.7032205768205,1628.9793247173805,1651.824073491612,1689.7004886631842,1707.916693526692,1710.6245353148504,1704.9653893089426,1717.841046670858,1743.2728161165528,1767.6567608372452,1780.807114269457,1802.4586462793773,1820.396191897804,1829.9545882303687,1838.631860144536,1843.042284227981,1854.2818060224888,1851.769112086968,1855.0086146220324,1847.8577684658444,1837.9509979576424,1850.2262487341568,1854.1867994484428,1870.7485197288945,1868.549684153583,1887.0178263519128,1897.853424982564,1907.440229304662,1914.8803386807008,1920.816801868296,1926.8958955685807,1918.347891431429,1922.8950809175308,1922.371784071957,1931.699622352392,1945.567541183436,1959.4377202545531,1986.078256355247,1992.4985496031704,2003.798224604499,2003.1293558725797,2009.6295848683285,2013.167151541468
"Lancaster, PA",813.913329574769,814.1692175453792,822.5291189020423,829.1705291643657,837.7179046129506,837.3117146824895,838.0670086717452,835.0350255560634,837.836842040298,844.610582754346,847.6214967485179,850.5647760823213,844.4275575789532,843.2126658939856,840.7917992960328,851.5317772833336,863.4096929600236,871.1674299890001,869.1540716222578,867.15297402233,864.9809512973823,867.4337703738836,868.7300420527253,875.197180478112,879.9419125261378,884.8938371847808,886.379155395261,893.3030203342156,893.964748207426,899.4067117946324,904.6235151467416,910.7952770135888,914.333912095427,914.2519147300876,916.4325731347352,917.8569149582088,914.5279258825776,922.6750998951062,931.6980467110752,940.1450881358312,941.90261515943,942.6513463217236,947.2506685982794,950.9742519183892,957.4785024781686,961.7023797633576,965.0237561314192,963.50383490077,965.5769180139284,968.326019903637,977.0897952703924,978.93658236322,984.1408497198354,983.868683116781,988.27554285449,986.1688745970548,991.1884033298008,993.9187228338974,999.4743535302194,997.2601887606116,1001.1354931697716,1007.9184516027254,1015.5502840297544,1016.9806714140866,1019.6176242692572,1026.4968354762173,1034.835511711828,1042.3172309656254,1051.4715512330893,1059.7394506190835,1065.3464170928085,1069.140712491273,1075.635098872847,1091.074395303185,1105.518476036258,1119.4770265022432,1124.7179162462355,1133.6351760089854,1147.365438760151,1160.0434762558643,1169.0578173342833,1182.1665865768412,1192.1773145721022,1201.3252012250523,1201.7482193592336,1208.8798384515308,1221.839390470173,1237.3968152692364,1241.0882791497204,1256.5800384819609,1265.412589450323,1284.8565214951664,1282.867966893056,1295.1173113616908,1296.3543586819967,1298.782923946914,1295.2913163340686,1310.6129352704638,1326.933058465867,1340.1850411444436,1341.523168669924,1349.9282652004838,1356.436367536341,1362.297068427651,1367.5675270963438,1371.0530229685814,1375.242407730696,1376.9958977628903,1376.2658080424355,1381.0539425630975,1384.6156707657217,1397.8968927346868,1410.1434826875686,1424.6922457360854,1433.9397454079528,1434.013264496904,1437.7697382172078,1439.9658859153394
"Portland, ME",1222.5501523469463,1221.9744667993436,1219.9726981319257,1245.223068909757,1262.3304324497817,1291.4785284588002,1296.4197234898438,1303.9600441239518,1286.7995780196504,1278.9878293368793,1279.819624073397,1282.758947342328,1282.9195893470785,1294.0635677727137,1315.4938997301745,1341.5400802383217,1342.1227443711427,1354.9589672967509,1358.441835370381,1385.0916517385117,1386.4215080205404,1378.5893968434723,1334.5950230787514,1333.0072779441002,1336.8368676334085,1357.6993791723762,1373.3063930268152,1382.191300600147,1406.2091164803203,1411.9413746648602,1432.04797152311,1429.6661966260572,1425.2150133818384,1413.1370073526566,1407.1574098613444,1396.2882427249629,1391.5906114897575,1405.885133453262,1429.964811606944,1454.0351583531874,1463.328483246495,1472.8887743543053,1468.2474501803365,1478.0168700585498,1479.4464977097773,1482.9795448588031,1463.811950860843,1448.0781043093623,1451.9413804423668,1471.8155474731043,1498.1051088558058,1528.50024150175,1540.417484073651,1549.5381347877103,1547.512802776534,1542.6749839105146,1537.8311882311832,1528.468161724062,1522.9770693691264,1520.9664880465425,1528.9699382101703,1561.3235129940117,1590.8672200515912,1601.405914482095,1604.1226664644412,1616.8800227478948,1640.0621964363936,1653.2029138126095,1653.850533336838,1665.1438621947193,1668.0428451401692,1661.760244269501,1666.504510081025,1685.602960272374,1718.571565139787,1732.5167139776677,1758.4449516240504,1793.750730677241,1839.2652972033409,1864.3183938848656,1874.5074296417704,1871.4949153575976,1878.4648476990849,1887.3846171546368,1898.6537564859093,1903.686252569389,1936.7434481864516,1962.1471528289744,2013.8576691730295,2030.8991054646087,2063.153310066624,2076.6730163577167,2077.935539282376,2075.627870026712,2055.1924222120447,2041.1539241669368,2023.821138117739,2038.6641603775176,2072.80970103747,2117.199061077727,2141.498396557242,2157.487931406939,2175.606833844949,2181.4649582252346,2182.784923195171,2153.063814335714,2139.191684523488,2109.914510065337,2124.070307952732,2134.530604395932,2191.729907255418,2218.43963628898,2245.444267959253,2248.2667784278638,2269.7731685683434,2286.858182924663,2293.5458642284448,2256.610016574413
"Youngstown, OH",,,605.1762776886019,614.0329859764001,614.8452900523993,614.2863599318781,607.0879369029935,603.8596363656798,593.7178298736296,597.4024464658434,600.2447413694372,609.9314659036198,613.0035371894626,609.7306396773284,614.106316409394,,623.5801020423203,620.5917731924245,622.2301284676306,626.2757705005549,628.5894053116704,630.4106528712184,627.5767644962292,621.2069341922393,620.288138085805,623.4296277423479,631.5040765316005,633.4220774796922,636.8457201394468,637.1522102377277,639.3483554978778,639.0866002268729,632.4850384782868,635.7634797014949,637.0276097246802,643.4841398374255,640.5638327070867,641.1973569219502,649.1468926130502,648.0594701525927,654.7779791848385,654.7867784403627,661.6805419304627,660.0755630196539,665.7422540382291,669.6963752236069,670.3324541218285,669.3822128399008,669.0558511576141,672.6502623848924,677.3509438758375,673.7413135756964,676.6470841867434,678.6329207660452,683.0065994771089,683.2349079847123,681.5171057685337,687.13626564363,691.2905486295161,689.6955339528139,687.3869172129238,690.0368973159437,695.5270921286836,706.0008600886902,713.47226037706,719.3971272089385,725.5484979936101,727.7216953738427,735.0693402312129,730.4099156936401,734.844156633006,736.3211572866345,752.1874831309718,760.9560053506369,772.2109407702678,780.0070344057715,788.5179361080134,803.2235538312707,809.5945911661848,830.4127022714952,831.9534622828988,841.6503539253102,834.7963590909915,845.7642793613815,850.2874239706526,852.9099602170239,854.5828818404806,861.8390377385501,865.3078540212912,868.3418258089376,865.9150849493051,872.2110376089173,875.1829790317244,882.2017116776859,884.8563985845794,892.5387550194589,896.3426055492627,908.5827710898856,906.3494259648415,911.8697788016937,911.0412539416852,916.6490679947376,918.597087198194,918.4107313605056,925.9317685670538,932.4098460652086,942.8950994798596,949.925755956869,949.5308392225204,948.0657881983366,956.9169588621262,968.57905377003,972.8758278742793,983.4059853964347,990.5845053359268,1008.9037988330116,998.5524638180528,1015.2527777777776
"Lansing, MI",802.534244516221,828.6892103215595,834.4996343857242,838.25802850931,827.2314948770336,832.146749082109,835.2119289095888,843.0524480701354,845.2449472578289,846.4935127306293,846.3400493739686,840.8987598320184,845.0318679460867,841.1816044147436,860.8291539657794,866.3299115914369,871.5322394214,867.1384386173893,868.598813799283,882.318985724495,880.0480270282162,881.2322242808817,872.322560774253,870.1433525959756,870.9806328441288,877.6483584442286,890.0953691580963,894.0588488048974,902.7210134721076,903.2563202074492,901.847774093709,905.0010447420648,917.0971056439946,929.647830569436,927.8244134713592,917.9355737083348,916.0207788240704,915.007756572552,924.2075229587782,931.1959688364468,943.736909221686,947.2677061555588,953.1197235550588,953.6260439881322,962.9065582849164,969.3317468220722,978.0551890216182,969.4908741084856,960.2928051492194,955.0253485907238,965.399556667417,979.5732128438156,988.0112071506892,987.0635349440382,985.5558431842192,998.025398414782,1011.8381996645472,1018.4775911145892,1009.3883303449848,995.8511864392063,995.5560061078488,1000.3710887353758,1013.8512504627116,1027.7263673300215,1036.411746403704,1038.4703496493537,1039.4094753915228,1047.5998936182928,1063.1371505118789,1069.2632987237246,1063.2901830680778,1070.2585241167324,1074.891315532799,1096.1572991192916,1094.500766240689,1103.8948305266283,1106.0786281732285,1116.933647623661,1123.6897265159391,1145.318391442689,1159.850948406733,1170.224284296046,1173.8063012406212,1177.2332221886656,1191.5086010336945,1193.0158124832478,1214.492129098801,1225.0751121939352,1244.8390240437034,1250.6256614171054,1251.5192077375236,1265.232344691541,1266.422189369212,1276.3694557287206,1267.6540686073483,1282.0429233513514,1281.1714622000466,1288.8554618369385,1282.0348007271818,1293.3915986038942,1291.4701157576053,1293.9187274218052,1296.630307062372,1303.8211504872866,1312.78411675419,1320.5325757628782,1344.0385750327596,1341.3590977504562,1340.4667863802924,1342.045144235267,1355.842174450824,1367.4865543973183,1373.7227550190628,1391.53746394402,1391.6496350524394,1383.4857150214796,1393.9865887366077,1409.4506526806526
"Fayetteville, AR",899.9413321471292,907.414826357407,915.6259291467146,923.2682488349892,926.4953746442546,938.8871643036024,937.0003781072678,938.4472025566478,932.660872236577,932.345586735298,937.229471094423,941.243672372203,947.9441326873972,948.3817361194884,954.4149238877214,963.5113869576902,974.1370213,978.8706558592528,982.1801400342742,987.2680907891568,982.8111117753048,982.4328809018648,978.468488503639,985.0064971819288,987.8495853629912,1000.1407581669106,1008.829521599776,1017.1330495765048,1017.3253138080996,1023.3690170797202,1025.499870313298,1033.5307298460734,1034.3096526905836,1035.6966716849406,1030.4981286821148,1029.5768731599867,1034.131024108684,1039.8974222443555,1047.9547745847055,1049.3007286494271,1054.453103589337,1058.2048358264744,1066.582185605401,1068.2981465813534,1067.63673307133,1061.0126362842032,1058.897083416197,1064.4555974705124,1071.67723729123,1078.3759690041773,1081.8035806113735,1087.179281942113,1094.3691231690373,1097.5664047643345,1101.549181003906,1102.0023364663864,1101.83701647194,1101.6011630477617,1099.874065998668,1099.8448296935535,1104.179291785912,1112.2730271336495,1124.457702065622,1128.0612998541594,1131.2268672530038,1133.6464370935792,1139.4775906898255,1142.753750958165,1149.6282451668123,1154.844906023667,1161.1525118389716,1162.8844925218834,1169.6461267830848,1181.108901154904,1189.0006997171986,1202.182171106174,1211.2725653957402,1229.2681057856016,1248.471071556054,1271.3377379463957,1290.987773619692,1297.326247557176,1307.479378512218,1314.0308028188354,1322.3947441100963,1327.6023847842107,1335.1801381776493,1355.7977123443216,1378.2659695396956,1408.0789285894627,1437.7941356846632,1467.562308306292,1473.3534828803854,1469.3546285230846,1469.189517953465,1480.7855345239836,1491.268189996877,1495.1499403970208,1497.98092940708,1502.7134773666398,1504.6520151475036,1513.3463162515563,1518.9480414236257,1525.8864501915812,1529.2109496145704,1528.1047173554527,1525.6454803941465,1519.9102892119888,1524.528248466589,1536.5547152404852,1545.400205375347,1553.0144029673795,1557.8019401735226,1573.3190842457627,1585.3509511251716,1595.2351043522565,1603.69881845312,1598.5744369267095
"Fayetteville, NC",829.4167157711864,830.8902134599467,832.1153566683673,833.7507730131604,835.1654166908393,838.6898991110954,840.912350015822,842.9054234501764,841.9335994995196,839.801046202094,838.1860051056752,838.2084772739232,840.695539647988,842.6316562944959,845.8883454739579,845.6237615570845,846.390574657618,846.3357604110416,848.845999392092,851.7899090773477,853.9368740830016,851.6183564489733,851.4849179120357,849.9491528080706,854.360379118087,857.0495613421056,859.4926009819808,862.7587036897609,865.1408024367728,869.5563167582482,871.1121534811294,870.7350783149298,873.0895940862619,873.6581790922686,876.1743740505336,875.9778637017425,877.4622204865528,879.838407546967,885.034239915451,892.4389976266854,896.2558414453048,897.7783119347721,898.3672142599363,899.6687170104728,900.1640562171596,899.8610223283293,906.2604585478329,909.6339748761828,919.3505375451936,923.0169839408702,926.4474295576484,930.6897993885289,935.349300472636,940.5820207582484,940.4278362977984,941.7001488855065,945.0053378862596,945.957598926826,948.7937565817916,950.8348277811514,955.865120964172,963.846714985222,972.4264680492264,975.9692723483236,983.0837931257294,992.3758633059092,1004.588383987078,1010.8949004285632,1023.6017620902708,1037.5642322811636,1047.4750967043824,1053.4063809385605,1058.061895694866,1069.6395585390085,1083.2537535274896,1108.3085007922143,1137.892209776138,1160.250832791437,1180.2863582060352,1189.15192850143,1209.2462114024934,1211.9399746019913,1224.7331049576496,1235.8364507033498,1258.536938304384,1271.281727012793,1288.586003282111,1306.9802621435858,1325.980120713377,1335.3875935883673,1336.2862541855409,1346.2913838658912,1351.379966988694,1358.7609229640557,1351.0816094132983,1350.16978456777,1357.545378000988,1370.100686248294,1387.444891436752,1392.467482954375,1407.5913988331852,1407.7065252625432,1409.0708626061185,1405.6090948509204,1409.427309632072,1413.1747269194648,1412.6519063264118,1407.2618061972494,1412.1404402412156,1411.8138490878823,1425.043197042544,1437.8851370375846,1453.1846175580115,1459.766307922593,1465.118804320895,1470.392789592333,1477.4478023832262,1478.2840706091993
"Lexington, KY",852.34511918761,850.8659023566315,851.4970235514403,853.8310393716697,861.9334602504581,866.3281302170851,871.8937943202639,868.74883410268,870.2575499071972,872.3106571675706,878.7486701197979,879.3263828978289,881.2317056323457,876.3057481646405,882.4934873393258,891.8086364539723,901.0233649243744,906.0455096916994,908.1980504152742,913.4692012025732,918.628652163198,917.3635473019336,917.0641564995988,914.579154360104,918.362252323638,922.0215278555428,926.9572576085704,926.9273537658522,926.6783849754923,931.5277443116254,937.4829390443024,940.0252373734796,939.7245627479004,944.6979560543068,949.8848283969222,946.6895879796152,945.6988242743026,945.3468128782324,951.5621202004288,953.5515729105598,962.3805576236562,967.5825221345984,972.109426625512,968.1139902662098,965.5544510046092,967.683822186954,971.3838049296976,974.8653625841612,975.0779320206516,976.352043644072,980.5444705358224,983.5079911501208,989.931858763826,996.2570213636792,1002.121214422095,1006.6013388004528,1008.8476596539246,1011.8174319264256,1008.4847858365712,1003.624693098294,1003.8688290386324,1004.0392096248008,1010.5420811060858,1011.109668997988,1014.6802732307324,1019.7855930281888,1030.6596191817328,1040.2691119240226,1045.743036666391,1045.229868633149,1048.5227394743165,1050.7436551251635,1052.32219965228,1057.1348180787904,1062.3306178666392,1077.8464713072929,1095.2446647358531,1115.9991705559237,1138.8080535380543,1160.3437483810114,1172.3957832485153,1177.042855160718,1180.015152053615,1185.8515952546504,1185.762906392819,1188.88892864459,1199.005060362483,1217.0385690968476,1235.3065589173236,1260.3324795945691,1281.571587470921,1289.8416210933278,1286.270040625443,1282.1830933580677,1281.2132041625578,1291.4056843342375,1300.4316721178695,1308.8857451040485,1311.5988079980425,1320.6174937932349,1335.4046303333591,1346.8599976225269,1354.1708666580848,1367.7850029452738,1373.459788992256,1372.3924860746768,1372.171453078336,1371.9610911784837,1378.9623183882336,1376.1435141661118,1385.9892772076314,1395.7705940933647,1407.7625579717276,1419.7013584675244,1433.8136705048155,1450.8152945761403,1462.708363691409,1468.808751312598
"Pensacola, FL",920.0972740560871,921.6524363135228,927.2824510301024,933.6155398210692,941.1134660417488,943.430125821721,948.791119669092,951.3176150240852,953.6654364204956,955.7839649589396,955.338670065912,956.4266642710668,957.293820969262,961.8873409415114,966.7759628397358,972.5228622266096,979.089382373064,985.1843438659274,991.5530316620344,993.096539481616,994.3784933810116,989.4458219264184,991.6187413920294,994.2082183340622,999.5855883012654,1002.3282629024856,1004.6299403165652,1010.3893105541928,1015.7231733289252,1023.794165821776,1030.5922719781763,1038.0373408723356,1042.1218656206972,1043.61357028636,1047.0565397919468,1053.5556302926743,1060.0439496524696,1062.1165122822213,1064.0948559449398,1067.5696254482634,1075.7072689242505,1082.905831712695,1094.9279139395271,1103.2951256270564,1107.4189868771512,1102.6839224047278,1107.7446235158602,1110.4910462213209,1119.197043502482,1120.6068171487311,1131.790075964623,1140.7803209949443,1148.8589456305692,1153.0604294459529,1160.5600571277969,1167.7486823174438,1175.0095120135643,1177.735285548324,1181.147637187344,1176.2614075370332,1181.999570074973,1188.951234603501,1202.36825754609,1206.6674256080594,1213.531060663398,1223.0300109352718,1238.8973907864342,1252.4102787649554,1271.8675134637665,1280.2371291926563,1285.059817129944,1294.5294306920798,1303.7074666768774,1326.092088074724,1339.3476709670808,,1426.1596761613089,1464.7216403512546,1496.2639045343224,1540.4093109640166,1577.173331130217,1590.8841188175888,1579.3583454643322,1580.061155994712,1583.8825598195483,1601.4310613417977,1616.7055240228133,1622.8483157245084,1639.1672902423834,1653.6190254807734,1669.7864078748178,1679.912214602154,1692.541772343304,1692.2608508872934,1680.1120926835413,1662.3578238160396,1664.2161599956903,1666.2212130709206,1675.6200202326445,1682.6540536408036,1690.6109727321443,1692.6364622578262,1697.7662768032635,1706.065825037316,1706.3209167189889,1703.2935231075671,1696.3420242254406,1707.8908805441315,1707.508969650181,1721.0681196398637,1721.5300961544556,1730.511233253183,1734.5234296032634,1742.0565464786837,1754.7890501413144,1766.472570532227,1766.0300816111755,1765.8887288219069
"Santa Rosa, CA",1653.9938022550575,1661.5239387198444,1684.2612385901289,1691.5356747934993,1718.7960887364293,1729.969959600585,1745.643849549428,1759.750749157619,1761.0360869472388,1770.6908285693294,1770.8296523519718,1791.9924003173264,1813.7239193858848,1830.619257393807,1869.377995278781,1873.624328883884,1898.258651443392,1901.509945717732,1913.293696335368,1919.532450064865,1898.013070973132,1903.7004832338544,1897.457905324465,1895.43007411622,1899.9602018545688,1925.097081176064,1943.1408753986505,1964.1580289031283,1971.7294187564876,1999.0997724183824,2005.04905589029,2010.198460051292,2010.4726659003825,2030.9777474212292,2067.0916010107167,2091.813614192071,2111.067677072463,2110.075605655533,2134.000002902955,2134.7627997724308,2145.1196300421534,2148.158367067444,2152.3995552318124,2146.5116537329595,2131.434076837213,2143.906530573815,2139.017310880324,2143.9266516479665,2123.3315439566404,2124.7913970041536,2123.1521680949463,2134.900283983759,2148.362231786543,2161.2981683822663,2157.209028452177,2151.721130182952,2146.5317512433485,2139.42931262869,2138.4376063145764,2134.498972902577,2155.8650057836894,2162.070419885866,2166.954834118308,2161.2115075968672,2160.795713443603,2172.7830638999308,2166.8030080574918,2173.9734356511285,2177.998269724093,2200.8965902577984,2201.4259635988874,2197.628784522875,2192.489847213289,2203.113235164905,2209.6716509831795,2223.177181030698,2249.391031254634,2285.3594018704484,2322.233687879145,2343.69213368594,2368.762944250023,2370.1647781369275,2382.693255783159,2378.2742781828365,2402.210250081805,2414.8600415391847,2448.1741267751104,2480.784435209782,2510.3967876161782,2523.815929611281,2523.7143735242357,2519.385456441825,2521.2205310479444,2513.1946313979597,2499.396851065912,2495.004730222258,2495.435827071049,2503.7344507648063,2512.612849329447,2535.0348187903023,2558.4209163518444,2572.4646745092678,2575.424633229052,2584.738915005725,2596.5511756862697,2591.303678301272,2598.507559041976,2585.2327627433788,2596.6716205915677,2588.8924998450902,2597.0261337044767,2609.316599339594,2623.624292663221,2631.1160960771967,2631.826792044372,2636.0575740238382,2635.913548384059,2651.0268402015067
